selected_timetable_id,stage_d_input_id,scenario_id,topology_family,uniform_headway_min,span_id,span_start_min,span_end_min,public_route_count,public_route_ids_json,selected_phase_vector_json,robust_min_transfer_quality,robust_unweighted_mean_transfer_quality,exact_daily_bus_km,explicit_public_trip_count,exact_fleet_recovery5,exact_fleet_recovery10,exact_fleet_recovery15,s8_target_selection_semantics,phase_selection_rule,exact_timetable_constructed
D3RT1_3b6603cf26f7044e,D4I2_8721c5c8d543c0a3,P2_9b9034e881a17db4,blank_slate,30,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_f9ccaf27848a9a9dc534""]",[5],0.358265655287,0.614928591984,336.947604925,37,1,1,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3b6a5e15dafa1ce3,D4I2_c0f8ec829442aedf,P2_fedd23605d456ed4,blank_slate,30,CORE_0600_2200,360,1320,1,"[""R2_adf2618649db1e2ee072""]",[14],0.149138466596,0.440343401681,516.899411104,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3b6d24e730e3b58a,D4I2_39adf11702112d32,P2_4e4a121ab6fccdbe,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,2,"[""R2_89faf7404f5ba6502188"",""R2_c936c4b77fad7e239097""]","[10,8]",0.260735169340,0.648011536860,311.019283072,64,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3b6f8e1e27161396,D4I2_52a110e8a0ccb410,P2_cf22cb7f37deffc7,interlined_figure8,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_aa6c2d56707742b372cd"",""R2_fc5a3487f178bf740b7a""]","[3,36]",0.100284236125,0.381791087952,388.451584729,37,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3b740ecc9db3ff09,D4I2_cf2b75c49d8e3096,P2_ffb022dd7b05faab,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_b2032eeb31cba06561f0"",""R2_dea1e22a83c9afcc7d66""]","[7,12]",0.102405693166,0.417271862576,375.624679302,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3b801bfcec9222d8,D4I2_eef9fb1ba84397dc,P2_452bf4c0caf91110,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_e5492f774022d2345628""]",[8],0.328710467526,0.552667158991,524.308948366,74,2,2,3,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3b804aa8be98658a,D4I2_7a58a38a8f802efe,P2_eb6a40bfd26fca02,trunk_plus_branches,60,CORE_0600_2200,360,1320,2,"[""R2_54c423b28651c3461bb3"",""R2_ceba3b08a47e5ed355a4""]","[35,35]",0.256907831081,0.342991937328,351.271618064,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3b824ee3a3a0b5a2,D4I2_42c3861883abbc7c,P2_099f551cbb4adb5f,interlined_figure8,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_111bca1495da90b445bb"",""R2_41cc18d3d5b47174968a""]","[33,6]",0.147952325655,0.462098365989,382.400884976,37,1,1,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3b83253bd6c77390,D4I2_c0bf3bb27c7fc5cb,P2_70ebddfb998f9c05,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_235ca1ecac202beb00df"",""R2_93eeaf987a5db7bc47f3""]","[6,4]",0.212877523681,0.438820581951,552.033402354,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3b9f498449824945,D4I2_646c56973fe7653c,P2_f1c62743b99e7b34,blank_slate,30,CORE_0600_2200,360,1320,1,"[""R2_c9e7c074b0384c070a37""]",[7],0.379357504757,0.669987528611,266.920343648,32,1,1,1,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3ba244e0ded2e9f7,D4I2_abc9493f8eb857b8,P2_1ec2d4fa04f45786,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_111bca1495da90b445bb"",""R2_986fc1fbfb4e6e94a0da""]","[33,6]",0.147952325655,0.466529240357,367.724569856,37,1,1,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3bad2d46f35519e1,D4I2_a9381f45c57285f9,P2_eecd9170a08f6755,short_turn_overlay,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_6d4d91a2bee9b7ff6e48"",""R2_61f82d3bc6bdf93930bb""]","[5,5]",0.256948891724,0.341607641778,282.184117380,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3baf0897a80e1bd2,D4I2_3136fd0ebdc5d710,P2_6b9acf2700e838e3,single_compact_loop,30,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_1f03bf92530fa643ac91""]",[4],0.263067046334,0.550245132498,358.230008440,37,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3bbc6fe4692d724b,D4I2_1cbf9415bea6525c,P2_698b92ec033c4db2,single_compact_loop,20,CORE_0600_2200,360,1320,1,"[""R2_2fb1dd9b80f58b580788""]",[17],0.376359533341,0.504933850999,373.590780816,48,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3bc1f6da07f69275,D4I2_660a001357fe7e20,P2_ab834bcc90c450bd,short_turn_overlay,30,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_f57023317670283b0346"",""R2_ad5007bc6b5fe4e648d5""]","[6,6]",0.443714097269,0.653356353559,542.200552223,74,2,2,3,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3bc42a0e4dbcd934,D4I2_552b55580f3ee6e9,P2_afaa79f7edc13d54,two_radial_out_and_back_feeders,30,CORE_0600_2200,360,1320,2,"[""R2_ab5110a74d88f6a5a5dd"",""R2_3b073005c8535aa1bf3c""]","[11,9]",0.208184536104,0.604850312675,292.901469504,64,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3bd789fefc2e04f3,D4I2_40ce68d2ca6ca385,P2_ae93a9a1f9747717,blank_slate,60,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_2e9287c1fd85a8dfe47f""]",[9],0.141958284884,0.379005306832,304.695581814,18,1,1,1,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3bda3cb39e628fe2,D4I2_bcc6c47422c9c971,P2_29bf336e79d43068,short_turn_overlay,60,CORE_0600_2200,360,1320,2,"[""R2_b1aa83ba5c0108f12d72"",""R2_25b58ac83c97871ad6f7""]","[35,35]",0.256907831081,0.342991937328,339.975346288,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3be237d26a7bc6c4,D4I2_4c7031925cfb6c6b,P2_6b8bc9ec9896e86e,short_turn_overlay,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_54c423b28651c3461bb3"",""R2_ceba3b08a47e5ed355a4""]","[5,5]",0.256948891724,0.341607641778,395.180570322,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3be4433d73749bb7,D4I2_60da7e5c6a975bc6,P2_797019531c3da1d4,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_c5047e55806cf91866a9"",""R2_ee13da0e6a2cac68a14e""]","[33,8]",0.147952325655,0.462520844375,335.935570686,37,1,1,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3bf3f307eb75a9ba,D4I2_f9fd3b9877f11253,P2_5d17f8b044ba61bf,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_b2032eeb31cba06561f0"",""R2_2276139f60033c9532e7""]","[7,7]",0.087876628416,0.408779146711,384.540442254,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c07945b5b9d0a83,D4I2_9956b27264a37a16,P2_a2b994ee52af4f0f,interlined_figure8,60,CORE_0600_2200,360,1320,2,"[""R2_e74ceaa2000bb19d2a3e"",""R2_2d308eceffbeaa5cd7e9""]","[8,42]",0.098614733129,0.351468456742,512.461818480,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c0c3f275ac3d6e7,D4I2_b57003054d075a54,P2_9b6f10b8b0a4cc0a,two_independent_loops,60,CORE_0600_2200,360,1320,2,"[""R2_23d58cd05658247380d7"",""R2_48ef7ec05348244b21a3""]","[39,42]",0.100254522747,0.304807224115,427.173926336,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c202bb9f0a20d29,D4I2_4e4d9d5d7ff4abdb,P2_e6c1cf9f18df6e07,trunk_plus_branches,20,CORE_0600_2200,360,1320,2,"[""R2_dd90ba12be632447df63"",""R2_574d3387b672b2f9c1d6""]","[18,18]",0.511690149396,0.575247008276,327.406773360,96,2,2,4,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c254bceb2a40db3,D4I2_69dec6d8b596b779,P2_3a34eb2eb9be705a,interlined_figure8,60,CORE_0600_2200,360,1320,2,"[""R2_931841a8e679d367b600"",""R2_65db885119e69d50c7d4""]","[42,39]",0.099248512893,0.322245548490,432.732959840,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c476dbd76b7e488,D4I2_af778ca323422e3d,P2_3c17b3c1361a2e88,blank_slate,20,CORE_0600_2200,360,1320,1,"[""R2_335a44348e588598f96c""]",[14],0.362884528578,0.483982790878,443.126095632,48,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c4e8e8838e1217c,D4I2_2f6343474c9b21fb,P2_5ad5352d3984963d,short_turn_overlay,30,CORE_0600_2200,360,1320,2,"[""R2_8b99f6965cf89734c8b0"",""R2_d2e9b1340e3d1c31d117""]","[6,6]",0.429848031756,0.643432827518,299.254844064,64,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c53d3ed869da5a3,D4I2_9f0cddcde4e71c4b,P2_e29669559a51d334,two_independent_loops,60,CORE_0600_2200,360,1320,2,"[""R2_5f46cc000b42d4b6248f"",""R2_68df8c2267c561697538""]","[37,37]",0.187604652681,0.451213040651,404.432760368,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c56f74df2b31e82,D4I2_c75683fed565e5da,P2_315b72a5d7270386,interlined_figure8,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_b2032eeb31cba06561f0"",""R2_0e8f2e1c700f3bc6c5c9""]","[7,39]",0.144484617327,0.458233945767,451.819001236,37,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c5eceeb8ad320aa,D4I2_1e6d06098569beba,P2_5486f619e650003c,two_independent_loops,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_c5047e55806cf91866a9"",""R2_daa924b94f359272aa3a""]","[3,9]",0.146940520173,0.411957386523,555.825563964,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c60b48b5b186149,D4I2_2f393b31b70d29d6,P2_c68423a990076c6d,hybrid_interlined,20,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_b622c0c9482a8b5ac700"",""R2_784126898d550427dc92""]","[1,3]",0.335747363457,0.498396258271,432.277877955,110,2,2,4,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c6f01637c8c5223,D4I2_e585ab2747e2da75,P2_a757634d995a0740,trunk_plus_branches,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_12addbc792b7b9265826"",""R2_fba6c3f8d73ff7f79284""]","[5,5]",0.256948891724,0.341607641778,470.702167830,36,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c776b0801ce395b,D4I2_7f35785904e19beb,P2_2c3df6a4873792e3,two_radial_out_and_back_feeders,15,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_de47b4dc4924d14c6bea"",""R2_d05b6c17763780d8102f""]","[2,5]",0.269145979741,0.528384879864,290.092724078,148,2,3,4,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c7a256928135563,D4I2_f85264462a8d7db3,P2_39a9959520dd71f5,single_compact_loop,20,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_74ab36c37a99ef5a1c51""]",[18],0.355076670308,0.509357274524,393.286335400,56,1,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c8d3b3462d48e25,D4I2_e193bb4e33f018e5,P2_1b4a8c5c179ad1bc,interlined_figure8,60,S8_EXTENDED_0530_2400,330,1440,2,"[""R2_23d58cd05658247380d7"",""R2_998aaebcfab8377a1aef""]","[39,8]",0.100254522747,0.399274940211,345.619990445,37,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3c975bd44f038e0e,D4I2_72631a0d318faa55,P2_9a4c8e2fb86e7a15,interlined_figure8,60,CORE_0600_2200,360,1320,2,"[""R2_d34bc59b438762353bed"",""R2_74423348f2c3cbe03644""]","[33,39]",0.094182056571,0.348674051113,361.875717584,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3cb2cf15bf706084,D4I2_b69707e81c2766d8,P2_e5f4523262fdba1f,two_independent_loops,60,CORE_0600_2200,360,1320,2,"[""R2_c5047e55806cf91866a9"",""R2_5b6f8d6eb41149c6b89f""]","[33,33]",0.147952325655,0.405602375433,408.140099552,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3cb99a8593aabe8c,D4I2_457d3830f66cea93,P2_4a4c6ecdc32b1a70,interlined_figure8,60,CORE_0600_2200,360,1320,2,"[""R2_7733273323649e914a59"",""R2_c00dc4c0377db0a32cf8""]","[34,34]",0.236208063189,0.468880285321,333.870867040,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3cc36a5664465cf7,D4I2_4f5d4f77d2824fb6,P2_240559a8c5d7ad91,trunk_plus_branches,60,CORE_0600_2200,360,1320,2,"[""R2_2071084815ed10e63767"",""R2_df53fe12e79ee9d29680""]","[35,35]",0.256907831081,0.342991937328,383.428130448,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3cd9a45d579a5edf,D4I2_8e06f09403f5ccad,P2_9b9034e881a17db4,blank_slate,20,CORE_0600_2200,360,1320,1,"[""R2_f9ccaf27848a9a9dc534""]",[13],0.351596875621,0.486882356891,437.121217200,48,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3ce025dbc1fcaeb4,D4I2_f6b5acd85b396e96,P2_3058c75ede542cb2,single_compact_loop,15,CORE_0600_2200,360,1320,1,"[""R2_6430b8f6d93aae646d8f""]",[13],0.314627788889,0.518133237970,393.922025536,64,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3ce17500a265f0d0,D4I2_25ae8273f46a1649,P2_1b4a8c5c179ad1bc,interlined_figure8,60,CORE_0600_2200,360,1320,2,"[""R2_23d58cd05658247380d7"",""R2_998aaebcfab8377a1aef""]","[39,38]",0.100254522747,0.399367401998,295.469856768,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3cee79fc67bfc4d7,D4I2_1d08f9371dd128bb,P2_fc9cdb7e06def915,two_independent_loops,60,CORE_0600_2200,360,1320,2,"[""R2_23d58cd05658247380d7"",""R2_fc5a3487f178bf740b7a""]","[39,36]",0.100254522747,0.280928008200,414.014826624,32,2,2,2,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
D3RT1_3cef860040dcb843,D4I2_f6135d1a958387d4,P2_3b1406080a19eaca,blank_slate,60,S8_EXTENDED_0530_2400,330,1440,1,"[""R2_b6afd422c6562d6b78f3""]",[39],0.150265047070,0.395253086301,354.253756203,19,1,1,1,MAX_CONTINUOUS_TRANSFER_QUALITY_OVER_FINITE_EXPLICIT_TARGET_EVENTS,MAX_ROBUST_MIN_QUALITY_THEN_MAX_UNWEIGHTED_MEAN_QUALITY_THEN_LOWEST_ROUTE_PHASE_TUPLE__AFTER_CONTEXT_EXACT_BUDGET_FILTER,true
