plan_id,scenario_id,topology_family,frontier_basis,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,extension_share,public_population_covered_10min,public_population_coverage_share_10min,public_worst_municipality_10min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_od_relation_count,public_structurally_addressable_worker_od_mass_upper_bound,public_plus_extensions_population_covered_10min,public_plus_extensions_population_coverage_share_10min,public_plus_extensions_worst_municipality_10min,public_plus_extensions_worst_municipality_coverage_share_10min,public_plus_extensions_structurally_addressable_od_relation_count,public_plus_extensions_structurally_addressable_worker_od_mass_upper_bound,expected_pattern_set_cycle_distance_km,expected_pattern_set_cycle_runtime_min,annual_bus_km,fleet_lower_bound_recovery5,fleet_lower_bound_recovery10,fleet_lower_bound_recovery15,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,public_explicit_field_check_pending_count,s8_public_route_count,s8_public_complete_match_route_count,s8_public_complete_match_route_share,s8_public_all_routes_have_some_complete_match_phase,s8_public_any_route_has_some_complete_match_phase,s8_public_roundtrip_route_count,s8_public_roundtrip_complete_match_route_share,s8_public_roundtrip_best_complete_gap_min_min,s8_public_roundtrip_best_complete_gap_min_max,s8_public_roundtrip_worst_complete_gap_min_min,s8_public_roundtrip_worst_complete_gap_min_max,s8_public_rail_to_bus_only_route_count,s8_public_rail_to_bus_only_complete_match_route_share,s8_extension_route_count,s8_extension_complete_match_route_share,s8_extension_all_routes_have_some_complete_match_phase,s8_extension_any_route_has_some_complete_match_phase,reference_budget_robust_all_recoveries,structural_shortlist,frequent_service_30min_or_better,extension_access_realised,weighted_composite_score_used,worker_reference_assigned_to_routes,s8_phase_selected,joint_vehicle_block_timetable_feasibility_evaluated,exact_timetable_constructed,topology_ranked,service_policy_selected,primary_selected,runner_up_selected,plan_level_frontier_classes,base_access_realised,extension_upper_bound_only,plan_level_ranked,exact_timetable_required_next,candidate_route_phases_json,phase_vector_count_evaluated,exact_budget_feasible_phase_vector_count,exact_daily_bus_km,exact_annual_bus_km,continuous_model_annual_bus_km,exact_minus_continuous_annual_bus_km,exact_vehicle_cycle_hours_per_service_day,exact_fleet_recovery5,exact_fleet_recovery10,exact_fleet_recovery15,exact_fleet_minus_lower_bound_recovery15,explicit_trip_count_per_service_day,connection_margin_sensitivity_min_json,candidate_timetable_phase_selection_rule,candidate_s8_phases_materialised,final_service_policy_selected,final_topology_selected,margin0_complete_route_count,margin0_incomplete_route_count,margin0_unmatched_event_count,margin0_route_unweighted_mean_gap_min,margin0_worst_route_weighted_mean_gap_min,margin2_complete_route_count,margin2_incomplete_route_count,margin2_unmatched_event_count,margin2_route_unweighted_mean_gap_min,margin2_worst_route_weighted_mean_gap_min,margin5_complete_route_count,margin5_incomplete_route_count,margin5_unmatched_event_count,margin5_route_unweighted_mean_gap_min,margin5_worst_route_weighted_mean_gap_min
P2PLAN_8e924caa10a137ef,P2_39309e97f4fa3d4d,blank_slate,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,6351.503430600282,0.278320318096,Brivio,0.000000000000,2,221.000000000,6351.503430600282,0.278320318096,Brivio,0.000000000000,2,221.000000000,7.093166800,16.606866149,95793.217634,1,1,2,2,2,2,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_6fc8006689b7ff6ba32d"":14}",30,30,262.447171600,95793.217634,95793.217634,0.000000,10.240900792,1,1,2,0,37,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,15.733761399,15.733761399,0,1,1,15.733761399,15.733761399,0,1,1,21.289021761,21.289021761
P2PLAN_8ed706445758af13,P2_1c505c091c9f5b21,blank_slate,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,4860.318769351302,0.212977207792,Brivio,0.000050341214,2,221.000000000,4860.318769351302,0.212977207792,Brivio,0.000050341214,2,221.000000000,7.022970275,12.364302371,94845.213564,1,1,1,1,2,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_74ab36c37a99ef5a1c51"":7}",30,30,259.849900175,94845.213564,94845.213564,-0.000000,7.624653129,1,1,1,0,37,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,8.410303650,8.410303650,0,1,1,8.410303650,8.410303650,0,1,1,8.410303650,8.410303650
P2PLAN_8f07b8759752afbe,P2_869464afc34adb99,single_compact_loop,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,7274.419734999882,0.318762138245,Brivio,0.000000000000,6,375.000000000,7274.419734999882,0.318762138245,Brivio,0.000000000000,6,375.000000000,9.625141772,18.425366717,111112.636616,1,1,2,1,2,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_527288526c67dea072ec"":12}",30,30,356.130245564,111112.636616,111112.636616,-0.000000,11.362309475,1,1,2,0,37,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,14.824511115,14.824511115,0,1,1,14.824511115,14.824511115,0,1,1,20.379771477,20.379771477
P2PLAN_919e36061de27ac7,P2_a70af9f09fa715b4,two_independent_loops,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,6896.570940818303,0.302204956510,Brivio,0.000000000000,16,787.000000000,6896.570940818303,0.302204956510,Brivio,0.000000000000,16,787.000000000,18.896748706,33.859030435,109072.033531,1,1,2,2,2,2,2,2,1.000000000,true,true,2,1.000000000,20.574810827,25.570062903,26.130071189,31.125323264,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_111bca1495da90b445bb"":39,""R2_8c12b57f15614f4ec362"":7}",3600,2700,352.224379310,109894.006345,109072.033531,821.972814,10.523121919,1,2,2,0,37,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,1,2,18.242924189,20.574810827,1,1,2,18.242924189,20.574810827,1,1,2,21.020554369,26.130071189
P2PLAN_91c58bef12c35c08,P2_86684125781f6740,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,5852.135042942792,0.256438196797,La Valletta Brianza,0.000000000000,6,490.000000000,5852.135042942792,0.256438196797,La Valletta Brianza,0.000000000000,6,490.000000000,8.341260739,14.652708534,104098.934023,1,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,11.062593661,11.062593661,12.914347115,12.914347115,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_c9e7c074b0384c070a37"":10}",20,20,400.380515472,104098.934023,104098.934023,-0.000000,11.722166827,1,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,12.778097145,12.778097145,0,1,1,15.993327660,15.993327660,0,1,1,15.993327660,15.993327660
P2PLAN_9271147f50394100,P2_6d8402fc9ff7b339,blank_slate,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,7042.632878492971,0.308605331697,Calco,0.221840505440,12,567.000000000,7042.632878492971,0.308605331697,Calco,0.221840505440,12,567.000000000,13.588962734,24.735988560,91759.470861,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,19.169200194,19.169200194,24.724460555,24.724460555,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_cf2ca93e0a3960be59ca"":37}",60,60,258.190291946,94239.456560,91759.470861,2479.985699,7.833063044,1,1,1,0,19,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,0,0,19.169200194,19.169200194,1,0,0,24.724460555,24.724460555,1,0,0,24.724460555,24.724460555
P2PLAN_927faad103a07e81,P2_f1c62743b99e7b34,blank_slate,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,5852.135042942792,0.256438196797,La Valletta Brianza,0.000000000000,6,490.000000000,5852.135042942792,0.256438196797,La Valletta Brianza,0.000000000000,6,490.000000000,8.341260739,14.652708534,104098.934023,1,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,11.062593661,11.062593661,12.914347115,12.914347115,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_c9e7c074b0384c070a37"":10}",20,20,400.380515472,104098.934023,104098.934023,-0.000000,11.722166827,1,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,12.778097145,12.778097145,0,1,1,15.993327660,15.993327660,0,1,1,15.993327660,15.993327660
P2PLAN_92abf0c7bdcbac52,P2_f77c2ba98980326c,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,4632.125246860367,0.202977859691,Brivio,0.000000000000,9,844.000000000,4632.125246860367,0.202977859691,Brivio,0.000000000000,9,844.000000000,8.217583299,13.280456005,82044.351657,1,1,1,1,2,1,1,1,1.000000000,true,true,1,1.000000000,17.396966471,17.396966471,17.396966471,17.396966471,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_e641044e83a327ab5732"":7}",30,30,262.962665568,82044.351657,82044.351657,0.000000,7.082909869,1,1,1,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,7.952226833,7.952226833,0,1,1,7.952226833,7.952226833,0,1,1,7.952226833,7.952226833
P2PLAN_9354d92de6933ee8,P2_14fd41ab5fad0b23,single_compact_loop,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,6635.842279344171,0.290779931744,Brivio,0.000465712767,12,733.000000000,6635.842279344171,0.290779931744,Brivio,0.000465712767,12,733.000000000,15.635046782,31.405155973,105575.653395,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,21.389876849,21.389876849,21.389876849,21.389876849,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_0c74cbb6c90ba91bf1bd"":37}",60,60,297.065888858,108429.049433,105575.653395,2853.396038,9.944966058,1,1,1,0,19,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,0,0,21.389876849,21.389876849,1,0,0,21.389876849,21.389876849,1,0,0,21.389876849,21.389876849
P2PLAN_94674b57f3491e6c,P2_e81f744c00a077cf,blank_slate,PUBLIC,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,5780.775206194420,0.253311237537,Brivio,0.000000000000,2,221.000000000,5780.775206194420,0.253311237537,Brivio,0.000000000000,2,221.000000000,4.941273246,10.529247876,95070.097253,2,2,2,1,2,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_89ad250d7fb28bc4d750"":10}",15,15,365.654220204,95070.097253,95070.097253,0.000000,12.986072380,2,2,2,0,74,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,2,10.247919727,10.247919727,0,1,2,13.025549908,13.025549908,0,1,2,13.025549908,13.025549908
P2PLAN_95568e9ec359707a,P2_4b93776e7a22cab7,blank_slate,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,3589.568044191300,0.157293423644,Brivio,0.011016508985,6,245.000000000,3589.568044191300,0.157293423644,Brivio,0.011016508985,6,245.000000000,9.312029235,15.929613105,107498.065489,1,1,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_cba9391a775bcf131254"":15}",30,30,344.545081695,107498.065489,107498.065489,-0.000000,9.823261415,1,1,2,0,37,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,16.072387921,16.072387921,0,1,1,16.072387921,16.072387921,0,1,1,21.627648283,21.627648283
P2PLAN_95d4b550d02d2818,P2_017387704e90dfa7,interlined_figure8,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,8376.450829737198,0.367052696251,Calco,0.171996948300,12,567.000000000,8376.450829737198,0.367052696251,Calco,0.171996948300,12,567.000000000,19.348490861,36.400255707,93066.241041,1,1,2,1,4,1,2,2,1.000000000,true,true,2,1.000000000,20.336570784,24.537690310,25.891831145,30.092950672,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_2ffb6743b10bb3f0a97d"":38,""R2_b2032eeb31cba06561f0"":57}",3600,3600,367.621326359,95581.544853,93066.241041,2515.303812,11.526747641,2,2,2,0,38,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,2,0,0,22.437130547,24.537690310,2,0,0,22.437130547,24.537690310,2,0,0,27.992390909,30.092950672
P2PLAN_95d706e3d9a71343,P2_e9c8db434d1985dc,single_compact_loop,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,8307.040811946410,0.364011177271,Calco,0.175453129957,12,567.000000000,8307.040811946410,0.364011177271,Calco,0.175453129957,12,567.000000000,15.710807811,31.306760484,90682.782685,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,21.439074593,21.439074593,21.439074593,21.439074593,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_9f54d35950504cf94579"":37}",60,60,298.505348409,93133.668704,90682.782685,2450.886019,9.913807487,1,1,1,0,19,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,0,0,21.439074593,21.439074593,1,0,0,21.439074593,21.439074593,1,0,0,21.439074593,21.439074593
P2PLAN_972ff6fdda63a351,P2_b3af627396fc68a3,two_independent_loops,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,8508.593784613995,0.372843147226,La Valletta Brianza,0.011997838656,16,676.000000000,8508.593784613995,0.372843147226,La Valletta Brianza,0.011997838656,16,676.000000000,21.292352269,42.032262653,106291.422527,1,2,2,3,3,3,2,2,1.000000000,true,true,2,1.000000000,17.520567311,24.537690310,24.537690310,26.965306950,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_9709d9b43ced9a82d911"":37,""R2_b2032eeb31cba06561f0"":37}",3600,3600,340.677636304,106291.422527,106291.422527,-0.000000,11.208603374,2,2,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,2,18.994788198,22.986226699,0,2,2,18.994788198,22.986226699,0,2,2,18.994788198,22.986226699
P2PLAN_973d2b8544aa3248,P2_ae7b27c3ff0f84ae,two_independent_loops,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,8769.002693621667,0.384254160568,Santa Maria Hoè,0.000000000000,12,753.000000000,8769.002693621667,0.384254160568,Santa Maria Hoè,0.000000000000,12,753.000000000,22.973281522,44.845694790,110501.484121,1,2,2,1,4,1,2,2,1.000000000,true,true,2,1.000000000,16.113851242,24.537690310,21.669111604,30.092950672,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_79be5eaf09b6cc81e446"":16,""R2_b2032eeb31cba06561f0"":57}",3600,1800,420.839081411,109418.161167,110501.484121,-1083.322954,13.687025242,1,2,2,0,37,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,1,3,22.996258100,24.537690310,1,1,3,22.996258100,24.537690310,1,1,3,25.773888281,30.092950672
P2PLAN_983fbbfc8baa92c1,P2_a70af9f09fa715b4,two_independent_loops,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,6896.570940818303,0.302204956510,Brivio,0.000000000000,16,787.000000000,6896.570940818303,0.302204956510,Brivio,0.000000000000,16,787.000000000,18.896748706,33.859030435,110357.012443,1,1,2,2,2,2,2,2,1.000000000,true,true,2,1.000000000,20.574810827,25.570062903,20.574810827,25.570062903,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_111bca1495da90b445bb"":59,""R2_8c12b57f15614f4ec362"":37}",3600,3600,302.347979296,110357.012443,110357.012443,0.000000,9.029074783,1,1,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,1,1,18.305266559,20.574810827,1,1,1,18.305266559,20.574810827,0,2,2,21.038096253,26.040470215
P2PLAN_99801562ada7713c,P2_fa603ab2af99a6aa,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,5.660087272,13.352350807,99164.729005,1,2,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,11.712772524,11.712772524,11.712772524,11.712772524,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_fc3196ae85a4ca6d0ece"":7}",20,20,271.684189056,99164.729005,99164.729005,0.000000,10.681880646,1,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,11.655320574,11.655320574,0,1,1,11.655320574,11.655320574,0,1,1,15.339763444,15.339763444
P2PLAN_9aae952a754f3a40,P2_b9a75a1ac2e9efe8,two_independent_loops,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,8038.724764428125,0.352253676309,Brivio,0.274051753101,20,1055.000000000,8038.724764428125,0.352253676309,Brivio,0.274051753101,20,1055.000000000,26.128625944,51.030923409,108695.083927,2,2,2,2,3,2,2,2,1.000000000,true,true,2,1.000000000,22.068294168,24.935372714,22.068294168,24.935372714,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_aa6c2d56707742b372cd"":37,""R2_c1c2b414d86488a77074"":37}",3600,3600,418.058015104,108695.083927,108695.083927,0.000000,13.608246242,2,2,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,2,2,16.745123009,20.956292463,0,2,2,21.467492829,21.978693194,0,2,2,21.467492829,21.978693194
P2PLAN_9b0002042545953d,P2_797f3c5fa3d228fb,blank_slate,PUBLIC,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,5651.766671621381,0.247658135595,Brivio,0.000000000000,2,221.000000000,5651.766671621381,0.247658135595,Brivio,0.000000000000,2,221.000000000,4.533771494,9.917995248,105908.902100,1,2,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,10.605827031,10.605827031,10.605827031,10.605827031,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_c5de37de500b158213f8"":7}",15,15,290.161375616,105908.902100,105908.902100,-0.000000,10.579194931,1,2,2,0,64,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,10.590392589,10.590392589,0,1,1,13.323933402,13.323933402,0,1,1,13.323933402,13.323933402
P2PLAN_9b06e598005d91fa,P2_d4388d9ed51cdac6,blank_slate,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,7540.016299701876,0.330400472567,Brivio,0.000000000000,12,733.000000000,7540.016299701876,0.330400472567,Brivio,0.000000000000,12,733.000000000,14.406614230,25.497508542,97280.662588,1,1,1,2,2,2,1,1,1.000000000,true,true,1,1.000000000,18.788440203,18.788440203,24.343700564,24.343700564,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_b6938accc594612f8532"":55}",60,60,273.725670370,99909.869685,97280.662588,2629.207097,8.074211038,1,1,1,0,19,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,1,0,0,18.788440203,18.788440203,1,0,0,24.343700564,24.343700564,1,0,0,24.343700564,24.343700564
P2PLAN_9bb5b1177570a45a,P2_a459a3624cc79469,single_compact_loop,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,6004.310226213206,0.263106451939,Santa Maria Hoè,0.020638447805,12,753.000000000,6004.310226213206,0.263106451939,Santa Maria Hoè,0.020638447805,12,753.000000000,14.627516222,26.973909176,85424.694736,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,18.050239886,18.050239886,18.050239886,18.050239886,0,,0,,,,true,true,false,false,false,false,true,true,true,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true,"{""R2_8c7957417e41db130216"":37}",60,60,234.040259552,85424.694736,85424.694736,0.000000,7.193042447,1,1,1,0,16,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,23.515899274,23.515899274,0,1,1,23.515899274,23.515899274,0,1,1,23.515899274,23.515899274
P2PLAN_9c531b4c5e4f1a6b,P2_fa603ab2af99a6aa,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,5.660087272,13.352350807,84765.466985,1,2,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,11.712772524,11.712772524,11.712772524,11.712772524,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_fc3196ae85a4ca6d0ece"":7}",20,20,271.684189056,84765.466985,84765.466985,0.000000,10.681880646,1,2,2,0,48,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,11.655320574,11.655320574,0,1,1,11.655320574,11.655320574,0,1,1,15.339763444,15.339763444
P2PLAN_9c6117821141b0e9,P2_46ac3434edd59d8e,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,3589.568044191300,0.157293423644,Brivio,0.011016508985,6,245.000000000,3589.568044191300,0.157293423644,Brivio,0.011016508985,6,245.000000000,9.312029235,15.929613105,108764.501465,1,1,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,16.072387921,16.072387921,16.072387921,16.072387921,0,,0,,,,true,true,true,false,false,false,true,true,true,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true,"{""R2_cba9391a775bcf131254"":7}",30,30,297.984935520,108764.501465,108764.501465,-0.000000,8.495793656,1,1,2,0,32,"[0,2,5]",LEXICOGRAPHIC_ROUTE_UNWEIGHTED_S8_ROBUSTNESS_MARGIN5_THEN2_THEN0__THEN_MIN_EXACT_FLEET__THEN_KM__THEN_PHASE_VECTOR,true,false,false,0,1,1,6.627648283,6.627648283,0,1,1,6.627648283,6.627648283,0,1,1,16.072387921,16.072387921
