scenario_id,topology_family,uniform_headway_min,span_id,span_start_min,span_end_min,reference_budget_feasible_no_extension_policy_count,current_lower_bound_non_regression_pass,minimum_worst_municipality_threshold_margin_vs_current_lower_bound,s8_complete_supported_route_count,s8_incomplete_supported_route_count,public_population_coverage_share_5min,public_population_coverage_share_8min,public_population_coverage_share_10min,public_worst_municipality_coverage_share_5min,public_worst_municipality_coverage_share_8min,public_worst_municipality_coverage_share_10min,public_operational_unknown_distance_share_lower_bound,public_explicit_field_check_pending_count,public_distance_km,public_runtime_min,public_route_count,equivalent_metric_scenario_count,frontier_timing_key
P2_25a64830e5a70b2d,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,0.06956360805,0.158096537257,0.204207321376,0.0,0.000465712767,0.013951238382,0.0,1,7.667593481,16.224300767,2,2,H20_CORE_0600_2200
P2_26bb99c1ed0130d9,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_271863e0003d6814,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_272eda5518ba6c59,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200
P2_275e017253025199,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200
P2_28527a161c0431df,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200
P2_28e222d49119aa33,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_28e3bf9a77ed550d,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_28ee473cb788c76c,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_29ad16174b1ffe33,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200
P2_2a8acc1301199ff8,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_2abd7676ce6774ed,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,0.041048642507,0.109101201131,0.156408070403,0.0,0.003771614222,0.009189912991,0.0,1,8.54803195,15.599094292,2,2,H20_CORE_0600_2200
P2_2ad990d0f4719858,hybrid_interlined,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,0.06956360805,0.158096537257,0.204207321376,0.0,0.000465712767,0.013951238382,0.0,1,7.667593481,16.224300767,2,2,H20_CORE_0600_2200
P2_2c081f11a917666d,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_2c57f8ac1c66b319,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_2c9151187f577495,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200
P2_2cda85b1e0ab4185,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_2d6062c218eaa793,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200
P2_2d6f1a96753e25ac,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200
P2_2d969e7a135fff30,short_turn_overlay,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,0.078971636289,0.168913889296,0.196342989738,0.0,0.0,0.0,0.0,2,4.729886093,9.55940948,2,2,H20_CORE_0600_2200
P2_2dc98af518500e38,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200
P2_2dd1ca8b696abccf,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_2df02ea6697f4d7e,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_2e869e9ff702caa6,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,0.089687909903,0.186547259542,0.23467124721,0.0,0.0,0.0,0.0,0,8.357646145,15.860042153,2,2,H20_CORE_0600_2200
P2_2f9d7db1171e7262,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200
P2_3058c75ede542cb2,single_compact_loop,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.077922907049,0.197092455187,0.253408341817,0.0,0.0,0.0,0.0,0,6.155031649,10.562667935,1,2,H20_CORE_0600_2200
P2_3105baa6d4550828,single_compact_loop,20,CORE_0600_2200,360,1320,3,True,0.023017925773,1,0,0.088034123665,0.190938038621,0.250227822014,0.023017925773,0.050908041569,0.063137253657,0.0,1,8.80993333,19.424221353,1,2,H20_CORE_0600_2200
P2_317c9a655b124eb6,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_32252ba5c59673c6,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_333ab4d89af6ae18,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_3390b332597f923f,hybrid_interlined,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.081409006956,0.213911418102,0.243864050054,0.0,0.0,0.0,0.0,1,4.945825908,10.187855617,2,2,H20_CORE_0600_2200
P2_3464463ff4d085ed,single_compact_loop,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.079750420794,0.167678403918,0.20541398232,0.0,0.0,0.0,0.0,1,4.048218538,7.59276373,1,2,H20_CORE_0600_2200
P2_346d4093d0febddc,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_354da319c4603578,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200
P2_36030155cbb0f213,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_3648fe9e0f4eb697,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_36a8b13cf2180e7c,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_384e2187047c63de,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200
P2_39307c0efd0b2622,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200
P2_39309e97f4fa3d4d,blank_slate,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,0.09851741113,0.234141220948,0.278320318096,0.0,0.0,0.0,0.0,2,7.0931668,16.606866149,1,2,H20_CORE_0600_2200
P2_3932cf3be3096af6,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_395944987d5a99bc,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200
P2_39a9959520dd71f5,single_compact_loop,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,0.055990090942,0.158428724316,0.212977207792,0.0,5.0341214e-05,5.0341214e-05,0.0,1,7.022970275,12.364302371,1,2,H20_CORE_0600_2200
P2_39f0d34fc5a1101d,short_turn_overlay,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.062827789244,0.138693609348,0.183831649395,0.0,0.0,0.0,0.0,2,2.808982905,7.4372343,2,2,H20_CORE_0600_2200
P2_39fdaa24b3517ff9,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200
P2_3a2d7e699822aa3c,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200
P2_3a9c8e802d07a919,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_3acbebf5389ec8e8,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200
P2_3b2fc843810e0b5c,multiple_short_radials,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_3c41e6d38ebbe020,blank_slate,20,CORE_0600_2200,360,1320,3,True,0.0,1,0,0.060014725897,0.146577163383,0.215028318441,0.0,0.006505370732,0.009189912991,0.0,0,8.30795238,13.792049031,1,2,H20_CORE_0600_2200
P2_3d015571596fa24e,single_compact_loop,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.053717137723,0.157969892058,0.205046174247,0.0,0.0,0.0,0.0,2,3.849749723,10.150160908,1,2,H20_CORE_0600_2200
P2_3d61cecc053c5af4,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200
P2_3dab41b62577d8a0,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_3ddcd17d4652d63e,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_3e114ce9c21b74f5,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_3e1b18ff30761326,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200
P2_3e6619d8e7ff9abd,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200
P2_3e8e2810871094ef,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200
P2_3edc18bf32617dc1,hybrid_interlined,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.059675464584,0.136705343328,0.17679240448,0.0,0.0,0.0,0.0,1,3.404506762,8.644838333,2,2,H20_CORE_0600_2200
P2_401e4ea57162db71,hybrid_interlined,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.05981588606,0.134315712241,0.161453038602,0.0,0.0,0.0,0.0,1,2.82687926,6.860398402,2,2,H20_CORE_0600_2200
P2_406bbf9f0b24fec6,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_4081b80acc7f9204,trunk_plus_branches,20,CORE_0600_2200,360,1320,6,True,0.0,2,0,0.095430465648,0.217128947577,0.253311237537,0.0,0.0,0.0,0.0,1,5.658723898,14.23806698,2,2,H20_CORE_0600_2200
P2_40b910c7a8f7f0fa,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_40d9e28714a04636,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_40eee7a7cf8d1b04,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_416142cc56452bc4,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_417d2a00c598b532,blank_slate,20,CORE_0600_2200,360,1320,3,True,0.0,1,0,0.089099393564,0.179339166228,0.223815451902,0.0,0.0,0.0,0.0,0,7.783141267,12.960746751,1,2,H20_CORE_0600_2200
P2_4180cc04dcc447ac,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200
P2_418b2522b82a1848,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200
P2_42113e2beeab5800,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_423a3578d413ecac,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_4327183a8760fa32,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200
P2_433756c4d6168372,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.065536731226,0.160637803851,0.219194081859,0.0,0.0,0.0,0.0,1,4.489255737,10.455703255,2,2,H20_CORE_0600_2200
P2_4353636864d21af2,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_435ee4cd1b5454a9,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_43ba5182ec98436b,blank_slate,20,CORE_0600_2200,360,1320,3,True,0.0,1,0,0.093017950939,0.213454564386,0.268609750472,0.0,0.0,0.0,0.0,0,8.731161104,14.426862116,1,2,H20_CORE_0600_2200
P2_43f3f77e28e68c0d,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_44462de87a0f43bc,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_448137bf422adfc4,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.059675464584,0.136705343328,0.17679240448,0.0,0.0,0.0,0.0,1,3.404506762,8.644838333,2,2,H20_CORE_0600_2200
P2_44c700e682514826,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_44e92c023540cb58,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_452bf4c0caf91110,blank_slate,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,0.096812912546,0.185433175224,0.233660516366,0.0,0.0,0.0,0.0,2,7.085256059,15.963835451,1,2,H20_CORE_0600_2200
P2_456d5e6cbd54ee2a,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200
P2_457ab82317cc7d42,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_457cb86820fc8749,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_45ebfe38aa62aceb,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_46674fcb27830846,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_46d3fc0e6b13df71,blank_slate,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.077922907049,0.197092455187,0.253408341817,0.0,0.0,0.0,0.0,0,6.155031649,10.562667935,1,2,H20_CORE_0600_2200
P2_47494704936e4cab,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.081409006956,0.213911418102,0.243864050054,0.0,0.0,0.0,0.0,1,4.945825908,10.187855617,2,2,H20_CORE_0600_2200
P2_4813c6fe0b3cfe82,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_483828eae00aa7fd,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_4876552fd4ab5ae3,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200
P2_487662c8a06f34c6,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_4900c7afed0f39ec,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200
P2_4977fc59f2c7c3fa,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_49e2b394a24aca58,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200
P2_4a013ce2e47c7d2f,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_4aef93e717d95f8b,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200
P2_4b6d9aa7cf1d1ef9,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_4bc1c56eda96770f,blank_slate,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.065026297416,0.151201455676,0.177528580167,0.0,0.0,0.0,0.0,2,2.72099976,7.246330176,1,2,H20_CORE_0600_2200
P2_4bf7807e26316203,single_compact_loop,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.076504103843,0.175579979965,0.204863290279,0.0,0.0,0.0,0.0,0,3.196682228,5.556610835,1,2,H20_CORE_0600_2200
P2_4c9fd0fd4a655a57,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200
P2_4cfad5c565b7eeb2,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_4d49e7ec4f23ef47,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200
P2_4d8a3370c4e8f3c3,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200
P2_4daa36637e291a8a,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200
P2_4db569e19ab7fef2,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.071586529939,0.182860711903,0.222075468729,0.0,0.0,0.0,0.0,0,4.498274721,9.542868551,2,2,H20_CORE_0600_2200
P2_4dc90710cb9ea40a,hybrid_interlined,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.05483752116,0.153529561677,0.208416350158,0.0,0.0,0.000465712767,0.0,1,5.697547748,12.969824297,2,2,H20_CORE_0600_2200
P2_4dfbaf10c666879d,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,0.072701883415,0.174758930157,0.239784117676,0.0,0.0,0.0,0.0,0,8.073084691,14.905083508,2,2,H20_CORE_0600_2200
P2_4e4c84712d793f4c,trunk_plus_branches,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0.077387537646,0.175491366723,0.208807851675,0.0,0.0,0.0,0.0,1,3.494929225,7.915671728,2,2,H20_CORE_0600_2200
P2_4edd1e7fa507e397,short_turn_overlay,20,CORE_0600_2200,360,1320,6,True,0.0,2,0,0.095430465648,0.217128947577,0.253311237537,0.0,0.0,0.0,0.0,1,5.658723898,14.23806698,2,2,H20_CORE_0600_2200
P2_502ed7c75adb9782,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200
P2_50a582232ecc19ce,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200
