source_anchor_id,source_kind,source_record_id,source_name,municipality,lon,lat,graph_node_id,snap_distance_m,snap_status,evidence_status,source_scope,physical_status,candidate_status,highway,road_uncertainty_flags,route_ready,epoch_id,routing_anchor_id,collapse_reason
existing:EX_011,EXISTING_PHYSICAL_STOP_CLUSTER,300407,Olgiate Molgora - stazione f.s.,Olgiate Molgora,9.405760000,45.733710000,n:531565.22:5064543.04,4.338664511,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_011,UNIQUE_GRAPH_NODE
existing:EX_012,EXISTING_PHYSICAL_STOP_CLUSTER,L00487,Brivio - beverate (quattro strade),Brivio,9.426933000,45.734767000,n:533213.98:5064665.16,3.166124306,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_012,UNIQUE_GRAPH_NODE
existing:EX_013,EXISTING_PHYSICAL_STOP_CLUSTER,300863,Monte Marenzo - smalti riva,Brivio,9.443183000,45.772150000,n:534456.02:5068815.70,12.158796528,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_013,UNIQUE_GRAPH_NODE
existing:EX_014,EXISTING_PHYSICAL_STOP_CLUSTER,300527,Airuno - elettroadda,Brivio,9.423283000,45.741333000,n:532929.94:5065402.33,6.978211387,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_014,UNIQUE_GRAPH_NODE
existing:EX_015,EXISTING_PHYSICAL_STOP_CLUSTER,300528,Calco - arlate - (provinciale),Calco,9.443967000,45.723500000,n:534549.56:5063427.02,4.211454497,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_015,UNIQUE_GRAPH_NODE
existing:EX_016,EXISTING_PHYSICAL_STOP_CLUSTER,300634,Calco - via Nazionale,Calco,9.417783000,45.729600000,n:532499.08:5064091.41,8.201610561,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_016,UNIQUE_GRAPH_NODE
existing:EX_017,EXISTING_PHYSICAL_STOP_CLUSTER,L00638,Olginate - fornasette,Brivio,9.424833000,45.768533000,n:533027.18:5068353.33,65.097966889,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_017,UNIQUE_GRAPH_NODE
existing:EX_018,EXISTING_PHYSICAL_STOP_CLUSTER,300728,Olgiate Molgora - via statale,Olgiate Molgora,9.400417000,45.728633000,n:531145.24:5063989.14,17.695633661,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_018,UNIQUE_GRAPH_NODE
existing:EX_019,EXISTING_PHYSICAL_STOP_CLUSTER,L00729,Calco - via virgilio (pensilina asf),Calco,9.410183000,45.724950000,n:531927.07:5063574.22,9.583088534,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_019,UNIQUE_GRAPH_NODE
existing:EX_020,EXISTING_PHYSICAL_STOP_CLUSTER,300743,Calco - arlate (cimitero),Calco,9.440970000,45.723770000,n:534316.06:5063448.92,3.071360947,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_020,UNIQUE_GRAPH_NODE
existing:EX_021,EXISTING_PHYSICAL_STOP_CLUSTER,300746,Merate - sartirana (cimitero),Calco,9.423840000,45.719860000,n:532984.63:5063005.09,5.061190030,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_021,UNIQUE_GRAPH_NODE
existing:EX_022,EXISTING_PHYSICAL_STOP_CLUSTER,300782,S.Maria Hoe',Santa Maria Ho̬,9.373817000,45.744283000,n:529070.45:5065704.08,8.113051451,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_022,UNIQUE_GRAPH_NODE
existing:EX_023,EXISTING_PHYSICAL_STOP_CLUSTER,300803,Olgiate Molgora - monticello scarpone,Olgiate Molgora,9.390270000,45.731330000,n:530369.50:5064267.88,5.233262208,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_023,UNIQUE_GRAPH_NODE
existing:EX_024,EXISTING_PHYSICAL_STOP_CLUSTER,L00804,Rovagnate - la pesa,La Valletta Brianza,9.374867000,45.737217000,n:529163.04:5064915.90,3.703048354,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_024,UNIQUE_GRAPH_NODE
existing:EX_025,EXISTING_PHYSICAL_STOP_CLUSTER,L00904,S.Maria Hoe' - tremonte/ via trento,Santa Maria Ho̬,9.378400000,45.742600000,n:529433.28:5065516.42,3.611756409,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_025,UNIQUE_GRAPH_NODE
existing:EX_026,EXISTING_PHYSICAL_STOP_CLUSTER,300871,S.Maria Hoe' - alduno,Santa Maria Ho̬,9.382200000,45.735000000,n:529728.92:5064673.60,7.048733372,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_026,UNIQUE_GRAPH_NODE
existing:EX_027,EXISTING_PHYSICAL_STOP_CLUSTER,L00872,Perego - s.s. 342/via s.caterina,La Valletta Brianza,9.362667000,45.738483000,n:528193.74:5065060.08,20.854202261,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_027,UNIQUE_GRAPH_NODE
existing:EX_028,EXISTING_PHYSICAL_STOP_CLUSTER,300873,Hoe',Santa Maria Ho̬,9.367717000,45.748667000,n:528608.79:5066182.66,9.446353676,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_028,UNIQUE_GRAPH_NODE
existing:EX_029,EXISTING_PHYSICAL_STOP_CLUSTER,300878,Rovagnate - semaforo,La Valletta Brianza,9.369383000,45.737167000,n:528732.80:5064951.92,40.214879794,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_029,UNIQUE_GRAPH_NODE
existing:EX_030,EXISTING_PHYSICAL_STOP_CLUSTER,300879,Rovagnate - vinicola ghezzi,La Valletta Brianza,9.364717000,45.739700000,n:528374.99:5065189.62,2.880115000,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_030,UNIQUE_GRAPH_NODE
existing:EX_031,EXISTING_PHYSICAL_STOP_CLUSTER,300886,Imbersago - arlate (fiorista),Calco,9.444600000,45.718483000,n:534603.14:5062862.41,4.338066972,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_031,UNIQUE_GRAPH_NODE
existing:EX_032,EXISTING_PHYSICAL_STOP_CLUSTER,300902,S.Maria Hoe' - alpino,Santa Maria Ho̬,9.374617000,45.743617000,n:529138.47:5065631.58,2.896223775,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_032,UNIQUE_GRAPH_NODE
existing:EX_033,EXISTING_PHYSICAL_STOP_CLUSTER,300903,S.Maria Hoe' - tremonte/via leopardi,Santa Maria Ho̬,9.380960000,45.741180000,n:529637.88:5065358.95,3.693282293,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_033,UNIQUE_GRAPH_NODE
existing:EX_034,EXISTING_PHYSICAL_STOP_CLUSTER,300908,Calolziocorte - gerola capolinea arrivo,Brivio,9.443630000,45.772780000,n:534486.96:5068902.57,6.544467615,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_034,UNIQUE_GRAPH_NODE
existing:EX_035,EXISTING_PHYSICAL_STOP_CLUSTER,300956,"Calco - via nazionale, 85",Olgiate Molgora,9.419670000,45.736600000,n:532651.30:5064867.56,1.596687618,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_035,UNIQUE_GRAPH_NODE
existing:EX_036,EXISTING_PHYSICAL_STOP_CLUSTER,L00063,Brivio - capolinea,Brivio,9.445850000,45.742450000,n:534674.07:5065528.61,8.965309601,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_036,UNIQUE_GRAPH_NODE
existing:EX_037,EXISTING_PHYSICAL_STOP_CLUSTER,L00207,S.Maria Hoe' - paese,Santa Maria Ho̬,9.387917000,45.738233000,n:530166.34:5065037.27,12.295759408,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_037,UNIQUE_GRAPH_NODE
existing:EX_038,EXISTING_PHYSICAL_STOP_CLUSTER,L00397,Calco - via virgilio,Calco,9.414367000,45.724950000,n:532282.82:5063572.95,38.839478615,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_007,COLLAPSED_SAME_FROZEN_GRAPH_NODE
existing:EX_039,EXISTING_PHYSICAL_STOP_CLUSTER,L00407,Olgiate Molgora (stazione f.s.),Olgiate Molgora,9.404410000,45.729170000,n:531469.30:5064033.74,3.825434085,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_039,UNIQUE_GRAPH_NODE
existing:EX_040,EXISTING_PHYSICAL_STOP_CLUSTER,L00504,Monte Marenzo - bisone via industriale,Brivio,9.445683000,45.766183000,n:534661.16:5068133.30,33.145092116,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_040,UNIQUE_GRAPH_NODE
existing:EX_041,EXISTING_PHYSICAL_STOP_CLUSTER,L00871,S.Maria Hoe' - alduno,Santa Maria Ho̬,9.382517000,45.734700000,n:529766.29:5064648.93,8.586912389,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_041,UNIQUE_GRAPH_NODE
existing:EX_042,EXISTING_PHYSICAL_STOP_CLUSTER,L00878,Rovagnate - semaforo,La Valletta Brianza,9.370467000,45.737133000,n:528782.93:5064911.12,38.804681357,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_042,UNIQUE_GRAPH_NODE
existing:EX_043,EXISTING_PHYSICAL_STOP_CLUSTER,L00956,Calco - via nazionale (peugeot),Olgiate Molgora,9.419310000,45.736100000,n:532637.53:5064842.40,33.574017632,ROUTE_READY_LE_75M,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,existing:EX_043,UNIQUE_GRAPH_NODE
rail:S01514,HUB_RAIL,S01514,Olgiate-Calco-Brivio,Olgiate Molgora,9.403662947,45.729187766,n:531394.95:5064038.66,13.740745065,ROUTE_READY_LE_75M,FACT_FROZEN_GATE_D_RAIL_ANCHOR,FROZEN_GATE_D_RAIL_ANCHOR,OFFICIAL_RAIL_STATION,NOT_PROPOSED,,,true,gate-d-2026-09-03-834d5caa0bfd,rail:S01514,UNIQUE_GRAPH_NODE
P2V2S_0001,PROPOSED_STOP,P2V2S_0001,P2V2S_0001,Olgiate Molgora,9.394058570,45.704783368,n:530675.54:5061329.08,5.884207487,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,STOP_UNIVERSE_V2_PROPOSED,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2V2S_0001,UNIQUE_GRAPH_NODE
P2V2S_0002,PROPOSED_STOP,P2V2S_0002,P2V2S_0002,Olgiate Molgora,9.394746492,45.707278748,n:530741.10:5061601.85,14.230880314,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,STOP_UNIVERSE_V2_PROPOSED,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2V2S_0002,UNIQUE_GRAPH_NODE
P2V2S_0003,PROPOSED_STOP,P2V2S_0003,P2V2S_0003,Olgiate Molgora,9.389006250,45.708158550,n:530266.47:5061705.36,15.959129967,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,STOP_UNIVERSE_V2_PROPOSED,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2V2S_0003,UNIQUE_GRAPH_NODE
P2V2S_0004,PROPOSED_STOP,P2V2S_0004,P2V2S_0004,Montevecchia,9.367366794,45.708922397,n:528590.93:5061775.24,4.408583662,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,STOP_UNIVERSE_V2_PROPOSED,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2V2S_0004,UNIQUE_GRAPH_NODE
P2V2S_0005,PROPOSED_STOP,P2V2S_0005,P2V2S_0005,Olgiate Molgora,9.392429518,45.709804062,n:530535.73:5061883.50,9.938328996,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,STOP_UNIVERSE_V2_PROPOSED,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2V2S_0005,UNIQUE_GRAPH_NODE
P2V2S_0006,PROPOSED_STOP,P2V2S_0006,P2V2S_0006,Merate,9.408031090,45.709926514,n:531759.65:5061899.37,0.759721194,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,STOP_UNIVERSE_V2_PROPOSED,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2V2S_0006,UNIQUE_GRAPH_NODE
P2V2S_0007,PROPOSED_STOP,P2V2S_0007,P2V2S_0007,Olgiate Molgora,9.396418991,45.710408450,n:530853.90:5061948.22,1.724391994,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,STOP_UNIVERSE_V2_PROPOSED,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2V2S_0007,UNIQUE_GRAPH_NODE
P2V2S_0008,PROPOSED_STOP,P2V2S_0008,P2V2S_0008,La Valletta Brianza,9.384297356,45.710658549,n:529913.22:5061971.05,1.925928248,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,STOP_UNIVERSE_V2_PROPOSED,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2V2S_0008,UNIQUE_GRAPH_NODE
P2V2S_0009,PROPOSED_STOP,P2V2S_0009,P2V2S_0009,Merate,9.400712492,45.710673671,n:531196.32:5061978.02,7.254851108,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,STOP_UNIVERSE_V2_PROPOSED,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2V2S_0009,UNIQUE_GRAPH_NODE
