plan_id,scenario_id,topology_family,frontier_basis,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,extension_share,public_population_covered_10min,public_population_coverage_share_10min,public_worst_municipality_10min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_od_relation_count,public_structurally_addressable_worker_od_mass_upper_bound,public_plus_extensions_population_covered_10min,public_plus_extensions_population_coverage_share_10min,public_plus_extensions_worst_municipality_10min,public_plus_extensions_worst_municipality_coverage_share_10min,public_plus_extensions_structurally_addressable_od_relation_count,public_plus_extensions_structurally_addressable_worker_od_mass_upper_bound,expected_pattern_set_cycle_distance_km,expected_pattern_set_cycle_runtime_min,annual_bus_km,fleet_lower_bound_recovery5,fleet_lower_bound_recovery10,fleet_lower_bound_recovery15,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,public_explicit_field_check_pending_count,s8_public_route_count,s8_public_complete_match_route_count,s8_public_complete_match_route_share,s8_public_all_routes_have_some_complete_match_phase,s8_public_any_route_has_some_complete_match_phase,s8_public_roundtrip_route_count,s8_public_roundtrip_complete_match_route_share,s8_public_roundtrip_best_complete_gap_min_min,s8_public_roundtrip_best_complete_gap_min_max,s8_public_roundtrip_worst_complete_gap_min_min,s8_public_roundtrip_worst_complete_gap_min_max,s8_public_rail_to_bus_only_route_count,s8_public_rail_to_bus_only_complete_match_route_share,s8_extension_route_count,s8_extension_complete_match_route_share,s8_extension_all_routes_have_some_complete_match_phase,s8_extension_any_route_has_some_complete_match_phase,reference_budget_robust_all_recoveries,structural_shortlist,frequent_service_30min_or_better,extension_access_realised,weighted_composite_score_used,worker_reference_assigned_to_routes,s8_phase_selected,joint_vehicle_block_timetable_feasibility_evaluated,exact_timetable_constructed,topology_ranked,service_policy_selected,primary_selected,runner_up_selected,plan_level_frontier_classes,base_access_realised,extension_upper_bound_only,plan_level_ranked,exact_timetable_required_next
P2PLAN_bd1852961d4918f4,P2_641d4fe299252481,blank_slate,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,6012.313372163941,0.263457146566,Brivio,0.000000000000,9,956.000000000,6012.313372163941,0.263457146566,Brivio,0.000000000000,9,956.000000000,14.890847226,32.074173983,100550.445894,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,21.055367844,21.055367844,21.055367844,21.055367844,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_bd8305cdd617d4fe,P2_f77c2ba98980326c,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,4632.125246860367,0.202977859691,Brivio,0.000000000000,9,844.000000000,4632.125246860367,0.202977859691,Brivio,0.000000000000,9,844.000000000,8.217583299,13.280456005,68370.293048,1,1,1,1,2,1,1,1,1.000000000,true,true,1,1.000000000,17.396966471,17.396966471,17.396966471,17.396966471,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_be21b234337d79af,P2_25a64830e5a70b2d,two_radial_out_and_back_feeders,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,4660.182595172781,0.204207321376,Brivio,0.013951238382,2,90.000000000,4660.182595172781,0.204207321376,Brivio,0.013951238382,2,90.000000000,7.667593481,16.224300767,103550.849961,1,2,2,1,1,1,2,0,0.000000000,false,false,2,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_bece1271efc8835e,P2_54a95efec8050a40,two_independent_loops,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,7020.429200099898,0.307632375467,Santa Maria Hoè,0.000000000000,16,1367.000000000,7020.429200099898,0.307632375467,Santa Maria Hoè,0.000000000000,16,1367.000000000,26.376397400,51.024311338,109725.813184,2,2,2,6,0,6,2,2,1.000000000,true,true,2,1.000000000,25.719921722,26.842311556,25.719921722,26.842311556,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_bee0c966ce033ecf,P2_19d543be3e9cf2bf,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,4709.050820430065,0.206348707293,Brivio,0.000000000000,4,643.000000000,3.983314722,7.497626615,22991.692578,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,23.509255009,23.509255009,29.064515370,29.064515370,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_bf6a3e49ad7a55bf,P2_83df62ba410ac17c,two_radial_out_and_back_feeders,PUBLIC,15,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,5.697547748,12.969824297,94807.194527,2,3,3,1,1,1,2,2,1.000000000,true,true,2,1.000000000,10.369352441,11.497754539,11.497754539,13.146982622,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_bfe82f32330e02c4,P2_76fd09c6516f6610,interlined_figure8,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,7281.605121948203,0.319076999002,Brivio,0.220739738276,20,1055.000000000,7281.605121948203,0.319076999002,Brivio,0.220739738276,20,1055.000000000,21.221131329,40.619710871,105935.887594,1,2,2,2,3,2,2,2,1.000000000,true,true,2,1.000000000,19.487366868,23.277166644,19.487366868,23.277166644,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c02d920351670219,P2_4b93776e7a22cab7,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,3589.568044191300,0.157293423644,Brivio,0.011016508985,6,245.000000000,3589.568044191300,0.157293423644,Brivio,0.011016508985,6,245.000000000,9.312029235,15.929613105,108764.501465,1,1,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,16.072387921,16.072387921,16.072387921,16.072387921,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c038e6a5b4f14c54,P2_39a9959520dd71f5,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,4860.318769351302,0.212977207792,Brivio,0.000050341214,2,221.000000000,4860.318769351302,0.212977207792,Brivio,0.000050341214,2,221.000000000,7.022970275,12.364302371,105176.002838,1,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,12.206796742,12.206796742,12.206796742,12.206796742,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c04e5a8f40cbaefc,P2_b8ac97814c5ea6b2,scheduled_extensions,EXTENSION_UPPER_BOUND,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,4203.959245918339,0.184215798255,La Valletta Brianza,0.000000000000,0,0.000000000,5937.363259162638,0.260172862850,Brivio,0.000465712767,2,134.000000000,5.108810012,12.529327497,98293.504636,2,2,2,1,0,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c07a269ce3e2e7c2,P2_9ed7e8f078a6b40b,scheduled_extensions,EXTENSION_UPPER_BOUND,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4103.624058893289,0.179819150835,La Valletta Brianza,0.000000000000,2,139.000000000,5903.040448978339,0.258668851154,Santa Maria Hoè,0.131607387804,6,310.000000000,9.733753838,18.183968015,97181.798321,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,17.343316624,17.343316624,17.343316624,17.343316624,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c0ce744eca0db6d3,P2_9d80fce91382014c,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,5769.784945393235,0.252829648743,Santa Maria Hoè,0.063137253657,12,641.000000000,5769.784945393235,0.252829648743,Santa Maria Hoè,0.063137253657,12,641.000000000,12.094498486,20.517952793,100626.227404,1,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,13.778218077,13.778218077,13.778218077,13.778218077,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c2003348491da880,P2_b51861af17924727,scheduled_extensions,EXTENSION_UPPER_BOUND,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,3211.794654452889,0.140739546102,Brivio,0.000000000000,0,0.000000000,4907.126837149856,0.215028318441,La Valletta Brianza,0.009189912991,0,0.000000000,4.637914283,7.860592161,92609.872398,1,2,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,10.369352441,10.369352441,13.146982622,13.146982622,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c262726d2367a5a9,P2_efefcd2690aa66ab,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,7365.453463306638,0.322751199496,Brivio,0.000516053981,6,447.000000000,7365.453463306638,0.322751199496,Brivio,0.000516053981,6,447.000000000,13.366958038,26.100214198,111213.090876,2,2,2,2,2,2,1,1,1.000000000,true,true,1,1.000000000,10.987087375,10.987087375,10.987087375,10.987087375,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c284a252dab0e809,P2_9a68d80d3deb6755,scheduled_extensions,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5782.991207416099,0.253408341817,La Valletta Brianza,0.000000000000,2,221.000000000,3.630643269,6.349685639,36248.342400,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,16.009255009,16.009255009,21.564515370,21.564515370,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c2a278ffcd6900e8,P2_a44745e961005b24,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,6351.503430600282,0.278320318096,Brivio,0.000000000000,2,221.000000000,6351.503430600282,0.278320318096,Brivio,0.000000000000,2,221.000000000,7.093166800,16.606866149,106227.265997,2,2,2,2,2,2,1,1,1.000000000,true,true,1,1.000000000,10.085514853,10.085514853,11.937268307,11.937268307,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c2bc349c9f8b0027,P2_1d3055b9e88d525d,scheduled_extensions,EXTENSION_UPPER_BOUND,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,3211.794654452889,0.140739546102,Brivio,0.000000000000,0,0.000000000,4172.490484783842,0.182836849837,La Valletta Brianza,0.009189912991,2,221.000000000,4.241175173,7.211557340,73440.189287,1,1,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c3062cf37d2342cd,P2_067e6c7ae6cb14c4,blank_slate,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,5.699126388,10.510258833,98686.072535,1,2,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c35a1aec327dcd93,P2_bc2ca552c84b42c9,blank_slate,PUBLIC,15,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,4075.271893380709,0.178576770380,Brivio,0.000000000000,4,643.000000000,4075.271893380709,0.178576770380,Brivio,0.000000000000,4,643.000000000,4.515070185,7.726686335,105472.039522,1,2,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,8.923851306,8.923851306,11.701481487,11.701481487,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c3ad5d136932e735,P2_32c80edb4b3bb903,two_independent_loops,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,7281.605121948203,0.319076999002,Brivio,0.220739738276,20,1055.000000000,7281.605121948203,0.319076999002,Brivio,0.220739738276,20,1055.000000000,21.221131329,40.619710871,105935.887594,1,2,2,2,3,2,2,2,1.000000000,true,true,2,1.000000000,19.487366868,23.277166644,19.487366868,23.277166644,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c3c052e0bd8e2356,P2_49faf41dbb619aa0,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,4299.809845931018,0.188415932881,La Valletta Brianza,0.009189912991,2,139.000000000,4299.809845931018,0.188415932881,La Valletta Brianza,0.009189912991,2,139.000000000,8.317417645,14.873568168,103801.372210,1,2,2,0,2,0,1,1,1.000000000,true,true,1,1.000000000,10.952163844,10.952163844,12.803917298,12.803917298,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c45826f2e31efbdb,P2_6c3caf5188bf9271,blank_slate,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,5112.979715535079,0.224048708529,Santa Maria Hoè,0.093473095134,12,753.000000000,5112.979715535079,0.224048708529,Santa Maria Hoè,0.093473095134,12,753.000000000,15.466441579,27.223062488,104437.146762,1,1,1,2,1,2,1,1,1.000000000,true,true,1,1.000000000,17.925663230,17.925663230,23.480923591,23.480923591,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c482ed72d497e5ec,P2_8572a3816c341a7e,scheduled_extensions,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5565.182452788182,0.243864050054,Brivio,0.000000000000,2,221.000000000,3.461842010,6.215016084,28802.525525,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,16.009255009,16.009255009,21.564515370,21.564515370,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c4b55f6326df89ae,P2_b8ac97814c5ea6b2,scheduled_extensions,EXTENSION_UPPER_BOUND,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.25,4203.959245918339,0.184215798255,La Valletta Brianza,0.000000000000,0,0.000000000,5937.363259162638,0.260172862850,Brivio,0.000465712767,2,134.000000000,5.108810012,12.529327497,89506.351415,1,2,2,1,0,1,1,1,1.000000000,true,true,1,1.000000000,11.173631266,11.173631266,14.321877812,14.321877812,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c5bbe1e32c688c88,P2_b51861af17924727,scheduled_extensions,EXTENSION_UPPER_BOUND,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,3211.794654452889,0.140739546102,Brivio,0.000000000000,0,0.000000000,4907.126837149856,0.215028318441,La Valletta Brianza,0.009189912991,0,0.000000000,4.637914283,7.860592161,93952.548583,1,1,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c5d35c4b82acb196,P2_51773a89841455ea,scheduled_extensions,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5772.349768608437,0.252942038261,La Valletta Brianza,0.000000000000,6,490.000000000,3.820013423,7.055957580,66926.635171,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,10.916268824,10.916268824,12.768022278,12.768022278,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c665aa9f8f291d1e,P2_4ba3fc7bfeb69a72,blank_slate,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,7358.874754254281,0.322462923119,Santa Maria Hoè,0.000000000000,6,447.000000000,7358.874754254281,0.322462923119,Santa Maria Hoè,0.000000000000,6,447.000000000,10.988723661,20.803091147,105711.521619,1,2,2,1,2,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c67ba3970b448972,P2_6938658f0b6fc009,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,6447.147469807760,0.282511401311,Santa Maria Hoè,0.007765537274,12,753.000000000,6447.147469807760,0.282511401311,Santa Maria Hoè,0.007765537274,12,753.000000000,18.397807254,34.489482811,107443.194363,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,23.737192707,23.737192707,29.292453068,29.292453068,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c691eba4650fcc3e,P2_51773a89841455ea,scheduled_extensions,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5772.349768608437,0.252942038261,La Valletta Brianza,0.000000000000,6,490.000000000,3.820013423,7.055957580,38139.014015,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,16.009255009,16.009255009,21.564515370,21.564515370,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c6e5d2e939780604,P2_f2fd76839f2f871d,scheduled_extensions,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,4.579589104,7.630971150,22027.823591,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,23.509255009,23.509255009,29.064515370,29.064515370,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c6f40035b8f53d43,P2_8031197355654327,blank_slate,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,4172.490484783842,0.182836849837,La Valletta Brianza,0.009189912991,2,221.000000000,4172.490484783842,0.182836849837,La Valletta Brianza,0.009189912991,2,221.000000000,6.720995939,11.195909750,83878.029319,1,2,2,1,1,1,1,1,1.000000000,true,true,1,1.000000000,12.790993053,12.790993053,12.790993053,12.790993053,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c74ede293762afe4,P2_b61ce8c56cf408f8,blank_slate,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,7412.328417921913,0.324805241097,Calco,0.221840505440,12,567.000000000,7412.328417921913,0.324805241097,Calco,0.221840505440,12,567.000000000,18.024531308,32.269402439,104037.594710,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,20.957753616,20.957753616,20.957753616,20.957753616,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c7797a43d6f1ed9d,P2_740640c5c1df932e,scheduled_extensions,EXTENSION_UPPER_BOUND,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,3930.914963224855,0.172251107935,Brivio,0.000000000000,2,221.000000000,5897.116512991633,0.258409266668,La Valletta Brianza,0.000000000000,6,490.000000000,4.176419403,7.904568409,80354.309309,1,2,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c7c2a96de6768b37,P2_4dc90710cb9ea40a,hybrid_interlined,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,5.697547748,12.969824297,85326.475074,2,2,3,1,1,1,2,2,1.000000000,true,true,2,1.000000000,10.971105895,11.173631266,12.822859349,14.321877812,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c817c8b2c925b57c,P2_76fd09c6516f6610,interlined_figure8,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,7281.605121948203,0.319076999002,Brivio,0.220739738276,20,1055.000000000,7281.605121948203,0.319076999002,Brivio,0.220739738276,20,1055.000000000,21.221131329,40.619710871,102073.641692,1,2,2,2,3,2,2,2,1.000000000,true,true,2,1.000000000,19.487366868,23.277166644,25.042627230,28.832427005,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c8c64e58a9cfb182,P2_0dad7306b7f24317,single_compact_loop,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4938.876752505575,0.216419586923,Brivio,0.000000000000,6,356.000000000,4938.876752505575,0.216419586923,Brivio,0.000000000000,6,356.000000000,6.402083324,10.364712479,110858.474838,1,2,2,0,2,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_c8d63451781de3fa,P2_d44fa2f1e096f81d,scheduled_extensions,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4625.719282834228,0.202697152932,La Valletta Brianza,0.000000000000,2,139.000000000,6132.412662307631,0.268719849012,La Valletta Brianza,0.000000000000,6,490.000000000,12.193628015,23.434936319,60870.591051,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,21.544172027,21.544172027,21.544172027,21.544172027,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c90b9bbaa0cc4b5d,P2_b801a303cc55dcb0,scheduled_extensions,EXTENSION_UPPER_BOUND,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,3745.406655487125,0.164122208725,La Valletta Brianza,0.000000000000,2,221.000000000,4297.683576872578,0.188322760628,Brivio,0.000050341214,2,221.000000000,5.618492660,9.670327696,108099.798778,1,2,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c938636405924af5,P2_0ba6da008ea0f3ab,scheduled_extensions,EXTENSION_UPPER_BOUND,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.25,4392.921746311748,0.192496058793,Brivio,0.000000000000,2,134.000000000,5353.617576642700,0.234593362528,Santa Maria Hoè,0.007765537274,6,447.000000000,9.268431233,15.523275537,54127.638399,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,25.794665162,25.794665162,25.794665162,25.794665162,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_c968ba14a58dc0e7,P2_4e332cf8ec2de0a0,scheduled_extensions,EXTENSION_UPPER_BOUND,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4458.934123152500,0.195388694517,Brivio,0.000000000000,2,134.000000000,5168.663609218168,0.226488754287,Brivio,0.011905513833,6,447.000000000,9.117474785,15.517316370,91028.868256,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,19.446231039,19.446231039,19.446231039,19.446231039,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
