plan_id,scenario_id,topology_family,frontier_basis,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,extension_share,public_population_covered_10min,public_population_coverage_share_10min,public_worst_municipality_10min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_od_relation_count,public_structurally_addressable_worker_od_mass_upper_bound,public_plus_extensions_population_covered_10min,public_plus_extensions_population_coverage_share_10min,public_plus_extensions_worst_municipality_10min,public_plus_extensions_worst_municipality_coverage_share_10min,public_plus_extensions_structurally_addressable_od_relation_count,public_plus_extensions_structurally_addressable_worker_od_mass_upper_bound,expected_pattern_set_cycle_distance_km,expected_pattern_set_cycle_runtime_min,annual_bus_km,fleet_lower_bound_recovery5,fleet_lower_bound_recovery10,fleet_lower_bound_recovery15,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,public_explicit_field_check_pending_count,s8_public_route_count,s8_public_complete_match_route_count,s8_public_complete_match_route_share,s8_public_all_routes_have_some_complete_match_phase,s8_public_any_route_has_some_complete_match_phase,s8_public_roundtrip_route_count,s8_public_roundtrip_complete_match_route_share,s8_public_roundtrip_best_complete_gap_min_min,s8_public_roundtrip_best_complete_gap_min_max,s8_public_roundtrip_worst_complete_gap_min_min,s8_public_roundtrip_worst_complete_gap_min_max,s8_public_rail_to_bus_only_route_count,s8_public_rail_to_bus_only_complete_match_route_share,s8_extension_route_count,s8_extension_complete_match_route_share,s8_extension_all_routes_have_some_complete_match_phase,s8_extension_any_route_has_some_complete_match_phase,reference_budget_robust_all_recoveries,structural_shortlist,frequent_service_30min_or_better,extension_access_realised,weighted_composite_score_used,worker_reference_assigned_to_routes,s8_phase_selected,joint_vehicle_block_timetable_feasibility_evaluated,exact_timetable_constructed,topology_ranked,service_policy_selected,primary_selected,runner_up_selected,plan_level_frontier_classes,base_access_realised,extension_upper_bound_only,plan_level_ranked,exact_timetable_required_next
P2PLAN_0185db16aba79177,P2_bab8ad99e3603982,hybrid_interlined,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4177.066916878051,0.183037387245,Brivio,0.010743097632,6,356.000000000,4177.066916878051,0.183037387245,Brivio,0.010743097632,6,356.000000000,8.948550217,15.298828660,103302.063705,1,2,2,1,1,1,2,0,0.000000000,false,false,2,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_018660a2843fb980,P2_ff73cfc74b098c91,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4625.719282834228,0.202697152932,La Valletta Brianza,0.000000000000,2,139.000000000,6294.444992549373,0.275820040358,La Valletta Brianza,0.000000000000,6,490.000000000,12.395246681,23.746216566,51564.226194,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,21.544172027,21.544172027,21.544172027,21.544172027,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_01c502ca6fbfb614,P2_9a68d80d3deb6755,scheduled_extensions,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5782.991207416099,0.253408341817,La Valletta Brianza,0.000000000000,2,221.000000000,3.630643269,6.349685639,62868.218850,1,1,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_02391cf50d2c96df,P2_3952117a13ec7506,two_independent_loops,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,8376.450829737198,0.367052696251,Calco,0.171996948300,12,567.000000000,8376.450829737198,0.367052696251,Calco,0.171996948300,12,567.000000000,19.348490861,36.400255707,96587.666378,1,1,2,1,4,1,2,2,1.000000000,true,true,2,1.000000000,20.336570784,24.537690310,20.336570784,24.537690310,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_02d05e32f74774dd,P2_bc1e37be7e7a349b,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,5543.867920188278,0.242930055834,Santa Maria Hoè,0.063137253657,12,641.000000000,5543.867920188278,0.242930055834,Santa Maria Hoè,0.063137253657,12,641.000000000,10.991932586,17.855835190,109743.454939,1,1,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,15.109276879,15.109276879,15.109276879,15.109276879,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_032c48c14dd9c979,P2_3d61cecc053c5af4,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,4.767196820,7.912382723,55032.520090,1,1,1,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_037859dd5565cd6a,P2_83df62ba410ac17c,two_radial_out_and_back_feeders,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,4756.236167303790,0.208416350158,Brivio,0.000465712767,0,0.000000000,5.697547748,12.969824297,82215.614004,2,2,3,1,1,1,2,0,0.000000000,false,false,2,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_04bcb725b60c8f67,P2_cdd20a132d6e273d,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,6862.934486120582,0.300731020634,Brivio,0.000465712767,6,375.000000000,6862.934486120582,0.300731020634,Brivio,0.000465712767,6,375.000000000,9.418848321,19.611421438,94037.781637,1,1,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,14.231483755,14.231483755,14.231483755,14.231483755,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_06277a2ac991ba53,P2_630176384d80fc43,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,8527.965081130689,0.373691989625,Santa Maria Hoè,0.000000000000,12,753.000000000,8527.965081130689,0.373691989625,Santa Maria Hoè,0.000000000000,12,753.000000000,18.917785893,34.560905428,94437.587178,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,23.701481399,23.701481399,29.256741760,29.256741760,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_062fe44f9b7973e5,P2_d8dce4f9ed44fba4,blank_slate,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,6246.295216999681,0.273710136617,Brivio,0.000000000000,6,375.000000000,6246.295216999681,0.273710136617,Brivio,0.000000000000,6,375.000000000,8.058230847,13.661199753,108826.407589,1,1,1,0,2,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_06578192ce5e764d,P2_95b0c578d533ac96,scheduled_extensions,EXTENSION_UPPER_BOUND,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,4114.265497700950,0.180285454391,La Valletta Brianza,0.000000000000,0,0.000000000,5913.681887785996,0.259135154709,Brivio,0.115619645938,2,134.000000000,8.786903070,14.652608309,84530.007538,1,1,1,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_06a9dc6b92f2426e,P2_53fd2d4d99e137fc,blank_slate,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,4655.606163078575,0.204006783968,La Valletta Brianza,0.009189912991,0,0.000000000,5.660087272,13.352350807,98010.071202,1,2,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_06b6b389dad0888e,P2_a7143f626fa3e4c8,single_compact_loop,PUBLIC,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,5780.775206194420,0.253311237537,Brivio,0.000000000000,2,221.000000000,5780.775206194420,0.253311237537,Brivio,0.000000000000,2,221.000000000,4.941273246,10.529247876,98667.344176,2,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,10.300200717,10.300200717,10.300200717,10.300200717,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_06d66bd978ce80ab,P2_dfbf7cf8ad9ccf55,interlined_figure8,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,9211.868702522928,0.403660370424,La Valletta Brianza,0.203333660728,20,1055.000000000,9211.868702522928,0.403660370424,La Valletta Brianza,0.203333660728,20,1055.000000000,24.396240023,44.733322143,101488.358496,1,2,2,3,3,3,2,2,1.000000000,true,true,2,1.000000000,16.170037566,24.537690310,24.537690310,25.614777205,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_07b3709044a1562c,P2_5d984357c1aadfda,blank_slate,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,5662.421568047417,0.248125028858,La Valletta Brianza,0.009189912991,6,490.000000000,5662.421568047417,0.248125028858,La Valletta Brianza,0.009189912991,6,490.000000000,11.227249945,20.087494841,108006.144471,1,2,2,0,3,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_0934310eb82329e0,P2_6840ce7e9b247a4a,scheduled_extensions,EXTENSION_UPPER_BOUND,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,4235.148016785138,0.185582477612,Brivio,0.000000000000,2,90.000000000,5930.480199482095,0.259871249951,La Valletta Brianza,0.013312939600,2,90.000000000,10.290448251,17.354725597,98994.112179,1,1,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_094e97000661d280,P2_b801a303cc55dcb0,scheduled_extensions,EXTENSION_UPPER_BOUND,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,3745.406655487125,0.164122208725,La Valletta Brianza,0.000000000000,2,221.000000000,4297.683576872578,0.188322760628,Brivio,0.000050341214,2,221.000000000,5.618492660,9.670327696,97289.818901,1,1,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_098d0967a42e4175,P2_95b0c578d533ac96,scheduled_extensions,EXTENSION_UPPER_BOUND,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,4114.265497700950,0.180285454391,La Valletta Brianza,0.000000000000,0,0.000000000,5913.681887785996,0.259135154709,Brivio,0.115619645938,2,134.000000000,8.786903070,14.652608309,101436.009046,1,1,1,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_09983027127b0cfe,P2_52efec20a7f89f42,single_compact_loop,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,7906.716608991273,0.346469132191,La Valletta Brianza,0.045773761307,20,1055.000000000,7906.716608991273,0.346469132191,La Valletta Brianza,0.045773761307,20,1055.000000000,21.622335348,40.036996938,107938.698057,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,26.518696005,26.518696005,26.518696005,26.518696005,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_09a12e8d80d928a1,P2_5f225220788821cf,scheduled_extensions,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,4675.152356512549,0.204863290279,Brivio,0.000000000000,2,221.000000000,3.433212839,5.911406752,49541.261274,1,1,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0aab2c5567ca6083,P2_fd5324f36483c13a,scheduled_extensions,EXTENSION_UPPER_BOUND,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,3211.794654452889,0.140739546102,Brivio,0.000000000000,0,0.000000000,5156.417569931354,0.225952137786,La Valletta Brianza,0.009189912991,2,139.000000000,5.698026161,10.206541855,85333.639795,1,2,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,10.971105895,10.971105895,12.822859349,12.822859349,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0aac7503dc88e8d1,P2_32209b4bbc62cfb6,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,13.341750246,24.790377776,111003.362047,1,2,2,1,3,1,1,1,1.000000000,true,true,1,1.000000000,11.642005586,11.642005586,11.642005586,11.642005586,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_0acd243442e38824,P2_8031197355654327,blank_slate,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,4172.490484783842,0.182836849837,La Valletta Brianza,0.009189912991,2,221.000000000,4172.490484783842,0.182836849837,La Valletta Brianza,0.009189912991,2,221.000000000,6.720995939,11.195909750,96983.971400,1,2,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_0afeaf55883f755d,P2_3d61cecc053c5af4,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,4.767196820,7.912382723,47595.693051,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,16.009255009,16.009255009,21.564515370,21.564515370,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0b8fb65cc90b60bc,P2_3d61cecc053c5af4,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,4.767196820,7.912382723,27840.429429,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,23.509255009,23.509255009,29.064515370,29.064515370,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0b9c7b2c4928e47b,P2_9b0e07f1e04fa248,single_compact_loop,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,8527.965081130689,0.373691989625,Santa Maria Hoè,0.000000000000,12,753.000000000,8527.965081130689,0.373691989625,Santa Maria Hoè,0.000000000000,12,753.000000000,18.917785893,34.560905428,94437.587178,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,23.701481399,23.701481399,29.256741760,29.256741760,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_0baf2c246b3e0afe,P2_474a2215f9772015,scheduled_extensions,EXTENSION_UPPER_BOUND,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,3211.794654452889,0.140739546102,Brivio,0.000000000000,0,0.000000000,4299.809845931018,0.188415932881,La Valletta Brianza,0.009189912991,2,139.000000000,4.640280599,8.130971945,107134.798470,1,2,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0bc9329646c509db,P2_ebdaaf1baa144ee0,single_compact_loop,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,4653.116406723527,0.203897683849,Brivio,0.010743097632,16,1308.000000000,4653.116406723527,0.203897683849,Brivio,0.010743097632,16,1308.000000000,18.169483853,33.552971384,106109.785702,1,1,1,4,0,4,1,1,1.000000000,true,true,1,1.000000000,24.205448421,24.205448421,24.205448421,24.205448421,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_0bfb314164b55ae5,P2_5f225220788821cf,scheduled_extensions,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,4675.152356512549,0.204863290279,Brivio,0.000000000000,2,221.000000000,3.433212839,5.911406752,23182.769699,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,23.509255009,23.509255009,29.064515370,29.064515370,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0c6f42cf98631c88,P2_93ae3111218f9dbc,scheduled_extensions,EXTENSION_UPPER_BOUND,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,3656.975686322187,0.160247199330,La Valletta Brianza,0.000000000000,2,221.000000000,5456.392076407239,0.239096899648,Brivio,0.004881325478,6,447.000000000,11.717714898,22.988761103,48745.693978,1,1,1,1,0,1,1,1,1.000000000,true,true,1,1.000000000,22.921399389,22.921399389,22.921399389,22.921399389,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0c809439e81a7930,P2_1240a7f3c4d31299,blank_slate,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,4193.800470380274,0.183770644809,Brivio,0.000000000000,9,956.000000000,4193.800470380274,0.183770644809,Brivio,0.000000000000,9,956.000000000,11.297012267,26.007322530,108677.258009,2,2,2,4,0,4,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_0cc4c28176b7f776,P2_2a5313f45e8e6c17,interlined_figure8,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,9602.547295120456,0.420779748749,Brivio,0.000465712767,12,733.000000000,9602.547295120456,0.420779748749,Brivio,0.000465712767,12,733.000000000,25.873520725,53.255342368,107633.846216,2,2,2,3,3,3,2,2,1.000000000,true,true,2,1.000000000,24.971370990,26.475346773,24.971370990,26.475346773,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_0d4898aa86f3ec74,P2_3d61cecc053c5af4,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6401.095395636682,0.280493417998,Brivio,0.000000000000,6,447.000000000,4.767196820,7.912382723,59494.616314,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,10.916268824,10.916268824,12.768022278,12.768022278,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0d542f3dd8b1bc5d,P2_9a68d80d3deb6755,scheduled_extensions,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5782.991207416099,0.253408341817,La Valletta Brianza,0.000000000000,2,221.000000000,3.630643269,6.349685639,52390.182375,1,1,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0d75e0f0e369c1b2,P2_f2fd76839f2f871d,scheduled_extensions,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,4.579589104,7.630971150,68583.926425,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,10.916268824,10.916268824,12.768022278,12.768022278,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0e0fdd72eb39873d,P2_95b0c578d533ac96,scheduled_extensions,EXTENSION_UPPER_BOUND,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,4114.265497700950,0.180285454391,La Valletta Brianza,0.000000000000,0,0.000000000,5913.681887785996,0.259135154709,Brivio,0.115619645938,2,134.000000000,8.786903070,14.652608309,50718.004523,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,26.255860506,26.255860506,31.811120868,31.811120868,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0e250755984136cd,P2_19d543be3e9cf2bf,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,4709.050820430065,0.206348707293,Brivio,0.000000000000,4,643.000000000,3.983314722,7.497626615,91966.770313,1,2,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0e297489011ecb6f,P2_0ffe721d74a786cf,single_compact_loop,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,6670.907002218253,0.292316453755,La Valletta Brianza,0.005660282930,2,90.000000000,6670.907002218253,0.292316453755,La Valletta Brianza,0.005660282930,2,90.000000000,11.471425498,24.502737675,110355.113291,1,2,2,2,1,2,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_0e3ab3381e0a2034,P2_6e3528276a75fb79,scheduled_extensions,EXTENSION_UPPER_BOUND,30,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4392.921746311748,0.192496058793,Brivio,0.000000000000,2,134.000000000,6088.253929008701,0.266784831132,Santa Maria Hoè,0.007765537274,2,134.000000000,9.665170342,16.172310358,96497.060700,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,18.294665162,18.294665162,18.294665162,18.294665162,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0e5a9787a660f9df,P2_d44fa2f1e096f81d,scheduled_extensions,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,4625.719282834228,0.202697152932,La Valletta Brianza,0.000000000000,2,139.000000000,6132.412662307631,0.268719849012,La Valletta Brianza,0.000000000000,6,490.000000000,12.193628015,23.434936319,58651.350752,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,21.544172027,21.544172027,27.099432388,27.099432388,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
