anchor_id,anchor_class,source_record_id,source_name,lon,lat,routes_serving,epistemic_status,source_detail,proposed_stop_status,seed_precompute,graph_node_id,snap_distance_m,snap_status,included_in_reduced_graph,epoch_id,procom,municipality_name,analysis_role,equity_scope
gtfs:ARRIVA_ADDABUS:L00405,OFFICIAL_GTFS_BUS_STOP,L00405,Cisano - sosta,9.451383,45.739967,D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:535120.41:5065256.67,5.497522789,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,016074,Cisano Bergamasco,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00406,OFFICIAL_GTFS_BUS_STOP,L00406,Brivio - via como (pizzeria),9.439133,45.742267,D150;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534184.20:5065526.96,31.562305831,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097010,Brivio,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00407,OFFICIAL_GTFS_BUS_STOP,L00407,Olgiate Molgora (stazione f.s.),9.40441,45.72917,D184;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531469.30:5064033.74,3.825434085,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097058,Olgiate Molgora,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00430,OFFICIAL_GTFS_BUS_STOP,L00430,Castello brianza - villaggio,9.35167,45.75295,D160,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:527338.96:5066658.79,12.602897541,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097019,Castello di Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00431,OFFICIAL_GTFS_BUS_STOP,L00431,Castello brianza - cascine nere,9.36126,45.74623,D160,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528091.99:5065901.75,16.742279632,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097019,Castello di Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00432,OFFICIAL_GTFS_BUS_STOP,L00432,Castello brianza - cascine bianche,9.3538,45.751017,D160,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:527517.94:5066437.68,7.561893057,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097019,Castello di Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00486,OFFICIAL_GTFS_BUS_STOP,L00486,Cisano - via torchio,9.46165,45.741183,D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:535923.12:5065391.39,10.967945841,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,016074,Cisano Bergamasco,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00487,OFFICIAL_GTFS_BUS_STOP,L00487,Brivio - beverate (quattro strade),9.426933,45.734767,D150;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533213.98:5064665.16,3.166124306,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097010,Brivio,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00502,OFFICIAL_GTFS_BUS_STOP,L00502,Monte Marenzo - bisone,9.44875,45.76223,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534898.62:5067719.03,9.343558649,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097052,Monte Marenzo,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00503,OFFICIAL_GTFS_BUS_STOP,L00503,Monte Marenzo - bettini,9.44735,45.76375,D140,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534772.31:5067902.03,15.255480213,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097052,Monte Marenzo,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00504,OFFICIAL_GTFS_BUS_STOP,L00504,Monte Marenzo - bisone via industriale,9.445683,45.766183,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534661.16:5068133.30,33.145092116,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097052,Monte Marenzo,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00505,OFFICIAL_GTFS_BUS_STOP,L00505,Cisano - rotonda (via mayer),9.454683,45.755833,D140,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:535366.13:5066995.39,24.969730489,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,016074,Cisano Bergamasco,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00506,OFFICIAL_GTFS_BUS_STOP,L00506,Calolziocorte - sala (passaggio livello),9.4419,45.784133,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534346.17:5070155.15,5.25676747,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00523,OFFICIAL_GTFS_BUS_STOP,L00523,Olginate - la fiorita,9.4245,45.7804,D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533003.61:5069741.58,6.342308121,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097059,Olginate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00527,OFFICIAL_GTFS_BUS_STOP,L00527,Airuno - elettroadda,9.4235,45.741433,D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532940.44:5065396.50,11.241977624,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097010,Brivio,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00528,OFFICIAL_GTFS_BUS_STOP,L00528,Calco- arlate - (provinciale),9.444067,45.723533,D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534549.56:5063427.02,6.424826262,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097012,Calco,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00529,OFFICIAL_GTFS_BUS_STOP,L00529,Imbersago - madonna bosco,9.444133,45.714833,D150;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534561.61:5062457.01,5.812576817,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097039,Imbersago,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00530,OFFICIAL_GTFS_BUS_STOP,L00530,Merate - cicognola,9.407333,45.709683,D148;D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531714.50:5061853.36,21.496332283,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00638,OFFICIAL_GTFS_BUS_STOP,L00638,Olginate - fornasette,9.424833,45.768533,D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533027.18:5068353.33,65.097966889,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097059,Olginate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00670,OFFICIAL_GTFS_BUS_STOP,L00670,Calolziocorte - sala (lavatoio),9.443017,45.789683,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534436.81:5070791.69,16.332770388,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00728,OFFICIAL_GTFS_BUS_STOP,L00728,Olgiate Molgora - via statale,9.400483,45.728633,D148,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531145.24:5063989.14,21.301306781,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097058,Olgiate Molgora,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00729,OFFICIAL_GTFS_BUS_STOP,L00729,Calco - via virgilio (pensilina asf),9.410183,45.72495,D148;D185,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531927.07:5063574.22,9.583088534,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097012,Calco,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00744,OFFICIAL_GTFS_BUS_STOP,L00744,Imbersago - sabbione,9.44056,45.71169,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534283.17:5062103.44,9.343104916,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097039,Imbersago,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00745,OFFICIAL_GTFS_BUS_STOP,L00745,Merate - cassina fra martino,9.43205,45.71814,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533620.57:5062819.14,4.82883051,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00746,OFFICIAL_GTFS_BUS_STOP,L00746,Merate - sartirana (cimitero),9.4239,45.71986,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532984.63:5063005.09,6.56117702,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00747,OFFICIAL_GTFS_BUS_STOP,L00747,Merate - sartirana (chiesa),9.41804,45.71403,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532538.11:5062371.88,12.008495496,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00748,OFFICIAL_GTFS_BUS_STOP,L00748,Merate - sartirana lago,9.42176,45.71696,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532838.10:5062702.08,20.613164323,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00753,OFFICIAL_GTFS_BUS_STOP,L00753,Cernusco L. - stazione f.s.,9.39758,45.69588,D150;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530966.70:5060334.83,12.954218926,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097020,Cernusco Lombardone,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00782,OFFICIAL_GTFS_BUS_STOP,L00782,S.Maria Hoe',9.373583,45.744333,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529070.45:5065704.08,11.538192527,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00803,OFFICIAL_GTFS_BUS_STOP,L00803,Olgiate Molgora - monticello scarpone,9.39015,45.7313,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530361.95:5064258.90,10.638833124,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097058,Olgiate Molgora,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00804,OFFICIAL_GTFS_BUS_STOP,L00804,Rovagnate - la pesa,9.374867,45.737217,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529163.04:5064915.90,3.703048354,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097092,La Valletta Brianza,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00807,OFFICIAL_GTFS_BUS_STOP,L00807,Colle Brianza - piecastello,9.361683,45.7594,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528128.59:5067377.72,2.217175391,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097024,Colle Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00808,OFFICIAL_GTFS_BUS_STOP,L00808,Colle Brianza - nava (monumento),9.362467,45.7631,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528185.58:5067787.94,2.829968916,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097024,Colle Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00830,OFFICIAL_GTFS_BUS_STOP,L00830,Calolziocorte - gerola bivio,9.441483,45.779967,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534315.51:5069712.05,17.17753433,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00852,OFFICIAL_GTFS_BUS_STOP,L00852,Olginate - sc capiate,9.424583,45.780483,D150;D151,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:533003.61:5069741.58,4.923495637,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097059,Olginate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00854,OFFICIAL_GTFS_BUS_STOP,L00854,Calolziocorte - via pomarolo,9.44696,45.78191,VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534742.53:5069931.59,17.952310949,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00858,OFFICIAL_GTFS_BUS_STOP,L00858,Calolziocorte - sala (bivio via ladini),9.4458,45.78525,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534654.45:5070278.99,5.682436656,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00865,OFFICIAL_GTFS_BUS_STOP,L00865,Montevecchia - chiesa,9.38132,45.70543,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529681.18:5061387.99,2.80098451,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097053,Montevecchia,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00867,OFFICIAL_GTFS_BUS_STOP,L00867,Montevecchia - Via Bergamo/Via Pertevano,9.38497,45.69572,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529970.80:5060305.03,7.93599109,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097020,Cernusco Lombardone,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00868,OFFICIAL_GTFS_BUS_STOP,L00868,Cernusco L. - paravino,9.39407,45.69678,D148;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530669.38:5060431.49,10.925398656,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097020,Cernusco Lombardone,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00871,OFFICIAL_GTFS_BUS_STOP,L00871,S.Maria Hoe' - alduno,9.382517,45.7347,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529766.29:5064648.93,8.586912389,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00872,OFFICIAL_GTFS_BUS_STOP,L00872,Perego - s.s. 342/via s.caterina,9.362667,45.738483,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528193.74:5065060.08,20.854202261,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097092,La Valletta Brianza,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00873,OFFICIAL_GTFS_BUS_STOP,L00873,Hoe',9.368017,45.7486,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528613.81:5066189.00,13.518407485,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00878,OFFICIAL_GTFS_BUS_STOP,L00878,Rovagnate - semaforo,9.370467,45.737133,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528782.93:5064911.12,38.804681357,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097092,La Valletta Brianza,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00879,OFFICIAL_GTFS_BUS_STOP,L00879,Rovagnate - vinicola ghezzi,9.36465,45.7398,D160;D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:528369.47:5065199.46,3.756915548,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097092,La Valletta Brianza,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00881,OFFICIAL_GTFS_BUS_STOP,L00881,Calolziocorte - scuole elementari,9.443817,45.7878,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534491.14:5070575.15,10.126826051,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00882,OFFICIAL_GTFS_BUS_STOP,L00882,Calolziocorte - via s.s.damiano e cosma,9.44126,45.7909,D140;VCB,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534303.53:5070918.46,11.054368015,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00886,OFFICIAL_GTFS_BUS_STOP,L00886,Imbersago - arlate (fiorista),9.444633,45.718283,D150;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:534597.23:5062843.06,6.067710601,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097012,Calco,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00887,OFFICIAL_GTFS_BUS_STOP,L00887,Merate - sartirana alta,9.41443,45.70932,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532257.28:5061836.78,1.615968736,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00898,OFFICIAL_GTFS_BUS_STOP,L00898,Merate - via spluga,9.40608,45.69786,D148;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:531615.68:5060555.19,3.764931398,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097048,Merate,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00902,OFFICIAL_GTFS_BUS_STOP,L00902,S.Maria Hoe' - alpino,9.374367,45.743567,D148;D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529119.42:5065621.37,4.13810698,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00904,OFFICIAL_GTFS_BUS_STOP,L00904,S.Maria Hoe' - tremonte/ via trento,9.3784,45.7426,D184,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:529433.28:5065516.42,3.611756409,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097074,Santa Maria Ho̬,CORE,DECISION_CORE
gtfs:ARRIVA_ADDABUS:L00907,OFFICIAL_GTFS_BUS_STOP,L00907,Castello brianza - caraverio (fiorista),9.34548,45.75905,D160,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:526867.42:5067330.87,4.02877109,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097019,Castello di Brianza,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00934,OFFICIAL_GTFS_BUS_STOP,L00934,Cernusco L. - via lanfritto maggioni,9.39759,45.69508,D150;D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530932.83:5060247.05,22.155313787,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097020,Cernusco Lombardone,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00935,OFFICIAL_GTFS_BUS_STOP,L00935,Cernusco L. - stazione f.s.,9.39664,45.69477,D170,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:530886.56:5060208.98,6.045135777,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097020,Cernusco Lombardone,CONTEXT,CONTEXT_ONLY
gtfs:ARRIVA_ADDABUS:L00956,OFFICIAL_GTFS_BUS_STOP,L00956,Calco - via nazionale (peugeot),9.41931,45.7361,D150,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,ARRIVA_ADDABUS,NOT_PROPOSED,False,n:532637.53:5064842.40,33.574017632,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097058,Olgiate Molgora,CORE,DECISION_CORE
gtfs:LINEE_LECCO:87117,OFFICIAL_GTFS_BUS_STOP,87117,"Calolziocorte, Mandamentale fr. 49",9.447722,45.7882,D143,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,LINEE_LECCO,NOT_PROPOSED,False,n:534818.77:5070600.17,22.562566996,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:LINEE_LECCO:87118,OFFICIAL_GTFS_BUS_STOP,87118,"Calolziocorte, Mandamentale/fr. Erta",9.4476,45.788517,D143,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,LINEE_LECCO,NOT_PROPOSED,False,n:534784.93:5070637.31,12.162941629,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:LINEE_LECCO:87119,OFFICIAL_GTFS_BUS_STOP,87119,"Calolziocorte, Bergamo, fr. ASL",9.440943,45.790905,D141;D142;D143;D144,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,LINEE_LECCO,NOT_PROPOSED,False,n:534262.21:5070903.40,11.816045319,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097013,Calolziocorte,CONTEXT,CONTEXT_ONLY
gtfs:LINEE_LECCO:87154,OFFICIAL_GTFS_BUS_STOP,87154,"Monte Marenzo, Manzoni/Giovanni XXIII",9.452854,45.777075,D143,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_STRUCTURAL,LINEE_LECCO,NOT_PROPOSED,False,n:535215.02:5069379.67,8.955387804,ROUTE_READY_LE_75M,True,gate-d-2026-09-03-834d5caa0bfd,097052,Monte Marenzo,CONTEXT,CONTEXT_ONLY
