budget_suffix,budget_change_fraction,budget_cap_annual_bus_km,policy_id,uniform_headway_min,span_id,calendar_id,annual_service_days,recovery_min,extension_share,service_ready_candidate_count,budget_feasible_candidate_count,frontier_scenario_count,frontier_family_counts_json
m20pct,-0.2,89135.20000000001,SP2_1cc2678358acd2,60,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2749,1793,1793,"{""bidirectional_loop_pair"": 6, ""blank_slate"": 274, ""hybrid_interlined"": 157, ""interlined_figure8"": 39, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 130, ""single_compact_loop"": 274, ""trunk_plus_branches"": 130, ""two_independent_loops"": 39, ""two_radial_out_and_back_feeders"": 157}"
m20pct,-0.2,89135.20000000001,SP2_edec38aeece860,60,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2749,1793,1793,"{""bidirectional_loop_pair"": 6, ""blank_slate"": 274, ""hybrid_interlined"": 157, ""interlined_figure8"": 39, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 130, ""single_compact_loop"": 274, ""trunk_plus_branches"": 130, ""two_independent_loops"": 39, ""two_radial_out_and_back_feeders"": 157}"
m20pct,-0.2,89135.20000000001,SP2_69b1aac5af9d35,60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2749,1563,1563,"{""bidirectional_loop_pair"": 4, ""blank_slate"": 224, ""hybrid_interlined"": 155, ""interlined_figure8"": 8, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 99, ""single_compact_loop"": 224, ""trunk_plus_branches"": 99, ""two_independent_loops"": 8, ""two_radial_out_and_back_feeders"": 155}"
m20pct,-0.2,89135.20000000001,SP2_7b7672f6ee7d89,60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2749,1563,1563,"{""bidirectional_loop_pair"": 4, ""blank_slate"": 224, ""hybrid_interlined"": 155, ""interlined_figure8"": 8, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 99, ""single_compact_loop"": 224, ""trunk_plus_branches"": 99, ""two_independent_loops"": 8, ""two_radial_out_and_back_feeders"": 155}"
m20pct,-0.2,89135.20000000001,SP2_7e98b67bab3142,60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2749,1563,1563,"{""bidirectional_loop_pair"": 4, ""blank_slate"": 224, ""hybrid_interlined"": 155, ""interlined_figure8"": 8, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 99, ""single_compact_loop"": 224, ""trunk_plus_branches"": 99, ""two_independent_loops"": 8, ""two_radial_out_and_back_feeders"": 155}"
m20pct,-0.2,89135.20000000001,SP2_c422f15488b97b,60,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,5,0.0,2749,1374,1374,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 179, ""hybrid_interlined"": 145, ""interlined_figure8"": 3, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 65, ""single_compact_loop"": 179, ""trunk_plus_branches"": 65, ""two_independent_loops"": 3, ""two_radial_out_and_back_feeders"": 145}"
m20pct,-0.2,89135.20000000001,SP2_774ad54a4401b8,60,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,10,0.0,2749,1374,1374,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 179, ""hybrid_interlined"": 145, ""interlined_figure8"": 3, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 65, ""single_compact_loop"": 179, ""trunk_plus_branches"": 65, ""two_independent_loops"": 3, ""two_radial_out_and_back_feeders"": 145}"
m20pct,-0.2,89135.20000000001,SP2_d458c2793d6807,60,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,15,0.0,2749,1374,1374,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 179, ""hybrid_interlined"": 145, ""interlined_figure8"": 3, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 65, ""single_compact_loop"": 179, ""trunk_plus_branches"": 65, ""two_independent_loops"": 3, ""two_radial_out_and_back_feeders"": 145}"
m10pct,-0.1,100277.1,SP2_a85bdf543e19c5,15,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2747,658,658,"{""blank_slate"": 25, ""hybrid_interlined"": 32, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 5, ""single_compact_loop"": 25, ""trunk_plus_branches"": 5, ""two_radial_out_and_back_feeders"": 32}"
m10pct,-0.1,100277.1,SP2_eba16323ab90fc,15,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2747,658,658,"{""blank_slate"": 25, ""hybrid_interlined"": 32, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 5, ""single_compact_loop"": 25, ""trunk_plus_branches"": 5, ""two_radial_out_and_back_feeders"": 32}"
m10pct,-0.1,100277.1,SP2_5b06b2f86a0e87,15,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2747,658,658,"{""blank_slate"": 25, ""hybrid_interlined"": 32, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 5, ""single_compact_loop"": 25, ""trunk_plus_branches"": 5, ""two_radial_out_and_back_feeders"": 32}"
m10pct,-0.1,100277.1,SP2_dd6cb6629859bb,15,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2747,610,610,"{""blank_slate"": 17, ""hybrid_interlined"": 21, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 17, ""two_radial_out_and_back_feeders"": 21}"
m10pct,-0.1,100277.1,SP2_310203f547ce1b,15,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2747,610,610,"{""blank_slate"": 17, ""hybrid_interlined"": 21, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 17, ""two_radial_out_and_back_feeders"": 21}"
m10pct,-0.1,100277.1,SP2_610dec7e62d822,15,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2747,610,610,"{""blank_slate"": 17, ""hybrid_interlined"": 21, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 17, ""two_radial_out_and_back_feeders"": 21}"
m10pct,-0.1,100277.1,SP2_f600df6cd415eb,15,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,5,0.0,2747,580,580,"{""blank_slate"": 10, ""hybrid_interlined"": 13, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 10, ""two_radial_out_and_back_feeders"": 13}"
m10pct,-0.1,100277.1,SP2_6229ce78cc98f1,15,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,10,0.0,2747,580,580,"{""blank_slate"": 10, ""hybrid_interlined"": 13, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 10, ""two_radial_out_and_back_feeders"": 13}"
m10pct,-0.1,100277.1,SP2_2a05322b2d4d40,15,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,15,0.0,2747,580,580,"{""blank_slate"": 10, ""hybrid_interlined"": 13, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 10, ""two_radial_out_and_back_feeders"": 13}"
m10pct,-0.1,100277.1,SP2_0dfffe58c26078,15,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2500,588,588,"{""blank_slate"": 17, ""hybrid_interlined"": 9, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 1, ""single_compact_loop"": 17, ""trunk_plus_branches"": 1, ""two_radial_out_and_back_feeders"": 9}"
m10pct,-0.1,100277.1,SP2_4ff8aacd11e8db,15,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2500,588,588,"{""blank_slate"": 17, ""hybrid_interlined"": 9, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 1, ""single_compact_loop"": 17, ""trunk_plus_branches"": 1, ""two_radial_out_and_back_feeders"": 9}"
m10pct,-0.1,100277.1,SP2_3634a081c7e8f5,15,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2500,588,588,"{""blank_slate"": 17, ""hybrid_interlined"": 9, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 1, ""single_compact_loop"": 17, ""trunk_plus_branches"": 1, ""two_radial_out_and_back_feeders"": 9}"
m10pct,-0.1,100277.1,SP2_8f87246eea6a3c,15,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2500,562,562,"{""blank_slate"": 10, ""hybrid_interlined"": 4, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 10, ""two_radial_out_and_back_feeders"": 4}"
m10pct,-0.1,100277.1,SP2_4c479a65d88544,15,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2500,562,562,"{""blank_slate"": 10, ""hybrid_interlined"": 4, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 10, ""two_radial_out_and_back_feeders"": 4}"
m10pct,-0.1,100277.1,SP2_996bfadc6f34d0,15,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2500,562,562,"{""blank_slate"": 10, ""hybrid_interlined"": 4, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 10, ""two_radial_out_and_back_feeders"": 4}"
m10pct,-0.1,100277.1,SP2_01df14cb53d9dc,15,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,5,0.0,2500,499,499,"{""blank_slate"": 7, ""hybrid_interlined"": 2, ""multiple_short_radials"": 9, ""scheduled_extensions"": 472, ""single_compact_loop"": 7, ""two_radial_out_and_back_feeders"": 2}"
m10pct,-0.1,100277.1,SP2_8b1c7e1c151aa3,15,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,10,0.0,2500,499,499,"{""blank_slate"": 7, ""hybrid_interlined"": 2, ""multiple_short_radials"": 9, ""scheduled_extensions"": 472, ""single_compact_loop"": 7, ""two_radial_out_and_back_feeders"": 2}"
m10pct,-0.1,100277.1,SP2_6ee8fc9e640e52,15,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,15,0.0,2500,499,499,"{""blank_slate"": 7, ""hybrid_interlined"": 2, ""multiple_short_radials"": 9, ""scheduled_extensions"": 472, ""single_compact_loop"": 7, ""two_radial_out_and_back_feeders"": 2}"
m10pct,-0.1,100277.1,SP2_16f0f92bf30ac2,20,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2747,858,858,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 56, ""hybrid_interlined"": 68, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 11, ""single_compact_loop"": 56, ""trunk_plus_branches"": 11, ""two_radial_out_and_back_feeders"": 68}"
m10pct,-0.1,100277.1,SP2_7bf6606bb44dcd,20,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2747,858,858,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 56, ""hybrid_interlined"": 68, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 11, ""single_compact_loop"": 56, ""trunk_plus_branches"": 11, ""two_radial_out_and_back_feeders"": 68}"
m10pct,-0.1,100277.1,SP2_4cfb3c03eeff7e,20,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2747,858,858,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 56, ""hybrid_interlined"": 68, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 11, ""single_compact_loop"": 56, ""trunk_plus_branches"": 11, ""two_radial_out_and_back_feeders"": 68}"
m10pct,-0.1,100277.1,SP2_5c50c266aead4a,20,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2747,757,757,"{""blank_slate"": 34, ""hybrid_interlined"": 44, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 7, ""single_compact_loop"": 34, ""trunk_plus_branches"": 7, ""two_radial_out_and_back_feeders"": 44}"
m10pct,-0.1,100277.1,SP2_5c7f683fdf665b,20,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2747,757,757,"{""blank_slate"": 34, ""hybrid_interlined"": 44, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 7, ""single_compact_loop"": 34, ""trunk_plus_branches"": 7, ""two_radial_out_and_back_feeders"": 44}"
m10pct,-0.1,100277.1,SP2_d024288d129528,20,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2747,757,757,"{""blank_slate"": 34, ""hybrid_interlined"": 44, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 7, ""single_compact_loop"": 34, ""trunk_plus_branches"": 7, ""two_radial_out_and_back_feeders"": 44}"
m10pct,-0.1,100277.1,SP2_1aa0643ddb804d,20,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,5,0.0,2747,642,642,"{""blank_slate"": 22, ""hybrid_interlined"": 28, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 4, ""single_compact_loop"": 22, ""trunk_plus_branches"": 4, ""two_radial_out_and_back_feeders"": 28}"
m10pct,-0.1,100277.1,SP2_f9c8d96b886b02,20,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,10,0.0,2747,642,642,"{""blank_slate"": 22, ""hybrid_interlined"": 28, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 4, ""single_compact_loop"": 22, ""trunk_plus_branches"": 4, ""two_radial_out_and_back_feeders"": 28}"
m10pct,-0.1,100277.1,SP2_fc3e8ad5ce5010,20,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,15,0.0,2747,642,642,"{""blank_slate"": 22, ""hybrid_interlined"": 28, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 4, ""single_compact_loop"": 22, ""trunk_plus_branches"": 4, ""two_radial_out_and_back_feeders"": 28}"
m10pct,-0.1,100277.1,SP2_ed284d3ae62182,20,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2500,725,725,"{""blank_slate"": 43, ""hybrid_interlined"": 17, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 9, ""single_compact_loop"": 43, ""trunk_plus_branches"": 9, ""two_radial_out_and_back_feeders"": 17}"
m10pct,-0.1,100277.1,SP2_562f0169321e96,20,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2500,725,725,"{""blank_slate"": 43, ""hybrid_interlined"": 17, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 9, ""single_compact_loop"": 43, ""trunk_plus_branches"": 9, ""two_radial_out_and_back_feeders"": 17}"
m10pct,-0.1,100277.1,SP2_381f98569e899d,20,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2500,725,725,"{""blank_slate"": 43, ""hybrid_interlined"": 17, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 9, ""single_compact_loop"": 43, ""trunk_plus_branches"": 9, ""two_radial_out_and_back_feeders"": 17}"
m10pct,-0.1,100277.1,SP2_06f858804dad36,20,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2500,612,612,"{""blank_slate"": 24, ""hybrid_interlined"": 11, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 4, ""single_compact_loop"": 24, ""trunk_plus_branches"": 4, ""two_radial_out_and_back_feeders"": 11}"
m10pct,-0.1,100277.1,SP2_9bd748bc1d53a0,20,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2500,612,612,"{""blank_slate"": 24, ""hybrid_interlined"": 11, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 4, ""single_compact_loop"": 24, ""trunk_plus_branches"": 4, ""two_radial_out_and_back_feeders"": 11}"
m10pct,-0.1,100277.1,SP2_519fd6a17cccb1,20,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2500,612,612,"{""blank_slate"": 24, ""hybrid_interlined"": 11, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 4, ""single_compact_loop"": 24, ""trunk_plus_branches"": 4, ""two_radial_out_and_back_feeders"": 11}"
m10pct,-0.1,100277.1,SP2_3d0adac8c1af25,20,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,5,0.0,2500,586,586,"{""blank_slate"": 17, ""hybrid_interlined"": 9, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 17, ""two_radial_out_and_back_feeders"": 9}"
m10pct,-0.1,100277.1,SP2_786a404e4fa220,20,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,10,0.0,2500,586,586,"{""blank_slate"": 17, ""hybrid_interlined"": 9, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 17, ""two_radial_out_and_back_feeders"": 9}"
m10pct,-0.1,100277.1,SP2_e7a2a9d563d46d,20,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,15,0.0,2500,586,586,"{""blank_slate"": 17, ""hybrid_interlined"": 9, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 17, ""two_radial_out_and_back_feeders"": 9}"
m10pct,-0.1,100277.1,SP2_25cfd74810e0f3,30,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2747,1266,1266,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 158, ""hybrid_interlined"": 132, ""interlined_figure8"": 1, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 47, ""single_compact_loop"": 158, ""trunk_plus_branches"": 47, ""two_independent_loops"": 1, ""two_radial_out_and_back_feeders"": 132}"
m10pct,-0.1,100277.1,SP2_e60951658fd9ac,30,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2747,1266,1266,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 158, ""hybrid_interlined"": 132, ""interlined_figure8"": 1, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 47, ""single_compact_loop"": 158, ""trunk_plus_branches"": 47, ""two_independent_loops"": 1, ""two_radial_out_and_back_feeders"": 132}"
m10pct,-0.1,100277.1,SP2_ce3db65632559b,30,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2747,1266,1266,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 158, ""hybrid_interlined"": 132, ""interlined_figure8"": 1, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 47, ""single_compact_loop"": 158, ""trunk_plus_branches"": 47, ""two_independent_loops"": 1, ""two_radial_out_and_back_feeders"": 132}"
m10pct,-0.1,100277.1,SP2_752e65589c4339,30,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2747,1041,1041,"{""bidirectional_loop_pair"": 2, ""blank_slate"": 98, ""hybrid_interlined"": 102, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 26, ""single_compact_loop"": 98, ""trunk_plus_branches"": 26, ""two_radial_out_and_back_feeders"": 102}"
m10pct,-0.1,100277.1,SP2_e258de57586cc9,30,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2747,1041,1041,"{""bidirectional_loop_pair"": 2, ""blank_slate"": 98, ""hybrid_interlined"": 102, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 26, ""single_compact_loop"": 98, ""trunk_plus_branches"": 26, ""two_radial_out_and_back_feeders"": 102}"
m10pct,-0.1,100277.1,SP2_1d20c78a3b439f,30,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2747,1041,1041,"{""bidirectional_loop_pair"": 2, ""blank_slate"": 98, ""hybrid_interlined"": 102, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 26, ""single_compact_loop"": 98, ""trunk_plus_branches"": 26, ""two_radial_out_and_back_feeders"": 102}"
m10pct,-0.1,100277.1,SP2_d1991768b13319,30,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,5,0.0,2747,904,904,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 67, ""hybrid_interlined"": 80, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 11, ""single_compact_loop"": 67, ""trunk_plus_branches"": 11, ""two_radial_out_and_back_feeders"": 80}"
m10pct,-0.1,100277.1,SP2_dd53e8d01afe83,30,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,10,0.0,2747,904,904,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 67, ""hybrid_interlined"": 80, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 11, ""single_compact_loop"": 67, ""trunk_plus_branches"": 11, ""two_radial_out_and_back_feeders"": 80}"
m10pct,-0.1,100277.1,SP2_92a2a6c07d08ae,30,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,15,0.0,2747,904,904,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 67, ""hybrid_interlined"": 80, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 11, ""single_compact_loop"": 67, ""trunk_plus_branches"": 11, ""two_radial_out_and_back_feeders"": 80}"
m10pct,-0.1,100277.1,SP2_1d3fb14c8469f3,30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2500,953,953,"{""blank_slate"": 107, ""hybrid_interlined"": 40, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 36, ""single_compact_loop"": 107, ""trunk_plus_branches"": 36, ""two_radial_out_and_back_feeders"": 40}"
m10pct,-0.1,100277.1,SP2_6339bb251142f3,30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2500,953,953,"{""blank_slate"": 107, ""hybrid_interlined"": 40, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 36, ""single_compact_loop"": 107, ""trunk_plus_branches"": 36, ""two_radial_out_and_back_feeders"": 40}"
m10pct,-0.1,100277.1,SP2_aa08c3b0cdc0bc,30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2500,953,953,"{""blank_slate"": 107, ""hybrid_interlined"": 40, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 36, ""single_compact_loop"": 107, ""trunk_plus_branches"": 36, ""two_radial_out_and_back_feeders"": 40}"
m10pct,-0.1,100277.1,SP2_8c0e369670f0c1,30,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2500,811,811,"{""blank_slate"": 67, ""hybrid_interlined"": 29, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 16, ""single_compact_loop"": 67, ""trunk_plus_branches"": 16, ""two_radial_out_and_back_feeders"": 29}"
m10pct,-0.1,100277.1,SP2_d2742eb2283a8f,30,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2500,811,811,"{""blank_slate"": 67, ""hybrid_interlined"": 29, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 16, ""single_compact_loop"": 67, ""trunk_plus_branches"": 16, ""two_radial_out_and_back_feeders"": 29}"
m10pct,-0.1,100277.1,SP2_5d22d2fca626aa,30,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2500,811,811,"{""blank_slate"": 67, ""hybrid_interlined"": 29, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 16, ""single_compact_loop"": 67, ""trunk_plus_branches"": 16, ""two_radial_out_and_back_feeders"": 29}"
m10pct,-0.1,100277.1,SP2_0112d8b032fba1,30,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,5,0.0,2500,749,749,"{""blank_slate"": 50, ""hybrid_interlined"": 20, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 11, ""single_compact_loop"": 50, ""trunk_plus_branches"": 11, ""two_radial_out_and_back_feeders"": 20}"
m10pct,-0.1,100277.1,SP2_255d3f61ee8fba,30,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,10,0.0,2500,749,749,"{""blank_slate"": 50, ""hybrid_interlined"": 20, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 11, ""single_compact_loop"": 50, ""trunk_plus_branches"": 11, ""two_radial_out_and_back_feeders"": 20}"
m10pct,-0.1,100277.1,SP2_b36c48ee87a5c4,30,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,15,0.0,2500,749,749,"{""blank_slate"": 50, ""hybrid_interlined"": 20, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 11, ""single_compact_loop"": 50, ""trunk_plus_branches"": 11, ""two_radial_out_and_back_feeders"": 20}"
m10pct,-0.1,100277.1,SP2_9bca1c316f024a,60,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2747,2201,2201,"{""bidirectional_loop_pair"": 16, ""blank_slate"": 327, ""hybrid_interlined"": 157, ""interlined_figure8"": 134, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 181, ""single_compact_loop"": 327, ""trunk_plus_branches"": 181, ""two_independent_loops"": 134, ""two_radial_out_and_back_feeders"": 157}"
m10pct,-0.1,100277.1,SP2_d26fac223259c2,60,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2747,2201,2201,"{""bidirectional_loop_pair"": 16, ""blank_slate"": 327, ""hybrid_interlined"": 157, ""interlined_figure8"": 134, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 181, ""single_compact_loop"": 327, ""trunk_plus_branches"": 181, ""two_independent_loops"": 134, ""two_radial_out_and_back_feeders"": 157}"
m10pct,-0.1,100277.1,SP2_4c05d6a42eb111,60,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2747,2201,2201,"{""bidirectional_loop_pair"": 16, ""blank_slate"": 327, ""hybrid_interlined"": 157, ""interlined_figure8"": 134, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 181, ""single_compact_loop"": 327, ""trunk_plus_branches"": 181, ""two_independent_loops"": 134, ""two_radial_out_and_back_feeders"": 157}"
