budget_suffix,budget_change_fraction,budget_cap_annual_bus_km,policy_id,uniform_headway_min,span_id,calendar_id,annual_service_days,recovery_min,extension_share,service_ready_candidate_count,budget_feasible_candidate_count,frontier_scenario_count,frontier_family_counts_json
m10pct,-0.1,100277.1,SP2_a853dd1cb8e0fa,60,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2747,1924,1924,"{""bidirectional_loop_pair"": 7, ""blank_slate"": 295, ""hybrid_interlined"": 157, ""interlined_figure8"": 68, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 145, ""single_compact_loop"": 295, ""trunk_plus_branches"": 145, ""two_independent_loops"": 68, ""two_radial_out_and_back_feeders"": 157}"
m10pct,-0.1,100277.1,SP2_7cbb3e1bcc2352,60,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2747,1924,1924,"{""bidirectional_loop_pair"": 7, ""blank_slate"": 295, ""hybrid_interlined"": 157, ""interlined_figure8"": 68, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 145, ""single_compact_loop"": 295, ""trunk_plus_branches"": 145, ""two_independent_loops"": 68, ""two_radial_out_and_back_feeders"": 157}"
m10pct,-0.1,100277.1,SP2_7b91e9a903e0a0,60,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2747,1924,1924,"{""bidirectional_loop_pair"": 7, ""blank_slate"": 295, ""hybrid_interlined"": 157, ""interlined_figure8"": 68, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 145, ""single_compact_loop"": 295, ""trunk_plus_branches"": 145, ""two_independent_loops"": 68, ""two_radial_out_and_back_feeders"": 157}"
m10pct,-0.1,100277.1,SP2_a823dd523f08e6,60,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,5,0.0,2747,1676,1676,"{""bidirectional_loop_pair"": 5, ""blank_slate"": 250, ""hybrid_interlined"": 155, ""interlined_figure8"": 18, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 119, ""single_compact_loop"": 250, ""trunk_plus_branches"": 119, ""two_independent_loops"": 18, ""two_radial_out_and_back_feeders"": 155}"
m10pct,-0.1,100277.1,SP2_c4cb18979d263d,60,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,10,0.0,2747,1676,1676,"{""bidirectional_loop_pair"": 5, ""blank_slate"": 250, ""hybrid_interlined"": 155, ""interlined_figure8"": 18, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 119, ""single_compact_loop"": 250, ""trunk_plus_branches"": 119, ""two_independent_loops"": 18, ""two_radial_out_and_back_feeders"": 155}"
m10pct,-0.1,100277.1,SP2_c9a716810e0524,60,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,15,0.0,2747,1676,1676,"{""bidirectional_loop_pair"": 5, ""blank_slate"": 250, ""hybrid_interlined"": 155, ""interlined_figure8"": 18, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 119, ""single_compact_loop"": 250, ""trunk_plus_branches"": 119, ""two_independent_loops"": 18, ""two_radial_out_and_back_feeders"": 155}"
m10pct,-0.1,100277.1,SP2_f27868b705e5d6,60,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2749,1982,1982,"{""bidirectional_loop_pair"": 7, ""blank_slate"": 306, ""hybrid_interlined"": 157, ""interlined_figure8"": 81, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 150, ""single_compact_loop"": 306, ""trunk_plus_branches"": 150, ""two_independent_loops"": 81, ""two_radial_out_and_back_feeders"": 157}"
m10pct,-0.1,100277.1,SP2_1cc2678358acd2,60,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2749,1982,1982,"{""bidirectional_loop_pair"": 7, ""blank_slate"": 306, ""hybrid_interlined"": 157, ""interlined_figure8"": 81, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 150, ""single_compact_loop"": 306, ""trunk_plus_branches"": 150, ""two_independent_loops"": 81, ""two_radial_out_and_back_feeders"": 157}"
m10pct,-0.1,100277.1,SP2_edec38aeece860,60,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2749,1982,1982,"{""bidirectional_loop_pair"": 7, ""blank_slate"": 306, ""hybrid_interlined"": 157, ""interlined_figure8"": 81, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 150, ""single_compact_loop"": 306, ""trunk_plus_branches"": 150, ""two_independent_loops"": 81, ""two_radial_out_and_back_feeders"": 157}"
m10pct,-0.1,100277.1,SP2_69b1aac5af9d35,60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2749,1685,1685,"{""bidirectional_loop_pair"": 6, ""blank_slate"": 250, ""hybrid_interlined"": 155, ""interlined_figure8"": 20, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 121, ""single_compact_loop"": 250, ""trunk_plus_branches"": 121, ""two_independent_loops"": 20, ""two_radial_out_and_back_feeders"": 155}"
m10pct,-0.1,100277.1,SP2_7b7672f6ee7d89,60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2749,1685,1685,"{""bidirectional_loop_pair"": 6, ""blank_slate"": 250, ""hybrid_interlined"": 155, ""interlined_figure8"": 20, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 121, ""single_compact_loop"": 250, ""trunk_plus_branches"": 121, ""two_independent_loops"": 20, ""two_radial_out_and_back_feeders"": 155}"
m10pct,-0.1,100277.1,SP2_7e98b67bab3142,60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2749,1685,1685,"{""bidirectional_loop_pair"": 6, ""blank_slate"": 250, ""hybrid_interlined"": 155, ""interlined_figure8"": 20, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 121, ""single_compact_loop"": 250, ""trunk_plus_branches"": 121, ""two_independent_loops"": 20, ""two_radial_out_and_back_feeders"": 155}"
m10pct,-0.1,100277.1,SP2_c422f15488b97b,60,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,5,0.0,2749,1509,1509,"{""bidirectional_loop_pair"": 4, ""blank_slate"": 212, ""hybrid_interlined"": 153, ""interlined_figure8"": 5, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 89, ""single_compact_loop"": 212, ""trunk_plus_branches"": 89, ""two_independent_loops"": 5, ""two_radial_out_and_back_feeders"": 153}"
m10pct,-0.1,100277.1,SP2_774ad54a4401b8,60,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,10,0.0,2749,1509,1509,"{""bidirectional_loop_pair"": 4, ""blank_slate"": 212, ""hybrid_interlined"": 153, ""interlined_figure8"": 5, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 89, ""single_compact_loop"": 212, ""trunk_plus_branches"": 89, ""two_independent_loops"": 5, ""two_radial_out_and_back_feeders"": 153}"
m10pct,-0.1,100277.1,SP2_d458c2793d6807,60,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,15,0.0,2749,1509,1509,"{""bidirectional_loop_pair"": 4, ""blank_slate"": 212, ""hybrid_interlined"": 153, ""interlined_figure8"": 5, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 89, ""single_compact_loop"": 212, ""trunk_plus_branches"": 89, ""two_independent_loops"": 5, ""two_radial_out_and_back_feeders"": 153}"
reference,0.0,111419.0,SP2_a85bdf543e19c5,15,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2747,757,757,"{""blank_slate"": 34, ""hybrid_interlined"": 44, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 7, ""single_compact_loop"": 34, ""trunk_plus_branches"": 7, ""two_radial_out_and_back_feeders"": 44}"
reference,0.0,111419.0,SP2_eba16323ab90fc,15,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2747,757,757,"{""blank_slate"": 34, ""hybrid_interlined"": 44, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 7, ""single_compact_loop"": 34, ""trunk_plus_branches"": 7, ""two_radial_out_and_back_feeders"": 44}"
reference,0.0,111419.0,SP2_5b06b2f86a0e87,15,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2747,757,757,"{""blank_slate"": 34, ""hybrid_interlined"": 44, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 7, ""single_compact_loop"": 34, ""trunk_plus_branches"": 7, ""two_radial_out_and_back_feeders"": 44}"
reference,0.0,111419.0,SP2_dd6cb6629859bb,15,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2747,630,630,"{""blank_slate"": 18, ""hybrid_interlined"": 27, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 3, ""single_compact_loop"": 18, ""trunk_plus_branches"": 3, ""two_radial_out_and_back_feeders"": 27}"
reference,0.0,111419.0,SP2_310203f547ce1b,15,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2747,630,630,"{""blank_slate"": 18, ""hybrid_interlined"": 27, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 3, ""single_compact_loop"": 18, ""trunk_plus_branches"": 3, ""two_radial_out_and_back_feeders"": 27}"
reference,0.0,111419.0,SP2_610dec7e62d822,15,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2747,630,630,"{""blank_slate"": 18, ""hybrid_interlined"": 27, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 3, ""single_compact_loop"": 18, ""trunk_plus_branches"": 3, ""two_radial_out_and_back_feeders"": 27}"
reference,0.0,111419.0,SP2_f600df6cd415eb,15,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,5,0.0,2747,602,602,"{""blank_slate"": 16, ""hybrid_interlined"": 18, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 16, ""two_radial_out_and_back_feeders"": 18}"
reference,0.0,111419.0,SP2_6229ce78cc98f1,15,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,10,0.0,2747,602,602,"{""blank_slate"": 16, ""hybrid_interlined"": 18, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 16, ""two_radial_out_and_back_feeders"": 18}"
reference,0.0,111419.0,SP2_2a05322b2d4d40,15,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,15,0.0,2747,602,602,"{""blank_slate"": 16, ""hybrid_interlined"": 18, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 16, ""two_radial_out_and_back_feeders"": 18}"
reference,0.0,111419.0,SP2_0dfffe58c26078,15,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2500,612,612,"{""blank_slate"": 24, ""hybrid_interlined"": 11, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 4, ""single_compact_loop"": 24, ""trunk_plus_branches"": 4, ""two_radial_out_and_back_feeders"": 11}"
reference,0.0,111419.0,SP2_4ff8aacd11e8db,15,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2500,612,612,"{""blank_slate"": 24, ""hybrid_interlined"": 11, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 4, ""single_compact_loop"": 24, ""trunk_plus_branches"": 4, ""two_radial_out_and_back_feeders"": 11}"
reference,0.0,111419.0,SP2_3634a081c7e8f5,15,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2500,612,612,"{""blank_slate"": 24, ""hybrid_interlined"": 11, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 4, ""single_compact_loop"": 24, ""trunk_plus_branches"": 4, ""two_radial_out_and_back_feeders"": 11}"
reference,0.0,111419.0,SP2_8f87246eea6a3c,15,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2500,578,578,"{""blank_slate"": 16, ""hybrid_interlined"": 6, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 16, ""two_radial_out_and_back_feeders"": 6}"
reference,0.0,111419.0,SP2_4c479a65d88544,15,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2500,578,578,"{""blank_slate"": 16, ""hybrid_interlined"": 6, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 16, ""two_radial_out_and_back_feeders"": 6}"
reference,0.0,111419.0,SP2_996bfadc6f34d0,15,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2500,578,578,"{""blank_slate"": 16, ""hybrid_interlined"": 6, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""single_compact_loop"": 16, ""two_radial_out_and_back_feeders"": 6}"
reference,0.0,111419.0,SP2_01df14cb53d9dc,15,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,5,0.0,2500,507,507,"{""blank_slate"": 9, ""hybrid_interlined"": 4, ""multiple_short_radials"": 9, ""scheduled_extensions"": 472, ""single_compact_loop"": 9, ""two_radial_out_and_back_feeders"": 4}"
reference,0.0,111419.0,SP2_8b1c7e1c151aa3,15,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,10,0.0,2500,507,507,"{""blank_slate"": 9, ""hybrid_interlined"": 4, ""multiple_short_radials"": 9, ""scheduled_extensions"": 472, ""single_compact_loop"": 9, ""two_radial_out_and_back_feeders"": 4}"
reference,0.0,111419.0,SP2_6ee8fc9e640e52,15,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,15,0.0,2500,507,507,"{""blank_slate"": 9, ""hybrid_interlined"": 4, ""multiple_short_radials"": 9, ""scheduled_extensions"": 472, ""single_compact_loop"": 9, ""two_radial_out_and_back_feeders"": 4}"
reference,0.0,111419.0,SP2_16f0f92bf30ac2,20,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2747,928,928,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 73, ""hybrid_interlined"": 83, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 14, ""single_compact_loop"": 73, ""trunk_plus_branches"": 14, ""two_radial_out_and_back_feeders"": 83}"
reference,0.0,111419.0,SP2_7bf6606bb44dcd,20,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2747,928,928,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 73, ""hybrid_interlined"": 83, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 14, ""single_compact_loop"": 73, ""trunk_plus_branches"": 14, ""two_radial_out_and_back_feeders"": 83}"
reference,0.0,111419.0,SP2_4cfb3c03eeff7e,20,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2747,928,928,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 73, ""hybrid_interlined"": 83, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 14, ""single_compact_loop"": 73, ""trunk_plus_branches"": 14, ""two_radial_out_and_back_feeders"": 83}"
reference,0.0,111419.0,SP2_5c50c266aead4a,20,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2747,825,825,"{""blank_slate"": 50, ""hybrid_interlined"": 59, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 10, ""single_compact_loop"": 50, ""trunk_plus_branches"": 10, ""two_radial_out_and_back_feeders"": 59}"
reference,0.0,111419.0,SP2_5c7f683fdf665b,20,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2747,825,825,"{""blank_slate"": 50, ""hybrid_interlined"": 59, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 10, ""single_compact_loop"": 50, ""trunk_plus_branches"": 10, ""two_radial_out_and_back_feeders"": 59}"
reference,0.0,111419.0,SP2_d024288d129528,20,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2747,825,825,"{""blank_slate"": 50, ""hybrid_interlined"": 59, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 10, ""single_compact_loop"": 50, ""trunk_plus_branches"": 10, ""two_radial_out_and_back_feeders"": 59}"
reference,0.0,111419.0,SP2_1aa0643ddb804d,20,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,5,0.0,2747,678,678,"{""blank_slate"": 29, ""hybrid_interlined"": 38, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 5, ""single_compact_loop"": 29, ""trunk_plus_branches"": 5, ""two_radial_out_and_back_feeders"": 38}"
reference,0.0,111419.0,SP2_f9c8d96b886b02,20,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,10,0.0,2747,678,678,"{""blank_slate"": 29, ""hybrid_interlined"": 38, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 5, ""single_compact_loop"": 29, ""trunk_plus_branches"": 5, ""two_radial_out_and_back_feeders"": 38}"
reference,0.0,111419.0,SP2_fc3e8ad5ce5010,20,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,15,0.0,2747,678,678,"{""blank_slate"": 29, ""hybrid_interlined"": 38, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 5, ""single_compact_loop"": 29, ""trunk_plus_branches"": 5, ""two_radial_out_and_back_feeders"": 38}"
reference,0.0,111419.0,SP2_ed284d3ae62182,20,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2500,759,759,"{""blank_slate"": 52, ""hybrid_interlined"": 21, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 13, ""single_compact_loop"": 52, ""trunk_plus_branches"": 13, ""two_radial_out_and_back_feeders"": 21}"
reference,0.0,111419.0,SP2_562f0169321e96,20,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2500,759,759,"{""blank_slate"": 52, ""hybrid_interlined"": 21, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 13, ""single_compact_loop"": 52, ""trunk_plus_branches"": 13, ""two_radial_out_and_back_feeders"": 21}"
reference,0.0,111419.0,SP2_381f98569e899d,20,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2500,759,759,"{""blank_slate"": 52, ""hybrid_interlined"": 21, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 13, ""single_compact_loop"": 52, ""trunk_plus_branches"": 13, ""two_radial_out_and_back_feeders"": 21}"
reference,0.0,111419.0,SP2_06f858804dad36,20,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2500,691,691,"{""blank_slate"": 32, ""hybrid_interlined"": 14, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 6, ""single_compact_loop"": 32, ""trunk_plus_branches"": 6, ""two_radial_out_and_back_feeders"": 14}"
reference,0.0,111419.0,SP2_9bd748bc1d53a0,20,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2500,691,691,"{""blank_slate"": 32, ""hybrid_interlined"": 14, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 6, ""single_compact_loop"": 32, ""trunk_plus_branches"": 6, ""two_radial_out_and_back_feeders"": 14}"
reference,0.0,111419.0,SP2_519fd6a17cccb1,20,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2500,691,691,"{""blank_slate"": 32, ""hybrid_interlined"": 14, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 6, ""single_compact_loop"": 32, ""trunk_plus_branches"": 6, ""two_radial_out_and_back_feeders"": 14}"
reference,0.0,111419.0,SP2_3d0adac8c1af25,20,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,5,0.0,2500,596,596,"{""blank_slate"": 18, ""hybrid_interlined"": 10, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 3, ""single_compact_loop"": 18, ""trunk_plus_branches"": 3, ""two_radial_out_and_back_feeders"": 10}"
reference,0.0,111419.0,SP2_786a404e4fa220,20,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,10,0.0,2500,596,596,"{""blank_slate"": 18, ""hybrid_interlined"": 10, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 3, ""single_compact_loop"": 18, ""trunk_plus_branches"": 3, ""two_radial_out_and_back_feeders"": 10}"
reference,0.0,111419.0,SP2_e7a2a9d563d46d,20,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,365,15,0.0,2500,596,596,"{""blank_slate"": 18, ""hybrid_interlined"": 10, ""multiple_short_radials"": 10, ""scheduled_extensions"": 524, ""short_turn_overlay"": 3, ""single_compact_loop"": 18, ""trunk_plus_branches"": 3, ""two_radial_out_and_back_feeders"": 10}"
reference,0.0,111419.0,SP2_25cfd74810e0f3,30,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2747,1404,1404,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 186, ""hybrid_interlined"": 147, ""interlined_figure8"": 3, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 71, ""single_compact_loop"": 186, ""trunk_plus_branches"": 71, ""two_independent_loops"": 3, ""two_radial_out_and_back_feeders"": 147}"
reference,0.0,111419.0,SP2_e60951658fd9ac,30,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2747,1404,1404,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 186, ""hybrid_interlined"": 147, ""interlined_figure8"": 3, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 71, ""single_compact_loop"": 186, ""trunk_plus_branches"": 71, ""two_independent_loops"": 3, ""two_radial_out_and_back_feeders"": 147}"
reference,0.0,111419.0,SP2_ce3db65632559b,30,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2747,1404,1404,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 186, ""hybrid_interlined"": 147, ""interlined_figure8"": 3, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 71, ""single_compact_loop"": 186, ""trunk_plus_branches"": 71, ""two_independent_loops"": 3, ""two_radial_out_and_back_feeders"": 147}"
reference,0.0,111419.0,SP2_752e65589c4339,30,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2747,1168,1168,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 132, ""hybrid_interlined"": 119, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 38, ""single_compact_loop"": 132, ""trunk_plus_branches"": 38, ""two_radial_out_and_back_feeders"": 119}"
reference,0.0,111419.0,SP2_e258de57586cc9,30,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,10,0.0,2747,1168,1168,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 132, ""hybrid_interlined"": 119, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 38, ""single_compact_loop"": 132, ""trunk_plus_branches"": 38, ""two_radial_out_and_back_feeders"": 119}"
reference,0.0,111419.0,SP2_1d20c78a3b439f,30,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,312,15,0.0,2747,1168,1168,"{""bidirectional_loop_pair"": 3, ""blank_slate"": 132, ""hybrid_interlined"": 119, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 38, ""single_compact_loop"": 132, ""trunk_plus_branches"": 38, ""two_radial_out_and_back_feeders"": 119}"
reference,0.0,111419.0,SP2_d1991768b13319,30,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,5,0.0,2747,992,992,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 88, ""hybrid_interlined"": 93, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 21, ""single_compact_loop"": 88, ""trunk_plus_branches"": 21, ""two_radial_out_and_back_feeders"": 93}"
reference,0.0,111419.0,SP2_dd53e8d01afe83,30,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,10,0.0,2747,992,992,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 88, ""hybrid_interlined"": 93, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 21, ""single_compact_loop"": 88, ""trunk_plus_branches"": 21, ""two_radial_out_and_back_feeders"": 93}"
reference,0.0,111419.0,SP2_92a2a6c07d08ae,30,CORE_0600_2200,IDEALISED_DAILY_YEAR,365,15,0.0,2747,992,992,"{""bidirectional_loop_pair"": 1, ""blank_slate"": 88, ""hybrid_interlined"": 93, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 21, ""single_compact_loop"": 88, ""trunk_plus_branches"": 21, ""two_radial_out_and_back_feeders"": 93}"
reference,0.0,111419.0,SP2_1d3fb14c8469f3,30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,5,0.0,2500,1069,1069,"{""blank_slate"": 145, ""hybrid_interlined"": 47, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 49, ""single_compact_loop"": 145, ""trunk_plus_branches"": 49, ""two_radial_out_and_back_feeders"": 47}"
reference,0.0,111419.0,SP2_6339bb251142f3,30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,10,0.0,2500,1069,1069,"{""blank_slate"": 145, ""hybrid_interlined"": 47, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 49, ""single_compact_loop"": 145, ""trunk_plus_branches"": 49, ""two_radial_out_and_back_feeders"": 47}"
reference,0.0,111419.0,SP2_aa08c3b0cdc0bc,30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,260,15,0.0,2500,1069,1069,"{""blank_slate"": 145, ""hybrid_interlined"": 47, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 49, ""single_compact_loop"": 145, ""trunk_plus_branches"": 49, ""two_radial_out_and_back_feeders"": 47}"
reference,0.0,111419.0,SP2_8c0e369670f0c1,30,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,312,5,0.0,2500,887,887,"{""blank_slate"": 91, ""hybrid_interlined"": 33, ""multiple_short_radials"": 11, ""scheduled_extensions"": 576, ""short_turn_overlay"": 26, ""single_compact_loop"": 91, ""trunk_plus_branches"": 26, ""two_radial_out_and_back_feeders"": 33}"
