budget_suffix,budget_change_fraction,budget_cap_annual_bus_km,timing_key,uniform_headway_min,span_id,scenario_id,frontier_policy_context_count,declared_policy_context_count_for_timing,frontier_in_all_declared_calendar_recovery_contexts,frontier_policy_ids,frontier_calendar_ids,frontier_recovery_min_values
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_001a61609ccacf8e,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0025a0f6ca8871c3,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_00a951c298b51040,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_00be2280c8596720,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_013869dd79524d40,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_01be627b3dd863a8,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_02ad2266b1b1eb9b,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_02fb06ff3674e94b,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0306f6b7da30e4cd,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_03533c300978394b,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0368062d74649e2f,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_039fba3cd06804d8,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0464aa7ea164b27a,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0550329b7e417549,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_056776fd17d8eb86,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_05c3ffcb3dc4b22e,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_05f664967c7da452,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_06203d155177e577,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_06885831f62f3ae9,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_07d7e78a14c7ffc3,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_08d5c1398f6787c1,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_091c3b2e9345089a,6,9,false,SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_09ec5659e432abd4,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0b8ba8f17b9f8ff5,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0bf3ba0bbd8bc1cf,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0cb60907e6cea1f5,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0cb6579dbfb6c21d,3,9,false,SP2_5b06b2f86a0e87|SP2_a85bdf543e19c5|SP2_eba16323ab90fc,IDEALISED_5_DAY_52_WEEK,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0d9cf6388327e0dd,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0dd9d090e87b1e9a,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0e0652e9afb93f84,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0e18d0ed93e95595,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0e62ca21758f6777,3,9,false,SP2_5b06b2f86a0e87|SP2_a85bdf543e19c5|SP2_eba16323ab90fc,IDEALISED_5_DAY_52_WEEK,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0e7ac6418f34b4fc,6,9,false,SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0f0d05a6e4241795,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0f52691c4877c825,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0f624a12a91eb943,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0f6b0956a34e8f04,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0fa0270c624d95af,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_0fea211b4c9c6a90,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_106825c9e5591bb1,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_123937a071467310,3,9,false,SP2_5b06b2f86a0e87|SP2_a85bdf543e19c5|SP2_eba16323ab90fc,IDEALISED_5_DAY_52_WEEK,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_1265d04cc5036811,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_12ab67d23dce8b93,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_139d6624b610717f,6,9,false,SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_1440a99c77c80312,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_148070aa07728a86,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_149a35c9c1c5c329,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_14f04bebdc442f65,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_14f827efecb4fe0a,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_15552ee1feadc176,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_15dfbec9ed7c3f00,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_15f581d5c29baf16,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_163c399dd8358d4b,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_169e4ca2744aeba8,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_171217b861c356fd,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
m20pct,-0.2,89135.20000000001,H15_CORE_0600_2200,15,CORE_0600_2200,P2_184749abbb0a8d91,9,9,true,SP2_2a05322b2d4d40|SP2_310203f547ce1b|SP2_5b06b2f86a0e87|SP2_610dec7e62d822|SP2_6229ce78cc98f1|SP2_a85bdf543e19c5|SP2_dd6cb6629859bb|SP2_eba16323ab90fc|SP2_f600df6cd415eb,IDEALISED_5_DAY_52_WEEK|IDEALISED_6_DAY_52_WEEK|IDEALISED_DAILY_YEAR,5|10|15
