stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station
300067,300067,Calolziocorte - stazione f.s.,"",45.801910,9.427010,300067,0,
300069,300069,Calolziocorte - sala (chiesa),"",45.785717,9.443817,300069,0,
300070,300070,Calolziocorte - sala gerola prim,"",45.781967,9.441367,300069,0,
300071,300071,Oggiono - stazione f.s.,"",45.789167,9.338167,300198,0,
300073,300073,Garbagnate - Via Gemelli,"",45.772610,9.304610,300073,0,
300076,300076,Pescate - insirano (terzo ponte),"",45.835233,9.393617,300077,0,
300077,300077,Pescate - torrette inf.,"",45.823550,9.395017,300077,0,
300078,300078,Garlate - municipio,"",45.806450,9.403150,300078,0,
300079,300079,Olginate - chiesa,"",45.801250,9.413233,300079,0,
300080,300080,Olginate - ponte villa,"",45.785250,9.422317,300080,0,
300081,300081,Valgreghentino - villa s.carlo,"",45.782483,9.418450,300081,0,
300082,300082,Valgreghentino - s.a.l.,"",45.772060,9.411900,300082,0,
300083,300083,Airuno - stazione f.s.,"",45.756083,9.423417,300083,0,
300084,300084,Airuno - statale,"",45.755317,9.426650,300083,0,
300086,300086,Brivio - beverate (cariplo),"",45.740400,9.423083,300398,0,
300087,300087,Brivio - vaccarezza,"",45.736850,9.436083,300063,0,
300088,300088,Imbersago - chiesa,"",45.705480,9.449350,300718,0,
300089,300089,Calco - via statale (edicola),"",45.723933,9.415100,300089,0,
300090,300090,Merate - via statale (distributore),"",45.701817,9.410667,300291,0,
300091,300091,Cernusco L. - chiesa,"",45.692267,9.398817,300753,0,
300092,300092,Osnago - via trento,"",45.676583,9.391050,300092,0,
300093,300093,Carnate - stazione f.s.,"",45.653030,9.374850,300733,0,
300095,300095,Castello brianza - brianzola,"",45.765617,9.349350,300095,0,
300096,300096,Castello brianza - municipio,"",45.755530,9.347550,300429,0,
300097,300097,Castello brianza - prestabbio,"",45.745467,9.361900,300097,0,
300098,300098,Castello brianza - bivio brianzola,"",45.760750,9.341580,300429,0,
300099,300099,Castello brianza - cologna,"",45.754610,9.349010,300429,0,
300100,300100,Calolziocorte - gallavesa,"",45.806250,9.425167,300067,0,
3001009,3001009,"Colico, Istituto Marco Polo","",46.137840,9.384830,300553,0,
300101,300101,Casargo - somadino (capolinea),"",46.042683,9.390350,300012,0,
300102,300102,Vimercate - polo scolastico,"",45.614500,9.381690,300102,0,
300103,300103,Vimercate - via cremagnani,"",45.613540,9.362420,300103,0,
300113,300113,Arcore - via casati (emiliana),"",45.620020,9.315790,300324,0,
300114,300114,Usmate - municipio,"",45.650270,9.360790,300114,0,
300115,300115,Ballabio - balisio,"",45.920750,9.438950,300115,0,
300118,300118,Barzio - bar garden,"",45.945733,9.467417,300118,0,
300119,300119,Moggio - piazza pradello,"",45.932670,9.485690,300119,0,
300121,300121,Pasturo,"",45.948117,9.445350,300121,0,
300123,300123,Primaluna,"",45.986333,9.429100,300123,0,
300124,300124,Primaluna - cortabbio (pesa),"",45.989750,9.415167,300124,0,
300125,300125,Galera,"",46.002070,9.387270,300145,0,
300136,300136,Lecco - malavedo,"",45.874267,9.404250,300137,0,
300137,300137,Lecco - laorca,"",45.879500,9.407317,300137,0,
300138,300138,Ballabio - piazza s.lorenzo,"",45.893580,9.422560,300138,0,
300141,300141,Pasturo - baiedo (bivio),"",45.956950,9.447100,300229,0,
300142,300142,Parlasco (via per esino),"",46.018630,9.345350,300142,0,
300143,300143,Cortenova - bindo,"",46.008010,9.380010,300143,0,
300144,300144,Cortenova - bivio,"",45.997367,9.396467,300145,0,
300145,300145,Cortenova - bivio,"",45.994533,9.390983,300145,0,
300150,300150,Ballabio - gera,"",45.900767,9.426917,300138,0,
300163,300163,Abbadia Lariana - municipio,"",45.899800,9.332067,300163,0,
300164,300164,Mandello lario - guzzi,"",45.915080,9.322840,300164,0,
300165,300165,Mandello lario - somana,"",45.931617,9.326567,300165,0,
300167,300167,Mandello lario - maggiana crebbio,"",45.913483,9.332033,300661,0,
300169,300169,Mandello lario - olcio chiesa,"",45.935990,9.312810,300169,0,
300172,300172,Perledo - regolo,"",46.016033,9.290483,300173,0,
300173,300173,Perledo - bar milano,"",46.014067,9.295417,300173,0,
300174,300174,Perledo - bologna (bivio),"",46.016580,9.297830,300173,0,
300175,300175,Esino lario - piazza italia,"",45.995517,9.334500,300175,0,
300178,300178,Mandello lario - molina,"",45.922400,9.322280,300178,0,
300181,300181,Esino lario - posta,"",45.993850,9.332190,300175,0,
300183,300183,Mandello lario - pra magno,"",45.912390,9.324040,300164,0,
300191,300191,Galbiate - autostazione,"",45.816617,9.377717,300191,0,
300192,300192,Galbiate - bartesate (parcheggio),"",45.805200,9.375933,300192,0,
300193,300193,Villa Vergano - piazza,"",45.793817,9.375233,300193,0,
300194,300194,Ravellino,"",45.772420,9.368830,300194,0,
300195,300195,Colle Brianza - nava,"",45.763133,9.363100,300195,0,
300197,300197,Oggiono - imberido (provinciale),"",45.797383,9.358467,300197,0,
300198,300198,Oggiono - piazza garibaldi,"",45.791550,9.352100,300198,0,
300199,300199,Annone Brianza - posta,"",45.803850,9.331967,300199,0,
300200,300200,ELLO Cimitero,"",45.791940,9.365750,300200,0,
300201,300201,Galbiate - vignola,"",45.818817,9.390417,300201,0,
300202,300202,Galbiate - colorificio,"",45.817867,9.382833,300202,0,
300206,300206,Imberido (paese),"",45.795917,9.361717,300198,0,
300207,300207,S.Maria Hoe' - paese,"",45.738470,9.387230,300207,0,
300211,300211,Lecco - v.le dante (autolecco),"",45.852450,9.394917,300051,0,
300214,300214,Lecco - clinica ponte nuovo,"",45.850130,9.387920,300051,0,
300215,300215,Lecco - lungolago imbarcadero,"",45.855900,9.387450,300051,0,
300216,300216,Lecco - villa brick,"",45.861230,9.383030,300051,0,
300223,300223,Ballabio - superiore,"",45.901433,9.423317,300223,0,
300226,300226,Olginate - centrale enel,"",45.794167,9.412517,300226,0,
300227,300227,Olginate - ponte,"",45.802300,9.413580,300227,0,
300229,300229,Pasturo - baiedo (paese),"",45.957380,9.443490,300229,0,
300232,300232,Vestreno - bivio via europa,"",46.079700,9.318283,300030,0,
300290,300290,Merate - via de gasperi (scuole),"",45.694180,9.423620,300291,0,
300291,300291,Merate - piazza italia,"",45.698820,9.414000,300291,0,
300293,300293,Cisano - tre fontane (mollif.s.ambrogio),"",45.750217,9.461217,300293,0,
300315,300315,Valmadrera - stazione f.s.,"",45.846920,9.368160,300315,0,
300322,300322,Monza - corso milano (stazione f.s),"",45.579433,9.272650,300322,0,
300323,300323,Villasanta - via volta,"",45.605710,9.305890,300451,0,
300324,300324,Arcore - stazione f.s.,"",45.623850,9.322800,300324,0,
300325,300325,Lesmo - chiesa,"",45.648320,9.308100,300325,0,
300326,300326,Casatenovo - stadio,"",45.698517,9.312350,300354,0,
300328,300328,Missaglia - piazza,"",45.708683,9.334333,300328,0,
300329,300329,Monticello - torrevilla (provinciale),"",45.718533,9.317483,300329,0,
300330,300330,Barzano' - via IV novembre (ronchi),"",45.725533,9.316733,300330,0,
300331,300331,Sirtori - bevera statale (fermata asf),"",45.749667,9.331500,300331,0,
300332,300332,Vigano' - capolinea,"",45.720130,9.325870,300332,0,
300333,300333,Sirtori - municipio,"",45.737783,9.331550,300333,0,
300334,300334,Sirone - bivio molteno,"",45.770817,9.319033,300334,0,
300335,300335,Dolzago - Via Corsica,"",45.767250,9.341060,300335,0,
300336,300336,Casatenovo - villa greppi,"",45.702980,9.305180,300336,0,
300337,300337,Seregno - stazione f.s.,"",45.644480,9.205720,300337,0,
300339,300339,Carate brianza- v.le lombardia,"",45.669670,9.229590,300339,0,
300340,300340,Besana brianza - villa raverio,"",45.689600,9.261817,300340,0,
300341,300341,Besana brianza - valle guidino,"",45.696833,9.277117,300341,0,
300342,300342,Besana brianza - piazza mercato,"",45.701383,9.288250,300342,0,
300343,300343,Brongio - provinciale,"",45.764100,9.311850,300343,0,
300344,300344,Galbiate - sala al barro (bivio),"",45.823667,9.356783,300344,0,
300345,300345,Civate - la santa (cartiera),"",45.831817,9.352000,300345,0,
300346,300346,Cremella,"",45.738460,9.307810,300346,0,
300347,300347,Dolzago - monumento (scuole),"",45.768733,9.341100,300347,0,
300348,300348,Colico - via Perlino (Off. Riva),"",46.126480,9.371650,300348,0,
300349,300349,Bevera - via lecco,"",45.750050,9.332667,300349,0,
300350,300350,Barzano' - Via IV Novembre/Largo Diaz,"",45.735570,9.318850,300350,0,
300352,300352,Colico - Villatico (chiesa),"",46.127630,9.375220,"",0,
300353,300353,Monticello,"",45.708000,9.315650,300353,0,
300354,300354,Casatenovo - comune,"",45.698810,9.311880,300354,0,
300361,300361,Concenedo,"",45.941010,9.479520,300561,0,
300364,300364,Barzago - villaggio (parco),"",45.755060,9.314300,300364,0,
300365,300365,Suello,"",45.818317,9.310833,300365,0,
300367,300367,Garbagnate - Viale Brianza,"",45.768950,9.304420,300343,0,
300369,300369,Casatenovo - bivio villa greppi,"",45.702230,9.305440,300336,0,
300397,300397,Calco - via virgilio,"",45.724950,9.414950,300089,0,
300398,300398,Brivio - beverate (paese),"",45.737350,9.427967,300398,0,
300399,300399,Sant'Antonio d'Adda,"",45.755150,9.483880,300399,0,
300401,300401,Celana,"",45.750067,9.492217,300401,0,
300402,300402,Caprino - piazza marconi,"",45.744850,9.482017,300402,0,
300403,300403,Caprino - cava,"",45.738867,9.484067,300403,0,
300404,300404,Cisano - corso mazzini,"",45.740283,9.474517,300485,0,
300405,300405,Cisano - sosta,"",45.739883,9.451267,300405,0,
300406,300406,Brivio - via como (pizzeria),"",45.742417,9.439367,300063,0,
300407,300407,Olgiate Molgora - stazione f.s.,"",45.733710,9.405760,300407,0,
300409,300409,Cassina v.,"",45.933117,9.477900,300409,0,
300415,300415,Valmadrera - s.rocco,"",45.842750,9.352650,300415,0,
300416,300416,Valmadrera - cimitero,"",45.846400,9.355570,300416,0,
300417,300417,Valmadrera Croce Rossa,"",45.847330,9.359350,300417,0,
300418,300418,Valmadrera - monumento caduti,"",45.847870,9.357550,300418,0,
300420,300420,Galbiate - la rossa,"",45.808367,9.359417,300420,0,
300421,300421,Oggiono - Roncarolo (Ex Santa Polenta),"",45.802033,9.358633,300198,0,
300422,300422,Oggiono - gran mercato,"",45.787950,9.347583,300198,0,
300423,300423,Oggiono - miravalle,"",45.783933,9.341150,300198,0,
300424,300424,Oggiono - cimitero,"",45.793300,9.339700,300198,0,
300425,300425,Oggiono - casa fanfani,"",45.795650,9.336717,300198,0,
300427,300427,Annone - palestra,"",45.805517,9.328667,300199,0,
300428,300428,Civate - isella (fermata asf),"",45.825117,9.339517,300428,0,
300429,300429,Castello brianza - casanova,"",45.762117,9.344217,300429,0,
300430,300430,Castello brianza - villaggio,"",45.752860,9.351350,300429,0,
300431,300431,Castello brianza - cascine nere,"",45.747800,9.358683,300429,0,
300432,300432,Castello brianza - cascine bianche,"",45.750917,9.353800,300429,0,
300433,300433,Vigano' - via nobili,"",45.724117,9.325233,300332,0,
300434,300434,Barzano' - s.feriolo,"",45.742740,9.320780,300434,0,
300435,300435,Missaglia - molinata,"",45.715630,9.327840,300328,0,
300436,300436,Missaglia - missagliola,"",45.707367,9.331483,300328,0,
300437,300437,Monticello - canarino,"",45.705133,9.310650,300353,0,
300438,300438,Carate brianza - ponte realdino,"",45.677200,9.242967,300438,0,
300439,300439,Carate brianza - v.le lombardia,"",45.671600,9.234960,300439,0,
300440,300440,Seregno - istit. tecnico,"",45.660433,9.214217,300439,0,
300441,300441,Seregno - carabinieri,"",45.655483,9.208917,300441,0,
300442,300442,Casatenovo - s.pietro (esselunga),"",45.683333,9.316483,300354,0,
300444,300444,Casatenovo - rogoredo,"",45.679860,9.334090,300354,0,
300445,300445,Casatenovo - campofiorenzo,"",45.666483,9.316783,300354,0,
300446,300446,Lesmo - california,"",45.659417,9.313200,300446,0,
300448,300448,Lesmo - cimitero,"",45.642767,9.305200,300448,0,
300449,300449,Lesmo - peregallo,"",45.634550,9.306900,300449,0,
300450,300450,Villasanta - villette,"",45.613983,9.309467,300451,0,
300451,300451,Villasanta - Via Volta Civico 29,"",45.607480,9.306890,300451,0,
300454,300454,Monza - parco,"",45.596250,9.294350,300322,0,
300455,300455,Monza - casa cantoniera,"",45.594750,9.293300,300322,0,
300456,300456,Monza - esselunga,"",45.588883,9.286050,300322,0,
300457,300457,Monza - via lecco (banca),"",45.585450,9.281467,300322,0,
300458,300458,Monza - rinascente,"",45.580183,9.275350,300322,0,
300460,300460,Bellano - castagna,"",46.041570,9.305320,300002,0,
300461,300461,Bellano - biosio,"",46.038483,9.306683,300003,0,
300462,300462,Bellano - portone (cantoniera),"",46.024017,9.326733,300004,0,
300464,300464,Casargo - municipio (via alta),"",46.039100,9.386433,300464,0,
300465,300465,Bellano - piazza,"",46.044280,9.303430,300002,0,
300466,300466,Bellano - oro,"",46.051800,9.311033,300002,0,
300467,300467,Bellano - ospedale,"",46.047980,9.306860,300002,0,
300469,300469,Dervio - distributore,"",46.071400,9.307367,300024,0,
300470,300470,Dervio - roncacci,"",46.077583,9.316383,300024,0,
300471,300471,Vestreno - municipio,"",46.083067,9.317483,300030,0,
300472,300472,Vestreno - bivio via roma,"",46.083733,9.327650,300030,0,
300473,300473,Bellano - bivio vendrogno,"",46.045267,9.305317,300002,0,
300474,300474,Bellano - casa s.francesco,"",46.046317,9.307250,300002,0,
300475,300475,Bellano - serini,"",46.043317,9.308533,300002,0,
300476,300476,Bellano - ombriaco,"",46.043267,9.309850,300002,0,
300477,300477,Bellano - ombriaco alto,"",46.045000,9.309567,300002,0,
300478,300478,Bellano - lezzeno superiore,"",46.047400,9.312567,300043,0,
300479,300479,Bellano - valletta,"",46.047850,9.314050,300002,0,
300480,300480,Bellano - gora,"",46.047717,9.316017,300002,0,
300481,300481,Vendrogno - casa giglio,"",46.034333,9.328650,300045,0,
300482,300482,Caprino - roccolino,"",45.747950,9.485900,300482,0,
300483,300483,Caprino - bosco,"",45.741283,9.483367,300483,0,
300484,300484,Cisano - municipio,"",45.739683,9.478567,300485,0,
300485,300485,Cisano - stazione f.s.,"",45.739900,9.474483,300485,0,
300487,300487,Brivio - beverate (tre strade),"",45.734650,9.426850,300063,0,
300489,300489,Lecco - via besonda edicola,"",45.852433,9.406217,300051,0,
300494,300494,Calolziocorte - e.r.c.,"",45.799990,9.427580,300067,0,
300496,300496,Calolziocorte - pascolo,"",45.802940,9.417210,300067,0,
300497,300497,Calolziocorte - angeli sposi,"",45.800167,9.432033,300067,0,
300498,300498,Calolziocorte - scuole medie,"",45.797800,9.433917,300067,0,
300501,300501,Monte Marenzo - levata (smalti riva),"",45.772150,9.443240,300501,0,
300502,300502,Monte Marenzo - bisone,"",45.763617,9.447267,300502,0,
300505,300505,Cisano - rotonda (via mayer),"",45.755817,9.454567,300485,0,
300506,300506,Calolziocorte - sala p.livello,"",45.784267,9.442033,300069,0,
300507,300507,Calolziocorte -via bonacina,"",45.792770,9.441070,300067,0,
300511,300511,Castello brianza - boffalora,"",45.762717,9.338900,300429,0,
300512,300512,Lecco - scuole,"",45.851890,9.400430,300051,0,
300513,300513,Lecco - a.s.l.,"",45.856870,9.397690,300051,0,
300514,300514,Colico - via Villatico (poste),"",46.134930,9.371190,300514,0,
300516,300516,Pescate - farmacia,"",45.831983,9.395283,300077,0,
300517,300517,Pescate - bocciofila,"",45.827733,9.395800,300077,0,
300518,300518,Garlate - audi,"",45.813817,9.398500,300518,0,
300519,300519,Garlate - piscina,"",45.811317,9.399800,300519,0,
300520,300520,Olginate - tarchetto,"",45.803833,9.408717,300520,0,
300521,300521,Valgreghentino - ca' del diaul,"",45.774667,9.410717,300521,0,
300522,300522,Olginate - chiesetta,"",45.790167,9.418317,300522,0,
300523,300523,Olginate - la fiorita,"",45.780510,9.424440,300523,0,
300527,300527,Airuno - elettroadda,"",45.741333,9.423283,300083,0,
300528,300528,Calco - arlate - (provinciale),"",45.723500,9.443967,300528,0,
300529,300529,Imbersago - madonna bosco,"",45.714867,9.443967,300718,0,
300530,300530,Merate - cicognola,"",45.709133,9.407667,300291,0,
300531,300531,Cernusco Ll. - finanza,"",45.688683,9.394450,300753,0,
300532,300532,Osnago - rotonda,"",45.681710,9.392630,300532,0,
300533,300533,Osnago - cimitero,"",45.673533,9.390450,300533,0,
300534,300534,Osnago - incrocio s.s.36,"",45.672367,9.390167,300534,0,
300537,300537,Ronco Briantino - via IV novembre (pensi,"",45.667583,9.399733,300537,0,
300538,300538,"Lomagna - via Milano, 73","",45.658110,9.376160,300094,0,
300539,300539,"Lomagna - Via Milano, 41","",45.665050,9.377683,300094,0,
300542,300542,Lecco - meridiane,"",45.853840,9.399750,300051,0,
300546,300546,Lecco - nostra famiglia,"",45.865767,9.403283,300051,0,
300547,300547,Lecco - s.giovanni (scuole),"",45.868100,9.403883,300051,0,
300549,300549,Lecco - pomedo,"",45.884600,9.411533,300137,0,
300550,300550,Ballabio - ristoro,"",45.888633,9.420900,300138,0,
300553,300553,Colico - stazione FS,"",46.137430,9.374990,300553,0,
300554,300554,Ballabio - via cinturino,"",45.902817,9.426733,300138,0,
300555,300555,Cremeno - casere,"",45.924150,9.449467,300555,0,
300556,300556,Cremeno - maggio,"",45.927700,9.460550,300556,0,
300557,300557,Cremeno - ande,"",45.928650,9.467083,300666,0,
300558,300558,Barzio - cinema,"",45.940500,9.470533,300118,0,
300559,300559,Barzio - via milano,"",45.944150,9.464200,300118,0,
300560,300560,Cassina v. - san gerardo,"",45.931967,9.481317,300560,0,
300561,300561,Barzio - concenedo (via per concenedo),"",45.937383,9.481150,300561,0,
300562,300562,Pasturo - ponte folla,"",45.933183,9.452033,300562,0,
300563,300563,Pasturo - bivio,"",45.943900,9.450367,300121,0,
300564,300564,Pasturo - cimitero,"",45.953733,9.445617,300121,0,
300566,300566,Introbio - chiesa,"",45.972600,9.452233,300566,0,
300567,300567,Introbio - villa serena,"",45.977900,9.448900,300567,0,
300568,300568,Primaluna - vimogno,"",45.980717,9.443133,300123,0,
300569,300569,Primaluna - barcone,"",45.983050,9.438083,300123,0,
300570,300570,Primaluna - cortabbio (officine),"",45.992033,9.410867,300124,0,
300571,300571,Cortenova - campo sportivo,"",45.998617,9.383283,300145,0,
300572,300572,Lecco - lungolago cadorna,"",45.858830,9.385240,300051,0,
300573,300573,Abbadia lariana - marianin,"",45.894810,9.336880,300573,0,
300574,300574,Abbadia lariana - lido,"",45.903067,9.331733,300574,0,
300577,300577,Mandello - luzzeno vecchia,"",45.925067,9.326250,300165,0,
300578,300578,Mandello lario - via risorgimento (cemb),"",45.918760,9.318290,300164,0,
300579,300579,Mandello lario - via risorgimento (scuol,"",45.919930,9.315840,300164,0,
300580,300580,Mandello lario - via costituzione (scuol,"",45.920183,9.319183,300164,0,
300581,300581,Mandello lario - motteno,"",45.919650,9.321550,300164,0,
300582,300582,Mandello lario - carcano,"",45.924267,9.321367,300164,0,
300583,300583,Mandello lario - rogola,"",45.925883,9.319250,300164,0,
300584,300584,Mandello lario - strett. per somana,"",45.927083,9.320517,300165,0,
300585,300585,Mandello lario - s.zeno,"",45.927967,9.321767,300164,0,
300586,300586,Mandello lario - via costituzione (cemb),"",45.924633,9.316050,300164,0,
300591,300591,Varenna - stazione f.s.,"",46.015283,9.286233,300591,0,
300592,300592,Perledo - bivio vezio,"",46.014733,9.289033,300173,0,
300593,300593,Perledo - case nuove,"",46.015120,9.292920,300173,0,
300594,300594,Perledo - faggi,"",46.014710,9.295210,300173,0,
300595,300595,Perledo - bar la fonte,"",46.014383,9.296283,300173,0,
300596,300596,Perledo - bosco delle streghe,"",46.016200,9.294167,300173,0,
300597,300597,Perledo - bologna (bar alpino),"",46.015450,9.299350,300173,0,
300598,300598,Esino lario - rimessa s.a.l.,"",45.992767,9.328633,300175,0,
300599,300599,Esino lario - montanina,"",45.994500,9.333100,300175,0,
300600,300600,Esino lario (piazza gilera),"",45.994650,9.335967,300175,0,
300601,300601,Esino lario (floriano sport),"",45.994483,9.337733,300175,0,
300602,300602,Esino lario (albergo la lucciola),"",45.992967,9.340883,300175,0,
300604,300604,Pescate - torrette sup.,"",45.829483,9.393700,300077,0,
300605,300605,Pescate - cimitero,"",45.826483,9.392483,300077,0,
300607,300607,Galbiate - cimitero,"",45.813610,9.376700,300607,0,
300610,300610,Galbiate - bivio per ello,"",45.801817,9.374700,300610,0,
300611,300611,Galbiate - palestra,"",45.798033,9.374100,"",0,
300612,300612,"Villa Vergano - via colle brianza, 23","",45.793917,9.375200,"",0,
300613,300613,Villa Vergano - via colle brianza,"",45.791017,9.373967,"",0,
300614,300614,Galbiate - mulino,"",45.815067,9.374050,"",0,
300615,300615,Galbiate - roncate,"",45.809250,9.367333,"",0,
300616,300616,Oggiono - icam,"",45.805233,9.364817,300198,0,
300617,300617,Oggiono - Molinatto,"",45.800700,9.360883,300198,0,
300618,300618,Imberido (via baravico),"",45.804833,9.366283,300198,0,
300619,300619,Oggiono - guarnera,"",45.794900,9.356833,300198,0,
300620,300620,Oggiono - via kennedy (fiorista),"",45.784900,9.341200,300198,0,
300621,300621,Oggiono - via kennedy,"",45.789533,9.339633,300198,0,
300622,300622,Oggiono - laguggio,"",45.791933,9.340800,300198,0,
300623,300623,"Lomagna - via milano,33","",45.663810,9.377600,300094,0,
300624,300624,Annone - pizzini,"",45.797150,9.334233,300199,0,
300625,300625,Annone - via s.antonio,"",45.800633,9.332800,300199,0,
300630,300630,Mandello lario - villa maggio,"",45.928650,9.312470,300164,0,
300634,300634,Calco - via Nazionale,"",45.729600,9.417783,300089,0,
300636,300636,Calolziocorte - via vitalba,"",45.795450,9.435840,300069,0,
300637,300637,Valgreghentino - pizzeria,"",45.778767,9.414000,300637,0,
300638,300638,Olginate - fornasette,"",45.768600,9.424767,300638,0,
