route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
D122,000SFER52026010120260608000002,A2013327-0054-50617,Colico - stazione FS,0054,0,,COLICO+++91
D122,000SF1352026010120260608000002,A2013327-0004-50618,FUENTES COLICO,0004,0,,COLICO++101
D122,000SFER52026010120260608000002,A2013327-0044-50622,Colico - stazione FS,0044,0,,COLICO++131
D122,000SFER52026010120260608000002,A2013327-0046-50623,Colico - stazione FS,0046,0,,COLICO++131
D180,000SFER52026010120260608000002,A2013327-0169-50629,Arcore - stazione f.s.,0169,1,,+++D80++442
D180,00A8F5NA2026010120260608000002,A2013327-0206-50631,Monza - corso milano (stazione f.s),0206,0,,+++D80++511
D126,00VIFER52026010120260608000002,A2013327-0023-50633,Bellano - stazione f.s.,0023,1,,+++D26+++12
D140,000SFER52026010120260608000002,A2013327-0034-50664,Cisano - stazione f.s.,0034,0,,+++D40+++11
D185,000SFER52026010120260608000002,A2013327-0056-50665,Olgiate Molgora - stazione f.s.,0056,0,50665,+++E03++051
D140,000SFSAB2026010120260608000002,A2013327-0013-50666,Calolziocorte - scuole superiori,0013,1,,+++D40+++92
D170,000AFER52026010120260608000002,A2013327-0231-50670,Paderno d'adda - stazione f.s.,0231,1,,+++D70++012
D170,000AFER52026010120260608000002,A2013327-0235-50671,Merate - via dei lodovichi (scuole),0235,1,,+++D70++642
D180,00VIFER62026010120260608000002,A2013327-0070-50750,Monza - corso milano (stazione f.s),0070,0,,+++D80++241
D160,000SFER62026010120260608000002,A2013327-0044-50758,Barzano' - Via IV Novembre/Largo Diaz,0044,0,,+++D60++031
D140,000IFER62026010120260608000002,A2013327-0008-50759,Cisano - stazione f.s.,0008,0,,+++D40++101
D140,000IFER62026010120260608000002,A2013327-0005-50761,Calolziocorte - stazione f.s.,0005,1,,+++D40++042
D170,00VIFER62026010120260608000002,A2013327-0007-50763,Cernusco L. - stazione f.s.,0007,1,,+++D70++232
D170,00VIFER62026010120260608000002,A2013327-0036-50764,Merate - via de gasperi (scuole),0036,0,,+++D70++881
D170,00VSFER62026010120260608000002,A2013327-0060-50766,Merate - novate ospedale,0060,0,,+++D70++121
D170,000AFER62026010120260608000002,A2013327-0075-50767,Cernusco L. - stazione f.s.,0075,1,,+++D70++532
D170,000AFER62026010120260608000002,A2013327-0082-50768,Merate - brugarolo,0082,0,,+++D70+++31
D170,000AFER62026010120260608000002,A2013327-0079-50769,Cernusco L. - stazione f.s.,0079,1,,+++D70++192
D170,000AFER62026010120260608000002,A2013327-0112-50770,Paderno d'adda - stazione f.s.,0112,0,,+++D70++721
D170,000AFER62026010120260608000002,A2013327-0103-50771,Cernusco L. - stazione f.s.,0103,1,,+++D70++532
D170,000IFER62026010120260608000002,A2013327-0124-50772,Merate - via de gasperi (scuole),0124,0,,+++D70++881
D170,000IFER62026010120260608000002,A2013327-0128-50773,Paderno d'adda - stazione f.s.,0128,0,,+++D70++571
D170,000AFER62026010120260608000002,A2013327-0322-50777,Carnate - stazione f.s.,0322,0,,+++D70++131
D170,000IFER62026010120260608000002,A2013327-0156-50779,Merate - via de gasperi (scuole),0156,0,,+++D70++881
D170,000IFER62026010120260608000002,A2013327-0199-50780,Cernusco L. - stazione f.s.,0199,1,,+++D70++532
D170,000IFER62026010120260608000002,A2013327-0311-50785,Calco - arlate (cimitero),0311,1,,+++D70++632
D170,000IFER62026010120260608000002,A2013327-0197-50787,Merate - via dei lodovichi (scuole),0197,1,,+++D70++642
D170,000IFER62026010120260608000002,A2013327-0196-50791,Paderno d'adda - stazione f.s.,0196,0,,+++D70++821
D170,000IFER62026010120260608000002,A2013327-0136-50793,Carnate - stazione f.s.,0136,0,,+++D70++781
D170,000IFER62026010120260608000002,A2013327-0185-50796,Calco - arlate (cimitero),0185,1,,+++D70++402
D150,000IFER62026010120260608000002,A2013327-0032-50802,Merate - via dei lodovichi (scuole),0032,0,,+++D50++601
D170,000IFER62026010120260608000002,A2013327-0305-50806,Calco - arlate (cimitero),0305,1,,+++D70++422
D170,000IFER62026010120260608000002,A2013327-0194-50815,Merate - via dei lodovichi (scuole),0194,0,,+++D70++541
D151,000AFMAR2026010120260608000002,A2013327-0123-50869,Lecco - meridiane,0123,1,,+++LCO++222
D127,000SFER62026010120260608000002,A2013327-0018-50885,Premana - piazza chiesa,0018,0,,+++D27++101
D180,000SFER62026010120260608000002,A2013327-0039-50890,Barzano' - Via IV Novembre/Largo Diaz,0039,1,,+++D80++312
D180,000SFER62026010120260608000002,A2013327-0058-50892,Arcore - stazione f.s.,0058,0,,+++D80+++41
D180,000SFER62026010120260608000002,A2013327-0053-50894,Barzano' - Via IV Novembre/Largo Diaz,0053,1,,+++D80++042
D180,000AFER62026010120260608000002,A2013327-0119-50895,Barzano' - Via IV Novembre/Largo Diaz,0119,1,,+++D80++042
D180,000AFER62026010120260608000002,A2013327-0164-50896,Arcore - stazione f.s.,0164,0,,+++D80+++41
D180,00A8F5NA2026010120260608000002,A2013327-0182-50897,Monza - corso milano (stazione f.s),0182,0,,+++D80++521
D180,00A8F5NA2026010120260608000002,A2013327-0171-50898,Barzano' - Via IV Novembre/Largo Diaz,0171,1,,+++D80++312
D180,VS-4FER62026010120260608000002,A2013327-0102-50901,Arcore - stazione f.s.,0102,0,,+++D80++501
D180,00A8F6NA2026010120260608000002,A2013327-0097-50904,Barzano' - Via IV Novembre/Largo Diaz,0097,1,,+++D80++042
D170,000IFER62026010120260608000002,A2013327-0080-50907,Cernusco L. - stazione f.s.,0080,0,,+++D70++861
D170,00VIFER62026010120260608000002,A2013327-0067-50909,Montevecchia - chiesa,0067,1,,+++D70++592
D170,000IFER62026010120260608000002,A2013327-0028-50915,Cernusco L. - stazione f.s.,0028,0,,+++D70++991
D135,000SFSAB2026010120260608000002,A2013327-0191-50929,Barzio - bar garden,0191,1,,+++D35++412
D180,000SFER62026010120260608000002,A2013327-0011-50934,Oggiono - stazione f.s.,0011,1,,+++D80++122
D180,00VSFER62026010120260608000002,A2013327-0011-50935,Oggiono - stazione f.s.,0011,1,,+++D80++252
D170,00A8F6NA2026010120260608000002,A2013327-0052-50936,Merate - via de gasperi (scuole),0052,0,,+++D70++181
D170,00A8F6NA2026010120260608000002,A2013327-0054-50937,Paderno d'adda - stazione f.s.,0054,0,,+++D70++571
D170,00A8F6NA2026010120260608000002,A2013327-0084-50938,Paderno d'adda - stazione f.s.,0084,0,,+++D70++721
D170,00VIFER62026010120260608000002,A2013327-0177-50949,Paderno d'adda - stazione f.s.,0177,1,,+++D70++012
D170,000AFER62026010120260608000002,A2013327-0032-51237,Merate - osservatorio,0032,0,,+++D70++711
D127,000AFER62026010120260608000002,A2013327-0043-51423,Bellano - stazione f.s.,0043,1,,+++D27++212
D127,000AFER62026010120260608000002,A2013327-0034-51424,Premana - piazza chiesa,0034,0,,+++D27++281
D151,00VSFER62026010120260608000002,A2013327-0106-51433,Valgreghentino - s.a.l.,0106,0,,+++LCO++371
D126,000SFER62026010120260608000002,A2013327-0019-51469,Bellano - stazione f.s.,0019,1,,+++D26+++32
D127,000SFER62026010120260608000002,A2013327-0060-51567,Taceno - via roma (municipio),0060,0,,+++D27++231
D127,000SFER62026010120260608000002,A2013327-0011-51568,Bellano - stazione f.s.,0011,1,,+++D27++252
D127,000SFER62026010120260608000002,A2013327-0020-51570,Taceno - via roma (municipio),0020,0,,+++D27++231
D127,000SFER62026010120260608000002,A2013327-0042-51573,Taceno - via roma (municipio),0042,0,,+++D27++231
D127,000SFER62026010120260608000002,A2013327-0089-51574,Bellano - stazione f.s.,0089,1,,+++D27++252
D127,000IFER62026010120260608000002,A2013327-0038-51575,Premana - piazza chiesa,0038,0,,+++D27++101
D127,000SFER62026010120260608000002,A2013327-0021-51576,Bellano - stazione f.s.,0021,1,,+++D27++212
D127,000SFER62026010120260608000002,A2013327-0010-51577,Premana - piazza chiesa,0010,0,,+++D27++261
D127,000SFER62026010120260608000002,A2013327-0028-51579,Taceno - via roma (municipio),0028,0,,+++D27++231
D135,000SFER52026010120260608000002,A2013327-0326-51588,Taceno - via roma (municipio),0326,0,,+++D35+1201
D135,000SFER52026010120260608000002,A2013327-0274-51589,Barzio - bar garden,0274,0,,+++D35+1241
D135,000SFER62026010120260608000002,A2013327-0102-51590,Taceno - via roma (municipio),0102,0,,+++D35+1251
D135,000IFER62026010120260608000002,A2013327-0058-51591,Barzio - bar garden,0058,0,,+++D35+1241
D135,000SFER62026010120260608000002,A2013327-0166-51592,Concenedo,0166,0,,+++D35+1271
D135,000SFLUN2026010120260608000002,A2013327-0160-51593,Taceno - via roma (municipio),0160,0,,+++D35+1281
D135,000SFER62026010120260608000002,A2013327-0194-51594,Barzio - bar garden,0194,0,,+++D35+1581
D135,000SFER62026010120260608000002,A2013327-0096-51595,Concenedo,0096,0,,+++D35+1271
D135,000SFER62026010120260608000002,A2013327-0176-51597,Taceno - via roma (municipio),0176,0,,+++D35+1471
D135,000SFLUN2026010120260608000002,A2013327-0002-51607,Casargo - piazzo,0002,0,,+++D35+1341
D135,000SFLUN2026010120260608000002,A2013327-0010-51608,Casargo - piazzo,0010,0,,+++D35+1341
D135,000SFER52026010120260608000002,A2013327-0130-51609,Primaluna - cortabbio (pesa),0130,0,,+++D35+1351
D135,000SFER52026010120260608000002,A2013327-0104-51611,Pasturo - baiedo (bivio),0104,0,,+++D35+1371
D135,000SFER62026010120260608000002,A2013327-0088-51612,Margno - piazza,0088,0,,+++D35+1381
D135,000SFER52026010120260608000002,A2013327-0228-51613,Taceno - via roma (municipio),0228,0,,+++D35+1391
D135,000IFER62026010120260608000002,A2013327-0034-51614,Taceno - via roma (municipio),0034,0,,+++D35+1401
D135,000IFER62026010120260608000002,A2013327-0040-51615,Taceno - via roma (municipio),0040,0,,+++D35+1411
D135,000SFER62026010120260608000002,A2013327-0098-51616,Premana - piazza chiesa,0098,0,,+++D35+1421
D135,000SFER52026010120260608000002,A2013327-0154-51618,Premana - piazza chiesa,0154,0,,+++D35+1421
D135,000SFER52026010120260608000002,A2013327-0114-51619,Premana - piazza chiesa,0114,0,,+++D35+1431
D135,000SFER62026010120260608000002,A2013327-0110-51621,Casargo - municipio (via alta),0110,0,,+++D35+1451
D135,000SFER52026010120260608000002,A2013327-0158-51622,Parlasco - via per esino,0158,0,,+++D35+1461
D135,000SFER62026010120260608000002,A2013327-0148-51623,Taceno - via roma (municipio),0148,0,,+++D35+1471
D135,000SFER52026010120260608000002,A2013327-0046-51626,Taceno - via roma (municipio),0046,0,,+++D35+1391
D135,000SFER62026010120260608000002,A2013327-0064-51627,Taceno - via roma (municipio),0064,0,,+++D35+1281
D135,000IFER62026010120260608000002,A2013327-0117-51637,Lecco - via balicco,0117,1,,+++D35++722
D135,000SFER62026010120260608000002,A2013327-0157-51638,Lecco - via balicco,0157,1,,+++D35++732
D135,000SFER62026010120260608000002,A2013327-0085-51639,Lecco - via balicco,0085,1,,+++D35++742
D135,000SFER62026010120260608000002,A2013327-0095-51640,Lecco - via balicco,0095,1,,+++D35++752
D135,000SFER62026010120260608000002,A2013327-0097-51641,Lecco - via balicco,0097,1,,+++D35++752
D135,000AFER62026010120260608000002,A2013327-0155-51642,Lecco - via balicco,0155,1,,+++D35++212
D135,000SFER62026010120260608000002,A2013327-0067-51643,Lecco - via balicco,0067,1,,+++D35++772
D135,000IFER52026010120260608000002,A2013327-0191-51645,Lecco - via balicco,0191,1,,+++D35++802
D135,000SFER62026010120260608000002,A2013327-0017-51646,Lecco - via balicco,0017,1,,+++D35++812
D135,000IFER62026010120260608000002,A2013327-0107-51647,Lecco - via balicco,0107,1,,+++D35++822
D135,000SFER62026010120260608000002,A2013327-0261-51650,Lecco - via balicco,0261,1,,+++D35++872
D135,000SFER62026010120260608000002,A2013327-0139-51653,Lecco - via balicco,0139,1,,+++D35++882
D135,000SFER62026010120260608000002,A2013327-0173-51654,Lecco - via balicco,0173,1,,+++D35++892
D135,000SFER62026010120260608000002,A2013327-0057-51660,Lecco - via balicco,0057,1,,+++D35++722
D135,000SFER52026010120260608000002,A2013327-0315-51662,Barzio - bar garden,0315,1,,+++D35++092
D135,000IFER52026010120260608000002,A2013327-0201-51663,Barzio - bar garden,0201,1,,+++D35++092
D127,000SFER62026010120260608000002,A2013327-0017-51664,Taceno - via roma (municipio),0017,1,,+++D27++032
D127,000SFER62026010120260608000002,A2013327-0016-51665,Crandola valsassina - piazza,0016,0,,+++D27++031
D127,000SFER52026010120260608000002,A2013327-0032-51666,Margno - parcheggio mercato,0032,0,,+++D27++051
D127,000SFER52026010120260608000002,A2013327-0069-51667,Taceno - via roma (municipio),0069,1,,+++D27++052
D126,000SFER62026010120260608000002,A2013327-0050-51673,Mornico,0050,0,,+++D26+++41
D126,000SF24.2026010120260608000002,A2013327-0052-51674,Bellano - stazione f.s.,0052,1,,+++D26+++32
D126,000SFER52026010120260608000002,A2013327-0048-51680,Mornico,0048,0,,+++D26+++31
D126,000SFER52026010120260608000002,A2013327-0045-51682,Bellano - stazione f.s.,0045,1,,+++D26+++32
D126,000SF1352026010120260608000002,A2013327-0010-51683,Vendrogno,0010,0,,+++D26+++11
D126,000SFSAB2026010120260608000002,A2013327-0010-51684,Vendrogno,0010,0,,+++D26+++11
D126,000SF1352026010120260608000002,A2013327-0009-51685,Bellano - stazione f.s.,0009,1,,+++D26+++12
D126,000SFSAB2026010120260608000002,A2013327-0009-51686,Bellano - stazione f.s.,0009,1,,+++D26+++12
D155,000SFER62026010120260608000002,A2013327-0200-51716,Villa Vergano - piazza,0200,0,,+++D55++031
D155,000AFER62026010120260608000002,A2013327-0108-51740,Colle Brianza - nava,0108,0,,+++D55++651
D155,000AFER62026010120260608000002,A2013327-0134-51741,Villa Vergano - piazza,0134,0,,+++D55++661
D155,000SFER62026010120260608000002,A2013327-0110-51742,Annone Brianza - posta,0110,0,,+++D55++671
D155,000SFER62026010120260608000002,A2013327-0230-51749,Annone Brianza - posta,0230,0,,+++D55++681
D155,000IFER62026010120260608000002,A2013327-0060-51750,Colle Brianza - nava,0060,0,,+++D55++651
D155,000AFER62026010120260608000002,A2013327-0124-51753,Annone Brianza - posta,0124,0,,+++D55++691
D155,000SFER62026010120260608000002,A2013327-0116-51754,Annone Brianza - posta,0116,0,,+++D55++691
D155,000SFER62026010120260608000002,A2013327-0020-51755,Colle Brianza - nava,0020,0,,+++D55++111
D155,000SFER62026010120260608000002,A2013327-0126-51757,Annone Brianza - posta,0126,0,,+++D55++691
D155,000AFER62026010120260608000002,A2013327-0100-51758,Annone Brianza - posta,0100,0,,+++D55++691
D155,000SFER52026010120260608000002,A2013327-0232-51760,Annone Brianza - posta,0232,0,,+++D55++681
D155,000SFER52026010120260608000002,A2013327-0036-51761,Annone Brianza - posta,0036,0,,+++D55++691
D155,000SFER62026010120260608000002,A2013327-0118-51762,Annone Brianza - posta,0118,0,,+++D55++691
D155,000SFER62026010120260608000002,A2013327-0168-51763,Oggiono - stazione f.s.,0168,0,,+++D55++551
D155,000SFER52026010120260608000002,A2013327-0015-51785,Lecco - meridiane,0015,1,,+++D55++442
D121,000SFER62026010120260608000002,A2013327-0016-52162,Esino lario - piazza italia,0016,0,,+++D21++011
D121,000SFER62026010120260608000002,A2013327-0079-52163,Esino lario - piazza italia,0079,1,,+++D21+++72
D121,000SFER62026010120260608000002,A2013327-0015-52164,Bellano - stazione f.s.,0015,1,,+++D21++012
D126,00VSFER62026010120260608000002,A2013327-0014-52165,Vendrogno,0014,0,,+++D26+++11
D126,000SFER62026010120260608000002,A2013327-0014-52166,Mornico,0014,0,,+++D26+++31
D126,00VSFER62026010120260608000002,A2013327-0011-52167,Bellano - stazione f.s.,0011,1,,+++D26+++12
D126,000SFER62026010120260608000002,A2013327-0011-52168,Bellano - stazione f.s.,0011,1,,+++D26+++32
D126,000SFER52026010120260608000002,A2013327-0002-52169,Mornico,0002,0,,+++D26+++31
D126,000SFER52026010120260608000002,A2013327-0007-52172,Bellano - stazione f.s.,0007,1,,+++D26+++32
D125,000SFER62026010120260608000002,A2013327-0001-52173,Bellano - stazione f.s.,0001,1,,+++D25++012
D126,00VSFER62026010120260608000002,A2013327-0028-52174,Vendrogno,0028,0,,+++D26+++11
D126,000SF2462026010120260608000002,A2013327-0028-52175,Vendrogno,0028,0,,+++D26+++11
D126,000SF1352026010120260608000002,A2013327-0028-52176,Mornico,0028,0,,+++D26+++31
D126,00VSFER62026010120260608000002,A2013327-0027-52177,Bellano - stazione f.s.,0027,1,,+++D26+++12
D126,000SF1352026010120260608000002,A2013327-0027-52178,Bellano - stazione f.s.,0027,1,,+++D26+++32
D126,000SF2462026010120260608000002,A2013327-0027-52179,Bellano - stazione f.s.,0027,1,,+++D26+++12
D126,000SF24.2026010120260608000002,A2013327-0010-52180,Mornico,0010,0,,+++D26+++31
D135,000SFER52026010120260608000002,A2013327-0221-52182,Barzio - bar garden,0221,1,,+++D35++412
D127,000SFSAB2026010120260608000002,A2013327-0047-52185,Bellano - stazione f.s.,0047,1,,+++D27++252
D170,000SFER52026010120260608000002,A2013327-0359-52196,Cernusco L. - stazione f.s.,0359,1,,+++D70++572
D170,000AFER52026010120260608000002,A2013327-0210-52197,Paderno d'adda - stazione f.s.,0210,0,,+++D70++721
D170,000AFER52026010120260608000002,A2013327-0217-52198,Cernusco L. - stazione f.s.,0217,1,,+++D70++532
D170,000SFER62026010120260608000002,A2013327-0060-52200,Merate - via de gasperi (scuole),0060,0,,+++D70++881
D170,000SFER62026010120260608000002,A2013327-0178-52201,Merate - novate ospedale,0178,0,,+++D70++121
D170,000SFER62026010120260608000002,A2013327-0003-52202,Cernusco L. - stazione f.s.,0003,1,,+++D70++532
D170,000SFER62026010120260608000002,A2013327-0020-52203,Merate - via de gasperi (scuole),0020,0,,+++D70++881
D170,000SFER62026010120260608000002,A2013327-0009-52204,Calco - arlate (cimitero),0009,1,,+++D70++982
D170,000SFER62026010120260608000002,A2013327-0040-52205,Paderno d'adda - stazione f.s.,0040,0,,+++D70++821
D170,000SFER62026010120260608000002,A2013327-0050-52206,Vimercate - via ronchi (scuola ipsia),0050,0,,+++D70++931
D170,000SFER62026010120260608000002,A2013327-0065-52207,Cernusco L. - stazione f.s.,0065,1,,+++D70++562
D170,000SFER52026010120260608000002,A2013327-0140-52208,Vimercate - autostazione,0140,0,,+++D70++641
D170,000SFER52026010120260608000002,A2013327-0349-52209,Cernusco L. - stazione f.s.,0349,1,,+++D70++512
D170,000SFER52026010120260608000002,A2013327-0202-52210,Merate - via de gasperi (scuole),0202,0,,+++D70++881
D170,000SFER62026010120260608000002,A2013327-0357-52211,Cernusco L. - stazione f.s.,0357,1,,+++D70++572
D170,000SFER62026010120260608000002,A2013327-0118-52212,Vimercate - autostazione,0118,0,,+++D70++641
D170,000SFER62026010120260608000002,A2013327-0345-52213,Cernusco L. - stazione f.s.,0345,1,,+++D70++562
D170,000SFER62026010120260608000002,A2013327-0354-52214,Merate - via de gasperi (scuole),0354,0,,+++D70++881
D170,000SFER62026010120260608000002,A2013327-0360-52215,Paderno d'adda - stazione f.s.,0360,0,,+++D70++071
D170,000SFER62026010120260608000002,A2013327-0363-52216,Merate - v.le verdi,0363,1,,+++D70++122
D170,000SFER62026010120260608000002,A2013327-0064-52217,Paderno d'adda - stazione f.s.,0064,0,,+++D70++151
D170,000SFER62026010120260608000002,A2013327-0362-52218,Merate - novate ospedale,0362,0,,+++D70++121
D170,000SFER62026010120260608000002,A2013327-0115-52219,Cernusco L. - stazione f.s.,0115,1,,+++D70++572
D170,00VSFER62026010120260608000002,A2013327-0383-52220,Cernusco L. - stazione f.s.,0383,1,,+++D70++532
D170,000AFER62026010120260608000002,A2013327-0085-52221,Cernusco L. - stazione f.s.,0085,1,,+++D70++532
D170,000IFER62026010120260608000002,A2013327-0100-52222,Merate - novate ospedale,0100,0,,+++D70++121
D170,000SFER62026010120260608000002,A2013327-0096-52223,Carnate - stazione f.s.,0096,0,,+++D70++781
D170,000SFER62026010120260608000002,A2013327-0007-52224,Cernusco L. - stazione f.s.,0007,1,,+++D70++232
D135,000SFER52026010120260608000002,A2013327-0157-52226,LECCO FS-MONTELLO FRONTE FS,0157,1,,+++D35++232
D135,000SFER62026010120260608000002,A2013327-0056-52229,Ballabio - superiore,0056,0,,+++D35+1231
D135,000SFER52026010120260608000002,A2013327-0130-52269,Primaluna - cortabbio (pesa),0130,0,,+++D35+1171
D121,000SFER62026010120260608000002,A2013327-0017-52330,Bellano - stazione f.s.,0017,1,,+++D21++012
D155,000SFER52026010120260608000002,A2013327-0261-52335,Lecco - acel,0261,1,,+++D55++342
D121,000SFER62026010120260608000002,A2013327-0034-52337,Esino lario - piazza italia,0034,0,,+++D21++031
D160,000SFER52026010120260608000002,A2013327-0089-52397,Valmadrera - rio torto,0089,1,,+++D60++972
D160,000SFER52026010120260608000002,A2013327-0236-52398,Barzano' - Via IV Novembre/Largo Diaz,0236,0,,+++D60++651
D127,00VIFER62026010120260608000002,A2013327-0012-52479,Taceno - via roma (municipio),0012,0,,+++D27++231
D120,000SFER62026010120260608000002,A2013327-0046-52496,Mandello lario - guzzi,0046,1,,+++D20++112
D135,000AFEST2026010120260608000002,A2013327-0238-52497,Taceno - via roma (municipio),0238,0,,+++D35++511
D120,000SFSAB2026010120260608000002,A2013327-0020-52498,Mandello lario - maggiana crebbio,0020,0,,+++D20++141
D155,000SFSAB2026010120260608000002,A2013327-0250-52499,Oggiono - stazione f.s.,0250,0,,+++D5570(P1
D180,000SFER62026010120260608000002,A2013327-0135-52504,Barzano' - Via IV Novembre/Largo Diaz,0135,1,,+++D80++452
D180,00VSFER52026010120260608000002,A2013327-0005-52505,Barzano' - Via IV Novembre/Largo Diaz,0005,1,,+++D80++452
D127,000SFER62026010120260608000002,A2013327-0095-52614,"Colico, Istituto Marco Polo",0095,1,,+++D27++242
D170,000SFER62026010120260608000002,A2013327-0383-52615,Merate - via de gasperi (scuole),0383,1,,+++D70++582
D150,000SFER62026010120260608000002,A2013327-0088-52616,Osnago - incrocio s.s.36,0088,0,,+++D50++531
D150,000SFER62026010120260608000002,A2013327-0023-52617,Merate - via dei lodovichi (scuole),0023,1,,+++D50++342
D150,000SFER62026010120260608000002,A2013327-0042-52618,"Lomagna - Via Milano, 41",0042,0,,+++D50++501
D126,00VSFER62026010120260608000002,A2013327-0022-52671,Vendrogno,0022,0,,+++D26+++11
D126,00VSFER62026010120260608000002,A2013327-0021-52672,Bellano - stazione f.s.,0021,1,,+++D26+++12
D126,00VIFER62026010120260608000002,A2013327-0038-52673,Vendrogno,0038,0,,+++D26+++11
D126,00VIFER62026010120260608000002,A2013327-0033-52674,Bellano - stazione f.s.,0033,1,,+++D26+++12
D127,00VIFER62026010120260608000002,A2013327-0018-52675,Premana - piazza chiesa,0018,0,,+++D27++101
D127,00VIFER52026010120260608000002,A2013327-0058-52676,Premana - piazza chiesa,0058,0,,+++D27++171
D180,00VIFER62026010120260608000002,A2013327-0188-52677,Monza - corso milano (stazione f.s),0188,0,,+++D80++341
D155,00VIFER62026010120260608000002,A2013327-0085-52678,Galbiate - autostazione,0085,1,,+++D55++102
D150,00VIFER62026010120260608000002,A2013327-0007-52679,Olginate - chiesa,0007,1,,+++D50++192
D180,00VIFER62026010120260608000002,A2013327-0218-52692,Arcore - stazione f.s.,0218,0,,+++D80+++41
D180,00VIFER62026010120260608000002,A2013327-0267-52693,Barzano' - Via IV Novembre/Largo Diaz,0267,1,,+++D80++042
D184,000SFER52026010120260608000002,A2013327-0017-52777,Olgiate Molgora - stazione f.s.,0017,1,,+++D84++012
D184,000SFER52026010120260608000002,A2013327-0019-52778,Olgiate Molgora - stazione f.s.,0019,1,,+++D84++012
D184,000SFER52026010120260608000002,A2013327-0020-52779,Ravellino - via san rocco,0020,0,,+++D84++011
D184,000SFER52026010120260608000002,A2013327-0026-52780,S.Maria Hoe' - alpino,0026,0,,+++D84+++71
D160,000SFER62026010120260608000002,A2013327-0046-52789,Barzano' - Via IV Novembre/Largo Diaz,0046,0,,+++D60++031
D151,000IFER52026010120260608000002,A2013327-0084-52817,Valgreghentino - s.a.l.,0084,0,,+++LCO++391
D170,000SFER52026010120260608000002,A2013327-0177-52818,Paderno d'adda - stazione f.s.,0177,1,,+++D70++012
D151,00VIFER62026010120260608000002,A2013327-0089-52823,Lecco - meridiane,0089,1,,+++LCO++242
D151,000SFER52026010120260608000002,A2013327-0089-52824,Lecco - meridiane,0089,1,,+++LCO++242
D126,000SFSAB2026010120260608000002,A2013327-0012-52827,Vendrogno,0012,0,,+++D26+++11
D126,000SFSAB2026010120260608000002,A2013327-0013-52828,Bellano - stazione f.s.,0013,1,,+++D26+++12
D155,000SFSAB2026010120260608000002,A2013327-0203-52829,Lecco - acel,0203,1,,+++D55++342
D170,000SFSAB2026010120260608000002,A2013327-0177-52830,Paderno d'adda - stazione f.s.,0177,1,,+++D70++012
D126,000SFER62026010120260608000002,A2013327-0022-53037,Vendrogno,0022,0,,+++D26+++11
D127,000SFER62026010120260608000002,A2013327-0094-53038,Bellano - stazione f.s.,0094,0,,+++D27++201
D127,000SFER62026010120260608000002,A2013327-0096-53039,Bellano - stazione f.s.,0096,0,,+++D27++201
D127,000SFER62026010120260608000002,A2013327-0098-53041,Bellano - stazione f.s.,0098,0,,+++D27++201
D127,000SFER52026010120260608000002,A2013327-0111-53042,"Colico, Istituto Marco Polo",0111,1,,+++D27++192
D127,000SFER52026010120260608000002,A2013327-0113-53043,"Colico, Istituto Marco Polo",0113,1,,+++D27++192
D127,000SFER52026010120260608000002,A2013327-0115-53044,"Colico, Istituto Marco Polo",0115,1,,+++D27++192
D127,000SFER52026010120260608000002,A2013327-0119-53045,"Colico, Istituto Marco Polo",0119,1,,+++D27++192
D127,000SFSAB2026010120260608000002,A2013327-0117-53047,"Colico, Istituto Marco Polo",0117,1,,+++D27++192
D135,000SFSAB2026010120260608000002,A2013327-0301-53076,Lecco - via balicco,0301,1,,+++D35++732
D135,000SFER52026010120260608000002,A2013327-0252-53077,Taceno - via roma (municipio),0252,0,,+++D35+1441
D135,000SFER62026010120260608000002,A2013327-0043-53084,Lecco - via balicco,0043,1,,+++D35++672
D135,000SFER62026010120260608000002,A2013327-0206-53085,Primaluna - cortabbio (pesa),0206,0,,+++D35+1831
D135,000SFER62026010120260608000002,A2013327-0049-53087,Lecco - via balicco,0049,1,,+++D35++342
D135,000SFER62026010120260608000002,A2013327-0011-53088,Lecco - via balicco,0011,1,,+++D35++442
D135,000IFER62026010120260608000002,A2013327-0073-53089,Lecco - via balicco,0073,1,,+++D35++722
D135,000SFER62026010120260608000002,A2013327-0009-53090,Lecco - via balicco,0009,1,,+++D35++442
D135,000SFER62026010120260608000002,A2013327-0021-53092,Lecco - via balicco,0021,1,,+++D35++452
D135,000SFER52026010120260608000002,A2013327-0249-53093,Lecco - via balicco,0249,1,,+++D35++562
D155,000SFER52026010120260608000002,A2013327-0248-53095,Galbiate - autostazione,0248,0,,+++D55++531
D120,000SFER52026010120260608000002,A2013327-0048-53113,Mandello lario - via costituzione (scuol,0048,0,,+++D20++121
D120,000SFER52026010120260608000002,A2013327-0063-53114,Lecco - via balicco,0063,1,,+++D20++102
D120,000SFER62026010120260608000002,A2013327-0027-53118,Lecco - via balicco,0027,1,,+++D20++062
D120,000IFER62026010120260608000002,A2013327-0059-53120,Lecco - via balicco,0059,1,,+++D20++122
D120,000SFER62026010120260608000002,A2013327-0024-53121,Mandello lario - guzzi,0024,0,,+++D20++061
D120,000SFER62026010120260608000002,A2013327-0047-53122,Lecco - via balicco,0047,1,,+++D20++062
D160,000SFER52026010120260608000002,A2013327-0121-53127,Lecco - via balicco,0121,1,,+++D60++662
