route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
D160,000SFER52026010120260608000002,A2013327-0222-53128,Oggiono - stazione f.s.,0222,0,,+++D60++731
D160,000SFER62026010120260608000002,A2013327-0196-53129,Barzano' - Via IV Novembre/Largo Diaz,0196,0,,+++D60++091
D160,000SFER62026010120260608000002,A2013327-0197-53130,Lecco - via balicco,0197,1,,+++D60++092
D160,000SFER52026010120260608000002,A2013327-0217-53131,Lecco - via balicco,0217,1,,+++D60++702
D160,000SFER62026010120260608000002,A2013327-0170-53132,Oggiono - stazione f.s.,0170,0,,+++D60++041
D160,000SFER62026010120260608000002,A2013327-0002-53133,Oggiono - stazione f.s.,0002,0,,+++D60++731
D150,000SFER52026010120260608000002,A2013327-0024-53134,Valgreghentino - sa.l.,0024,0,,+++D50++411
D150,000SFER52026010120260608000002,A2013327-0069-53135,Lecco - meridiane,0069,1,,+++D50++512
D150,000SFER52026010120260608000002,A2013327-0043-53136,Lecco - meridiane,0043,1,,+++D50++102
D150,000SFER52026010120260608000002,A2013327-0037-53137,Lecco - meridiane,0037,1,,+++D50++402
D150,000SFER62026010120260608000002,A2013327-0061-53138,Lecco - meridiane,0061,1,,+++D50++202
D150,00A8F6NA2026010120260608000002,A2013327-0017-53139,Lecco - meridiane,0017,1,,+++D50++202
D150,000SFER52026010120260608000002,A2013327-0072-53140,Brivio - capolinea,0072,0,,+++D50++381
D150,000SFER62026010120260608000002,A2013327-0018-53141,Merate - via dei lodovichi (scuole),0018,0,,+++D50++071
D135,000SFSAB2026010120260608000002,A2013327-0085-53142,Lecco - via balicco,0085,1,,+++D35++742
D135,000SF-1.2026010120260608000002,A2013327-0179-53143,Lecco - via balicco,0179,1,,+++D35++742
D135,000SF-1.2026010120260608000002,A2013327-0248-53144,Concenedo,0248,0,,+++D35+1021
D135,000SFSAB2026010120260608000002,A2013327-0182-53147,Ballabio - superiore,0182,0,,+++D35+1231
D135,000SFSAB2026010120260608000002,A2013327-0181-53148,Lecco - via balicco,0181,1,,+++D35++672
D135,000SFSAB2026010120260608000002,A2013327-0100-53149,Premana - piazza chiesa,0100,0,,+++D35+1431
D135,000SFSAB2026010120260608000002,A2013327-0060-53150,Barzio - bar garden,0060,0,,+++D35+1241
D135,000SFSAB2026010120260608000002,A2013327-0324-53151,Premana - piazza chiesa,0324,0,,+++D35++641
D135,000SFSAB2026010120260608000002,A2013327-0184-53152,Taceno - via roma (municipio),0184,0,,+++D35++711
D135,000IFSAB2026010120260608000002,A2013327-0258-53153,Taceno - via roma (municipio),0258,0,,+++D35++541
D135,000SFSAB2026010120260608000002,A2013327-0120-53154,Margno - piazza,0120,0,,+++D35++251
D135,000SFSAB2026010120260608000002,A2013327-0173-53155,Lecco - via balicco,0173,1,,+++D35++692
D135,000SFSAB2026010120260608000002,A2013327-0344-53156,Taceno - via roma (municipio),0344,0,,+++D35+1571
D155,000SFSAB2026010120260608000002,A2013327-0234-53157,Annone Brianza - posta,0234,0,,+++D55++701
D135,000SFER62026010120260608000002,A2013327-0279-53160,Premana (giabbio),0279,1,,+++D35++902
D135,000SFER52026010120260608000002,A2013327-0154-53161,Premana - piazza chiesa,0154,0,,+++D35+1421
D135,000SFER62026010120260608000002,A2013327-0195-53162,Lecco - via balicco,0195,1,,+++D35++722
D155,000SFER52026010120260608000002,A2013327-0057-53164,Oggiono - via papa giovanni xXXIII,0057,1,,+++D55++132
D151,000SFER52026010120260608000002,A2013327-0108-53165,Valgreghentino - s.a.l.,0108,0,,+++LCO++551
D160,000SFER52026010120260608000002,A2013327-0234-53166,Oggiono - stazione f.s.,0234,0,,+++D60++731
D151,000SFER62026010120260608000002,A2013327-0008-53167,Valgreghentino - s.a.l.,0008,0,,+++LCO++391
D151,000SFER62026010120260608000002,A2013327-0012-53168,Olginate - sc capiate,0012,0,,+++LCO++561
D151,000SFER52026010120260608000002,A2013327-0058-53197,Valgreghentino - s.a.l.,0058,0,,+++LCO++011
D151,000SFER62026010120260608000002,A2013327-0110-53200,Olginate - sc capiate,0110,0,,+++LCO++021
D151,000SFER62026010120260608000002,A2013327-0016-53202,Valgreghentino - s.a.l.,0016,0,,+++LCO++031
D151,000SFER52026010120260608000002,A2013327-0120-53205,Valgreghentino - s.a.l.,0120,0,,+++LCO++051
D135,000SF-1.2026010120260608000002,A2013327-0131-53206,Barzio - bar garden,0131,1,,+++D35++862
D135,000SFVEN2026010120260608000002,A2013327-0001-53207,Lecco - via balicco,0001,1,,+++D35++282
D135,000SFVEN2026010120260608000002,A2013327-0003-53208,Lecco - via balicco,0003,1,,+++D35++282
D135,000SFSAB2026010120260608000002,A2013327-0315-53209,Barzio - bar garden,0315,1,,+++D35++092
D155,000SFER62026010120260608000002,A2013327-0253-53210,Galbiate - autostazione,0253,1,,+++D55++102
D135,000AFEST2026010120260608000002,A2013327-0227-53216,Lecco - via balicco,0227,1,,+++D35++242
D135,000AFEST2026010120260608000002,A2013327-0364-53217,Barzio - bar garden,0364,0,,+++D35+1241
D135,000AFEST2026010120260608000002,A2013327-0337-53218,Lecco - via balicco,0337,1,,+++D35++852
D135,000AFEST2026010120260608000002,A2013327-0372-53219,Taceno - via roma (municipio),0372,0,,+++D35+1331
D135,000AFEST2026010120260608000002,A2013327-0231-53220,Barzio - bar garden,0231,1,,+++D35++292
D135,000AFEST2026010120260608000002,A2013327-0356-53221,Taceno - via roma (municipio),0356,0,,+++D35+1331
D135,000AFEST2026010120260608000002,A2013327-0358-53222,Taceno - via roma (municipio),0358,0,,+++D35+1331
D135,000AFEST2026010120260608000002,A2013327-0333-53223,Lecco - via balicco,0333,1,,+++D35++342
D135,000AFEST2026010120260608000002,A2013327-0368-53224,Taceno - via roma (municipio),0368,0,,+++D35+1331
D135,000AFEST2026010120260608000002,A2013327-0225-53225,Lecco - via balicco,0225,1,,+++D35++852
D135,000AFEST2026010120260608000002,A2013327-0225-53226,Lecco - via balicco,0225,1,,+++D35++852
D135,000AFEST2026010120260608000002,A2013327-0356-53227,Taceno - via roma (municipio),0356,0,,+++D35+1331
D135,000AFEST2026010120260608000002,A2013327-0331-53228,Lecco - via balicco,0331,1,,+++D35++852
D135,000AFEST2026010120260608000002,A2013327-0370-53230,Taceno - via roma (municipio),0370,0,,+++D35+1331
D155,000SFSAB2026010120260608000002,A2013327-0250-53233,Oggiono - stazione f.s.,0250,0,,+++D5570(P1
D155,000SFER62026010120260608000002,A2013327-0016-53234,Colle Brianza - nava,0016,0,,+++D55++431
D151,000SFSAB2026010120260608000002,A2013327-0064-53548,Valgreghentino - s.a.l.,0064,0,,+++LCO++011
D155,00VSFER62026010120260608000002,A2013327-0211-53571,Lecco - via balicco,0211,1,,+++D55++532
D155,00VSFER62026010120260608000002,A2013327-0225-53578,Lecco - via balicco,0225,1,,+++D55++092
D155,00VSFER62026010120260608000002,A2013327-0007-53588,Lecco - via balicco,0007,1,,+++D55++532
D155,00VSFER62026010120260608000002,A2013327-0055-53599,Lecco - via balicco,0055,1,,+++D55++352
D155,00VSFER62026010120260608000002,A2013327-0089-53600,Lecco - via balicco,0089,1,,+++D55++122
D135,00VSFER62026010120260608000002,A2013327-0025-53679,Lecco - via balicco,0025,1,,+++D35++252
D135,00VSFER62026010120260608000002,A2013327-0053-53683,Lecco - via balicco,0053,1,,+++D35+1112
D135,000AFER52026010120260608000002,A2013327-0137-53693,Lecco - via balicco,0137,1,,+++D35++722
D120,00VSFER62026010120260608000002,A2013327-0024-53747,Mandello lario - guzzi,0024,0,,+++D20++061
D120,000AFER62026010120260608000002,A2013327-0001-53748,Mandello lario - guzzi,0001,1,,+++D20++022
D135,000IFEST2026010120260608000002,A2013327-0335-53752,Lecco - via balicco,0335,1,,+++D35++852
D180,VS-4FER62026010120260608000002,A2013327-0010-53758,Barzano' - Via IV Novembre/Largo Diaz,0010,0,,+++D80+++10
D127,00VSFER52026010120260608000002,A2013327-0036-53787,Margno - parcheggio mercato,0036,0,,+++D27++051
D127,00VSFER52026010120260608000002,A2013327-0071-53788,Taceno - via roma (municipio),0071,1,,+++D27++052
D120,000SFER62026010120260608000002,A2013327-0032-53975,Mandello lario - guzzi,0032,0,,+++D20++061
D155,000SFER52026010120260608000002,A2013327-0162-54337,Colle Brianza - nava,0162,0,,+++D55++651
D155,000SFER62026010120260608000002,A2013327-0020-54338,Colle Brianza - nava,0020,0,,+++D55++651
D155,000AFER62026010120260608000002,A2013327-0198-54339,Colle Brianza - nava,0198,0,,+++D55++651
D155,000SFER62026010120260608000002,A2013327-0206-54340,"Ello, Via Milano 1(Campo Sportivo)",0206,0,,+++D55++041
D155,000AFER62026010120260608000002,A2013327-0140-54341,Colle Brianza - nava,0140,0,,+++D55++651
D155,000SFER62026010120260608000002,A2013327-0034-54342,Colle Brianza - nava,0034,0,,+++D55++101
D155,000SFER62026010120260608000002,A2013327-0016-54343,Colle Brianza - nava,0016,0,,+++D55++431
D161,000SFER62026010120260608000002,A2013327-0002-54344,Besana brianza - ist.gandhi,0002,0,,+++D61+++11
D161,000SFER52026010120260608000002,A2013327-0011-54345,Costamasnaga - via volta (sottopasso),0011,1,,+++D61++022
D161,000SFSAB2026010120260608000002,A2013327-0013-54346,Costamasnaga - via volta (sottopasso),0013,1,,+++D61++022
D160,000AFER62026010120260608000002,A2013327-0096-54347,Barzano' - Via IV Novembre/Largo Diaz,0096,0,,+++D60++571
D160,000AFER62026010120260608000002,A2013327-0117-54348,Oggiono - stazione f.s.,0117,1,,+++D60++872
D185,000SFER62026010120260608000002,A2013327-0028-54350,Cisano - stazione f.s.,0028,0,,+++E03+++91
D185,000SFER52026010120260608000002,A2013327-0019-54351,Celana,0019,1,,+++E03+++22
D185,00VIFER62026010120260608000002,A2013327-0060-54352,Cisano - stazione f.s.,0060,0,,+++E03++061
D155,000SFER62026010120260608000002,A2013327-0045-54354,Galbiate - autostazione,0045,1,,+++D55++102
D155,00VSFER62026010120260608000002,A2013327-0207-54355,Galbiate - cimitero,0207,1,,+++D55++512
D155,00VSFER62026010120260608000002,A2013327-0224-54359,Annone Brianza - posta,0224,0,,+++D55+7101
D155,00VSFER62026010120260608000002,A2013327-0144-54360,Annone Brianza - posta,0144,0,,+++D55++691
D155,00VSFER62026010120260608000002,A2013327-0154-54361,Annone Brianza - posta,0154,0,,+++D55++491
D155,00VSFER62026010120260608000002,A2013327-0036-54362,Annone Brianza - posta,0036,0,,+++D55++691
D155,00VSFER62026010120260608000002,A2013327-0054-54363,Annone Brianza - posta,0054,0,,+++D55++691
D155,000SFSAB2026010120260608000002,A2013327-0232-54364,Annone Brianza - posta,0232,0,,+++D55+73 1
D155,00VSFER62026010120260608000002,A2013327-0040-54365,Galbiate - autostazione,0040,0,,+++D55++121
D155,000AFER62026010120260608000002,A2013327-0130-54366,Annone Brianza - posta,0130,0,,+++D55++691
D155,00VSFER62026010120260608000002,A2013327-0249-54367,Lecco - via balicco,0249,1,,+++D55++122
D155,00VSFER62026010120260608000002,A2013327-0093-54369,Lecco - via balicco,0093,1,,+++D55++122
D155,00VSFER62026010120260608000002,A2013327-0087-54371,Lecco - via balicco,0087,1,,+++D55++122
D155,00VIFER62026010120260608000002,A2013327-0075-54373,Galbiate - autostazione,0075,1,,+++D55++522
D155,00VSFER62026010120260608000002,A2013327-0233-54375,Lecco - via balicco,0233,1,,+++D55++362
D155,000SFER62026010120260608000002,A2013327-0125-54376,Lecco - via balicco,0125,1,,+++D55++332
D155,000AFER62026010120260608000002,A2013327-0133-54378,Galbiate - autostazione,0133,1,,+++D55++482
D120,000AFER62026010120260608000002,A2013327-0038-54379,Mandello lario - guzzi,0038,0,,+++D20++061
D120,000AFER62026010120260608000002,A2013327-0004-54380,Mandello lario - somana,0004,0,,+++D20++011
D120,000IFER62026010120260608000002,A2013327-0070-54381,Mandello lario - olcio chiesa,0070,0,,+++D20++051
D120,000IFER62026010120260608000002,A2013327-0072-54382,Mandello lario - maggiana crebbio,0072,0,,+++D20++141
D120,000SFER62026010120260608000002,A2013327-0074-54384,Mandello lario - somana,0074,0,,+++D20++021
D120,000IFER62026010120260608000002,A2013327-0076-54385,Mandello lario - maggiana crebbio,0076,0,,+++D20++141
D120,000IFER62026010120260608000002,A2013327-0078-54388,Mandello lario - guzzi,0078,0,,+++D20++061
D120,000SFER62026010120260608000002,A2013327-0042-54390,Mandello lario - somana,0042,0,,+++D20++021
D120,000SFER62026010120260608000002,A2013327-0030-54392,Mandello lario - maggiana crebbio,0030,0,,+++D20++141
D120,000IFER62026010120260608000002,A2013327-0028-54396,Mandello lario - olcio chiesa,0028,0,,+++D20++111
D120,000SFER62026010120260608000002,A2013327-0034-54397,Mandello lario - somana,0034,0,,+++D20++021
D120,000AFER62026010120260608000002,A2013327-0055-54398,Lecco - via balicco,0055,1,,+++D20++122
D120,000IFER62026010120260608000002,A2013327-0081-54399,Mandello lario - guzzi,0081,1,,+++D20++052
D120,00VIFER62026010120260608000002,A2013327-0083-54400,Lecco - via balicco,0083,1,,+++D20++062
D120,000SFER62026010120260608000002,A2013327-0073-54401,Mandello lario - guzzi,0073,1,,+++D20++112
D120,000SFER62026010120260608000002,A2013327-0085-54402,Mandello lario - guzzi,0085,1,,+++D20++022
D120,00VIFER62026010120260608000002,A2013327-0037-54403,Lecco - via balicco,0037,1,,+++D20++122
D120,000SFER62026010120260608000002,A2013327-0039-54404,Mandello lario - guzzi,0039,1,,+++D20++022
D120,000IFER62026010120260608000002,A2013327-0087-54407,Lecco - via balicco,0087,1,,+++D20++132
D120,000SFER62026010120260608000002,A2013327-0045-54408,Lecco - via balicco,0045,1,,+++D20++132
D127,000AFER62026010120260608000002,A2013327-0033-54623,Taceno - via roma (municipio),0033,1,,+++D27++102
D127,000SFER62026010120260608000002,A2013327-0013-54625,Bellano - stazione f.s.,0013,1,,+++D27++212
D135,00VIFER62026010120260608000002,A2013327-0076-54627,Taceno - via roma (municipio),0076,0,,+++D35++501
D155,000SFER52026010120260608000002,A2013327-0057-54630,Oggiono - via papa giovanni xXXIII,0057,1,,+++D55++132
D160,000SFER62026010120260608000002,A2013327-0002-54689,Oggiono - stazione f.s.,0002,0,,+++D60++601
D160,000SFER52026010120260608000002,A2013327-0121-54690,Lecco - via balicco,0121,1,,+++D60++562
D160,000SFER52026010120260608000002,A2013327-0222-54691,Oggiono - stazione f.s.,0222,0,,+++D60++601
D160,000SFER52026010120260608000002,A2013327-0234-54692,Oggiono - stazione f.s.,0234,0,,+++D60++601
D160,000SFER52026010120260608000002,A2013327-0217-54693,Lecco - via balicco,0217,1,,+++D60++992
D127,000SFER62026010120260608000002,A2013327-0118-54694,Premana - piazza chiesa,0118,0,,+++D27++271
D127,000SFER62026010120260608000002,A2013327-0141-54695,Bellano - stazione f.s.,0141,1,,+++D27++222
D150,000SFSAB2026010120260608000002,A2013327-0083-54705,Valgreghentino - sa.l.,0083,1,,+++D50++182
D150,000SFSAB2026010120260608000002,A2013327-0086-54706,Merate - via dei lodovichi (scuole),0086,0,,+++D50++461
D155,000SFER52026010120260608000002,A2013327-0248-54712,Galbiate - autostazione,0248,0,,+++D55++141
D155,000SFER52026010120260608000002,A2013327-0254-54713,Colle Brianza - nava,0254,0,,+++D55++741
D135,000SFER52026010120260608000002,A2013327-0392-54714,Ballabio - superiore,0392,0,,+++D35+1051
D135,00VIFER52026010120260608000002,A2013327-0357-54715,Lecco - via balicco,0357,1,,+++D35++202
D135,000SFER52026010120260608000002,A2013327-0359-54716,Lecco - via balicco,0359,1,,+++D35++202
D135,000SFER52026010120260608000002,A2013327-0394-54717,Barzio - bar garden,0394,0,,+++D35+1241
D135,000SFER52026010120260608000002,A2013327-0361-54718,Lecco - acel,0361,1,,+++D35+1122
D155,000SFER62026010120260608000002,A2013327-0006-54719,ELLO CIMITERO,0006,0,,+++D55+20 1
D155,000SFER62026010120260608000002,A2013327-0202-54721,Villa Vergano - piazza,0202,0,,+++D55++031
D135,000SFER62026010120260608000002,A2013327-0255-54722,Lecco - via balicco,0255,1,,+++D35++782
D135,000SFER62026010120260608000002,A2013327-0196-54723,Barzio - bar garden,0196,0,,+++D35+1241
D135,000SFER62026010120260608000002,A2013327-0012-54724,Concenedo,0012,0,,+++D35++091
D135,000SFER62026010120260608000002,A2013327-0031-54725,Lecco - via balicco,0031,1,,+++D35++372
D135,000SFER52026010120260608000002,A2013327-0190-54726,Taceno - via roma (municipio),0190,0,,+++D35+1491
D120,000AFER62026010120260608000002,A2013327-0041-54727,Mandello lario - guzzi,0041,1,,+++D20++052
D120,000AFER62026010120260608000002,A2013327-0040-54728,Mandello lario - somana,0040,0,,+++D20++021
D155,000SFSAB2026010120260608000002,A2013327-0015-54741,Lecco - via balicco,0015,1,,+++D55++532
D155,000SFSAB2026010120260608000002,A2013327-0234-54742,Annone Brianza - posta,0234,0,,+++D55++681
D160,000SFSAB2026010120260608000002,A2013327-0010-54789,Barzano' - Via IV Novembre/Largo Diaz,0010,0,,+++D60++821
D135,000AFER62026010120260608000002,A2013327-0200-54790,Moggio - piazza pradello,0200,0,,+++D35+1631
D151,000SFER62026010120260608000002,A2013327-0050-54839,Valgreghentino - s.a.l.,0050,0,,+++LCO++521
D150,000SFER62026010120260608000002,A2013327-0068-54840,Imbersago - chiesa,0068,0,,+++D50++561
D155,00VIFER62026010120260608000002,A2013327-0162-54850,Colle Brianza - nava,0162,0,,+++D55++651
D155,000SFSAB2026010120260608000002,A2013327-0162-54851,Colle Brianza - nava,0162,0,,+++D55++431
D155,00VSFER62026010120260608000002,A2013327-0059-54852,Lecco - via balicco,0059,1,,+++D55++532
D127,000SFER62026010120260608000002,A2013327-0143-54871,"Colico, Istituto Marco Polo",0143,1,,+++D27++192
D155,000SFER62026010120260608000002,A2013327-0164-54892,Annone - palestra,0164,0,,+++D55++521
D155,000SFER62026010120260608000002,A2013327-0011-54893,Oggiono - stazione f.s.,0011,1,,+++D55++542
D135,000SFER52026010120260608000002,A2013327-0163-54907,Lecco - via balicco,0163,1,,+++D35++842
D127,000SFER62026010120260608000002,A2013327-0072-55105,Taceno - via roma (municipio),0072,0,,+++D27++211
D155,000SFER62026010120260608000002,A2013327-0009-55123,ELLO CIMITERO,0009,1,,+++D55++702
D155,000SFER62026010120260608000002,A2013327-0009-55124,Lecco - via balicco,0009,1,,+++D55++712
D135,000SFER62026010120260608000002,A2013327-0013-55126,Lecco - via balicco,0013,1,,+++D35+1142
D127,000SFER62026010120260608000002,A2013327-0007-55131,Bellano - stazione f.s.,0007,1,,+++D27++262
D155,000SFER62026010120260608000002,A2013327-0003-55134,Lecco - via balicco,0003,1,,+++D55++082
D155,000SFER52026010120260608000002,A2013327-0247-55149,Lecco - via balicco,0247,1,,+++D55++372
D155,000SFER62026010120260608000002,A2013327-0153-55150,Lecco - via balicco,0153,1,,+++D55++122
D155,00VSFER62026010120260608000002,A2013327-0141-55151,Lecco - via balicco,0141,1,,+++D55++122
D155,000SFER62026010120260608000002,A2013327-0051-55152,Lecco - via balicco,0051,1,,+++D55++532
D155,000SFER62026010120260608000002,A2013327-0121-55153,Lecco - via balicco,0121,1,,+++D55++122
D155,000SFER62026010120260608000002,A2013327-0215-55162,Lecco - via balicco,0215,1,,+++D55++532
D155,000AFER62026010120260608000002,A2013327-0039-55163,Lecco - via balicco,0039,1,,+++D55++122
D155,000SFER62026010120260608000002,A2013327-0049-55164,Lecco - via balicco,0049,1,,+++D55++122
D155,000SFER52026010120260608000002,A2013327-0059-55165,Lecco - via balicco,0059,1,,+++D55++532
D155,000SFER62026010120260608000002,A2013327-0129-55166,Lecco - via balicco,0129,1,,+++D55++122
D155,000AFER62026010120260608000002,A2013327-0115-55167,Lecco - via balicco,0115,1,,+++D55++122
D155,000SFER62026010120260608000002,A2013327-0081-55168,Lecco - via balicco,0081,1,,+++D55++122
D155,000SFER62026010120260608000002,A2013327-0019-55169,Lecco - via balicco,0019,1,,+++D55++322
D155,000SFER52026010120260608000002,A2013327-0139-55170,Lecco - via balicco,0139,1,,+++D55++352
D155,000SFER62026010120260608000002,A2013327-0051-55171,Lecco - via balicco,0051,1,,+++D55++532
D155,000SFER52026010120260608000002,A2013327-0265-55172,Lecco - via balicco,0265,1,,+++D55++532
D155,000AFER62026010120260608000002,A2013327-0173-55173,Lecco - via balicco,0173,1,,+++D55++722
D155,000AFER62026010120260608000002,A2013327-0051-55174,Lecco - via balicco,0051,1,,+++D55++142
D155,000SFSAB2026010120260608000002,A2013327-0139-55175,Lecco - via balicco,0139,1,,+++D55++122
D155,000AFER62026010120260608000002,A2013327-0131-55177,Lecco - via balicco,0131,1,,+++D55++122
D155,000SFSAB2026010120260608000002,A2013327-0059-55178,Lecco - via balicco,0059,1,,+++D55++532
D155,000SFER62026010120260608000002,A2013327-0209-55179,Lecco - via balicco,0209,1,,+++D55++422
D155,000SFER62026010120260608000002,A2013327-0061-55180,Lecco - via balicco,0061,1,,+++D55++412
D150,000SFER52026010120260608000002,A2013327-0090-55181,Merate - via de gasperi,0090,0,,+++D50++081
D150,000SFER52026010120260608000002,A2013327-0093-55182,Pescate - farmacia,0093,1,,+++D50++242
D155,000SFER52026010120260608000002,A2013327-0256-55183,Galbiate - autostazione,0256,0,,+++D55++171
D155,000SFER52026010120260608000002,A2013327-0267-55184,Lecco - via balicco,0267,1,,+++D55++382
D151,000IFER62026010120260608000002,A2013327-0096-55185,Valgreghentino - s.a.l.,0096,0,,+++LCO++371
D180,000SFER52026010120260608000002,A2013327-0082-55186,Monza - corso milano (stazione f.s),0082,0,,+++D80+++11
D180,000SFER52026010120260608000002,A2013327-0216-55187,Monza - corso milano (stazione f.s),0216,0,,+++D80+++11
D180,000AFER62026010120260608000002,A2013327-0010-55188,Barzano' - Via IV Novembre/Largo Diaz,0010,0,,+++D80+++10
D160,000SFER62026010120260608000002,A2013327-0003-55189,Oggiono - stazione f.s.,0003,1,,+++D60++742
D180,000SFER52026010120260608000002,A2013327-0074-55190,Arcore - stazione f.s.,0074,0,,+++D80++661
D180,000SFSAB2026010120260608000002,A2013327-0074-55191,Monza - corso milano (stazione f.s),0074,0,,+++D80++681
D180,000SFSAB2026010120260608000002,A2013327-0082-55192,Monza - corso milano (stazione f.s),0082,0,,+++D80+++11
D155,000SFER62026010120260608000002,A2013327-0163-55208,Lecco - via balicco,0163,1,,+++D55++072
D160,000SFER62026010120260608000002,A2013327-0017-55211,Oggiono - stazione f.s.,0017,1,,+++D60++602
D135,000SF-1.2026010120260608000002,A2013327-0160-55215,Taceno - via roma (municipio),0160,0,,+++D35+1641
D180,000SFER52026010120260608000002,A2013327-0075-55229,Casatenovo - via giovenzana,0075,1,,+++D80++612
D180,000SFSAB2026010120260608000002,A2013327-0075-55230,Barzano' - Via IV Novembre/Largo Diaz,0075,1,,+++D80++042
D160,000SFER52026010120260608000002,A2013327-0238-55231,Carate brianza- v.le lombardia,0238,0,,+++D60++411
D160,000SFER52026010120260608000002,A2013327-0221-55232,Barzano' - Via IV Novembre/Largo Diaz,0221,1,,+++D60++422
D151,000SFER62026010120260608000002,A2013327-0045-55243,Pescate - farmacia,0045,1,,+++LCO++062
D151,000SFER62026010120260608000002,A2013327-0122-55244,Calolziocorte - stazione f.s.,0122,0,,+++LCO++381
D151,000SFER62026010120260608000002,A2013327-0038-55330,Calolziocorte - stazione f.s.,0038,0,,+++LCO++251
VCB,000SFSAB2026010120260608000002,A2013327-0060-55331,Calolziocorte - gerola capolinea arrivo,0060,0,,+++CBI+++41
D160,000SFER52026010120260608000002,A2013327-0010-55334,Barzano' - Via IV Novembre/Largo Diaz,0010,0,,+++D60++821
D135,00VIFER62026010120260608000002,A2013327-0192-55335,Concenedo,0192,0,,+++D35+1651
D135,00VIFER62026010120260608000002,A2013327-0159-55336,Lecco - via balicco,0159,1,,+++D35++252
D135,00VIFER62026010120260608000002,A2013327-0103-55337,Lecco - via balicco,0103,1,,+++D35++252
D135,00VIFER62026010120260608000002,A2013327-0128-55338,Moggio - piazza pradello,0128,0,,+++D35+1661
D135,00VIFER52026010120260608000002,A2013327-0149-55339,Lecco - via balicco,0149,1,,+++D35++212
D155,00VIFER62026010120260608000002,A2013327-0269-55346,Lecco - via balicco,0269,1,,+++D55++732
D135,00VIFER62026010120260608000002,A2013327-0090-55347,Concenedo,0090,0,,+++D35+1671
D155,00VSFER62026010120260608000002,A2013327-0051-55386,Lecco - via balicco,0051,1,,+++D55++532
D135,00VIFER62026010120260608000002,A2013327-0134-55389,Taceno - via roma (municipio),0134,0,,+++D35+1401
D135,00VIFER62026010120260608000002,A2013327-0191-55390,Lecco - via balicco,0191,1,,+++D35++692
D150,00VIFER62026010120260608000002,A2013327-0013-55391,Lecco - meridiane,0013,1,,+++D50++102
D150,00VIFER62026010120260608000002,A2013327-0010-55392,Calco - via nazionale (peugeot),0010,0,,+++D50++041
D155,00VIFER62026010120260608000002,A2013327-0148-55395,Annone Brianza - posta,0148,0,,+++D55++691
D155,VS-4FER62026010120260608000002,A2013327-0227-55396,Lecco - via balicco,0227,1,,+++D55++092
D135,00VIFER62026010120260608000002,A2013327-0310-55397,Margno - piazza,0310,0,,+++D35+1951
D155,00VSFER62026010120260608000002,A2013327-0007-55398,Lecco - via balicco,0007,1,,+++D55++532
D135,00VIFER62026010120260608000002,A2013327-0023-55400,Lecco - via balicco,0023,1,,+++D35++272
D127,00VIFER52026010120260608000002,A2013327-0018-55401,Taceno - via roma (municipio),0018,0,,+++D27++231
D135,00VSFER52026010120260608000002,A2013327-0210-55402,Taceno - via roma (municipio),0210,0,,+++D35++711
D127,00VSFER62026010120260608000002,A2013327-0021-55403,Bellano - stazione f.s.,0021,1,,+++D27++212
D135,00VIFER62026010120260608000002,A2013327-0319-55404,Lecco - via balicco,0319,1,,+++D35+1102
D135,00VIFER52026010120260608000002,A2013327-0382-55405,Ballabio - superiore,0382,0,,+++D35+1051
D135,00VIFER52026010120260608000002,A2013327-0351-55406,Lecco - via balicco,0351,1,,+++D35++202
D135,00VIFER52026010120260608000002,A2013327-0256-55407,Taceno - via roma (municipio),0256,0,,+++D35+1551
D127,00VSFER52026010120260608000002,A2013327-0071-55408,Taceno - via roma (municipio),0071,1,,+++D27++052
D135,00VSFER62026010120260608000002,A2013327-0055-55409,Lecco - via balicco,0055,1,,+++D35++172
D135,00VIFER62026010120260608000002,A2013327-0132-55410,Taceno - via roma (municipio),0132,0,,+++D35+1511
D135,00VIFER62026010120260608000002,A2013327-0160-55411,Taceno - via roma (municipio),0160,0,,+++D35++541
D135,00VIFER62026010120260608000002,A2013327-0167-55413,Lecco - via balicco,0167,1,,+++D35++722
D135,00VIFSAB2026010120260608000002,A2013327-0256-55419,Taceno - via roma (municipio),0256,0,,+++D35+1331
D135,000IFER62026010120260608000002,A2013327-0174-55420,Taceno - via roma (municipio),0174,0,,+++D35+1211
D155,00VSFER62026010120260608000002,A2013327-0020-55425,Colle Brianza - nava,0020,0,,+++D55++651
D151,000SFER62026010120260608000002,A2013327-0107-55427,Calolziocorte - scuole superiori,0107,1,,+++LCO++322
D135,000IFER52026010120260608000002,A2013327-0262-55433,Concenedo,0262,0,,+++D35+1271
D155,000SFER52026010120260608000002,A2013327-0176-55587,Oggiono - stazione f.s.,0176,0,,+++D55++411
D155,000SFER62026010120260608000002,A2013327-0161-55588,"Ello, Via Milano 1(Campo Sportivo)",0161,1,,+++D55++582
D180,000SFER52026010120260608000002,A2013327-0251-55651,Oggiono - stazione f.s.,0251,1,,+++D80++472
D180,000SFER52026010120260608000002,A2013327-0149-55654,Barzano' - Via IV Novembre/Largo Diaz,0149,1,,+++D80++182
