trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
A2013327-0002-30140,6:00:00,6:00:00,300006,1,Premana - piazza chiesa,0,0,0.000
A2013327-0002-30140,6:05:00,6:05:00,300007,2,Premana - piazza chiesa,0,0,2.383
A2013327-0002-30140,6:07:00,6:07:00,300018,3,Premana - piazza chiesa,0,0,3.084
A2013327-0002-30140,6:09:00,6:09:00,300010,4,Premana - piazza chiesa,0,0,3.897
A2013327-0002-30140,6:11:00,6:11:00,300464,5,Premana - piazza chiesa,0,0,4.786
A2013327-0002-30140,6:12:00,6:12:00,300012,6,Premana - piazza chiesa,0,0,5.500
A2013327-0002-30140,6:13:00,6:13:00,300013,7,Premana - piazza chiesa,0,0,6.332
A2013327-0002-30140,6:20:00,6:20:00,300014,8,Premana - piazza chiesa,0,0,8.629
A2013327-0002-30140,6:22:00,6:22:00,300015,9,Premana - piazza chiesa,0,0,9.674
A2013327-0002-30140,6:24:00,6:24:00,300896,10,Premana - piazza chiesa,0,0,10.327
A2013327-0002-30140,6:25:00,6:25:00,300017,11,,0,0,10.889
A2013327-0042-30444,13:05:00,13:05:00,300198,1,Annone Brianza - posta,0,0,0.000
A2013327-0042-30444,13:06:00,13:06:00,300422,2,Annone Brianza - posta,0,0,0.565
A2013327-0042-30444,13:07:00,13:07:00,300620,3,Annone Brianza - posta,0,0,1.264
A2013327-0042-30444,13:08:00,13:08:00,300621,4,Annone Brianza - posta,0,0,1.818
A2013327-0042-30444,13:09:00,13:09:00,300622,5,Annone Brianza - posta,0,0,2.143
A2013327-0042-30444,13:09:10,13:09:10,300424,6,Annone Brianza - posta,0,0,2.378
A2013327-0042-30444,13:11:00,13:11:00,300425,7,Annone Brianza - posta,0,0,2.746
A2013327-0042-30444,13:11:10,13:11:10,300624,8,Annone Brianza - posta,0,0,3.033
A2013327-0042-30444,13:12:00,13:12:00,300427,9,Annone Brianza - posta,0,0,4.502
A2013327-0042-30444,13:13:00,13:13:00,300199,10,,0,0,4.998
A2013327-0069-30933,13:05:00,13:05:00,L00350,1,Oggiono - stazione f.s.,0,0,0.000
A2013327-0069-30933,13:07:00,13:07:00,L00434,2,Oggiono - stazione f.s.,0,0,0.830
A2013327-0069-30933,13:10:00,13:10:00,L00349,3,Oggiono - stazione f.s.,0,0,2.307
A2013327-0069-30933,13:12:00,13:12:00,L00335,4,Oggiono - stazione f.s.,0,0,4.673
A2013327-0069-30933,13:13:00,13:13:00,L00347,5,Oggiono - stazione f.s.,0,0,4.924
A2013327-0069-30933,13:16:00,13:16:00,L00423,6,Oggiono - stazione f.s.,0,0,6.827
A2013327-0069-30933,13:17:00,13:17:00,300071,7,,0,0,7.722
A2013327-0022-31712,10:45:00,10:45:00,300860,1,Monte Marenzo - bisone,0,0,0.000
A2013327-0022-31712,10:46:00,10:46:00,300100,2,Monte Marenzo - bisone,0,0,0.335
A2013327-0022-31712,10:47:00,10:47:00,300861,3,Monte Marenzo - bisone,0,0,0.996
A2013327-0022-31712,10:48:00,10:48:00,300857,4,Monte Marenzo - bisone,0,0,1.191
A2013327-0022-31712,10:49:00,10:49:00,300862,5,Monte Marenzo - bisone,0,0,1.366
A2013327-0022-31712,10:51:00,10:51:00,300856,6,Monte Marenzo - bisone,0,0,1.722
A2013327-0022-31712,10:51:10,10:51:10,300494,7,Monte Marenzo - bisone,0,0,2.480
A2013327-0022-31712,10:55:00,10:55:00,300067,8,Monte Marenzo - bisone,0,0,2.854
A2013327-0022-31712,10:55:10,10:55:10,300497,9,Monte Marenzo - bisone,0,0,3.402
A2013327-0022-31712,10:57:00,10:57:00,300498,10,Monte Marenzo - bisone,0,0,3.721
A2013327-0022-31712,10:57:10,10:57:10,300636,11,Monte Marenzo - bisone,0,0,4.029
A2013327-0022-31712,10:57:20,10:57:20,300059,12,Monte Marenzo - bisone,0,0,4.261
A2013327-0022-31712,10:58:00,10:58:00,300507,13,Monte Marenzo - bisone,0,0,4.694
A2013327-0022-31712,11:00:00,11:00:00,300670,14,Monte Marenzo - bisone,0,0,5.130
A2013327-0022-31712,11:01:00,11:01:00,300881,15,Monte Marenzo - bisone,0,0,5.351
A2013327-0022-31712,11:01:10,11:01:10,300858,16,Monte Marenzo - bisone,0,0,5.697
A2013327-0022-31712,11:02:00,11:02:00,300854,17,Monte Marenzo - bisone,0,0,6.093
A2013327-0022-31712,11:03:00,11:03:00,L00858,18,Monte Marenzo - bisone,0,0,6.497
A2013327-0022-31712,11:05:00,11:05:00,300069,19,Monte Marenzo - bisone,0,0,6.733
A2013327-0022-31712,11:05:10,11:05:10,300506,20,Monte Marenzo - bisone,0,0,6.958
A2013327-0022-31712,11:05:20,11:05:20,300070,21,Monte Marenzo - bisone,0,0,7.306
A2013327-0022-31712,11:07:00,11:07:00,300830,22,Monte Marenzo - bisone,0,0,7.604
A2013327-0022-31712,11:09:00,11:09:00,300863,23,Monte Marenzo - bisone,0,0,8.439
A2013327-0022-31712,11:10:00,11:10:00,300502,24,,0,0,9.478
A2013327-0025-31759,10:25:00,10:25:00,L00502,1,Vercurago - cimitero,0,0,0.000
A2013327-0025-31759,10:26:00,10:26:00,L00504,2,Vercurago - cimitero,0,0,0.517
A2013327-0025-31759,10:28:00,10:28:00,L00830,3,Vercurago - cimitero,0,0,2.112
A2013327-0025-31759,10:28:10,10:28:10,L00070,4,Vercurago - cimitero,0,0,2.348
A2013327-0025-31759,10:29:00,10:29:00,L00506,5,Vercurago - cimitero,0,0,2.622
A2013327-0025-31759,10:29:10,10:29:10,L00069,6,Vercurago - cimitero,0,0,2.904
A2013327-0025-31759,10:30:00,10:30:00,L00881,7,Vercurago - cimitero,0,0,3.148
A2013327-0025-31759,10:30:10,10:30:10,L00670,8,Vercurago - cimitero,0,0,3.377
A2013327-0025-31759,10:31:00,10:31:00,L00882,9,Vercurago - cimitero,0,0,3.637
A2013327-0025-31759,10:32:00,10:32:00,L00507,10,Vercurago - cimitero,0,0,4.193
A2013327-0025-31759,10:33:00,10:33:00,L00883,11,Vercurago - cimitero,0,0,4.378
A2013327-0025-31759,10:33:10,10:33:10,L00049,12,Vercurago - cimitero,0,0,4.531
A2013327-0025-31759,10:34:00,10:34:00,L00508,13,Vercurago - cimitero,0,0,4.699
A2013327-0025-31759,10:34:10,10:34:10,L00509,14,Vercurago - cimitero,0,0,4.883
A2013327-0025-31759,10:35:00,10:35:00,L00510,15,Vercurago - cimitero,0,0,5.062
A2013327-0025-31759,10:36:00,10:36:00,L00636,16,Vercurago - cimitero,0,0,5.302
A2013327-0025-31759,10:38:00,10:38:00,L00498,17,Vercurago - cimitero,0,0,5.517
A2013327-0025-31759,10:39:00,10:39:00,L00058,18,Vercurago - cimitero,0,0,6.008
A2013327-0025-31759,10:41:00,10:41:00,L00859,19,Vercurago - cimitero,0,0,6.115
A2013327-0025-31759,10:43:00,10:43:00,L00884,20,Vercurago - cimitero,0,0,6.708
A2013327-0025-31759,10:45:00,10:45:00,300860,21,,0,0,7.115
A2013327-0029-31761,11:10:00,11:10:00,L00502,1,Vercurago - cimitero,0,0,0.000
A2013327-0029-31761,11:11:00,11:11:00,L00504,2,Vercurago - cimitero,0,0,0.517
A2013327-0029-31761,11:13:00,11:13:00,L00830,3,Vercurago - cimitero,0,0,2.112
A2013327-0029-31761,11:13:10,11:13:10,L00070,4,Vercurago - cimitero,0,0,2.348
A2013327-0029-31761,11:14:00,11:14:00,L00506,5,Vercurago - cimitero,0,0,2.622
A2013327-0029-31761,11:14:10,11:14:10,L00069,6,Vercurago - cimitero,0,0,2.904
A2013327-0029-31761,11:15:00,11:15:00,L00881,7,Vercurago - cimitero,0,0,3.148
A2013327-0029-31761,11:15:10,11:15:10,L00670,8,Vercurago - cimitero,0,0,3.377
A2013327-0029-31761,11:16:00,11:16:00,L00882,9,Vercurago - cimitero,0,0,3.637
A2013327-0029-31761,11:17:00,11:17:00,L00507,10,Vercurago - cimitero,0,0,4.193
A2013327-0029-31761,11:18:00,11:18:00,L00883,11,Vercurago - cimitero,0,0,4.378
A2013327-0029-31761,11:18:10,11:18:10,L00049,12,Vercurago - cimitero,0,0,4.531
A2013327-0029-31761,11:19:00,11:19:00,L00508,13,Vercurago - cimitero,0,0,4.699
A2013327-0029-31761,11:19:10,11:19:10,L00509,14,Vercurago - cimitero,0,0,4.883
A2013327-0029-31761,11:20:00,11:20:00,L00510,15,Vercurago - cimitero,0,0,5.062
A2013327-0029-31761,11:21:00,11:21:00,L00636,16,Vercurago - cimitero,0,0,5.302
A2013327-0029-31761,11:23:00,11:23:00,L00498,17,Vercurago - cimitero,0,0,5.517
A2013327-0029-31761,11:24:00,11:24:00,L00058,18,Vercurago - cimitero,0,0,6.008
A2013327-0029-31761,11:26:00,11:26:00,L00859,19,Vercurago - cimitero,0,0,6.115
A2013327-0029-31761,11:28:00,11:28:00,L00884,20,Vercurago - cimitero,0,0,6.708
A2013327-0029-31761,11:30:00,11:30:00,300860,21,,0,0,7.115
A2013327-0023-32258,7:25:00,7:25:00,300199,1,Oggiono - via papa giovanni xXXIII,0,0,0.000
A2013327-0023-32258,7:26:00,7:26:00,L00625,2,Oggiono - via papa giovanni xXXIII,0,0,0.395
A2013327-0023-32258,7:26:10,7:26:10,L00425,3,Oggiono - via papa giovanni xXXIII,0,0,1.100
A2013327-0023-32258,7:27:00,7:27:00,L00424,4,Oggiono - via papa giovanni xXXIII,0,0,1.480
A2013327-0023-32258,7:28:00,7:28:00,L00622,5,Oggiono - via papa giovanni xXXIII,0,0,1.677
A2013327-0023-32258,7:30:00,7:30:00,300071,6,Oggiono - via papa giovanni xXXIII,0,0,2.074
A2013327-0023-32258,7:31:00,7:31:00,L00620,7,Oggiono - via papa giovanni xXXIII,0,0,2.845
A2013327-0023-32258,7:33:00,7:33:00,L00422,8,Oggiono - via papa giovanni xXXIII,0,0,3.537
A2013327-0023-32258,7:35:00,7:35:00,L00198,9,,0,0,4.114
A2013327-0040-32413,11:55:00,11:55:00,300641,1,Galbiate - autostazione,0,0,0.000
A2013327-0040-32413,11:57:00,11:57:00,300489,2,Galbiate - autostazione,0,0,0.725
A2013327-0040-32413,12:03:00,12:03:00,300076,3,Galbiate - autostazione,0,0,3.660
A2013327-0040-32413,12:04:00,12:04:00,300604,4,Galbiate - autostazione,0,0,4.336
A2013327-0040-32413,12:05:00,12:05:00,300605,5,Galbiate - autostazione,0,0,4.705
A2013327-0040-32413,12:06:00,12:06:00,300201,6,Galbiate - autostazione,0,0,5.714
A2013327-0040-32413,12:08:00,12:08:00,300202,7,Galbiate - autostazione,0,0,6.412
A2013327-0040-32413,12:10:00,12:10:00,300191,8,,0,0,6.843
A2013327-0041-32414,12:10:00,12:10:00,L00191,1,Lecco - ospedale manzoni,0,0,0.000
A2013327-0041-32414,12:11:00,12:11:00,L00202,2,Lecco - ospedale manzoni,0,0,0.447
A2013327-0041-32414,12:12:00,12:12:00,L00201,3,Lecco - ospedale manzoni,0,0,1.153
A2013327-0041-32414,12:13:00,12:13:00,L00605,4,Lecco - ospedale manzoni,0,0,2.143
A2013327-0041-32414,12:14:00,12:14:00,L00604,5,Lecco - ospedale manzoni,0,0,2.536
A2013327-0041-32414,12:15:00,12:15:00,L00076,6,Lecco - ospedale manzoni,0,0,3.152
A2013327-0041-32414,12:23:00,12:23:00,L00489,7,Lecco - ospedale manzoni,0,0,5.821
A2013327-0041-32414,12:25:00,12:25:00,300641,8,,0,0,6.602
A2013327-0003-32511,7:42:00,7:42:00,300293,1,Calolziocorte - stazione f.s.,0,0,0.000
A2013327-0003-32511,7:43:00,7:43:00,L00505,2,Calolziocorte - stazione f.s.,0,0,0.866
A2013327-0003-32511,7:47:00,7:47:00,L00503,3,Calolziocorte - stazione f.s.,0,0,1.977
A2013327-0003-32511,7:48:00,7:48:00,L00504,4,Calolziocorte - stazione f.s.,0,0,2.294
A2013327-0003-32511,7:50:00,7:50:00,L00830,5,Calolziocorte - stazione f.s.,0,0,3.889
A2013327-0003-32511,7:50:10,7:50:10,L00070,6,Calolziocorte - stazione f.s.,0,0,4.125
A2013327-0003-32511,7:51:00,7:51:00,L00506,7,Calolziocorte - stazione f.s.,0,0,4.399
A2013327-0003-32511,7:51:10,7:51:10,L00069,8,Calolziocorte - stazione f.s.,0,0,4.681
A2013327-0003-32511,7:52:00,7:52:00,L00881,9,Calolziocorte - stazione f.s.,0,0,4.925
A2013327-0003-32511,7:52:10,7:52:10,L00670,10,Calolziocorte - stazione f.s.,0,0,5.154
A2013327-0003-32511,7:53:00,7:53:00,L00882,11,Calolziocorte - stazione f.s.,0,0,5.414
A2013327-0003-32511,7:54:00,7:54:00,L00507,12,Calolziocorte - stazione f.s.,0,0,5.974
A2013327-0003-32511,7:55:00,7:55:00,L00883,13,Calolziocorte - stazione f.s.,0,0,6.164
A2013327-0003-32511,7:55:10,7:55:10,L00049,14,Calolziocorte - stazione f.s.,0,0,6.317
A2013327-0003-32511,7:56:00,7:56:00,L00508,15,Calolziocorte - stazione f.s.,0,0,6.485
A2013327-0003-32511,7:56:10,7:56:10,L00509,16,Calolziocorte - stazione f.s.,0,0,6.669
A2013327-0003-32511,7:57:00,7:57:00,L00510,17,Calolziocorte - stazione f.s.,0,0,6.848
A2013327-0003-32511,7:58:00,7:58:00,L00636,18,Calolziocorte - stazione f.s.,0,0,7.088
A2013327-0003-32511,7:59:00,7:59:00,L00498,19,Calolziocorte - stazione f.s.,0,0,7.303
A2013327-0003-32511,8:00:00,8:00:00,L00058,20,Calolziocorte - stazione f.s.,0,0,7.794
A2013327-0003-32511,8:01:00,8:01:00,L00067,21,,0,0,8.207
A2013327-0063-32799,8:41:00,8:41:00,L00753,1,Montevecchia - chiesa,0,0,0.000
A2013327-0063-32799,8:44:00,8:44:00,L00868,2,Montevecchia - chiesa,0,0,1.099
A2013327-0063-32799,8:46:00,8:46:00,L00867,3,Montevecchia - chiesa,0,0,1.878
A2013327-0063-32799,8:48:00,8:48:00,L00866,4,Montevecchia - chiesa,0,0,2.655
A2013327-0063-32799,8:53:00,8:53:00,L00865,5,,0,0,3.810
A2013327-0001-32862,5:53:00,5:53:00,L00502,1,Vercurago - cimitero,0,0,0.000
A2013327-0001-32862,5:54:00,5:54:00,L00504,2,Vercurago - cimitero,0,0,0.517
A2013327-0001-32862,5:56:00,5:56:00,L00830,3,Vercurago - cimitero,0,0,2.112
A2013327-0001-32862,5:56:10,5:56:10,L00070,4,Vercurago - cimitero,0,0,2.348
A2013327-0001-32862,5:57:00,5:57:00,L00506,5,Vercurago - cimitero,0,0,2.622
A2013327-0001-32862,5:57:10,5:57:10,L00069,6,Vercurago - cimitero,0,0,2.904
A2013327-0001-32862,5:58:00,5:58:00,L00881,7,Vercurago - cimitero,0,0,3.148
A2013327-0001-32862,5:58:10,5:58:10,L00670,8,Vercurago - cimitero,0,0,3.377
A2013327-0001-32862,5:59:00,5:59:00,L00882,9,Vercurago - cimitero,0,0,3.637
A2013327-0001-32862,6:00:00,6:00:00,L00507,10,Vercurago - cimitero,0,0,4.193
A2013327-0001-32862,6:01:00,6:01:00,L00883,11,Vercurago - cimitero,0,0,4.378
A2013327-0001-32862,6:01:10,6:01:10,L00049,12,Vercurago - cimitero,0,0,4.531
A2013327-0001-32862,6:02:00,6:02:00,L00508,13,Vercurago - cimitero,0,0,4.699
A2013327-0001-32862,6:02:10,6:02:10,L00509,14,Vercurago - cimitero,0,0,4.883
A2013327-0001-32862,6:03:00,6:03:00,L00510,15,Vercurago - cimitero,0,0,5.062
A2013327-0001-32862,6:04:00,6:04:00,L00636,16,Vercurago - cimitero,0,0,5.302
A2013327-0001-32862,6:06:00,6:06:00,L00498,17,Vercurago - cimitero,0,0,5.517
A2013327-0001-32862,6:07:00,6:07:00,L00058,18,Vercurago - cimitero,0,0,6.008
A2013327-0001-32862,6:09:00,6:09:00,L00859,19,Vercurago - cimitero,0,0,6.115
A2013327-0001-32862,6:11:00,6:11:00,L00884,20,Vercurago - cimitero,0,0,6.708
A2013327-0001-32862,6:13:00,6:13:00,300860,21,,0,0,7.115
A2013327-0002-32863,6:13:00,6:13:00,300860,1,Calolziocorte - gerola capolinea arrivo,0,0,0.000
A2013327-0002-32863,6:14:00,6:14:00,300100,2,Calolziocorte - gerola capolinea arrivo,0,0,0.335
A2013327-0002-32863,6:15:00,6:15:00,300861,3,Calolziocorte - gerola capolinea arrivo,0,0,0.996
A2013327-0002-32863,6:16:00,6:16:00,300857,4,Calolziocorte - gerola capolinea arrivo,0,0,1.191
A2013327-0002-32863,6:17:00,6:17:00,300862,5,Calolziocorte - gerola capolinea arrivo,0,0,1.366
A2013327-0002-32863,6:19:00,6:19:00,300856,6,Calolziocorte - gerola capolinea arrivo,0,0,1.722
A2013327-0002-32863,6:19:10,6:19:10,300494,7,Calolziocorte - gerola capolinea arrivo,0,0,2.480
A2013327-0002-32863,6:23:00,6:23:00,300067,8,Calolziocorte - gerola capolinea arrivo,0,0,2.854
A2013327-0002-32863,6:24:00,6:24:00,300497,9,Calolziocorte - gerola capolinea arrivo,0,0,3.402
A2013327-0002-32863,6:25:00,6:25:00,300498,10,Calolziocorte - gerola capolinea arrivo,0,0,3.721
A2013327-0002-32863,6:26:00,6:26:00,300636,11,Calolziocorte - gerola capolinea arrivo,0,0,4.029
A2013327-0002-32863,6:26:10,6:26:10,300059,12,Calolziocorte - gerola capolinea arrivo,0,0,4.261
A2013327-0002-32863,6:26:20,6:26:20,300507,13,Calolziocorte - gerola capolinea arrivo,0,0,4.694
A2013327-0002-32863,6:30:00,6:30:00,300670,14,Calolziocorte - gerola capolinea arrivo,0,0,5.130
A2013327-0002-32863,6:31:00,6:31:00,300881,15,Calolziocorte - gerola capolinea arrivo,0,0,5.351
A2013327-0002-32863,6:33:00,6:33:00,300069,16,Calolziocorte - gerola capolinea arrivo,0,0,5.635
A2013327-0002-32863,6:33:10,6:33:10,300506,17,Calolziocorte - gerola capolinea arrivo,0,0,5.860
A2013327-0002-32863,6:33:20,6:33:20,300070,18,Calolziocorte - gerola capolinea arrivo,0,0,6.208
A2013327-0002-32863,6:35:00,6:35:00,300830,19,Calolziocorte - gerola capolinea arrivo,0,0,6.506
A2013327-0002-32863,6:37:00,6:37:00,300908,20,,0,0,7.300
A2013327-0009-32868,7:24:00,7:24:00,300908,1,Vercurago - cimitero,0,0,0.000
A2013327-0009-32868,7:27:00,7:27:00,L00830,2,Vercurago - cimitero,0,0,0.862
A2013327-0009-32868,7:28:00,7:28:00,L00070,3,Vercurago - cimitero,0,0,1.098
A2013327-0009-32868,7:29:00,7:29:00,L00506,4,Vercurago - cimitero,0,0,1.372
A2013327-0009-32868,7:30:00,7:30:00,L00069,5,Vercurago - cimitero,0,0,1.654
A2013327-0009-32868,7:31:00,7:31:00,300858,6,Vercurago - cimitero,0,0,1.854
A2013327-0009-32868,7:32:00,7:32:00,L00854,7,Vercurago - cimitero,0,0,2.255
A2013327-0009-32868,7:32:10,7:32:10,L00858,8,Vercurago - cimitero,0,0,2.663
A2013327-0009-32868,7:33:00,7:33:00,L00881,9,Vercurago - cimitero,0,0,3.004
A2013327-0009-32868,7:34:00,7:34:00,L00670,10,Vercurago - cimitero,0,0,3.233
A2013327-0009-32868,7:35:00,7:35:00,L00882,11,Vercurago - cimitero,0,0,3.493
A2013327-0009-32868,7:36:00,7:36:00,L00507,12,Vercurago - cimitero,0,0,4.049
A2013327-0009-32868,7:40:00,7:40:00,L00883,13,Vercurago - cimitero,0,0,4.234
A2013327-0009-32868,7:40:10,7:40:10,L00049,14,Vercurago - cimitero,0,0,4.387
A2013327-0009-32868,7:41:00,7:41:00,L00508,15,Vercurago - cimitero,0,0,4.555
A2013327-0009-32868,7:41:10,7:41:10,L00509,16,Vercurago - cimitero,0,0,4.739
A2013327-0009-32868,7:42:00,7:42:00,L00510,17,Vercurago - cimitero,0,0,4.918
A2013327-0009-32868,7:43:00,7:43:00,L00636,18,Vercurago - cimitero,0,0,5.158
A2013327-0009-32868,7:45:00,7:45:00,L00498,19,Vercurago - cimitero,0,0,5.373
A2013327-0009-32868,7:46:00,7:46:00,L00058,20,Vercurago - cimitero,0,0,5.864
A2013327-0009-32868,7:47:00,7:47:00,L00859,21,Vercurago - cimitero,0,0,5.971
A2013327-0009-32868,7:48:00,7:48:00,L00884,22,Vercurago - cimitero,0,0,6.564
A2013327-0009-32868,7:49:00,7:49:00,300860,23,,0,0,6.971
A2013327-0052-32869,7:49:00,7:49:00,300860,1,Calolziocorte - gerola capolinea arrivo,0,0,0.000
A2013327-0052-32869,7:50:00,7:50:00,300100,2,Calolziocorte - gerola capolinea arrivo,0,0,0.335
A2013327-0052-32869,7:51:00,7:51:00,300861,3,Calolziocorte - gerola capolinea arrivo,0,0,0.996
A2013327-0052-32869,7:52:00,7:52:00,300857,4,Calolziocorte - gerola capolinea arrivo,0,0,1.191
A2013327-0052-32869,7:53:00,7:53:00,300862,5,Calolziocorte - gerola capolinea arrivo,0,0,1.366
A2013327-0052-32869,7:55:00,7:55:00,300856,6,Calolziocorte - gerola capolinea arrivo,0,0,1.722
A2013327-0052-32869,7:55:10,7:55:10,300494,7,Calolziocorte - gerola capolinea arrivo,0,0,2.480
A2013327-0052-32869,7:58:00,7:58:00,300067,8,Calolziocorte - gerola capolinea arrivo,0,0,2.854
A2013327-0052-32869,7:58:10,7:58:10,L00494,9,Calolziocorte - gerola capolinea arrivo,0,0,3.197
A2013327-0052-32869,8:01:00,8:01:00,300849,10,Calolziocorte - gerola capolinea arrivo,0,0,4.320
A2013327-0052-32869,8:02:00,8:02:00,300855,11,Calolziocorte - gerola capolinea arrivo,0,0,4.733
A2013327-0052-32869,8:05:00,8:05:00,300507,12,Calolziocorte - gerola capolinea arrivo,0,0,5.288
A2013327-0052-32869,8:07:00,8:07:00,300670,13,Calolziocorte - gerola capolinea arrivo,0,0,5.724
A2013327-0052-32869,8:08:00,8:08:00,300881,14,Calolziocorte - gerola capolinea arrivo,0,0,5.945
A2013327-0052-32869,8:09:00,8:09:00,300069,15,Calolziocorte - gerola capolinea arrivo,0,0,6.229
A2013327-0052-32869,8:10:00,8:10:00,300506,16,Calolziocorte - gerola capolinea arrivo,0,0,6.454
A2013327-0052-32869,8:10:10,8:10:10,300070,17,Calolziocorte - gerola capolinea arrivo,0,0,6.802
A2013327-0052-32869,8:10:20,8:10:20,300830,18,Calolziocorte - gerola capolinea arrivo,0,0,7.100
A2013327-0052-32869,8:13:00,8:13:00,300908,19,,0,0,7.894
A2013327-0017-32878,9:05:00,9:05:00,300908,1,Vercurago - cimitero,0,0,0.000
A2013327-0017-32878,9:08:00,9:08:00,L00830,2,Vercurago - cimitero,0,0,0.862
A2013327-0017-32878,9:09:00,9:09:00,L00070,3,Vercurago - cimitero,0,0,1.098
A2013327-0017-32878,9:10:00,9:10:00,L00506,4,Vercurago - cimitero,0,0,1.372
A2013327-0017-32878,9:11:00,9:11:00,L00069,5,Vercurago - cimitero,0,0,1.654
A2013327-0017-32878,9:11:10,9:11:10,L00881,6,Vercurago - cimitero,0,0,1.898
A2013327-0017-32878,9:12:00,9:12:00,L00670,7,Vercurago - cimitero,0,0,2.127
A2013327-0017-32878,9:13:00,9:13:00,L00882,8,Vercurago - cimitero,0,0,2.387
A2013327-0017-32878,9:14:00,9:14:00,L00507,9,Vercurago - cimitero,0,0,2.943
A2013327-0017-32878,9:15:00,9:15:00,L00883,10,Vercurago - cimitero,0,0,3.128
A2013327-0017-32878,9:15:10,9:15:10,L00049,11,Vercurago - cimitero,0,0,3.281
A2013327-0017-32878,9:16:00,9:16:00,L00508,12,Vercurago - cimitero,0,0,3.449
A2013327-0017-32878,9:16:10,9:16:10,L00509,13,Vercurago - cimitero,0,0,3.633
A2013327-0017-32878,9:18:00,9:18:00,L00510,14,Vercurago - cimitero,0,0,3.812
A2013327-0017-32878,9:19:00,9:19:00,L00636,15,Vercurago - cimitero,0,0,4.052
A2013327-0017-32878,9:20:00,9:20:00,L00498,16,Vercurago - cimitero,0,0,4.267
A2013327-0017-32878,9:21:00,9:21:00,L00058,17,Vercurago - cimitero,0,0,4.758
A2013327-0017-32878,9:22:00,9:22:00,L00859,18,Vercurago - cimitero,0,0,4.865
A2013327-0017-32878,9:24:00,9:24:00,L00884,19,Vercurago - cimitero,0,0,5.458
A2013327-0017-32878,9:25:00,9:25:00,300860,20,,0,0,5.865
A2013327-0016-32880,9:25:00,9:25:00,300860,1,Monte Marenzo - bisone,0,0,0.000
A2013327-0016-32880,9:26:00,9:26:00,300100,2,Monte Marenzo - bisone,0,0,0.335
A2013327-0016-32880,9:27:00,9:27:00,300861,3,Monte Marenzo - bisone,0,0,0.996
A2013327-0016-32880,9:28:00,9:28:00,300857,4,Monte Marenzo - bisone,0,0,1.191
A2013327-0016-32880,9:29:00,9:29:00,300862,5,Monte Marenzo - bisone,0,0,1.366
A2013327-0016-32880,9:31:00,9:31:00,300856,6,Monte Marenzo - bisone,0,0,1.722
A2013327-0016-32880,9:32:00,9:32:00,300494,7,Monte Marenzo - bisone,0,0,2.480
A2013327-0016-32880,9:34:00,9:34:00,300067,8,Monte Marenzo - bisone,0,0,2.854
A2013327-0016-32880,9:34:10,9:34:10,L00494,9,Monte Marenzo - bisone,0,0,3.197
A2013327-0016-32880,9:37:00,9:37:00,300849,10,Monte Marenzo - bisone,0,0,4.320
A2013327-0016-32880,9:38:00,9:38:00,300855,11,Monte Marenzo - bisone,0,0,4.733
A2013327-0016-32880,9:41:00,9:41:00,300507,12,Monte Marenzo - bisone,0,0,5.288
A2013327-0016-32880,9:42:00,9:42:00,300670,13,Monte Marenzo - bisone,0,0,5.724
A2013327-0016-32880,9:43:00,9:43:00,300881,14,Monte Marenzo - bisone,0,0,5.945
A2013327-0016-32880,9:44:00,9:44:00,300858,15,Monte Marenzo - bisone,0,0,6.291
A2013327-0016-32880,9:44:10,9:44:10,300854,16,Monte Marenzo - bisone,0,0,6.687
A2013327-0016-32880,9:45:00,9:45:00,L00858,17,Monte Marenzo - bisone,0,0,7.091
A2013327-0016-32880,9:46:00,9:46:00,300069,18,Monte Marenzo - bisone,0,0,7.327
A2013327-0016-32880,9:46:10,9:46:10,300506,19,Monte Marenzo - bisone,0,0,7.552
A2013327-0016-32880,9:46:20,9:46:20,300070,20,Monte Marenzo - bisone,0,0,7.900
A2013327-0016-32880,9:47:00,9:47:00,300830,21,Monte Marenzo - bisone,0,0,8.198
A2013327-0016-32880,9:48:00,9:48:00,300863,22,Monte Marenzo - bisone,0,0,9.033
A2013327-0016-32880,9:52:00,9:52:00,300502,23,,0,0,10.072
A2013327-0020-32885,10:03:00,10:03:00,300860,1,Monte Marenzo - bisone,0,0,0.000
A2013327-0020-32885,10:04:00,10:04:00,300100,2,Monte Marenzo - bisone,0,0,0.335
A2013327-0020-32885,10:05:00,10:05:00,300861,3,Monte Marenzo - bisone,0,0,0.996
A2013327-0020-32885,10:06:00,10:06:00,300857,4,Monte Marenzo - bisone,0,0,1.191
A2013327-0020-32885,10:07:00,10:07:00,300862,5,Monte Marenzo - bisone,0,0,1.366
A2013327-0020-32885,10:09:00,10:09:00,300856,6,Monte Marenzo - bisone,0,0,1.722
A2013327-0020-32885,10:09:10,10:09:10,300494,7,Monte Marenzo - bisone,0,0,2.480
A2013327-0020-32885,10:12:00,10:12:00,300067,8,Monte Marenzo - bisone,0,0,2.854
A2013327-0020-32885,10:12:10,10:12:10,L00494,9,Monte Marenzo - bisone,0,0,3.197
A2013327-0020-32885,10:13:00,10:13:00,300849,10,Monte Marenzo - bisone,0,0,4.320
A2013327-0020-32885,10:14:00,10:14:00,300855,11,Monte Marenzo - bisone,0,0,4.733
