trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
A2013327-0043-51423,17:14:00,17:14:00,L00464,8,Bellano - stazione f.s.,0,0,8.822
A2013327-0043-51423,17:16:00,17:16:00,L00010,9,Bellano - stazione f.s.,0,0,9.706
A2013327-0043-51423,17:18:00,17:18:00,L00018,10,Bellano - stazione f.s.,0,0,10.551
A2013327-0043-51423,17:19:00,17:19:00,300948,11,Bellano - stazione f.s.,0,0,10.963
A2013327-0043-51423,17:20:00,17:20:00,300009,12,Bellano - stazione f.s.,0,0,11.637
A2013327-0043-51423,17:20:10,17:20:10,L00948,13,Bellano - stazione f.s.,0,0,12.309
A2013327-0043-51423,17:22:00,17:22:00,L00018,14,Bellano - stazione f.s.,0,0,12.721
A2013327-0043-51423,17:25:00,17:25:00,L00007,15,Bellano - stazione f.s.,0,0,13.417
A2013327-0043-51423,17:28:00,17:28:00,L00006,16,Bellano - stazione f.s.,0,0,15.815
A2013327-0043-51423,17:30:00,17:30:00,L00463,17,Bellano - stazione f.s.,0,0,16.557
A2013327-0043-51423,17:32:00,17:32:00,L00143,18,Bellano - stazione f.s.,0,0,18.158
A2013327-0043-51423,17:35:00,17:35:00,L00949,19,Bellano - stazione f.s.,0,0,18.852
A2013327-0043-51423,17:45:00,17:45:00,L00957,20,Bellano - stazione f.s.,0,0,24.933
A2013327-0043-51423,17:47:00,17:47:00,L00461,21,Bellano - stazione f.s.,0,0,27.432
A2013327-0043-51423,17:49:00,17:49:00,L00003,22,Bellano - stazione f.s.,0,0,28.274
A2013327-0043-51423,18:00:00,18:00:00,L00460,23,Bellano - stazione f.s.,0,0,29.135
A2013327-0043-51423,18:04:00,18:04:00,L00002,24,,0,0,30.236
A2013327-0034-51424,18:05:00,18:05:00,300002,1,Premana - piazza chiesa,0,0,0.000
A2013327-0034-51424,18:08:00,18:08:00,300460,2,Premana - piazza chiesa,0,0,1.122
A2013327-0034-51424,18:11:00,18:11:00,300003,3,Premana - piazza chiesa,0,0,1.963
A2013327-0034-51424,18:15:00,18:15:00,300461,4,Premana - piazza chiesa,0,0,2.848
A2013327-0034-51424,18:17:00,18:17:00,300957,5,Premana - piazza chiesa,0,0,5.308
A2013327-0034-51424,18:18:00,18:18:00,300949,6,Premana - piazza chiesa,0,0,11.395
A2013327-0034-51424,18:19:00,18:19:00,300143,7,Premana - piazza chiesa,0,0,12.118
A2013327-0034-51424,18:20:00,18:20:00,300667,8,Premana - piazza chiesa,0,0,13.639
A2013327-0034-51424,18:21:00,18:21:00,300006,9,Premana - piazza chiesa,0,0,14.355
A2013327-0034-51424,18:27:00,18:27:00,300007,10,Premana - piazza chiesa,0,0,16.738
A2013327-0034-51424,18:28:00,18:28:00,300925,11,Premana - piazza chiesa,0,0,17.430
A2013327-0034-51424,18:29:00,18:29:00,300018,12,Premana - piazza chiesa,0,0,17.522
A2013327-0034-51424,18:36:00,18:36:00,300010,13,Premana - piazza chiesa,0,0,18.310
A2013327-0034-51424,18:40:00,18:40:00,300464,14,Premana - piazza chiesa,0,0,19.199
A2013327-0034-51424,18:42:00,18:42:00,300012,15,Premana - piazza chiesa,0,0,19.913
A2013327-0034-51424,18:45:00,18:45:00,300013,16,Premana - piazza chiesa,0,0,20.745
A2013327-0034-51424,18:55:00,18:55:00,300014,17,Premana - piazza chiesa,0,0,23.042
A2013327-0034-51424,18:58:00,18:58:00,300015,18,Premana - piazza chiesa,0,0,24.087
A2013327-0034-51424,19:08:00,19:08:00,300016,19,Premana - piazza chiesa,0,0,25.515
A2013327-0034-51424,19:12:00,19:12:00,300015,20,Premana - piazza chiesa,0,0,26.942
A2013327-0034-51424,19:13:00,19:13:00,300896,21,Premana - piazza chiesa,0,0,27.573
A2013327-0034-51424,19:15:00,19:15:00,300017,22,,0,0,28.135
A2013327-0106-51433,7:01:00,7:01:00,300542,1,Valgreghentino - s.a.l.,0,0,0.000
A2013327-0106-51433,7:02:00,7:02:00,300513,2,Valgreghentino - s.a.l.,0,0,0.457
A2013327-0106-51433,7:04:00,7:04:00,L00892,3,Valgreghentino - s.a.l.,0,0,0.787
A2013327-0106-51433,7:06:00,7:06:00,300051,4,Valgreghentino - s.a.l.,0,0,1.283
A2013327-0106-51433,7:07:00,7:07:00,300211,5,Valgreghentino - s.a.l.,0,0,1.794
A2013327-0106-51433,7:08:00,7:08:00,300023,6,Valgreghentino - s.a.l.,0,0,2.139
A2013327-0106-51433,7:09:00,7:09:00,300214,7,Valgreghentino - s.a.l.,0,0,2.574
A2013327-0106-51433,7:11:00,7:11:00,300020,8,Valgreghentino - s.a.l.,0,0,3.381
A2013327-0106-51433,7:16:00,7:16:00,300021,9,Valgreghentino - s.a.l.,0,0,4.340
A2013327-0106-51433,7:17:00,7:17:00,300076,10,Valgreghentino - s.a.l.,0,0,4.835
A2013327-0106-51433,7:18:00,7:18:00,300516,11,Valgreghentino - s.a.l.,0,0,5.240
A2013327-0106-51433,7:18:10,7:18:10,300517,12,Valgreghentino - s.a.l.,0,0,5.721
A2013327-0106-51433,7:19:00,7:19:00,300077,13,Valgreghentino - s.a.l.,0,0,6.200
A2013327-0106-51433,7:20:00,7:20:00,300040,14,Valgreghentino - s.a.l.,0,0,6.868
A2013327-0106-51433,7:21:00,7:21:00,300518,15,Valgreghentino - s.a.l.,0,0,7.351
A2013327-0106-51433,7:22:00,7:22:00,300519,16,Valgreghentino - s.a.l.,0,0,7.667
A2013327-0106-51433,7:23:00,7:23:00,300078,17,Valgreghentino - s.a.l.,0,0,8.277
A2013327-0106-51433,7:25:00,7:25:00,300520,18,Valgreghentino - s.a.l.,0,0,8.859
A2013327-0106-51433,7:26:00,7:26:00,300079,19,Valgreghentino - s.a.l.,0,0,9.359
A2013327-0106-51433,7:26:10,7:26:10,300065,20,Valgreghentino - s.a.l.,0,0,9.726
A2013327-0106-51433,7:27:00,7:27:00,300048,21,Valgreghentino - s.a.l.,0,0,10.248
A2013327-0106-51433,7:28:00,7:28:00,300522,22,Valgreghentino - s.a.l.,0,0,10.674
A2013327-0106-51433,7:29:00,7:29:00,300080,23,Valgreghentino - s.a.l.,0,0,11.345
A2013327-0106-51433,7:30:00,7:30:00,300523,24,Valgreghentino - s.a.l.,0,0,11.953
A2013327-0106-51433,7:33:00,7:33:00,L00852,25,Valgreghentino - s.a.l.,0,0,13.084
A2013327-0106-51433,7:35:00,7:35:00,300081,26,Valgreghentino - s.a.l.,0,0,14.026
A2013327-0106-51433,7:36:00,7:36:00,300637,27,Valgreghentino - s.a.l.,0,0,14.599
A2013327-0106-51433,7:38:00,7:38:00,300521,28,Valgreghentino - s.a.l.,0,0,15.159
A2013327-0106-51433,7:41:00,7:41:00,300082,29,,0,0,15.480
A2013327-0019-51469,7:10:00,7:10:00,L30980,1,Bellano - stazione f.s.,0,0,0.000
A2013327-0019-51469,7:13:00,7:13:00,L00981,2,Bellano - stazione f.s.,0,0,1.456
A2013327-0019-51469,7:16:00,7:16:00,L00982,3,Bellano - stazione f.s.,0,0,2.299
A2013327-0019-51469,7:19:00,7:19:00,L00983,4,Bellano - stazione f.s.,0,0,3.518
A2013327-0019-51469,7:22:00,7:22:00,L00984,5,Bellano - stazione f.s.,0,0,3.929
A2013327-0019-51469,7:25:00,7:25:00,L00045,6,Bellano - stazione f.s.,0,0,4.756
A2013327-0019-51469,7:26:00,7:26:00,L00481,7,Bellano - stazione f.s.,0,0,5.003
A2013327-0019-51469,7:27:00,7:27:00,L00911,8,Bellano - stazione f.s.,0,0,5.593
A2013327-0019-51469,7:29:00,7:29:00,L00910,9,Bellano - stazione f.s.,0,0,6.668
A2013327-0019-51469,7:33:00,7:33:00,L00044,10,Bellano - stazione f.s.,0,0,7.516
A2013327-0019-51469,7:34:00,7:34:00,L00480,11,Bellano - stazione f.s.,0,0,9.106
A2013327-0019-51469,7:35:00,7:35:00,L00479,12,Bellano - stazione f.s.,0,0,9.984
A2013327-0019-51469,7:36:00,7:36:00,L00478,13,Bellano - stazione f.s.,0,0,10.160
A2013327-0019-51469,7:41:00,7:41:00,L00043,14,Bellano - stazione f.s.,0,0,10.390
A2013327-0019-51469,7:44:00,7:44:00,L00477,15,Bellano - stazione f.s.,0,0,10.626
A2013327-0019-51469,7:45:00,7:45:00,L00476,16,Bellano - stazione f.s.,0,0,10.847
A2013327-0019-51469,7:46:00,7:46:00,L00475,17,Bellano - stazione f.s.,0,0,11.239
A2013327-0019-51469,7:47:00,7:47:00,L00042,18,Bellano - stazione f.s.,0,0,11.461
A2013327-0019-51469,7:52:00,7:52:00,L00474,19,Bellano - stazione f.s.,0,0,11.636
A2013327-0019-51469,7:53:00,7:53:00,L00473,20,Bellano - stazione f.s.,0,0,12.471
A2013327-0019-51469,7:54:00,7:54:00,L00465,21,Bellano - stazione f.s.,0,0,12.670
A2013327-0019-51469,7:55:00,7:55:00,L00002,22,,0,0,13.282
A2013327-0060-51567,6:40:00,6:40:00,300002,1,Taceno - via roma (municipio),0,0,0.000
A2013327-0060-51567,6:43:00,6:43:00,300460,2,Taceno - via roma (municipio),0,0,1.122
A2013327-0060-51567,6:46:00,6:46:00,300003,3,Taceno - via roma (municipio),0,0,1.963
A2013327-0060-51567,6:47:00,6:47:00,300461,4,Taceno - via roma (municipio),0,0,2.848
A2013327-0060-51567,7:10:00,7:10:00,300949,5,Taceno - via roma (municipio),0,0,11.371
A2013327-0060-51567,7:12:00,7:12:00,300143,6,Taceno - via roma (municipio),0,0,12.094
A2013327-0060-51567,7:14:00,7:14:00,300006,7,,0,0,14.322
A2013327-0011-51568,7:20:00,7:20:00,L00006,1,Bellano - stazione f.s.,0,0,0.000
A2013327-0011-51568,7:21:00,7:21:00,L00463,2,Bellano - stazione f.s.,0,0,0.742
A2013327-0011-51568,7:22:00,7:22:00,L00143,3,Bellano - stazione f.s.,0,0,2.343
A2013327-0011-51568,7:24:00,7:24:00,L00949,4,Bellano - stazione f.s.,0,0,3.037
A2013327-0011-51568,7:44:00,7:44:00,L00957,5,Bellano - stazione f.s.,0,0,9.118
A2013327-0011-51568,7:48:00,7:48:00,L00461,6,Bellano - stazione f.s.,0,0,11.560
A2013327-0011-51568,7:50:00,7:50:00,L00003,7,Bellano - stazione f.s.,0,0,12.460
A2013327-0011-51568,7:52:00,7:52:00,L00460,8,Bellano - stazione f.s.,0,0,13.321
A2013327-0011-51568,7:54:00,7:54:00,L00002,9,,0,0,14.403
A2013327-0020-51570,13:00:00,13:00:00,300002,1,Taceno - via roma (municipio),0,0,0.000
A2013327-0020-51570,13:03:00,13:03:00,300460,2,Taceno - via roma (municipio),0,0,1.122
A2013327-0020-51570,13:06:00,13:06:00,300003,3,Taceno - via roma (municipio),0,0,1.963
A2013327-0020-51570,13:07:00,13:07:00,300461,4,Taceno - via roma (municipio),0,0,2.848
A2013327-0020-51570,13:30:00,13:30:00,300949,5,Taceno - via roma (municipio),0,0,11.371
A2013327-0020-51570,13:32:00,13:32:00,300143,6,Taceno - via roma (municipio),0,0,12.094
A2013327-0020-51570,13:34:00,13:34:00,300006,7,,0,0,14.322
A2013327-0042-51573,9:05:00,9:05:00,300002,1,Taceno - via roma (municipio),0,0,0.000
A2013327-0042-51573,9:08:00,9:08:00,300460,2,Taceno - via roma (municipio),0,0,1.122
A2013327-0042-51573,9:11:00,9:11:00,300003,3,Taceno - via roma (municipio),0,0,1.963
A2013327-0042-51573,9:12:00,9:12:00,300461,4,Taceno - via roma (municipio),0,0,2.848
A2013327-0042-51573,9:35:00,9:35:00,300949,5,Taceno - via roma (municipio),0,0,11.371
A2013327-0042-51573,9:37:00,9:37:00,300143,6,Taceno - via roma (municipio),0,0,12.094
A2013327-0042-51573,9:39:00,9:39:00,300006,7,,0,0,14.322
A2013327-0089-51574,9:40:00,9:40:00,L00006,1,Bellano - stazione f.s.,0,0,0.000
A2013327-0089-51574,9:41:00,9:41:00,L00463,2,Bellano - stazione f.s.,0,0,0.742
A2013327-0089-51574,9:42:00,9:42:00,L00143,3,Bellano - stazione f.s.,0,0,2.343
A2013327-0089-51574,9:44:00,9:44:00,L00949,4,Bellano - stazione f.s.,0,0,3.037
A2013327-0089-51574,10:04:00,10:04:00,L00957,5,Bellano - stazione f.s.,0,0,9.118
A2013327-0089-51574,10:08:00,10:08:00,L00461,6,Bellano - stazione f.s.,0,0,11.560
A2013327-0089-51574,10:10:00,10:10:00,L00003,7,Bellano - stazione f.s.,0,0,12.460
A2013327-0089-51574,10:12:00,10:12:00,L00460,8,Bellano - stazione f.s.,0,0,13.321
A2013327-0089-51574,10:14:00,10:14:00,L00002,9,,0,0,14.403
A2013327-0038-51575,9:40:00,9:40:00,300006,1,Premana - piazza chiesa,0,0,0.000
A2013327-0038-51575,9:45:00,9:45:00,300007,2,Premana - piazza chiesa,0,0,2.383
A2013327-0038-51575,9:47:00,9:47:00,300018,3,Premana - piazza chiesa,0,0,3.084
A2013327-0038-51575,9:49:00,9:49:00,300010,4,Premana - piazza chiesa,0,0,3.897
A2013327-0038-51575,9:51:00,9:51:00,300464,5,Premana - piazza chiesa,0,0,4.786
A2013327-0038-51575,9:52:00,9:52:00,300012,6,Premana - piazza chiesa,0,0,5.500
A2013327-0038-51575,9:53:00,9:53:00,300013,7,Premana - piazza chiesa,0,0,6.332
A2013327-0038-51575,10:00:00,10:00:00,300014,8,Premana - piazza chiesa,0,0,8.629
A2013327-0038-51575,10:02:00,10:02:00,300015,9,Premana - piazza chiesa,0,0,9.674
A2013327-0038-51575,10:07:00,10:07:00,300016,10,Premana - piazza chiesa,0,0,11.102
A2013327-0038-51575,10:11:00,10:11:00,300015,11,Premana - piazza chiesa,0,0,12.529
A2013327-0038-51575,10:13:00,10:13:00,300896,12,Premana - piazza chiesa,0,0,13.182
A2013327-0038-51575,10:15:00,10:15:00,300017,13,,0,0,13.744
A2013327-0021-51576,13:01:00,13:01:00,L00017,1,Bellano - stazione f.s.,0,0,0.000
A2013327-0021-51576,13:02:00,13:02:00,L00896,2,Bellano - stazione f.s.,0,0,0.567
A2013327-0021-51576,13:09:00,13:09:00,L00016,3,Bellano - stazione f.s.,0,0,2.486
A2013327-0021-51576,13:14:00,13:14:00,L00015,4,Bellano - stazione f.s.,0,0,3.920
A2013327-0021-51576,13:16:00,13:16:00,L00014,5,Bellano - stazione f.s.,0,0,4.958
A2013327-0021-51576,13:20:00,13:20:00,L00013,6,Bellano - stazione f.s.,0,0,7.243
A2013327-0021-51576,13:23:00,13:23:00,L00012,7,Bellano - stazione f.s.,0,0,8.097
A2013327-0021-51576,13:25:00,13:25:00,L00464,8,Bellano - stazione f.s.,0,0,8.822
A2013327-0021-51576,13:27:00,13:27:00,L00010,9,Bellano - stazione f.s.,0,0,9.706
A2013327-0021-51576,13:29:00,13:29:00,L00018,10,Bellano - stazione f.s.,0,0,10.551
A2013327-0021-51576,13:30:00,13:30:00,300948,11,Bellano - stazione f.s.,0,0,10.963
A2013327-0021-51576,13:31:00,13:31:00,300009,12,Bellano - stazione f.s.,0,0,11.637
A2013327-0021-51576,13:31:10,13:31:10,L00948,13,Bellano - stazione f.s.,0,0,12.309
A2013327-0021-51576,13:33:00,13:33:00,L00018,14,Bellano - stazione f.s.,0,0,12.721
A2013327-0021-51576,13:36:00,13:36:00,L00007,15,Bellano - stazione f.s.,0,0,13.417
A2013327-0021-51576,13:39:00,13:39:00,L00006,16,Bellano - stazione f.s.,0,0,15.815
A2013327-0021-51576,13:41:00,13:41:00,L00463,17,Bellano - stazione f.s.,0,0,16.557
A2013327-0021-51576,13:43:00,13:43:00,L00143,18,Bellano - stazione f.s.,0,0,18.158
A2013327-0021-51576,13:46:00,13:46:00,L00949,19,Bellano - stazione f.s.,0,0,18.852
A2013327-0021-51576,13:56:00,13:56:00,L00957,20,Bellano - stazione f.s.,0,0,24.933
A2013327-0021-51576,13:58:00,13:58:00,L00461,21,Bellano - stazione f.s.,0,0,27.432
A2013327-0021-51576,14:00:00,14:00:00,L00003,22,Bellano - stazione f.s.,0,0,28.274
A2013327-0021-51576,14:11:00,14:11:00,L00460,23,Bellano - stazione f.s.,0,0,29.135
A2013327-0021-51576,14:15:00,14:15:00,L00002,24,,0,0,30.236
A2013327-0010-51577,14:15:00,14:15:00,300002,1,Premana - piazza chiesa,0,0,0.000
A2013327-0010-51577,14:17:00,14:17:00,300460,2,Premana - piazza chiesa,0,0,1.122
A2013327-0010-51577,14:19:00,14:19:00,300003,3,Premana - piazza chiesa,0,0,1.963
A2013327-0010-51577,14:21:00,14:21:00,300461,4,Premana - piazza chiesa,0,0,2.848
A2013327-0010-51577,14:23:00,14:23:00,300957,5,Premana - piazza chiesa,0,0,5.308
A2013327-0010-51577,14:43:00,14:43:00,300949,6,Premana - piazza chiesa,0,0,11.395
A2013327-0010-51577,14:45:00,14:45:00,300143,7,Premana - piazza chiesa,0,0,12.118
A2013327-0010-51577,14:47:00,14:47:00,300667,8,Premana - piazza chiesa,0,0,13.639
A2013327-0010-51577,14:49:00,14:49:00,300006,9,Premana - piazza chiesa,0,0,14.355
A2013327-0010-51577,14:54:00,14:54:00,300007,10,Premana - piazza chiesa,0,0,16.738
A2013327-0010-51577,14:56:00,14:56:00,300925,11,Premana - piazza chiesa,0,0,17.430
A2013327-0010-51577,14:57:00,14:57:00,L00018,12,Premana - piazza chiesa,0,0,17.551
A2013327-0010-51577,14:58:00,14:58:00,300948,13,Premana - piazza chiesa,0,0,17.963
A2013327-0010-51577,14:59:00,14:59:00,300009,14,Premana - piazza chiesa,0,0,18.637
A2013327-0010-51577,15:00:00,15:00:00,L00948,15,Premana - piazza chiesa,0,0,19.309
A2013327-0010-51577,15:01:00,15:01:00,300018,16,Premana - piazza chiesa,0,0,19.832
A2013327-0010-51577,15:03:00,15:03:00,300010,17,Premana - piazza chiesa,0,0,20.645
A2013327-0010-51577,15:05:00,15:05:00,300464,18,Premana - piazza chiesa,0,0,21.534
A2013327-0010-51577,15:06:00,15:06:00,300012,19,Premana - piazza chiesa,0,0,22.248
A2013327-0010-51577,15:07:00,15:07:00,300013,20,Premana - piazza chiesa,0,0,23.080
A2013327-0010-51577,15:13:00,15:13:00,300014,21,Premana - piazza chiesa,0,0,25.377
A2013327-0010-51577,15:16:00,15:16:00,300015,22,Premana - piazza chiesa,0,0,26.422
A2013327-0010-51577,15:24:00,15:24:00,300016,23,Premana - piazza chiesa,0,0,27.850
A2013327-0010-51577,15:28:00,15:28:00,300015,24,Premana - piazza chiesa,0,0,29.277
A2013327-0010-51577,15:29:00,15:29:00,300896,25,Premana - piazza chiesa,0,0,29.930
A2013327-0010-51577,15:30:00,15:30:00,300017,26,,0,0,30.492
A2013327-0028-51579,16:30:00,16:30:00,300002,1,Taceno - via roma (municipio),0,0,0.000
A2013327-0028-51579,16:33:00,16:33:00,300460,2,Taceno - via roma (municipio),0,0,1.122
A2013327-0028-51579,16:36:00,16:36:00,300003,3,Taceno - via roma (municipio),0,0,1.963
A2013327-0028-51579,16:37:00,16:37:00,300461,4,Taceno - via roma (municipio),0,0,2.848
A2013327-0028-51579,17:00:00,17:00:00,300949,5,Taceno - via roma (municipio),0,0,11.371
A2013327-0028-51579,17:02:00,17:02:00,300143,6,Taceno - via roma (municipio),0,0,12.094
A2013327-0028-51579,17:04:00,17:04:00,300006,7,,0,0,14.322
A2013327-0326-51588,13:20:00,13:20:00,300952,1,Taceno - via roma (municipio),0,0,0.000
A2013327-0326-51588,13:23:00,13:23:00,300664,2,Taceno - via roma (municipio),0,0,1.216
A2013327-0326-51588,13:24:00,13:24:00,300919,3,Taceno - via roma (municipio),0,0,1.482
A2013327-0326-51588,13:24:10,13:24:10,300546,4,Taceno - via roma (municipio),0,0,2.093
A2013327-0326-51588,13:25:00,13:25:00,300547,5,Taceno - via roma (municipio),0,0,2.380
A2013327-0326-51588,13:30:00,13:30:00,300136,6,Taceno - via roma (municipio),0,0,3.164
A2013327-0326-51588,13:30:10,13:30:10,300953,7,Taceno - via roma (municipio),0,0,3.385
A2013327-0326-51588,13:32:00,13:32:00,300137,8,Taceno - via roma (municipio),0,0,4.246
A2013327-0326-51588,13:32:10,13:32:10,300549,9,Taceno - via roma (municipio),0,0,5.155
A2013327-0326-51588,13:44:00,13:44:00,300550,10,Taceno - via roma (municipio),0,0,6.924
A2013327-0326-51588,13:45:00,13:45:00,300138,11,Taceno - via roma (municipio),0,0,7.534
A2013327-0326-51588,13:47:00,13:47:00,300150,12,Taceno - via roma (municipio),0,0,8.531
A2013327-0326-51588,13:50:00,13:50:00,300115,13,Taceno - via roma (municipio),0,0,10.980
A2013327-0326-51588,13:55:00,13:55:00,300562,14,Taceno - via roma (municipio),0,0,12.776
A2013327-0326-51588,13:57:00,13:57:00,300141,15,Taceno - via roma (municipio),0,0,15.991
A2013327-0326-51588,13:58:00,13:58:00,L00565,16,Taceno - via roma (municipio),0,0,16.638
A2013327-0326-51588,14:01:00,14:01:00,300566,17,Taceno - via roma (municipio),0,0,17.980
A2013327-0326-51588,14:02:00,14:02:00,300567,18,Taceno - via roma (municipio),0,0,18.704
A2013327-0326-51588,14:02:10,14:02:10,300568,19,Taceno - via roma (municipio),0,0,19.287
A2013327-0326-51588,14:04:00,14:04:00,300569,20,Taceno - via roma (municipio),0,0,19.774
A2013327-0326-51588,14:04:10,14:04:10,300123,21,Taceno - via roma (municipio),0,0,20.596
A2013327-0326-51588,14:07:00,14:07:00,300124,22,Taceno - via roma (municipio),0,0,21.770
A2013327-0326-51588,14:09:00,14:09:00,300570,23,Taceno - via roma (municipio),0,0,22.209
A2013327-0326-51588,14:10:00,14:10:00,300144,24,Taceno - via roma (municipio),0,0,23.509
A2013327-0326-51588,14:11:00,14:11:00,300145,25,Taceno - via roma (municipio),0,0,24.067
A2013327-0326-51588,14:12:00,14:12:00,300950,26,Taceno - via roma (municipio),0,0,24.545
A2013327-0326-51588,14:12:10,14:12:10,300571,27,Taceno - via roma (municipio),0,0,24.953
A2013327-0326-51588,14:18:00,14:18:00,L00142,28,Taceno - via roma (municipio),0,0,28.878
A2013327-0326-51588,14:22:00,14:22:00,300949,29,Taceno - via roma (municipio),0,0,32.871
A2013327-0326-51588,14:23:00,14:23:00,300143,30,Taceno - via roma (municipio),0,0,33.572
A2013327-0326-51588,14:23:10,14:23:10,300667,31,Taceno - via roma (municipio),0,0,35.093
A2013327-0326-51588,14:25:00,14:25:00,300006,32,,0,0,35.809
A2013327-0274-51589,8:00:00,8:00:00,300952,1,Barzio - bar garden,0,0,0.000
A2013327-0274-51589,8:02:00,8:02:00,300664,2,Barzio - bar garden,0,0,1.216
A2013327-0274-51589,8:02:10,8:02:10,300919,3,Barzio - bar garden,0,0,1.482
A2013327-0274-51589,8:03:00,8:03:00,300546,4,Barzio - bar garden,0,0,2.093
A2013327-0274-51589,8:04:00,8:04:00,300547,5,Barzio - bar garden,0,0,2.380
A2013327-0274-51589,8:05:00,8:05:00,300136,6,Barzio - bar garden,0,0,3.164
A2013327-0274-51589,8:05:10,8:05:10,300953,7,Barzio - bar garden,0,0,3.385
A2013327-0274-51589,8:07:00,8:07:00,300137,8,Barzio - bar garden,0,0,4.246
A2013327-0274-51589,8:07:10,8:07:10,300549,9,Barzio - bar garden,0,0,5.155
A2013327-0274-51589,8:19:00,8:19:00,300550,10,Barzio - bar garden,0,0,6.924
A2013327-0274-51589,8:20:00,8:20:00,300138,11,Barzio - bar garden,0,0,7.534
A2013327-0274-51589,8:22:00,8:22:00,300150,12,Barzio - bar garden,0,0,8.531
A2013327-0274-51589,8:25:00,8:25:00,300115,13,Barzio - bar garden,0,0,10.980
A2013327-0274-51589,8:27:00,8:27:00,300555,14,Barzio - bar garden,0,0,11.987
A2013327-0274-51589,8:30:00,8:30:00,300556,15,Barzio - bar garden,0,0,13.108
A2013327-0274-51589,8:31:00,8:31:00,300557,16,Barzio - bar garden,0,0,13.706
A2013327-0274-51589,8:35:00,8:35:00,300666,17,Barzio - bar garden,0,0,14.732
A2013327-0274-51589,8:36:00,8:36:00,300558,18,Barzio - bar garden,0,0,15.411
A2013327-0274-51589,8:38:00,8:38:00,300118,19,,0,0,16.060
A2013327-0102-51590,13:20:00,13:20:00,300952,1,Taceno - via roma (municipio),0,0,0.000
A2013327-0102-51590,13:27:00,13:27:00,300664,2,Taceno - via roma (municipio),0,0,1.216
A2013327-0102-51590,13:27:10,13:27:10,300919,3,Taceno - via roma (municipio),0,0,1.482
A2013327-0102-51590,13:28:00,13:28:00,300546,4,Taceno - via roma (municipio),0,0,2.093
A2013327-0102-51590,13:29:00,13:29:00,300547,5,Taceno - via roma (municipio),0,0,2.380
A2013327-0102-51590,13:30:00,13:30:00,300136,6,Taceno - via roma (municipio),0,0,3.164
A2013327-0102-51590,13:30:10,13:30:10,300953,7,Taceno - via roma (municipio),0,0,3.385
A2013327-0102-51590,13:32:00,13:32:00,300137,8,Taceno - via roma (municipio),0,0,4.246
A2013327-0102-51590,13:32:10,13:32:10,300549,9,Taceno - via roma (municipio),0,0,5.155
A2013327-0102-51590,13:44:00,13:44:00,300550,10,Taceno - via roma (municipio),0,0,6.924
A2013327-0102-51590,13:45:00,13:45:00,300138,11,Taceno - via roma (municipio),0,0,7.534
A2013327-0102-51590,13:47:00,13:47:00,300223,12,Taceno - via roma (municipio),0,0,8.545
A2013327-0102-51590,13:47:10,13:47:10,300554,13,Taceno - via roma (municipio),0,0,8.873
A2013327-0102-51590,13:50:00,13:50:00,300115,14,Taceno - via roma (municipio),0,0,11.139
A2013327-0102-51590,13:52:00,13:52:00,300555,15,Taceno - via roma (municipio),0,0,12.146
A2013327-0102-51590,13:55:00,13:55:00,300556,16,Taceno - via roma (municipio),0,0,13.267
A2013327-0102-51590,13:56:00,13:56:00,300557,17,Taceno - via roma (municipio),0,0,13.866
A2013327-0102-51590,14:00:00,14:00:00,300666,18,Taceno - via roma (municipio),0,0,14.892
A2013327-0102-51590,14:01:00,14:01:00,300558,19,Taceno - via roma (municipio),0,0,15.571
A2013327-0102-51590,14:03:00,14:03:00,300118,20,Taceno - via roma (municipio),0,0,16.219
A2013327-0102-51590,14:04:00,14:04:00,300559,21,Taceno - via roma (municipio),0,0,16.626
A2013327-0102-51590,14:10:00,14:10:00,300562,22,Taceno - via roma (municipio),0,0,18.769
A2013327-0102-51590,14:11:00,14:11:00,300563,23,Taceno - via roma (municipio),0,0,20.009
A2013327-0102-51590,14:12:00,14:12:00,300121,24,Taceno - via roma (municipio),0,0,20.662
A2013327-0102-51590,14:12:10,14:12:10,300564,25,Taceno - via roma (municipio),0,0,21.334
A2013327-0102-51590,14:13:00,14:13:00,300229,26,Taceno - via roma (municipio),0,0,21.777
A2013327-0102-51590,14:14:00,14:14:00,300141,27,Taceno - via roma (municipio),0,0,22.147
A2013327-0102-51590,14:17:00,14:17:00,L00565,28,Taceno - via roma (municipio),0,0,22.794
A2013327-0102-51590,14:18:00,14:18:00,300566,29,Taceno - via roma (municipio),0,0,24.136
A2013327-0102-51590,14:19:00,14:19:00,300567,30,Taceno - via roma (municipio),0,0,24.860
A2013327-0102-51590,14:19:10,14:19:10,300568,31,Taceno - via roma (municipio),0,0,25.443
A2013327-0102-51590,14:21:00,14:21:00,300569,32,Taceno - via roma (municipio),0,0,25.930
A2013327-0102-51590,14:22:00,14:22:00,300123,33,Taceno - via roma (municipio),0,0,26.752
A2013327-0102-51590,14:25:00,14:25:00,300124,34,Taceno - via roma (municipio),0,0,27.926
A2013327-0102-51590,14:26:00,14:26:00,300570,35,Taceno - via roma (municipio),0,0,28.365
A2013327-0102-51590,14:27:00,14:27:00,300144,36,Taceno - via roma (municipio),0,0,29.665
A2013327-0102-51590,14:28:00,14:28:00,300145,37,Taceno - via roma (municipio),0,0,30.223
