service_id,date,exception_type
000AF-2.2026010120260608000002,20260206,1
000AFER52026010120260608000002,20260206,1
000AFER62026010120260608000002,20260206,1
000IF6IL2026010120260608000002,20260206,1
000IFER52026010120260608000002,20260206,1
000IFER62026010120260608000002,20260206,1
000S00F52026010120260608000002,20260206,1
000SF-1.2026010120260608000002,20260206,1
000SF1352026010120260608000002,20260206,1
000SFER52026010120260608000002,20260206,1
000SFER62026010120260608000002,20260206,1
000SFVEN2026010120260608000002,20260206,1
00A7F5NR2026010120260608000002,20260206,1
00A7F6NR2026010120260608000002,20260206,1
00A8F5NA2026010120260608000002,20260206,1
00A8F6LC2026010120260608000002,20260206,1
00A8F6NA2026010120260608000002,20260206,1
0O-4FER52026010120260608000002,20260206,1
000AF-2.2026010120260608000002,20260207,1
000AFER62026010120260608000002,20260207,1
000IF6IL2026010120260608000002,20260207,1
000IFER62026010120260608000002,20260207,1
000IFSAB2026010120260608000002,20260207,1
000SF-1.2026010120260608000002,20260207,1
000SF2462026010120260608000002,20260207,1
000SFER62026010120260608000002,20260207,1
000SFSAB2026010120260608000002,20260207,1
00A7F6NR2026010120260608000002,20260207,1
00A8F6LC2026010120260608000002,20260207,1
00A8F6NA2026010120260608000002,20260207,1
000AFEST2026010120260608000002,20260208,1
000IFEST2026010120260608000002,20260208,1
000AF-2.2026010120260608000002,20260209,1
000AFER52026010120260608000002,20260209,1
000AFER62026010120260608000002,20260209,1
000IF6IL2026010120260608000002,20260209,1
000IFER52026010120260608000002,20260209,1
000IFER62026010120260608000002,20260209,1
000SF1352026010120260608000002,20260209,1
000SFER52026010120260608000002,20260209,1
000SFER62026010120260608000002,20260209,1
000SFLUN2026010120260608000002,20260209,1
00A7F5NR2026010120260608000002,20260209,1
00A7F6NR2026010120260608000002,20260209,1
00A8F5NA2026010120260608000002,20260209,1
00A8F6LC2026010120260608000002,20260209,1
00A8F6NA2026010120260608000002,20260209,1
0O-4FER52026010120260608000002,20260209,1
000AFER52026010120260608000002,20260210,1
000AFER62026010120260608000002,20260210,1
000AFMAR2026010120260608000002,20260210,1
000IF6IL2026010120260608000002,20260210,1
000IFER52026010120260608000002,20260210,1
000IFER62026010120260608000002,20260210,1
000SF-1.2026010120260608000002,20260210,1
000SF24.2026010120260608000002,20260210,1
000SF2462026010120260608000002,20260210,1
000SFER52026010120260608000002,20260210,1
000SFER62026010120260608000002,20260210,1
00A7F5NR2026010120260608000002,20260210,1
00A7F6NR2026010120260608000002,20260210,1
00A8F5NA2026010120260608000002,20260210,1
00A8F6LC2026010120260608000002,20260210,1
00A8F6NA2026010120260608000002,20260210,1
0O-4FER52026010120260608000002,20260210,1
000AF-2.2026010120260608000002,20260211,1
000AFER52026010120260608000002,20260211,1
000AFER62026010120260608000002,20260211,1
000IF6IL2026010120260608000002,20260211,1
000IFER52026010120260608000002,20260211,1
000IFER62026010120260608000002,20260211,1
000SF-1.2026010120260608000002,20260211,1
000SF1352026010120260608000002,20260211,1
000SFER52026010120260608000002,20260211,1
000SFER62026010120260608000002,20260211,1
00A7F5NR2026010120260608000002,20260211,1
00A7F6NR2026010120260608000002,20260211,1
00A8F5NA2026010120260608000002,20260211,1
00A8F6LC2026010120260608000002,20260211,1
00A8F6NA2026010120260608000002,20260211,1
0O-4FER52026010120260608000002,20260211,1
000AF-2.2026010120260608000002,20260212,1
000AFER52026010120260608000002,20260212,1
000AFER62026010120260608000002,20260212,1
000IF6IL2026010120260608000002,20260212,1
000IFER52026010120260608000002,20260212,1
000IFER62026010120260608000002,20260212,1
000SF-1.2026010120260608000002,20260212,1
000SF24.2026010120260608000002,20260212,1
000SF2462026010120260608000002,20260212,1
000SFER52026010120260608000002,20260212,1
000SFER62026010120260608000002,20260212,1
000SFGIO2026010120260608000002,20260212,1
00A7F5NR2026010120260608000002,20260212,1
00A7F6NR2026010120260608000002,20260212,1
00A8F5NA2026010120260608000002,20260212,1
00A8F6LC2026010120260608000002,20260212,1
00A8F6NA2026010120260608000002,20260212,1
0O-4FER52026010120260608000002,20260212,1
000AF-2.2026010120260608000002,20260213,1
000AFER52026010120260608000002,20260213,1
000AFER62026010120260608000002,20260213,1
000IF6IL2026010120260608000002,20260213,1
000IFER52026010120260608000002,20260213,1
000IFER62026010120260608000002,20260213,1
000S00F52026010120260608000002,20260213,1
000SF-1.2026010120260608000002,20260213,1
000SF1352026010120260608000002,20260213,1
000SFER52026010120260608000002,20260213,1
000SFER62026010120260608000002,20260213,1
000SFVEN2026010120260608000002,20260213,1
00A7F5NR2026010120260608000002,20260213,1
00A7F6NR2026010120260608000002,20260213,1
00A8F5NA2026010120260608000002,20260213,1
00A8F6LC2026010120260608000002,20260213,1
00A8F6NA2026010120260608000002,20260213,1
0O-4FER52026010120260608000002,20260213,1
000AF-2.2026010120260608000002,20260214,1
000AFER62026010120260608000002,20260214,1
000IF6IL2026010120260608000002,20260214,1
000IFER62026010120260608000002,20260214,1
000IFSAB2026010120260608000002,20260214,1
000SF-1.2026010120260608000002,20260214,1
000SF2462026010120260608000002,20260214,1
000SFER62026010120260608000002,20260214,1
000SFSAB2026010120260608000002,20260214,1
00A7F6NR2026010120260608000002,20260214,1
00A8F6LC2026010120260608000002,20260214,1
00A8F6NA2026010120260608000002,20260214,1
000AFEST2026010120260608000002,20260215,1
000IFEST2026010120260608000002,20260215,1
000AF-2.2026010120260608000002,20260216,1
000AFER52026010120260608000002,20260216,1
000AFER62026010120260608000002,20260216,1
000IF6IL2026010120260608000002,20260216,1
000IFER52026010120260608000002,20260216,1
000IFER62026010120260608000002,20260216,1
00A7F5NR2026010120260608000002,20260216,1
00A7F6NR2026010120260608000002,20260216,1
00A8F5NA2026010120260608000002,20260216,1
00A8F6LC2026010120260608000002,20260216,1
00A8F6NA2026010120260608000002,20260216,1
00VIFER52026010120260608000002,20260216,1
00VIFER62026010120260608000002,20260216,1
00VSF5NR2026010120260608000002,20260216,1
00VSFER52026010120260608000002,20260216,1
00VSFER62026010120260608000002,20260216,1
0O-4FER52026010120260608000002,20260216,1
VS-4FER62026010120260608000002,20260216,1
000AFER52026010120260608000002,20260217,1
000AFER62026010120260608000002,20260217,1
000AFMAR2026010120260608000002,20260217,1
000IF6IL2026010120260608000002,20260217,1
000IFER52026010120260608000002,20260217,1
000IFER62026010120260608000002,20260217,1
00A7F5NR2026010120260608000002,20260217,1
00A7F6NR2026010120260608000002,20260217,1
00A8F5NA2026010120260608000002,20260217,1
00A8F6LC2026010120260608000002,20260217,1
00A8F6NA2026010120260608000002,20260217,1
00VIFER52026010120260608000002,20260217,1
00VIFER62026010120260608000002,20260217,1
00VSF5NR2026010120260608000002,20260217,1
00VSFER52026010120260608000002,20260217,1
00VSFER62026010120260608000002,20260217,1
0O-4FER52026010120260608000002,20260217,1
VS-4FER62026010120260608000002,20260217,1
000AF-2.2026010120260608000002,20260218,1
000AFER52026010120260608000002,20260218,1
000AFER62026010120260608000002,20260218,1
000IF6IL2026010120260608000002,20260218,1
000IFER52026010120260608000002,20260218,1
000IFER62026010120260608000002,20260218,1
000SF-1.2026010120260608000002,20260218,1
000SF1352026010120260608000002,20260218,1
000SFER52026010120260608000002,20260218,1
000SFER62026010120260608000002,20260218,1
00A7F5NR2026010120260608000002,20260218,1
00A7F6NR2026010120260608000002,20260218,1
00A8F5NA2026010120260608000002,20260218,1
00A8F6LC2026010120260608000002,20260218,1
00A8F6NA2026010120260608000002,20260218,1
0O-4FER52026010120260608000002,20260218,1
000AF-2.2026010120260608000002,20260219,1
000AFER52026010120260608000002,20260219,1
000AFER62026010120260608000002,20260219,1
000IF6IL2026010120260608000002,20260219,1
000IFER52026010120260608000002,20260219,1
000IFER62026010120260608000002,20260219,1
000SF-1.2026010120260608000002,20260219,1
000SF24.2026010120260608000002,20260219,1
000SF2462026010120260608000002,20260219,1
000SFER52026010120260608000002,20260219,1
000SFER62026010120260608000002,20260219,1
000SFGIO2026010120260608000002,20260219,1
00A7F5NR2026010120260608000002,20260219,1
00A7F6NR2026010120260608000002,20260219,1
00A8F5NA2026010120260608000002,20260219,1
