scenario_id,topology_family,seed_name,public_route_count,optional_extension_count,public_explicit_anchor_count,extension_explicit_anchor_count,public_intercepted_anchor_count,extension_intercepted_anchor_count,public_intercepted_existing_stop_count,public_intercepted_proposed_stop_count,extension_intercepted_existing_stop_count,extension_intercepted_proposed_stop_count,public_leg_count,public_distance_km,public_runtime_min,public_resolved_leg_count,public_quantified_leg_count,public_unknown_leg_count,public_resolved_distance_km,public_quantified_distance_km,public_unknown_distance_km,extension_leg_count,extension_distance_km,extension_runtime_min,extension_resolved_leg_count,extension_quantified_leg_count,extension_unknown_leg_count,extension_resolved_distance_km,extension_quantified_distance_km,extension_unknown_distance_km
P2_e46505fb971951ec,blank_slate,,1,0,4,0,14,0,4,9,0,0,4,14.527585758999999,28.126795473999998,0,4,0,0.0,14.527585758999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4712611cc1bf26f,blank_slate,,1,0,4,0,9,0,0,8,0,0,4,9.955389473,24.051540679000002,0,4,0,0.0,9.955389473,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e475fbb104900972,blank_slate,,1,0,5,0,17,0,11,5,0,0,5,20.294276189999998,38.921439938,0,5,0,0.0,20.294276189999998,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e47a59eff1626fe9,blank_slate,,1,0,4,0,17,0,8,8,0,0,4,31.064585014,63.295704108,0,4,0,0.0,31.064585014,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e48251a2d1ae26d5,blank_slate,,1,0,3,0,9,0,7,1,0,0,3,8.839517725,16.49073968,0,3,0,0.0,8.839517725,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e485dcfc42cc701b,blank_slate,,1,0,3,0,15,0,5,9,0,0,3,12.581320998999999,25.097317044999997,0,3,0,0.0,12.581320998999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e48891facaf36400,blank_slate,,1,0,4,0,15,0,7,7,0,0,4,14.371901960999999,31.579254063999997,0,4,0,0.0,14.371901960999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e48afdbee83baeb4,blank_slate,,1,0,5,0,7,0,1,5,0,0,5,12.179409236,24.976940306999996,0,5,0,0.0,12.179409236,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e49350a9ef429919,blank_slate,,1,0,4,0,20,0,7,12,0,0,4,17.570738993,36.438780139,0,4,0,0.0,17.570738993,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e49770f694595228,blank_slate,,1,0,3,0,7,0,2,4,0,0,3,12.577699954,27.455119236999998,0,3,0,0.0,12.577699954,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e49923a8f3321070,blank_slate,,1,0,3,0,11,0,5,5,0,0,3,12.767455986,24.615599041,0,3,0,0.0,12.767455986,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e49f4d912c1a6cdc,blank_slate,,1,0,5,0,31,0,10,20,0,0,5,40.276316171,83.94649820699999,0,3,2,0.0,21.855741689,18.420574482,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e49fb506a5376d02,blank_slate,,1,0,3,0,5,0,2,2,0,0,3,6.663832408,14.689524557999999,0,3,0,0.0,6.663832408,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4a0959afdfd1bd5,blank_slate,,1,0,3,0,10,0,5,4,0,0,3,10.842978000999999,23.314282968,0,3,0,0.0,10.842978000999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4a1b7a31e0146d0,blank_slate,,1,0,5,0,12,0,1,10,0,0,5,13.827664601999999,30.150930745,0,5,0,0.0,13.827664601999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4a983826b60fcac,blank_slate,,1,0,5,0,17,0,5,11,0,0,5,17.428867762000003,36.878684805,0,5,0,0.0,17.428867762000003,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4b54510c67e5581,blank_slate,,1,0,3,0,16,0,8,7,0,0,3,17.277591014,33.130509405,0,3,0,0.0,17.277591014,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4b66118c8c9dd8d,blank_slate,,1,0,3,0,6,0,1,4,0,0,3,11.828743218000001,23.99141372,0,3,0,0.0,11.828743218000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4b6a2d369b9ae57,blank_slate,,1,0,5,0,11,0,4,6,0,0,5,9.944536086000001,21.441192527,0,5,0,0.0,9.944536086000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4b6e2354e36eaad,blank_slate,,1,0,5,0,18,0,6,11,0,0,5,28.74291231,52.089726911,0,3,2,0.0,18.817811245,9.925101065,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4ce4dd7fff1a2b5,blank_slate,,1,0,5,0,14,0,7,6,0,0,5,24.516796897,46.348526118,0,5,0,0.0,24.516796897,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4d264ad53a7f891,blank_slate,,1,0,3,0,14,0,8,5,0,0,3,14.853751677000002,24.992807682,0,3,0,0.0,14.853751677000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4ddb1803eefa0d7,blank_slate,,1,0,5,0,17,0,9,7,0,0,5,18.220865389,36.024311733999994,0,5,0,0.0,18.220865389,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4de1165941deb31,blank_slate,,1,0,4,0,13,0,5,7,0,0,4,26.310651182,48.230555968,0,4,0,0.0,26.310651182,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4e5199660357529,blank_slate,,1,0,3,0,8,0,4,3,0,0,3,13.439810286,28.878205073,0,3,0,0.0,13.439810286,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4e5ce96068fe7ea,blank_slate,,1,0,5,0,11,0,3,7,0,0,5,25.343739898,53.685367768,0,5,0,0.0,25.343739898,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4e8fec69b230971,blank_slate,,1,0,5,0,19,0,14,4,0,0,5,22.986868793000003,45.874992792,0,5,0,0.0,22.986868793000003,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4f1acd46f06560c,blank_slate,,1,0,4,0,14,0,5,8,0,0,4,15.894474016,36.276805538999994,0,4,0,0.0,15.894474016,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e4f8d311c7b9bf48,blank_slate,,1,0,4,0,12,0,5,6,0,0,4,18.777739975,39.462248023,0,4,0,0.0,18.777739975,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e50bbbf3003efea5,blank_slate,,1,0,3,0,11,0,6,4,0,0,3,23.76419171,39.492244527000004,0,3,0,0.0,23.76419171,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e512ebc951fd4bf8,blank_slate,,1,0,5,0,21,0,10,10,0,0,5,31.285833432,56.96583858700001,0,5,0,0.0,31.285833432,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5163a6a31cb5e2c,blank_slate,,1,0,3,0,8,0,1,6,0,0,3,8.23204923,16.649520748,0,3,0,0.0,8.23204923,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e516f6568ced6eaa,blank_slate,,1,0,3,0,16,0,10,5,0,0,3,9.159074222,19.444379708,0,3,0,0.0,9.159074222,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e51db34ef77281ba,blank_slate,,1,0,4,0,23,0,10,12,0,0,4,23.153711007,47.251226633,0,4,0,0.0,23.153711007,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5235ddec8701b97,blank_slate,,1,0,5,0,15,0,4,10,0,0,5,20.838381768999998,42.799365858,0,5,0,0.0,20.838381768999998,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e526641e2b8b3865,blank_slate,,1,0,4,0,10,0,5,4,0,0,4,9.736928189,20.103370563,0,4,0,0.0,9.736928189,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e52e65049956ef19,blank_slate,,1,0,3,0,15,0,8,6,0,0,3,16.887070591,31.679507261,0,3,0,0.0,16.887070591,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e52f2ebec50c52bd,blank_slate,,1,0,4,0,11,0,4,6,0,0,4,8.571324884,17.892699018000002,0,4,0,0.0,8.571324884,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e52f8243c8a8123d,blank_slate,,1,0,3,0,5,0,2,2,0,0,3,4.941694112,10.330255783,0,3,0,0.0,4.941694112,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5382adedbab342a,blank_slate,,1,0,4,0,8,0,2,5,0,0,4,9.989554802999999,23.539941619,0,4,0,0.0,9.989554802999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5414b61c536e2d9,blank_slate,,1,0,4,0,13,0,10,2,0,0,4,13.845543371,25.906822553,0,4,0,0.0,13.845543371,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e542232eb69dca25,blank_slate,,1,0,4,0,21,0,9,11,0,0,4,22.077511389,41.921100364999994,0,4,0,0.0,22.077511389,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e542a3cad1b96ea2,blank_slate,,1,0,5,0,11,0,3,7,0,0,5,27.764911917,58.375880856,0,5,0,0.0,27.764911917,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e556b3d86337ad6d,blank_slate,,1,0,5,0,18,0,9,8,0,0,5,36.730131678999996,63.03933328000001,0,5,0,0.0,36.730131678999996,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e55818e669818408,blank_slate,,1,0,5,0,20,0,5,14,0,0,5,23.326550142000002,51.862151783,0,5,0,0.0,23.326550142000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e55c7d02d91fc3f0,blank_slate,,1,0,5,0,16,0,9,6,0,0,5,20.411363864,37.634747745,0,5,0,0.0,20.411363864,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e55f7abab980cf99,blank_slate,,1,0,4,0,13,0,6,6,0,0,4,20.311298534,42.714117092,0,4,0,0.0,20.311298534,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e56003cf3083fd1e,blank_slate,,1,0,5,0,16,0,6,9,0,0,5,21.912836742000003,45.333149198,0,4,1,0.0,19.355546179999997,2.557290562,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e56de58f8f17b336,blank_slate,,1,0,5,0,14,0,10,3,0,0,5,12.809855907,23.963912970000003,0,5,0,0.0,12.809855907,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e57d044e60762e33,blank_slate,,1,0,4,0,22,0,10,11,0,0,4,27.891922021,49.711896231,0,4,0,0.0,27.891922021,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e57df2d61bc1f91b,blank_slate,,1,0,5,0,12,0,5,6,0,0,5,15.984794170999999,33.032555396,0,5,0,0.0,15.984794170999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5811cecf5595815,blank_slate,,1,0,3,0,13,0,6,6,0,0,3,11.095888999,20.93583446,0,3,0,0.0,11.095888999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e586967ee8f33010,blank_slate,,1,0,5,0,12,0,4,7,0,0,5,18.467904057,40.445520894,0,5,0,0.0,18.467904057,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e590f4e8c5508ceb,blank_slate,,1,0,5,0,12,0,3,8,0,0,5,13.052329107,28.421444517999998,0,5,0,0.0,13.052329107,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5951a726b7d12f0,blank_slate,,1,0,4,0,18,0,10,7,0,0,4,23.295792563,42.284835713999996,0,4,0,0.0,23.295792563,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e596e159e736d5ac,blank_slate,,1,0,5,0,18,0,9,8,0,0,5,20.286156906000002,37.922766538,0,5,0,0.0,20.286156906000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e59c5dc7667efab8,blank_slate,,1,0,5,0,20,0,8,11,0,0,5,17.893857973000003,32.644215273,0,5,0,0.0,17.893857973000003,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e59ff6a2cde2dd93,blank_slate,,1,0,3,0,9,0,7,1,0,0,3,11.439866809000002,18.817918287,0,3,0,0.0,11.439866809000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5b6335ebf96fde7,blank_slate,,1,0,5,0,18,0,9,8,0,0,5,27.852787169,50.08559471800001,0,5,0,0.0,27.852787169,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5c36ee38239fbc3,blank_slate,,1,0,5,0,21,0,8,12,0,0,5,26.594738554000003,53.848087287999995,0,5,0,0.0,26.594738554000003,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5dbd2d49c038ead,blank_slate,,1,0,3,0,12,0,8,3,0,0,3,15.194619653,25.703918930999997,0,3,0,0.0,15.194619653,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5e987bda0462229,blank_slate,,1,0,5,0,17,0,7,9,0,0,5,23.086468832999998,48.224734962,0,5,0,0.0,23.086468832999998,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5eaa32615e51394,blank_slate,,1,0,5,0,10,0,3,6,0,0,5,12.433190605,25.457446029999996,0,4,1,0.0,10.747758515000001,1.68543209,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e5fd4052aa286df6,blank_slate,,1,0,4,0,14,0,5,8,0,0,4,11.522708663999998,21.794021641,0,4,0,0.0,11.522708663999998,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e605a4fe6d97e34f,blank_slate,,1,0,5,0,22,0,11,10,0,0,5,24.855087658,44.908760212000004,0,5,0,0.0,24.855087658,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6064ecc44e4c6fb,blank_slate,,1,0,3,0,12,0,5,6,0,0,3,12.927169181,24.645565599,0,3,0,0.0,12.927169181,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e60b2cef64a9f9f9,blank_slate,,1,0,4,0,17,0,7,9,0,0,4,16.295445654,35.960354781,0,4,0,0.0,16.295445654,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e60d428b49b66892,blank_slate,,1,0,4,0,11,0,5,5,0,0,4,12.823803929,28.860118893000003,0,4,0,0.0,12.823803929,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e60e3f6eea73283d,blank_slate,,1,0,3,0,5,0,0,4,0,0,3,5.6098885769999995,14.375655836,0,3,0,0.0,5.6098885769999995,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e60ebe223fa662af,blank_slate,,1,0,4,0,11,0,1,9,0,0,4,16.346173341,39.250739298,0,4,0,0.0,16.346173341,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e62088dff555299d,blank_slate,,1,0,3,0,6,0,1,4,0,0,3,9.967075241,21.091563459,0,3,0,0.0,9.967075241,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e62237f223d136b2,blank_slate,,1,0,3,0,5,0,1,3,0,0,3,5.047983397000001,11.566569166999999,0,3,0,0.0,5.047983397000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e623c5e0099a8aaf,blank_slate,,1,0,3,0,13,0,7,5,0,0,3,14.641023803000001,28.620030721,0,3,0,0.0,14.641023803000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e63278a0066a649c,blank_slate,,1,0,4,0,16,0,4,11,0,0,4,16.69123875,35.494213874,0,4,0,0.0,16.69123875,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e637fe83d3aa9812,blank_slate,,1,0,3,0,6,0,2,3,0,0,3,11.193758943999999,23.660320193,0,3,0,0.0,11.193758943999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e63ca937e2498bbf,blank_slate,,1,0,3,0,6,0,2,3,0,0,3,9.954409952,22.486514650999997,0,3,0,0.0,9.954409952,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e63d679ae6989cf6,blank_slate,,1,0,5,0,21,0,12,8,0,0,5,21.422725164,39.257794665,0,5,0,0.0,21.422725164,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e63fbea93879090e,blank_slate,,1,0,4,0,22,0,5,16,0,0,4,14.274164301999999,32.310949699999995,0,4,0,0.0,14.274164301999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e640591a89157b59,blank_slate,,1,0,4,0,13,0,4,8,0,0,4,15.733908414,35.159343527,0,4,0,0.0,15.733908414,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6406148833ace14,blank_slate,,1,0,5,0,18,0,5,12,0,0,5,19.438079336,40.06081542,0,5,0,0.0,19.438079336,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e644b2a728a938c7,blank_slate,,1,0,5,0,15,0,7,7,0,0,5,25.989341154999998,48.756096614,0,5,0,0.0,25.989341154999998,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e64ae91687cd3097,blank_slate,,1,0,3,0,7,0,3,3,0,0,3,15.360180786,30.538576481,0,3,0,0.0,15.360180786,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e64aedde7d6aebc7,blank_slate,,1,0,3,0,10,0,2,7,0,0,3,12.602433319000001,28.122248045,0,3,0,0.0,12.602433319000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e654bdaec42eb9e6,blank_slate,,1,0,3,0,7,0,4,2,0,0,3,11.118155105,20.186517319,0,3,0,0.0,11.118155105,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e655abe531364cf3,blank_slate,,1,0,5,0,15,0,9,5,0,0,5,29.765574829,58.423300157,0,5,0,0.0,29.765574829,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e65e348e13369ede,blank_slate,,1,0,5,0,18,0,9,8,0,0,5,21.473400114999997,42.724605673,0,5,0,0.0,21.473400114999997,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e663797ae0ec016b,blank_slate,,1,0,5,0,20,0,13,6,0,0,5,40.043245575,67.70720660500001,0,5,0,0.0,40.043245575,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e666d46e982112a1,blank_slate,,1,0,4,0,13,0,6,6,0,0,4,13.015545501,27.581754484,0,4,0,0.0,13.015545501,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6672e7871ff79ee,blank_slate,,1,0,4,0,13,0,5,7,0,0,4,16.315122573,28.688620831999998,0,4,0,0.0,16.315122573,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6676d208e7292ad,blank_slate,,1,0,3,0,6,0,1,4,0,0,3,7.997885974000001,17.559034424,0,3,0,0.0,7.997885974000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e670a8e2eeb68dd4,blank_slate,,1,0,4,0,16,0,8,7,0,0,4,16.283342557,30.997752124999998,0,4,0,0.0,16.283342557,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6732a6bd4bff795,blank_slate,,1,0,5,0,21,0,12,8,0,0,5,22.511683811,43.68494144500001,0,5,0,0.0,22.511683811,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e674d02c0e178526,blank_slate,,1,0,4,0,13,0,4,8,0,0,4,15.892684898999999,33.681885052000005,0,4,0,0.0,15.892684898999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e67c7dc41a093dc1,blank_slate,,1,0,4,0,16,0,8,7,0,0,4,21.389655716,39.812507349,0,4,0,0.0,21.389655716,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e67ca174fe75a526,blank_slate,,1,0,5,0,15,0,7,7,0,0,5,13.404685376,26.827589576999998,0,5,0,0.0,13.404685376,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e68db9f4569d25b3,blank_slate,,1,0,3,0,12,0,9,2,0,0,3,15.733344939999999,25.826668451,0,3,0,0.0,15.733344939999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e69aec9c056ff19d,blank_slate,,1,0,3,0,4,0,2,1,0,0,3,3.690261823,9.734222883000001,0,3,0,0.0,3.690261823,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e69caba068cc5755,blank_slate,,1,0,5,0,10,0,3,6,0,0,5,14.627221964,30.618799429,0,5,0,0.0,14.627221964,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6a1836129f7242b,blank_slate,,1,0,3,0,9,0,4,4,0,0,3,10.30234923,21.279283817,0,3,0,0.0,10.30234923,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6a64eabac46e36c,blank_slate,,1,0,3,0,14,0,1,12,0,0,3,9.969107505,22.629791845,0,3,0,0.0,9.969107505,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6ae86425edf09f9,blank_slate,,1,0,5,0,10,0,4,5,0,0,5,10.792880077,24.463155911,0,3,2,0.0,6.272987335,4.519892742,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6b1ed82ffd12330,blank_slate,,1,0,5,0,17,0,9,7,0,0,5,27.457006338999996,49.027800483,0,5,0,0.0,27.457006338999996,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6b399afb6ee309a,blank_slate,,1,0,5,0,13,0,2,10,0,0,5,18.197386366,37.281036164999996,0,5,0,0.0,18.197386366,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6b6b07e254793ce,blank_slate,,1,0,4,0,16,0,11,4,0,0,4,17.489774781,30.251834137000003,0,3,1,0.0,15.257187641,2.23258714,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6bd8dbb3fd7d7db,blank_slate,,1,0,5,0,17,0,12,4,0,0,5,19.279785948,35.758423517,0,5,0,0.0,19.279785948,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6c09b1e0dc07d37,blank_slate,,1,0,5,0,14,0,5,8,0,0,5,28.860911956000002,52.154462681,0,5,0,0.0,28.860911956000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6c771d682143502,blank_slate,,1,0,3,0,4,0,1,2,0,0,3,6.718541003,12.094740633,0,3,0,0.0,6.718541003,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6d0d9f0dad6d165,blank_slate,,1,0,3,0,8,0,4,3,0,0,3,10.535377164,20.274500913,0,3,0,0.0,10.535377164,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6da2bb7dd753314,blank_slate,,1,0,3,0,12,0,2,9,0,0,3,14.585089706,31.920046657,0,3,0,0.0,14.585089706,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6daa9c15efd9189,blank_slate,,1,0,5,0,17,0,12,4,0,0,5,20.022548533,34.101675588999996,0,5,0,0.0,20.022548533,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6f484f15788a9fc,blank_slate,,1,0,3,0,3,0,1,1,0,0,3,2.570956004,6.807978093,0,3,0,0.0,2.570956004,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e6ff70d8e4328523,blank_slate,,1,0,5,0,15,0,5,9,0,0,5,27.053356676,56.5884742,0,5,0,0.0,27.053356676,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e7030c5d530a4adc,blank_slate,,1,0,3,0,13,0,7,5,0,0,3,16.068244291,31.39311824,0,3,0,0.0,16.068244291,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e70951b6d0e5e985,blank_slate,,1,0,5,0,19,0,14,4,0,0,5,18.81684559,36.212122632,0,5,0,0.0,18.81684559,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e70fda53a5a61dd1,blank_slate,,1,0,5,0,20,0,13,6,0,0,5,23.393503627,43.494914177,0,5,0,0.0,23.393503627,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e713406ef36a6e67,blank_slate,,1,0,5,0,26,0,11,14,0,0,5,30.015360594,54.30862328,0,5,0,0.0,30.015360594,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e71455c7d1876c79,blank_slate,,1,0,4,0,10,0,5,4,0,0,4,12.59006507,22.058411038,0,4,0,0.0,12.59006507,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e727ae984c2aaf93,blank_slate,,1,0,3,0,3,0,0,2,0,0,3,4.7089008670000005,10.224738512,0,1,2,0.0,0.751066609,3.957834258,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e729c330ac5a30e9,blank_slate,,1,0,5,0,14,0,4,9,0,0,5,20.684581893,42.564112773,0,5,0,0.0,20.684581893,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e7362e85a96b555d,blank_slate,,1,0,5,0,21,0,12,8,0,0,5,22.934102113,43.908208869,0,5,0,0.0,22.934102113,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e736ddcdf9a6480d,blank_slate,,1,0,3,0,6,0,3,2,0,0,3,10.550197696,20.991746163,0,3,0,0.0,10.550197696,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e73735a172ab29c9,blank_slate,,1,0,5,0,8,0,2,5,0,0,5,10.903205022,21.352054045000003,0,5,0,0.0,10.903205022,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e738a73070fb84c6,blank_slate,,1,0,4,0,13,0,6,6,0,0,4,17.55083233,33.211190499,0,2,2,0.0,13.763353941,3.787478389,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e73e372507879eac,blank_slate,,1,0,5,0,15,0,7,7,0,0,5,28.938638015000002,52.443268643,0,5,0,0.0,28.938638015000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e73fe225c70bbd38,blank_slate,,1,0,3,0,11,0,4,6,0,0,3,11.199749082,20.470101136,0,3,0,0.0,11.199749082,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e7423d8463127617,blank_slate,,1,0,5,0,19,0,3,15,0,0,5,22.631507472,48.569335439,0,3,2,0.0,12.474432937,10.157074535,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e742fb24097b0a80,blank_slate,,1,0,5,0,12,0,5,6,0,0,5,12.431815158000001,26.993614882,0,5,0,0.0,12.431815158000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e74e738bf1360db2,blank_slate,,1,0,3,0,7,0,4,2,0,0,3,5.800428939000001,12.310394905,0,3,0,0.0,5.800428939000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_e753e1a210a859a7,blank_slate,,1,0,3,0,12,0,9,2,0,0,3,16.36592257,28.097926792000003,0,3,0,0.0,16.36592257,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
