scenario_id,topology_family,seed_name,public_route_count,optional_extension_count,public_explicit_anchor_count,extension_explicit_anchor_count,public_intercepted_anchor_count,extension_intercepted_anchor_count,public_intercepted_existing_stop_count,public_intercepted_proposed_stop_count,extension_intercepted_existing_stop_count,extension_intercepted_proposed_stop_count,public_leg_count,public_distance_km,public_runtime_min,public_resolved_leg_count,public_quantified_leg_count,public_unknown_leg_count,public_resolved_distance_km,public_quantified_distance_km,public_unknown_distance_km,extension_leg_count,extension_distance_km,extension_runtime_min,extension_resolved_leg_count,extension_quantified_leg_count,extension_unknown_leg_count,extension_resolved_distance_km,extension_quantified_distance_km,extension_unknown_distance_km
P2_00002d4ae8b567e2,bidirectional_loop_pair,,2,0,5,0,14,0,5,8,0,0,10,48.965309458,92.05140974,0,10,0,0.0,48.965309458,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_000b7c0338a97408,bidirectional_loop_pair,,2,0,3,0,4,0,2,1,0,0,6,12.311237146,22.230061044000003,0,6,0,0.0,12.311237146,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_000bfda0ff51cee8,bidirectional_loop_pair,,2,0,4,0,12,0,4,7,0,0,8,29.738956855000005,66.29420698499999,0,4,4,0.0,13.241892079,16.497064776000002,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0016f46181d3be5c,bidirectional_loop_pair,,2,0,5,0,9,0,1,7,0,0,10,20.741483643,46.782412726000004,0,10,0,0.0,20.741483643,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_001a9784aebaf10c,bidirectional_loop_pair,,2,0,4,0,18,0,8,9,0,0,8,61.81753045000001,111.444523043,0,8,0,0.0,61.81753045000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_002d058f2a2cdaad,bidirectional_loop_pair,,2,0,3,0,4,0,1,2,0,0,6,11.083227204,26.026362052,0,6,0,0.0,11.083227204,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0037da486b7425b7,bidirectional_loop_pair,,2,0,4,0,18,0,12,5,0,0,8,55.908316543,97.13406368400001,0,8,0,0.0,55.908316543,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_003da3c21bb5ecbb,bidirectional_loop_pair,,2,0,3,0,11,0,1,9,0,0,6,16.189233893999997,39.490630861,0,6,0,0.0,16.189233893999997,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00509a10cef9d711,bidirectional_loop_pair,,2,0,3,0,12,0,2,9,0,0,6,23.992923764,51.40565126,0,6,0,0.0,23.992923764,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_005472796257e1d5,bidirectional_loop_pair,,2,0,3,0,12,0,6,5,0,0,6,20.654769482999995,37.575252039000006,0,6,0,0.0,20.654769482999995,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_005558c75ba85fcf,bidirectional_loop_pair,,2,0,3,0,12,0,10,1,0,0,6,23.899498756,42.063132107,0,6,0,0.0,23.899498756,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00721452bb51cbfa,bidirectional_loop_pair,,2,0,5,0,9,0,2,6,0,0,10,50.022213230999995,111.88225442699999,0,10,0,0.0,50.022213230999995,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_007bd14ee0fc1a02,bidirectional_loop_pair,,2,0,5,0,21,0,1,19,0,0,10,31.843235446,75.85345101399999,0,10,0,0.0,31.843235446,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_008048133d0b4269,bidirectional_loop_pair,,2,0,3,0,21,0,6,14,0,0,6,26.730557406,59.745892250999994,0,6,0,0.0,26.730557406,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00823a07657b7549,bidirectional_loop_pair,,2,0,5,0,15,0,4,10,0,0,10,39.252812670000004,83.84088196399999,0,10,0,0.0,39.252812670000004,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0086a494f85a3ba1,bidirectional_loop_pair,,2,0,3,0,11,0,6,4,0,0,6,21.900185860999997,39.381854589,0,6,0,0.0,21.900185860999997,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_008d1ba4661ddc8e,bidirectional_loop_pair,,2,0,3,0,15,0,10,4,0,0,6,39.950656792000004,72.383321408,0,6,0,0.0,39.950656792000004,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0096aaa77ca897d8,bidirectional_loop_pair,,2,0,4,0,24,0,10,13,0,0,8,50.329806428000005,94.15108862899999,0,8,0,0.0,50.329806428000005,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_009976eff2bdd213,bidirectional_loop_pair,,2,0,4,0,13,0,9,3,0,0,8,35.377667800000005,61.363485008,0,8,0,0.0,35.377667800000005,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_009addc9e3a34006,bidirectional_loop_pair,,2,0,5,0,15,0,5,9,0,0,10,35.733351712,70.657020615,0,10,0,0.0,35.733351712,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_009c9e16acaae001,bidirectional_loop_pair,,2,0,3,0,10,0,7,2,0,0,6,18.228659177,37.19994792,0,6,0,0.0,18.228659177,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00b3ccde48543cd8,bidirectional_loop_pair,,2,0,3,0,4,0,2,1,0,0,6,13.648859959,23.804605091,0,6,0,0.0,13.648859959,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00be46e9adfb1f4e,bidirectional_loop_pair,,2,0,5,0,12,0,3,8,0,0,10,25.632238119,57.32308678,0,8,2,0.0,21.820682243000004,3.811555876,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00be603a0f17ff91,bidirectional_loop_pair,,2,0,3,0,5,0,3,1,0,0,6,10.254459356000002,19.098673072,0,6,0,0.0,10.254459356000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00c041d3b918cedd,bidirectional_loop_pair,,2,0,4,0,13,0,7,5,0,0,8,28.285883089000002,56.271981995999994,0,8,0,0.0,28.285883089000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00c3fe9f5519efe9,bidirectional_loop_pair,,2,0,3,0,7,0,4,2,0,0,6,15.366428951000001,28.887931701,0,6,0,0.0,15.366428951000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00cd8a3e45a1dc09,bidirectional_loop_pair,,2,0,4,0,8,0,4,3,0,0,8,15.077349964000001,32.083940645000006,0,8,0,0.0,15.077349964000001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00d297722df73d9b,bidirectional_loop_pair,,2,0,3,0,8,0,3,4,0,0,6,22.043515891,48.470934445000005,0,6,0,0.0,22.043515891,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00d3295bb6079414,bidirectional_loop_pair,,2,0,3,0,5,0,3,1,0,0,6,11.079385561999999,21.502364173,0,6,0,0.0,11.079385561999999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00d547f2dbee23f9,bidirectional_loop_pair,,2,0,5,0,30,0,9,20,0,0,10,50.620942269000004,108.751584128,0,6,4,0.0,36.150874742,14.470067527000001,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00deabf1cf495abc,bidirectional_loop_pair,,2,0,5,0,14,0,1,12,0,0,10,31.769978585,72.40112474799999,0,10,0,0.0,31.769978585,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00ded6c126649aba,bidirectional_loop_pair,,2,0,5,0,18,0,8,9,0,0,10,38.933769081,78.17874874,0,10,0,0.0,38.933769081,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00e57d71805fe43c,bidirectional_loop_pair,,2,0,3,0,11,0,5,5,0,0,6,29.389058481,62.62879610900001,0,6,0,0.0,29.389058481,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00e5d0bd2da40dd2,bidirectional_loop_pair,,2,0,4,0,11,0,4,6,0,0,8,29.092483028000004,54.657969636000004,0,8,0,0.0,29.092483028000004,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00f80db16abb5793,bidirectional_loop_pair,,2,0,4,0,13,0,8,4,0,0,8,36.568406272,71.20028997499999,0,8,0,0.0,36.568406272,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_00f8f209caf4e546,bidirectional_loop_pair,,2,0,3,0,15,0,4,10,0,0,6,29.321116543000002,57.055858664999995,0,6,0,0.0,29.321116543000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01019fd81cd5351f,bidirectional_loop_pair,,2,0,5,0,14,0,6,7,0,0,10,42.588714882,85.97674658100001,0,10,0,0.0,42.588714882,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0109d5e1b4f590e2,bidirectional_loop_pair,,2,0,5,0,18,0,13,4,0,0,10,49.198452141,93.93932539499998,0,10,0,0.0,49.198452141,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_010e68ac03095d3e,bidirectional_loop_pair,,2,0,4,0,14,0,3,10,0,0,8,40.158548071,78.72086333099999,0,7,1,0.0,37.925960931,2.23258714,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_010eddb205b1df00,bidirectional_loop_pair,,2,0,4,0,21,0,11,9,0,0,8,47.063552732000005,86.30136179,0,8,0,0.0,47.063552732000005,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01136bfbec2f1857,bidirectional_loop_pair,,2,0,4,0,10,0,2,7,0,0,8,21.713474058,49.064632620999994,0,8,0,0.0,21.713474058,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01177bbf8d1f6e18,bidirectional_loop_pair,,2,0,4,0,9,0,6,2,0,0,8,20.930810534,39.94779027,0,8,0,0.0,20.930810534,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0120fbc5374f69a2,bidirectional_loop_pair,,2,0,3,0,10,0,5,4,0,0,6,27.808087043999997,51.58616673,0,6,0,0.0,27.808087043999997,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_013568be6b21b10f,bidirectional_loop_pair,,2,0,4,0,15,0,3,11,0,0,8,31.923833361,66.83579881300001,0,8,0,0.0,31.923833361,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0136b67bbea330fc,bidirectional_loop_pair,,2,0,3,0,8,0,2,5,0,0,6,26.811557279000002,57.260152224,0,6,0,0.0,26.811557279000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_013a34a5697a86e5,bidirectional_loop_pair,,2,0,5,0,24,0,8,15,0,0,10,37.422633866,76.450074385,0,10,0,0.0,37.422633866,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_013c4bd60401c69a,bidirectional_loop_pair,,2,0,5,0,20,0,8,11,0,0,10,60.043379712000004,117.511239163,0,10,0,0.0,60.043379712000004,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_013c4f634b4d6fcb,bidirectional_loop_pair,,2,0,3,0,9,0,1,7,0,0,6,15.737311561,34.482198487,0,6,0,0.0,15.737311561,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0145e34b54684e71,bidirectional_loop_pair,,2,0,5,0,14,0,8,5,0,0,10,49.105318161,84.522851047,0,9,1,0.0,38.751124188,10.354193973,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01489c8ba4456a4d,bidirectional_loop_pair,,2,0,3,0,10,0,6,3,0,0,6,30.109315979,55.52046,0,6,0,0.0,30.109315979,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01584378e7d89291,bidirectional_loop_pair,,2,0,5,0,14,0,7,6,0,0,10,52.145922723999995,106.39038375499999,0,10,0,0.0,52.145922723999995,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_015f009b28debe49,bidirectional_loop_pair,,2,0,4,0,18,0,7,10,0,0,8,49.768462592999995,104.35387544800001,0,8,0,0.0,49.768462592999995,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01723c5c163fe041,bidirectional_loop_pair,,2,0,3,0,10,0,7,2,0,0,6,20.794753366000002,38.745333882000004,0,6,0,0.0,20.794753366000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01771522dd4089d7,bidirectional_loop_pair,,2,0,3,0,8,0,1,6,0,0,6,33.67276496,74.983256185,0,6,0,0.0,33.67276496,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_017a40769a782dee,bidirectional_loop_pair,,2,0,3,0,8,0,4,3,0,0,6,31.225190808,60.55361094,0,6,0,0.0,31.225190808,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_017be138cf3668aa,bidirectional_loop_pair,,2,0,5,0,13,0,9,3,0,0,10,42.097068199999995,76.448617713,0,10,0,0.0,42.097068199999995,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0180387f513071f8,bidirectional_loop_pair,,2,0,5,0,15,0,3,11,0,0,10,42.755181744999994,93.145798778,0,10,0,0.0,42.755181744999994,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01890776a705acb5,bidirectional_loop_pair,,2,0,4,0,11,0,8,2,0,0,8,21.026482032,38.447612393,0,8,0,0.0,21.026482032,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0189bcc43c126066,bidirectional_loop_pair,,2,0,5,0,17,0,13,3,0,0,10,42.569107175,85.141257677,0,10,0,0.0,42.569107175,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_018a64965e029473,bidirectional_loop_pair,,2,0,5,0,16,0,8,7,0,0,10,43.738425432,93.040529545,0,10,0,0.0,43.738425432,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_018f611ebb935ec2,bidirectional_loop_pair,,2,0,3,0,13,0,7,5,0,0,6,53.421909812,89.28173822500001,0,6,0,0.0,53.421909812,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0191cebb1ddd63b2,bidirectional_loop_pair,,2,0,5,0,20,0,6,13,0,0,10,32.140032677,67.37326696800001,0,10,0,0.0,32.140032677,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_019a7d5fbf535f56,bidirectional_loop_pair,,2,0,3,0,11,0,7,3,0,0,6,23.948377105,49.268121404,0,6,0,0.0,23.948377105,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_019b219faa6c33be,bidirectional_loop_pair,,2,0,5,0,15,0,9,5,0,0,10,39.556712152,82.26141813,0,10,0,0.0,39.556712152,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_019d4deb3ac985ee,bidirectional_loop_pair,,2,0,4,0,10,0,7,2,0,0,8,24.300540448,47.639971628,0,8,0,0.0,24.300540448,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01a06c6a699a2b07,bidirectional_loop_pair,,2,0,4,0,8,0,1,6,0,0,8,29.074805226,64.32009631599999,0,8,0,0.0,29.074805226,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01ac249e29bc8c0e,bidirectional_loop_pair,,2,0,4,0,14,0,3,10,0,0,8,32.118258827,68.970748352,0,8,0,0.0,32.118258827,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01b3f3a5e0faab59,bidirectional_loop_pair,,2,0,3,0,9,0,4,4,0,0,6,23.542802834,46.57732306300001,0,6,0,0.0,23.542802834,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01bde51c2f5571cb,bidirectional_loop_pair,,2,0,3,0,15,0,8,6,0,0,6,29.554154868,51.480047608999996,0,6,0,0.0,29.554154868,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01be1f43e5b16bfd,bidirectional_loop_pair,,2,0,4,0,18,0,12,5,0,0,8,46.430365888,86.303335462,0,4,4,0.0,19.858950990000004,26.571414898,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01c35a2d0ae4e1b9,bidirectional_loop_pair,,2,0,5,0,16,0,9,6,0,0,10,34.099034172,64.17364335200001,0,10,0,0.0,34.099034172,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01c36c5d76454281,bidirectional_loop_pair,,2,0,5,0,12,0,5,6,0,0,10,33.583577084,65.650028195,0,10,0,0.0,33.583577084,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01cd9a94fc0d860b,bidirectional_loop_pair,,2,0,4,0,10,0,2,7,0,0,8,20.791284328,44.350035976,0,8,0,0.0,20.791284328,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01d06194d410a383,bidirectional_loop_pair,,2,0,4,0,17,0,10,6,0,0,8,49.755927985999996,93.561158792,0,8,0,0.0,49.755927985999996,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01d5a8fe45fa8110,bidirectional_loop_pair,,2,0,5,0,17,0,4,12,0,0,10,59.43576624,124.835717695,0,10,0,0.0,59.43576624,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01e3e7b933d0c0aa,bidirectional_loop_pair,,2,0,4,0,18,0,13,4,0,0,8,39.600756845,69.461329626,0,8,0,0.0,39.600756845,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01e7f46313b0a6b1,bidirectional_loop_pair,,2,0,4,0,21,0,13,7,0,0,8,38.59006555,77.419745632,0,8,0,0.0,38.59006555,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01ea96af09f494d3,bidirectional_loop_pair,,2,0,5,0,17,0,11,5,0,0,10,29.572013590999997,57.779084956,0,10,0,0.0,29.572013590999997,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01ee380317facd58,bidirectional_loop_pair,,2,0,3,0,8,0,2,5,0,0,6,24.833398668,53.434795745,0,6,0,0.0,24.833398668,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01f90f4cf933a183,bidirectional_loop_pair,,2,0,4,0,21,0,6,14,0,0,8,41.658799875,90.939667696,0,8,0,0.0,41.658799875,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_01fee7f1c083609f,bidirectional_loop_pair,,2,0,3,0,10,0,6,3,0,0,6,21.401818831,42.239670694,0,6,0,0.0,21.401818831,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02041114183c4813,bidirectional_loop_pair,,2,0,5,0,26,0,9,16,0,0,10,55.077647819,110.256511929,0,6,4,0.0,35.897090374,19.180557444999998,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02069f9cbf428d78,bidirectional_loop_pair,,2,0,4,0,16,0,12,3,0,0,8,33.112562963,60.326139989,0,8,0,0.0,33.112562963,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_020a479d44a80e49,bidirectional_loop_pair,,2,0,3,0,13,0,11,1,0,0,6,20.277056415,37.299500576999996,0,6,0,0.0,20.277056415,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_020e65f34dfddb99,bidirectional_loop_pair,,2,0,4,0,14,0,11,2,0,0,8,22.224563955,43.136406686,0,8,0,0.0,22.224563955,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02212b7155ed8bc5,bidirectional_loop_pair,,2,0,3,0,13,0,5,7,0,0,6,25.506552495,47.826128372,0,6,0,0.0,25.506552495,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02279f53b0516dd2,bidirectional_loop_pair,,2,0,5,0,24,0,8,15,0,0,10,52.174746063,106.20922809700001,0,6,4,0.0,33.430228996000004,18.744517067,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0231baa14de30969,bidirectional_loop_pair,,2,0,3,0,13,0,5,7,0,0,6,43.731265111999996,82.670755681,0,6,0,0.0,43.731265111999996,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02378229fac8164c,bidirectional_loop_pair,,2,0,4,0,7,0,4,2,0,0,8,24.660397029000002,41.987808964,0,7,1,0.0,22.427809889000002,2.23258714,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_023f051fbcc172dd,bidirectional_loop_pair,,2,0,5,0,15,0,10,4,0,0,10,40.81848806299999,72.157000379,0,10,0,0.0,40.81848806299999,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_024909ed0d832911,bidirectional_loop_pair,,2,0,4,0,21,0,3,17,0,0,8,41.316138283,92.87601898800001,0,8,0,0.0,41.316138283,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_024f1e19570d831b,bidirectional_loop_pair,,2,0,3,0,11,0,6,4,0,0,6,18.530900293000002,35.562744038,0,6,0,0.0,18.530900293000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_025258f62e8e26b1,bidirectional_loop_pair,,2,0,3,0,13,0,6,6,0,0,6,24.751035331,45.75017757799999,0,6,0,0.0,24.751035331,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_025dba85fbeb7e4f,bidirectional_loop_pair,,2,0,3,0,15,0,6,8,0,0,6,28.870422974,50.71958361200001,0,6,0,0.0,28.870422974,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_025f06882560ee8d,bidirectional_loop_pair,,2,0,4,0,13,0,8,4,0,0,8,35.06468454,65.43102868599999,0,8,0,0.0,35.06468454,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0261ed4fb284b65d,bidirectional_loop_pair,,2,0,3,0,7,0,4,2,0,0,6,22.846723082,43.440400388,0,6,0,0.0,22.846723082,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_026883034e2b2063,bidirectional_loop_pair,,2,0,3,0,6,0,4,1,0,0,6,15.498958963,29.269593182999998,0,6,0,0.0,15.498958963,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_026a04233914ca9c,bidirectional_loop_pair,,2,0,3,0,6,0,1,4,0,0,6,25.506022600999998,53.174980016,0,6,0,0.0,25.506022600999998,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_026a8b0e2ac4853a,bidirectional_loop_pair,,2,0,3,0,4,0,1,2,0,0,6,12.733100848,26.540778924,0,6,0,0.0,12.733100848,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0272afc74d056f02,bidirectional_loop_pair,,2,0,4,0,12,0,4,7,0,0,8,32.536089103,62.893080307000005,0,8,0,0.0,32.536089103,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0274637429f31ed2,bidirectional_loop_pair,,2,0,4,0,12,0,3,8,0,0,8,29.750326734,65.326046959,0,8,0,0.0,29.750326734,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0282124a4e2a1a59,bidirectional_loop_pair,,2,0,3,0,8,0,5,2,0,0,6,30.246355232,53.840711208,0,6,0,0.0,30.246355232,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_028236378731a101,bidirectional_loop_pair,,2,0,4,0,12,0,8,3,0,0,8,37.734888531,64.913411417,0,8,0,0.0,37.734888531,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0283316ed7ff52d6,bidirectional_loop_pair,,2,0,4,0,17,0,11,5,0,0,8,47.738083528000004,89.202211826,0,8,0,0.0,47.738083528000004,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_028ab3770362eaa2,bidirectional_loop_pair,,2,0,5,0,14,0,9,4,0,0,10,24.491966571999995,53.206810412,0,10,0,0.0,24.491966571999995,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_028f9d80b00bb866,bidirectional_loop_pair,,2,0,5,0,23,0,11,11,0,0,10,46.984917691,92.012010563,0,10,0,0.0,46.984917691,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0290d607ffcb2814,bidirectional_loop_pair,,2,0,4,0,11,0,6,4,0,0,8,27.570380258,58.893308484,0,8,0,0.0,27.570380258,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_0294d125f042a6b2,bidirectional_loop_pair,,2,0,3,0,11,0,4,6,0,0,6,26.34081986,60.806595255,0,2,4,0.0,7.292368794,19.048451066,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_029a300c86818e3e,bidirectional_loop_pair,,2,0,5,0,20,0,11,8,0,0,10,48.344783624,92.36414187899999,0,10,0,0.0,48.344783624,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_029a4d6002529872,bidirectional_loop_pair,,2,0,4,0,13,0,8,4,0,0,8,26.82266158,48.137215069999996,0,8,0,0.0,26.82266158,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02a60d29edaad5f6,bidirectional_loop_pair,,2,0,3,0,6,0,2,3,0,0,6,13.51380989,27.160738001000002,0,6,0,0.0,13.51380989,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02a96a5681237685,bidirectional_loop_pair,,2,0,5,0,27,0,10,16,0,0,10,53.636007247,95.67800538099999,0,10,0,0.0,53.636007247,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02aabf5387821cb5,bidirectional_loop_pair,,2,0,4,0,15,0,6,8,0,0,8,26.726772467000004,53.149455962000005,0,8,0,0.0,26.726772467000004,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02bccf0a7abc0c18,bidirectional_loop_pair,,2,0,4,0,8,0,2,5,0,0,8,24.582318103,49.5531256,0,8,0,0.0,24.582318103,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02bea1733132463f,bidirectional_loop_pair,,2,0,3,0,14,0,10,3,0,0,6,30.148825512000002,49.497128922,0,6,0,0.0,30.148825512000002,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02c090ec6a64f605,bidirectional_loop_pair,,2,0,5,0,19,0,8,10,0,0,10,54.80009317400001,101.50240774000001,0,10,0,0.0,54.80009317400001,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02c41b69943b3d7c,bidirectional_loop_pair,,2,0,3,0,9,0,6,2,0,0,6,17.738635994,28.13112898,0,6,0,0.0,17.738635994,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02c85ad05e0bf266,bidirectional_loop_pair,,2,0,3,0,11,0,5,5,0,0,6,29.988502862,51.667401313,0,6,0,0.0,29.988502862,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02cf3ae779fc2aa9,bidirectional_loop_pair,,2,0,3,0,9,0,5,3,0,0,6,16.26472549,33.531041731,0,6,0,0.0,16.26472549,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02d1d00c98dfe7c2,bidirectional_loop_pair,,2,0,3,0,7,0,3,3,0,0,6,24.403096341999998,49.915567659000004,0,6,0,0.0,24.403096341999998,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02d47e97a3a9ce52,bidirectional_loop_pair,,2,0,5,0,20,0,12,7,0,0,10,43.80290518899999,78.33887520900001,0,9,1,0.0,39.77765186399999,4.025253325,0,0.0,0.0,0,0,0,0.0,0.0,0.0
P2_02d842861c53e699,bidirectional_loop_pair,,2,0,3,0,15,0,11,3,0,0,6,37.445597328,64.718385461,0,6,0,0.0,37.445597328,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
