physical_cluster_id,threshold_min,population_reachable_building_model,population_total_posas_2025,population_located_building_pieces,population_residual_unlocated,population_unit_count,gtfs_records_used_as_sources,epistemic_status
EX_033,5,583.3736125909838,22914.0,22820.839937434386,93.16006256561045,129,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_033,8,847.1442822481066,22914.0,22820.839937434386,93.16006256561045,186,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_033,10,1045.2493150496234,22914.0,22820.839937434386,93.16006256561045,229,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_033,12,1342.025642032158,22914.0,22820.839937434386,93.16006256561045,288,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_035,5,451.6927051245928,22914.0,22820.839937434386,93.16006256561045,53,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_035,8,978.5524759350842,22914.0,22820.839937434386,93.16006256561045,141,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_035,10,1695.3321826969566,22914.0,22820.839937434386,93.16006256561045,303,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_035,12,2343.094607092764,22914.0,22820.839937434386,93.16006256561045,443,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_036,5,933.5641288083954,22914.0,22820.839937434386,93.16006256561045,124,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_036,8,1716.5563636541065,22914.0,22820.839937434386,93.16006256561045,263,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_036,10,1944.6229154784567,22914.0,22820.839937434386,93.16006256561045,303,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_036,12,2220.161727564353,22914.0,22820.839937434386,93.16006256561045,370,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_037,5,95.00221754294323,22914.0,22820.839937434386,93.16006256561045,18,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_037,8,399.89337393678306,22914.0,22820.839937434386,93.16006256561045,95,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_037,10,859.5588501171957,22914.0,22820.839937434386,93.16006256561045,217,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_037,12,1334.2938427199606,22914.0,22820.839937434386,93.16006256561045,375,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_038,5,503.5608566615492,22914.0,22820.839937434386,93.16006256561045,79,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_038,8,1599.9764248915985,22914.0,22820.839937434386,93.16006256561045,211,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_038,10,2183.8198697653715,22914.0,22820.839937434386,93.16006256561045,297,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_038,12,2734.4869335093913,22914.0,22820.839937434386,93.16006256561045,388,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_039,5,732.8930264919077,22914.0,22820.839937434386,93.16006256561045,134,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_039,8,1996.1057297094217,22914.0,22820.839937434386,93.16006256561045,325,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_039,10,2659.517733067446,22914.0,22820.839937434386,93.16006256561045,421,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_039,12,3336.4198337030516,22914.0,22820.839937434386,93.16006256561045,510,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_041,5,259.9490733018134,22914.0,22820.839937434386,93.16006256561045,49,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_041,8,443.21206547967387,22914.0,22820.839937434386,93.16006256561045,92,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_041,10,610.6333097229724,22914.0,22820.839937434386,93.16006256561045,135,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_041,12,891.140969095309,22914.0,22820.839937434386,93.16006256561045,189,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_042,5,693.9666045620886,22914.0,22820.839937434386,93.16006256561045,75,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_042,8,1452.490349773891,22914.0,22820.839937434386,93.16006256561045,164,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_042,10,2072.8519528540805,22914.0,22820.839937434386,93.16006256561045,251,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_042,12,2728.9887015386125,22914.0,22820.839937434386,93.16006256561045,348,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_043,5,376.8598613272717,22914.0,22820.839937434386,93.16006256561045,42,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_043,8,864.3298287693414,22914.0,22820.839937434386,93.16006256561045,115,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_043,10,1454.7477646335028,22914.0,22820.839937434386,93.16006256561045,247,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
EX_043,12,2081.188571550514,22914.0,22820.839937434386,93.16006256561045,399,1,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH_MULTI_SOURCE_PHYSICAL_CLUSTER
