population_unit_id,building_id,section_id,lat,lon,x_utm32,y_utm32,PRO_COM_T,COMUNE,building_piece_population_model,walk_min_to_nearest_existing_stop_v2,covered_5min,covered_8min,covered_10min,covered_12min,gap_5min,gap_8min,gap_10min,gap_12min,epistemic_status
20230101_000000::RLB-58bd6ea5-d961-4997-aa76-2a74206fb41f::SEC=970100000017,20230101_000000::RLB-58bd6ea5-d961-4997-aa76-2a74206fb41f,970100000017,45.74333072822083,9.439189438732537,534164.3475469006,5065624.201915605,097010,Brivio,1.361475034682829,1.7239159870706082,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-5a8a36a1-a02b-4a5a-a61f-c43a594f135d::SEC=970100000017,20230101_000000::RLB-5a8a36a1-a02b-4a5a-a61f-c43a594f135d,970100000017,45.74334605437148,9.440354516999808,534254.9690410399,5065626.402915604,097010,Brivio,1.4800144406639024,1.6272163772609143,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-5f26a9ab-3730-40ec-9da0-87c3f7fd44db::SEC=970100000017,20230101_000000::RLB-5f26a9ab-3730-40ec-9da0-87c3f7fd44db,970100000017,45.73994907343259,9.437179129727385,534010.0197867916,5065247.6376156015,097010,Brivio,4.475262810814007,4.247754109594224,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-6ab16c72-0a41-45b6-b769-b190f9ac6671::SEC=970100000017,20230101_000000::RLB-6ab16c72-0a41-45b6-b769-b190f9ac6671,970100000017,45.7393332881851,9.436931094877659,533991.0977652126,5065179.117415601,097010,Brivio,4.670189495492894,3.6185583995995296,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-6c4c416e-84e2-40d4-9d3b-3f68a903cf27::SEC=970100000017,20230101_000000::RLB-6c4c416e-84e2-40d4-9d3b-3f68a903cf27,970100000017,45.740563844329124,9.437248525806204,534015.0450873416,5065315.969215603,097010,Brivio,4.291520941544195,3.8843784110384796,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-763643a3-38a1-459d-824a-ff926a172658::SEC=970100000017,20230101_000000::RLB-763643a3-38a1-459d-824a-ff926a172658,970100000017,45.743434071571905,9.44136276014334,534333.3458060271,5065636.614015605,097010,Brivio,2.2792583350956224,6.316302583300401,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-86bb8007-c55e-46a1-b47b-d0686d990767::SEC=970100000017,20230101_000000::RLB-86bb8007-c55e-46a1-b47b-d0686d990767,970100000017,45.737570803203624,9.435783689766327,533902.9019423415,5064982.8155156,097010,Brivio,1.3855255774408786,1.7759177054127215,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-a1180438-c35a-4dd5-8a00-8693219c591e::SEC=970100000017,20230101_000000::RLB-a1180438-c35a-4dd5-8a00-8693219c591e,970100000017,45.73928553496381,9.436597377069532,533965.165121406,5065173.670215602,097010,Brivio,3.067964684135161,3.886535199146934,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-a7ca1319-9181-4227-9b58-d1b4dfa13f18::SEC=970100000017,20230101_000000::RLB-a7ca1319-9181-4227-9b58-d1b4dfa13f18,970100000017,45.74339180474963,9.441045813727138,534308.7166356025,5065631.782115606,097010,Brivio,2.0622740472982586,2.1227252922081625,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-a92db8a8-279e-44c3-b670-899dbbdd0a28::SEC=970100000017,20230101_000000::RLB-a92db8a8-279e-44c3-b670-899dbbdd0a28,970100000017,45.74351311852142,9.439002817147381,534149.7191404435,5065644.386115606,097010,Brivio,0.3392050801508338,1.99514715850689,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-b24c3080-5f8e-4a9d-99b7-19006c5b87e8::SEC=970100000017,20230101_000000::RLB-b24c3080-5f8e-4a9d-99b7-19006c5b87e8,970100000017,45.742978596233236,9.439580492644083,534194.9824182024,5065585.246515605,097010,Brivio,4.398941115308531,1.1851954705522505,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-b25256d2-25e0-415e-854e-4b9ea8dda8b4::SEC=970100000017,20230101_000000::RLB-b25256d2-25e0-415e-854e-4b9ea8dda8b4,970100000017,45.738356972648646,9.436319428293968,533944.1047070656,5065070.387415601,097010,Brivio,8.855166701737149,2.488360900975185,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-b9ed1db4-0872-47a2-bbb5-842f48010c78::SEC=970100000017,20230101_000000::RLB-b9ed1db4-0872-47a2-bbb5-842f48010c78,970100000017,45.73961374029662,9.437041690499996,533999.5313401681,5065210.323115601,097010,Brivio,2.351730581995853,4.531094527693165,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-cd5edab3-87dd-49b0-bdb5-5c93942bea1d::SEC=970100000017,20230101_000000::RLB-cd5edab3-87dd-49b0-bdb5-5c93942bea1d,970100000017,45.74098295945669,9.437667643038004,534047.3948732789,5065362.711915603,097010,Brivio,1.95955290502556,2.8950926370507664,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-e2c9e5f7-b491-4855-b7a7-327555a72c89::SEC=970100000017,20230101_000000::RLB-e2c9e5f7-b491-4855-b7a7-327555a72c89,970100000017,45.73981465698808,9.436949713280578,533992.2540826903,5065232.606215602,097010,Brivio,4.182754696588685,4.490406848643197,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-f105e320-2a18-4e18-959d-bd9ea9dbbedb::SEC=970100000017,20230101_000000::RLB-f105e320-2a18-4e18-959d-bd9ea9dbbedb,970100000017,45.74212472641701,9.438868807232499,534140.1408550448,5065490.076115604,097010,Brivio,2.3135516445423425,1.2413317753827373,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-f5d4c060-1285-40ce-a99a-ac2b8dc6211c::SEC=970100000017,20230101_000000::RLB-f5d4c060-1285-40ce-a99a-ac2b8dc6211c,970100000017,45.74349028433364,9.44170760745108,534360.1367748692,5065643.007415604,097010,Brivio,2.3063747498477096,5.823721532291341,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-faa2b4bf-58a1-417a-859d-7af5662ca28d::SEC=970100000017,20230101_000000::RLB-faa2b4bf-58a1-417a-859d-7af5662ca28d,970100000017,45.74323804806534,9.43982593313115,534213.916747879,5065614.177015604,097010,Brivio,3.0033915229199706,1.251541748854737,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-fce9e7d3-2b16-4878-9103-de1978421b97::SEC=970100000017,20230101_000000::RLB-fce9e7d3-2b16-4878-9103-de1978421b97,970100000017,45.74310699592868,9.439044363989883,534153.1986775035,5065599.282915604,097010,Brivio,5.968536305866328,1.9291434869838548,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-ff1580db-353e-48ae-91b6-6b73ca02d446::SEC=970100000017,20230101_000000::RLB-ff1580db-353e-48ae-91b6-6b73ca02d446,970100000017,45.74336490671052,9.44072817510563,534284.0241743429,5065628.657515604,097010,Brivio,5.314327094381005,1.9749261384194123,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-a9dc5b42-d589-4c2a-b945-4e3bfc657da5::SEC=970100000018,20230101_000000::RLB-a9dc5b42-d589-4c2a-b945-4e3bfc657da5,970100000018,45.7441687264546,9.452055801792019,535164.6894744781,5065722.880415605,097010,Brivio,1.97193935279475,7.641522396026931,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-0593e272-a48b-4614-8511-cb1c6dbba808::SEC=970100000019,20230101_000000::RLB-0593e272-a48b-4614-8511-cb1c6dbba808,970100000019,45.74632803253679,9.439568157198874,534191.9779933323,5065957.369615607,097010,Brivio,1.1586913122181932,11.017921532080432,False,False,False,True,True,True,True,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-45d9afe4-5ff7-4318-8521-0ddf585709bd::SEC=970100000019,20230101_000000::RLB-45d9afe4-5ff7-4318-8521-0ddf585709bd,970100000019,45.75399473241169,9.440403715811607,534252.2823031245,5066809.512015615,097010,Brivio,8.990646229884867,19.72571093243179,False,False,False,False,True,True,True,True,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-e40f8ded-c283-43d3-8fdf-e5a73f2601cb::SEC=970100000019,20230101_000000::RLB-e40f8ded-c283-43d3-8fdf-e5a73f2601cb,970100000019,45.75295476886263,9.439435446714977,534177.6102756326,5066693.555815614,097010,Brivio,2.668268251062816,18.8895955278957,False,False,False,False,True,True,True,True,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-016120ef-2b61-4fb6-aa54-43560be93b6f::SEC=970100000020,20230101_000000::RLB-016120ef-2b61-4fb6-aa54-43560be93b6f,970100000020,45.74515449985752,9.442615786510729,534429.7603248848,5065828.295215605,097010,Brivio,8.165247940838151,5.498640055236804,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-03e8d69b-695d-4b4a-b3bc-db27711ac43a::SEC=970100000020,20230101_000000::RLB-03e8d69b-695d-4b4a-b3bc-db27711ac43a,970100000020,45.74425088783755,9.44339949647525,534491.2792225354,5065728.239915606,097010,Brivio,0.6565820237596239,3.5844171093742507,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-05a7047f-ca68-4ddd-8fef-f2fae43e4174::SEC=970100000020,20230101_000000::RLB-05a7047f-ca68-4ddd-8fef-f2fae43e4174,970100000020,45.74436520068971,9.441201266814554,534320.2127778939,5065739.994815607,097010,Brivio,1.3229581175215308,4.9333776100071765,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-0a16cb7a-3921-481f-b025-101bcbd7cfcc::SEC=970100000020,20230101_000000::RLB-0a16cb7a-3921-481f-b025-101bcbd7cfcc,970100000020,45.746013629503345,9.44122688182228,534321.1951374338,5065923.149215607,097010,Brivio,4.3038841624566695,7.090226706629188,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-18c0bdcf-e519-49f6-a8a6-62d50a4bee1a::SEC=970100000020,20230101_000000::RLB-18c0bdcf-e519-49f6-a8a6-62d50a4bee1a,970100000020,45.744718012711665,9.441768815401133,534364.1448167823,5065779.436515607,097010,Brivio,12.369984679446864,5.625805382963631,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-27e7d307-e57d-4236-9414-fd2d12526f97::SEC=970100000020,20230101_000000::RLB-27e7d307-e57d-4236-9414-fd2d12526f97,970100000020,45.744038867998285,9.440314530585145,534251.434840279,5065703.358615603,097010,Brivio,2.493447958101528,4.252609775595027,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-2cb1780c-e64f-4890-a157-c4ad8eed57f0::SEC=970100000020,20230101_000000::RLB-2cb1780c-e64f-4890-a157-c4ad8eed57f0,970100000020,45.744583246573605,9.443281548458861,534481.8996346744,5065765.114715606,097010,Brivio,4.342082918754142,4.802199429884225,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-2d940a5d-78d2-4e23-abcc-cbc29d3b3edc::SEC=970100000020,20230101_000000::RLB-2d940a5d-78d2-4e23-abcc-cbc29d3b3edc,970100000020,45.74385083365636,9.442381864911344,534412.3652596312,5065683.354915605,097010,Brivio,3.3519866507977145,4.859992666917234,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-2e2a83b2-315a-4109-a0e9-6085c25539c8::SEC=970100000020,20230101_000000::RLB-2e2a83b2-315a-4109-a0e9-6085c25539c8,970100000020,45.74426054560544,9.44147520886812,534341.586371644,5065728.485015607,097010,Brivio,3.210260864914932,5.3993858079602415,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-34d8fb8b-f5dc-4d0f-ad7b-e095f83967c5::SEC=970100000020,20230101_000000::RLB-34d8fb8b-f5dc-4d0f-ad7b-e095f83967c5,970100000020,45.74443393031572,9.440129219979035,534236.7783073318,5065747.171415607,097010,Brivio,2.833334809635537,3.9708055999432177,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-35869550-805b-4a00-b70f-e0bc2881d936::SEC=970100000020,20230101_000000::RLB-35869550-805b-4a00-b70f-e0bc2881d936,970100000020,45.747621748021196,9.444967838393753,534611.1945089134,5066103.42601561,097010,Brivio,0.4609283195001219,11.826119734901289,False,False,False,True,True,True,True,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-41c29219-2b4a-4d30-b1c5-2c0e0a6a9d92::SEC=970100000020,20230101_000000::RLB-41c29219-2b4a-4d30-b1c5-2c0e0a6a9d92,970100000020,45.744085499869485,9.443818848569565,534524.0018259806,5065710.045915604,097010,Brivio,7.001820914806912,3.952268267990817,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-45746f03-2cc8-44a7-bcaa-e5579b499918::SEC=970100000020,20230101_000000::RLB-45746f03-2cc8-44a7-bcaa-e5579b499918,970100000020,45.74494934799714,9.443154576231802,534471.7974171927,5065805.734515606,097010,Brivio,3.7551164244800463,4.845264969268135,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-52f29d96-7e3e-4060-be2b-2d69c7092290::SEC=970100000020,20230101_000000::RLB-52f29d96-7e3e-4060-be2b-2d69c7092290,970100000020,45.74439300689938,9.439832768989685,534213.7429833466,5065742.497915607,097010,Brivio,7.393094558839357,3.3253701058844825,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-5434d8a3-d08b-4e84-8ccd-12d8315bb7d2::SEC=970100000020,20230101_000000::RLB-5434d8a3-d08b-4e84-8ccd-12d8315bb7d2,970100000020,45.74497991682541,9.441847915169559,534370.1370727026,5065808.568515606,097010,Brivio,5.637752047813962,6.219720379754036,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-551ecef3-57c0-4f02-a184-332464db52ef::SEC=970100000020,20230101_000000::RLB-551ecef3-57c0-4f02-a184-332464db52ef,970100000020,45.74442013295677,9.442092204069784,534389.4833408899,5065746.480515606,097010,Brivio,4.585031509444356,4.781445346433756,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-5710a02d-907e-482e-92d9-348f2c6e5e1b::SEC=970100000020,20230101_000000::RLB-5710a02d-907e-482e-92d9-348f2c6e5e1b,970100000020,45.74373366579207,9.44171549780835,534360.6012511118,5065670.050915605,097010,Brivio,3.103997097147253,5.534171753102819,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-5891be37-59a3-4b96-9aa5-095d8e0a05bb::SEC=970100000020,20230101_000000::RLB-5891be37-59a3-4b96-9aa5-095d8e0a05bb,970100000020,45.747347757747264,9.444843772143315,534601.713484264,5066072.93151561,097010,Brivio,7.352157902927741,11.597654838284877,False,False,False,True,True,True,True,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-5ace499c-9e6a-47f9-85d9-c7ba87346bf5::SEC=970100000020,20230101_000000::RLB-5ace499c-9e6a-47f9-85d9-c7ba87346bf5,970100000020,45.74398629886546,9.44123545313833,534323.1042634692,5065697.912815606,097010,Brivio,1.4712374019501102,5.434769080123058,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-5c6972d2-90bf-4e1d-a758-351c5ab41e35::SEC=970100000020,20230101_000000::RLB-5c6972d2-90bf-4e1d-a758-351c5ab41e35,970100000020,45.74394344820572,9.439942394993896,534222.5452643549,5065692.5980368685,097010,Brivio,3.6730944415929865,3.1445911546618617,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-5cd07da4-9711-4305-8601-c3cd02604cf8::SEC=970100000020,20230101_000000::RLB-5cd07da4-9711-4305-8601-c3cd02604cf8,970100000020,45.74503671847528,9.443483932666869,534497.3633364241,5065815.583515607,097010,Brivio,16.37877560757976,5.701116875968084,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-62d9f37d-d7e8-4efe-a226-6f8699b7bcde::SEC=970100000020,20230101_000000::RLB-62d9f37d-d7e8-4efe-a226-6f8699b7bcde,970100000020,45.745288645481125,9.443124963034304,534469.2850667078,5065843.418315607,097010,Brivio,17.46830262626445,5.368594434261913,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-6c2a96e1-2bd5-46b2-b411-f5d6c8e4ee4b::SEC=970100000020,20230101_000000::RLB-6c2a96e1-2bd5-46b2-b411-f5d6c8e4ee4b,970100000020,45.74379331215155,9.443334255463675,534486.4859827661,5065677.3743156055,097010,Brivio,3.4365156834689365,3.087290128878459,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-6c428bf5-e93e-48fa-bdf6-1050b4f2e7ba::SEC=970100000020,20230101_000000::RLB-6c428bf5-e93e-48fa-bdf6-1050b4f2e7ba,970100000020,45.74461928605351,9.442617910369563,534430.254553051,5065768.832915606,097010,Brivio,6.766628537734971,4.808025243216776,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-738bc73d-9be1-4831-a7bd-84c40b4c4e72::SEC=970100000020,20230101_000000::RLB-738bc73d-9be1-4831-a7bd-84c40b4c4e72,970100000020,45.7442020450492,9.443245054499286,534479.2955224689,5065722.746815607,097010,Brivio,3.2496233605496223,3.595583006437751,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-74e53c8f-ac8b-4f0c-abf4-4100e30ed432::SEC=970100000020,20230101_000000::RLB-74e53c8f-ac8b-4f0c-abf4-4100e30ed432,970100000020,45.745237280915404,9.442021242346978,534383.4617113542,5065837.236615608,097010,Brivio,26.72031130567991,5.761097314857775,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-780875ac-5100-40d1-9de3-00f47bcc5cfc::SEC=970100000020,20230101_000000::RLB-780875ac-5100-40d1-9de3-00f47bcc5cfc,970100000020,45.74580582330752,9.443428196436733,534492.5541018165,5065901.008415608,097010,Brivio,31.84549767768614,6.689477103888631,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-7ece561d-969f-46f6-99b5-e26ab4950c20::SEC=970100000020,20230101_000000::RLB-7ece561d-969f-46f6-99b5-e26ab4950c20,970100000020,45.744134656219074,9.443624732599766,534508.8715566009,5065715.423515607,097010,Brivio,3.101534738497634,3.9411393395004923,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-884b3421-53ae-44cc-8632-467a93b69638::SEC=970100000020,20230101_000000::RLB-884b3421-53ae-44cc-8632-467a93b69638,970100000020,45.743897148648315,9.443077124029484,534466.4201219815,5065688.799915604,097010,Brivio,4.963513889187129,3.4604979864702856,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-93e7e51a-27cf-46c2-8ad7-b23b019cacd8::SEC=970100000020,20230101_000000::RLB-93e7e51a-27cf-46c2-8ad7-b23b019cacd8,970100000020,45.74394239098536,9.440942728571333,534300.3605190362,5065692.909015605,097010,Brivio,4.372138041463825,5.871253190647875,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-963c76d4-7003-43b8-990f-e51a57fe8d83::SEC=970100000020,20230101_000000::RLB-963c76d4-7003-43b8-990f-e51a57fe8d83,970100000020,45.7436386515647,9.441047870894904,534308.7254556969,5065659.208115606,097010,Brivio,3.3909289273241496,5.909869153721742,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-9d9e3825-55a2-4709-b816-520ef36b9a62::SEC=970100000020,20230101_000000::RLB-9d9e3825-55a2-4709-b816-520ef36b9a62,970100000020,45.74425178991212,9.441919833716668,534376.1783202327,5065727.703215605,097010,Brivio,4.979617305615466,4.752317562869269,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-a53f1984-5d64-4c3f-a11b-f70171ed184b::SEC=970100000020,20230101_000000::RLB-a53f1984-5d64-4c3f-a11b-f70171ed184b,970100000020,45.74562079477673,9.441431353665278,534337.3409891939,5065879.592315609,097010,Brivio,7.849365611621053,7.390567149034318,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-a8dc4b54-f307-4351-bf26-3bb153ec5576::SEC=970100000020,20230101_000000::RLB-a8dc4b54-f307-4351-bf26-3bb153ec5576,970100000020,45.743944989243865,9.44369737129786,534514.6388834943,5065694.382515605,097010,Brivio,3.0827480647020997,3.797972602106499,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-ab32246a-73fa-415f-8ec8-d407337ec84e::SEC=970100000020,20230101_000000::RLB-ab32246a-73fa-415f-8ec8-d407337ec84e,970100000020,45.74564286934114,9.442324266991026,534406.7838771814,5065882.428515607,097010,Brivio,13.542617469858488,5.623462086310012,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-b0149e4e-e41a-48ce-a1fe-16327bf05233::SEC=970100000020,20230101_000000::RLB-b0149e4e-e41a-48ce-a1fe-16327bf05233,970100000020,45.746155188226055,9.441994104869572,534380.7872813845,5065939.206115609,097010,Brivio,4.754758581180309,6.242467738915453,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-b9000729-a2cd-4e53-bf97-0d2ce5f3d22b::SEC=970100000020,20230101_000000::RLB-b9000729-a2cd-4e53-bf97-0d2ce5f3d22b,970100000020,45.74404461191599,9.442760592601283,534441.7068666008,5065705.0470156055,097010,Brivio,10.58725314807437,4.516847502571162,True,True,True,True,False,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-bdc551c9-a482-4af7-a16f-533ff2907216::SEC=970100000020,20230101_000000::RLB-bdc551c9-a482-4af7-a16f-533ff2907216,970100000020,45.74381229293709,9.440553370363169,534270.1524683207,5065678.288015606,097010,Brivio,4.375584738962016,6.195925156684861,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-c25b6fc0-2dbc-4b8d-93d1-3f475ba959db::SEC=970100000020,20230101_000000::RLB-c25b6fc0-2dbc-4b8d-93d1-3f475ba959db,970100000020,45.7462793626731,9.441224927107804,534320.8802411058,5065952.671815608,097010,Brivio,4.855916574174376,7.176987583405522,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-c73fa243-b0ce-4efc-8d99-c5b19e3c006a::SEC=970100000020,20230101_000000::RLB-c73fa243-b0ce-4efc-8d99-c5b19e3c006a,970100000020,45.745681969851475,9.44198414727719,534380.303221094,5065886.626415607,097010,Brivio,13.673494370849983,6.996475917822847,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-cca5d72b-db7f-4c2c-9ec3-268fdfb99ef3::SEC=970100000020,20230101_000000::RLB-cca5d72b-db7f-4c2c-9ec3-268fdfb99ef3,970100000020,45.74530822640012,9.44263089800043,534430.8412961317,5065845.381015608,097010,Brivio,1.678943394127789,5.5928868399536436,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-cd9b4e33-48d1-406a-abd6-a355e0c24a16::SEC=970100000020,20230101_000000::RLB-cd9b4e33-48d1-406a-abd6-a355e0c24a16,970100000020,45.744747709304676,9.442255193162355,534401.960726199,5065782.944915606,097010,Brivio,2.851045768531073,5.3018904723934055,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
20230101_000000::RLB-d04a9687-c3a1-460d-b352-afc8c4ce8832::SEC=970100000020,20230101_000000::RLB-d04a9687-c3a1-460d-b352-afc8c4ce8832,970100000020,45.746092459878085,9.441827330836421,534367.8531592588,5065932.165215608,097010,Brivio,1.6267036214522388,6.399418227003362,False,True,True,True,True,False,False,False,MODEL_OUTPUT_V2_BUILDING_POPULATION_GATE_B_WALK_GRAPH
