physical_cluster_id,population_unit_id,walk_min_to_stop,building_piece_population_model
EX_001,20230101_000000::RLB-7750518d-c7c4-4819-b472-c73eb78bdce8::SEC=970120000004,11.163689092080327,25.428145243503828
EX_001,20230101_000000::RLB-791f7d24-692f-4dde-a422-cdbfda5b4cce::SEC=970120000004,11.00831886514506,2.2879783580124435
EX_001,20230101_000000::RLB-7aecec52-f5ce-469a-9d05-ed7b60e4e8d8::SEC=970120000004,10.66222014643749,1.7815120118634198
EX_001,20230101_000000::RLB-a13fb726-98e1-4bf1-866a-028177f91ae4::SEC=970120000004,10.727946678350378,1.952952633275829
EX_001,20230101_000000::RLB-a6ae6a42-ba1a-495b-931b-c1ba8075a1eb::SEC=970120000004,11.281718057073466,4.208823893730186
EX_001,20230101_000000::RLB-b955ad38-61b2-4fb9-8cb1-33e524f872e3::SEC=970120000004,11.28263421529605,0.2040299353187056
EX_001,20230101_000000::RLB-c3c14dbf-f2cb-40ce-a599-b3623c7dab02::SEC=970120000004,10.257415860323414,1.950231115930999
EX_001,20230101_000000::RLB-d181fa6f-f98a-4a07-8501-4c2299611785::SEC=970120000004,11.53646721570477,0.9189140734877936
EX_001,20230101_000000::RLB-eb7e2a55-de64-4b06-9fbc-e27326363c2a::SEC=970120000004,11.239830720990582,11.015668705299262
EX_001,20230101_000000::RLB-ec2c8abf-1718-4a0a-be55-a231b0896032::SEC=970120000004,11.94044866267802,5.956894133272094
EX_001,20230101_000000::RLB-f1ef1e06-2950-4fe7-b151-7f1871049c62::SEC=970120000004,11.5954948959391,2.2861371604406995
EX_001,20230101_000000::RLB-a6ae6a42-ba1a-495b-931b-c1ba8075a1eb::SEC=970120000006,11.389915532054127,0.0183632128690321
EX_001,20230101_000000::RLB-0c0ba713-e72c-4007-ba82-460320ab4821::SEC=970120000052,8.346380349049472,5.231337616456794
EX_001,20230101_000000::RLB-1323c0d2-f8d4-481d-97b4-284d144e5efe::SEC=970120000052,8.460383176610986,5.576573790402843
EX_001,20230101_000000::RLB-2e80da95-f4a8-4c49-b554-8e6ad0f8d485::SEC=970120000052,10.61941974740392,3.46812161712264
EX_001,20230101_000000::RLB-37544a80-d0b9-4658-9dce-5fea8de79358::SEC=970120000052,8.486289649700678,0.1336788608188492
EX_001,20230101_000000::RLB-6c371ed4-3310-4f86-8f85-17f9453eae5f::SEC=970120000052,8.29390468601502,0.6356730231701173
EX_001,20230101_000000::RLB-20fb3ffd-a42c-4f26-957b-5b87863ce7e8::SEC=970120000067,9.128655548702977,7.734116326181141
EX_001,20230101_000000::RLB-365e0df8-98fa-48b6-9393-90e598321042::SEC=970120000067,11.839377315589172,1.6106650816003345
EX_001,20230101_000000::RLB-673294f2-fbeb-48bb-b9a5-a1846d8f5218::SEC=970120000067,10.120517496720957,4.458274101203645
EX_001,20230101_000000::RLB-7e00d738-c826-47ac-ae76-32fbe94b5347::SEC=970120000067,10.697590074745715,15.373529186567422
EX_001,20230101_000000::RLB-afda57ee-067f-434a-b15e-8bbd2b2a8c70::SEC=970120000067,9.196698855343868,11.11651025821472
EX_001,20230101_000000::RLB-c141efc2-5ffc-44dc-952f-bd02e2cd5361::SEC=970120000067,11.839189316013806,2.635512955174914
EX_001,20230101_000000::RLB-d4536101-9e35-47dc-a2e5-00dca0f3ad8c::SEC=970120000067,11.9122437151726,1.7281104477079008
EX_001,20230101_000000::RLB-afda57ee-067f-434a-b15e-8bbd2b2a8c70::SEC=970120000076,9.114751792908022,2.523030035471187
EX_001,20230101_000000::RLB-0149d660-f825-47eb-972a-0de26fd743f5::SEC=970580000002,11.745868841310788,3.0616084955328127
EX_001,20230101_000000::RLB-129df2a5-3e25-4945-bd4e-7d6f2e70c555::SEC=970580000002,11.183809156073348,3.518116025470225
EX_001,20230101_000000::RLB-14af2da0-5161-4f73-a967-c3045911b668::SEC=970580000002,8.741425218793411,9.383785587379226
EX_001,20230101_000000::RLB-15a06e5c-a8bb-4e7d-8356-8e32ab6ee6ea::SEC=970580000002,10.053004781996805,4.674396083989262
EX_001,20230101_000000::RLB-1c74ae69-9974-4f06-b72f-46f236a0e9f2::SEC=970580000002,9.125252598020625,16.259335055280847
EX_001,20230101_000000::RLB-279d36ab-3299-48da-aa95-6429d2d58f38::SEC=970580000002,11.68486561468806,14.199362784802446
EX_001,20230101_000000::RLB-2f265afe-b329-4f66-85c9-fba2458b6316::SEC=970580000002,9.38108749445902,5.2554313896253
EX_001,20230101_000000::RLB-3681d71d-731e-4d86-86bd-30d4e0fbc3a6::SEC=970580000002,9.644003283887068,2.5509460164218862
EX_001,20230101_000000::RLB-49eb18a4-9435-4dda-a7c2-d4361486b18c::SEC=970580000002,10.140576794815725,32.3186844043622
EX_001,20230101_000000::RLB-4d42fb6b-3bed-4ccf-8cac-dbfcaf5b0c80::SEC=970580000002,11.147837291535682,4.7052941159413
EX_001,20230101_000000::RLB-54602223-61b1-4fb5-80d8-5d2424e02529::SEC=970580000002,10.523899241407214,13.424319982617712
EX_001,20230101_000000::RLB-597a3ce9-6e41-4728-9d6f-c508e4437f7b::SEC=970580000002,10.385464950480864,9.243301834287122
EX_001,20230101_000000::RLB-5a303faf-eb4b-4113-805c-cab70e6dec39::SEC=970580000002,10.423943730290565,5.862977642755494
EX_001,20230101_000000::RLB-5f9c3773-78d6-4d4b-8355-b8bd905aa8cc::SEC=970580000002,11.65007695831951,3.639888694216344
EX_001,20230101_000000::RLB-61e73388-88e9-4962-8ddc-7f5049d83197::SEC=970580000002,9.140932874470778,10.797689439651002
EX_001,20230101_000000::RLB-64c3e95e-fd4c-4335-8b15-38a8dd5d7b58::SEC=970580000002,9.243260979269895,8.69470724878126
EX_001,20230101_000000::RLB-66a6167e-4e3e-41be-8573-e33a7fcdb536::SEC=970580000002,10.42329439621481,8.629984913845817
EX_001,20230101_000000::RLB-68c796fc-33d2-4cf5-bd34-b1180bea2ecb::SEC=970580000002,7.955461270436316,9.224538946931377
EX_001,20230101_000000::RLB-6a959397-4161-44ef-b891-a491a19c8a9d::SEC=970580000002,9.53324828669985,7.00179415221077
EX_001,20230101_000000::RLB-6dcce2e6-da41-4b40-b8d6-16947d6394c5::SEC=970580000002,9.37742948599494,5.069005785980181
EX_001,20230101_000000::RLB-6fdceb2e-0e69-431f-bfde-2808f664b0a0::SEC=970580000002,10.525830989994875,4.601072526370064
