anchor_id,anchor_type,name,category,lat,lon,epistemic_status,source,x_utm32,y_utm32,walk_graph_node_id,walk_graph_connector_m,walk_graph_connector_min,walk_graph_snap_ok,current_walk_min,current_gap_10min
OSM_POINT_13356060240,SETTLEMENT,Tremonte,hamlet,45.7430894,9.3801463,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,529571.5377044192,5065573.869009101,10061,13.056406243704062,0.16320507804630077,True,1.955876611288344,False
OSM_POINT_13669703883,SETTLEMENT,Brugolone,locality,45.7251392,9.3749589,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,529177.3567995178,5063577.668434629,8386,47.28197574680171,0.5910246968350215,True,22.54629150086731,True
OSM_POINT_13679736682,SETTLEMENT,Valle del Stallo,hamlet,45.7100284,9.4135227,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,532186.8650777757,5061913.623579943,19855,495.84155315454836,6.198019414431855,False,,True
OSM_POINT_13817530042,SETTLEMENT,La Vigna,hamlet,45.7104769,9.3668541,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,528554.1506803693,5061945.744700786,5366,25.466539222155376,0.3183317402769422,True,58.36362395500415,True
OSM_POINT_13817614762,SETTLEMENT,Spiazzolo,hamlet,45.7130238,9.3574347,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,527819.7266767668,5062225.391118954,2864,356.96490066714307,4.462061258339288,False,,True
OSM_POINT_13817620114,SETTLEMENT,Cappona,hamlet,45.7126252,9.3610838,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,528103.9417921493,5062182.38102165,5483,464.2831457247678,5.803539321559597,False,,True
OSM_POINT_13817625357,SETTLEMENT,Il Roccolo,hamlet,45.7151311,9.355103,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,527637.207955334,5062458.706912266,2864,83.32854057589859,1.0416067571987324,True,55.76320156106456,True
OSM_POINT_13838884593,SETTLEMENT,Cornera inferiore,hamlet,45.7390536,9.3878281,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,530171.2775599603,5065128.352957093,12799,33.12205466982385,0.4140256833727981,True,2.864555851436334,False
OSM_POINT_13838884594,SETTLEMENT,Cornera,isolated_dwelling,45.7490903,9.3741408,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,529101.25236074,5066238.377589645,7989,19.75992300972528,0.246999037621566,True,13.168649288787128,True
OSM_POINT_13912253728,SETTLEMENT,Ca' Andreino,locality,45.7481254,9.3809084,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,529628.1571060439,5066133.659823503,10358,16.3136094912449,0.20392011864056125,True,16.48338173299933,True
OSM_POINT_13912809548,SETTLEMENT,Alduno,hamlet,45.7355042,9.3806773,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,529616.8541311146,5064731.336767901,10276,16.914842270999074,0.21143552838748841,True,1.9527102996255328,False
OSM_POINT_13912842832,SETTLEMENT,La Piana,hamlet,45.7409742,9.3787247,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,529462.0641839546,5065338.342038472,9506,9.518461406783288,0.1189807675847911,True,2.5321824088781213,False
OSM_POINT_13912864211,SETTLEMENT,Roccolo,locality,45.7389038,9.3751734,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,529186.8773514256,5065107.015300063,7978,83.4220230759852,1.042775288449815,True,7.682098793879483,False
