anchor_id,anchor_type,name,category,lat,lon,epistemic_status,source,x_utm32,y_utm32,walk_graph_node_id,walk_graph_connector_m,walk_graph_connector_min,walk_graph_snap_ok,current_walk_min,current_gap_10min
OSM_POINT_2799583459,SETTLEMENT,Piecastello,neighbourhood,45.7596128,9.3609334,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,528068.6849307183,5067402.728166623,4319,82.8180305539893,1.0352253819248662,True,29.31196994324096,True
OSM_POINT_3070050535,SETTLEMENT,Arlate,village,45.7210372,9.4433482,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,534501.5799809763,5063149.1409452,26764,33.03813812944941,0.4129767266181176,True,5.213431558902105,False
OSM_POINT_3589775763,SETTLEMENT,Sartirana,village,45.7149296,9.4191667,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,532623.3183299744,5062460.437749703,21171,82.26468002137891,1.0283085002672363,True,21.06982156701602,True
OSM_POINT_6325155065,SETTLEMENT,Pianezzo,hamlet,45.7100715,9.394973,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,530743.0114808467,5061911.119996892,15141,3.4372469416020905,0.04296558677002613,True,30.459899763064712,True
OSM_POINT_6325185758,SETTLEMENT,Molino Cattaneo,isolated_dwelling,45.7135078,9.397125,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,530908.6196677925,5062293.72574804,15848,5.794519983395999,0.07243149979244998,True,26.6164023892822,True
OSM_POINT_6647016663,SETTLEMENT,Calco Superiore,neighbourhood,45.7247416,9.4268562,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,533215.969482424,5063553.726945216,23154,20.258679456289578,0.2532334932036197,True,9.007229421160035,False
OSM_POINT_7555692278,SETTLEMENT,Bella Venezia,isolated_dwelling,45.7442014,9.4519897,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,535159.5270146873,5065726.481449133,28302,21.74383022457254,0.27179787780715675,True,7.716166399247131,False
OSM_POINT_7994580675,SETTLEMENT,Limito,locality,45.7211994,9.4168818,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,532441.8584263364,5063156.091750573,20778,43.271601744478275,0.5408950218059785,True,10.186433231636903,True
OSM_POINT_8823966881,SETTLEMENT,Roncada,neighbourhood,45.7381686,9.3553508,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,527645.1276053388,5065018.292592933,2880,65.76643809099,0.8220804761373749,True,10.793338098480836,True
OSM_POINT_8823966883,SETTLEMENT,Galbusera Bianca,hamlet,45.7224552,9.3710056,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,528871.1141115371,5063278.038396448,6786,5.992195487108898,0.07490244358886122,True,31.479427250449476,True
OSM_POINT_9964953335,SETTLEMENT,Vescogna,hamlet,45.7241072,9.4258255,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,533136.1402898359,5063482.816898872,22943,24.54117142802645,0.3067646428503306,True,8.26353578587523,False
OSM_POINT_10592278285,SETTLEMENT,Gibello,neighbourhood,45.7572588,9.4171753,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,532443.8076599601,5067162.471189586,21874,418.72716128543107,5.234089516067888,False,,True
OSM_POINT_11395911406,SETTLEMENT,Sosta,hamlet,45.7407269,9.451241,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,535103.4643684443,5065340.129639207,27905,175.74019810575487,2.1967524763219357,True,5.519228110062535,False
OSM_POINT_11860487441,SETTLEMENT,Pessina,locality,45.7562495,9.3822433,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,529727.6759199405,5067036.758546585,10818,117.63858988887272,1.470482373610909,True,42.62290519242661,True
OSM_POINT_13236956843,SETTLEMENT,Crosaccia,locality,45.7470716,9.4161375,FACT_OSM_OBSERVATION,data/raw/osm/osm_points_core.geojson,532368.9863578773,5066030.232976748,20720,8.095977921466451,0.10119972401833063,True,42.261430709517406,True
