stop_id,stop_name,stop_lon,stop_lat,official_routes_reference_gtfs,PRO_COM_T,source_scope,stop_type,epistemic_status,graph_node_id,snap_distance_m,snap_ok,stop_code,COMUNE,physical_cluster_id
300863,Monte Marenzo - smalti riva,9.443183,45.77215,VCB,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,24692,752.1601042413458,False,300863,Brivio,EX_013
300871,S.Maria Hoe' - alduno,9.3822,45.735,D184,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,10817,7.053497330384872,True,300871,Santa Maria Ho̬,EX_026
300872,Perego - s.s. 342/via s.caterina,9.362733,45.738567,D184,097092,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,4463,25.99748688917265,True,300872,La Valletta Brianza,EX_027
300873,Hoe',9.367717,45.748667,D184,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,5703,9.444641925456196,True,300873,Santa Maria Ho̬,EX_028
300878,Rovagnate - semaforo,9.369383,45.737167,D184,097092,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,6230,40.21836973939192,True,300878,La Valletta Brianza,EX_029
300879,Rovagnate - vinicola ghezzi,9.364717,45.7397,D160|D184,097092,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,5031,2.878063503864861,True,300879,La Valletta Brianza,EX_030
300886,Imbersago - arlate (fiorista),9.4446,45.718483,D150|D170,097012,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,26995,4.336189694848777,True,300886,Calco,EX_031
300902,S.Maria Hoe' - alpino,9.374617,45.743617,D184,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,8038,2.891725483486379,True,300902,Santa Maria Ho̬,EX_032
300903,S.Maria Hoe' - tremonte/via leopardi,9.38096,45.74118,D184,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,10400,3.692000685529571,True,300903,Santa Maria Ho̬,EX_033
300908,Calolziocorte - gerola capolinea arrivo,9.44363,45.77278,VCB,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,24692,767.9198129286091,False,300908,Brivio,EX_034
300956,"Calco - via nazionale, 85",9.41967,45.7366,D148|D150|D185,097058,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,21527,1.5934792667537934,True,300956,Olgiate Molgora,EX_035
L00063,Brivio - capolinea,9.44585,45.74245,D148|D150|D185,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,27303,8.96330460162807,True,L00063,Brivio,EX_036
L00086,Brivio - beverate (cariplo),9.423083,45.740517,D150|D185,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,22247,5.1338787442238845,True,L00086,Brivio,EX_003
L00087,Brivio - vaccarezza,9.4362,45.737017,D150|D185,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,25030,4.480442605708537,True,L00087,Brivio,EX_004
L00089,Calco - via statale (edicola),9.415133,45.723817,D148|D150,097012,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,20499,4.752598946215913,True,L00089,Calco,EX_005
L00207,S.Maria Hoe' - paese,9.387917,45.738233,D148,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,12584,12.292509557396418,True,L00207,Santa Maria Ho̬,EX_037
L00397,Calco - via virgilio,9.414367,45.72495,D185,097012,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,20422,38.8347512689045,True,L00397,Calco,EX_038
L00398,Brivio - beverate (paese),9.42815,45.737317,D150|D185,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,23595,3.584543116651388,True,L00398,Brivio,EX_008
L00405,Cisano - sosta,9.451383,45.739967,D185,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,27883,223.6726247799581,True,L00405,Brivio,EX_009
L00406,Brivio - via como (pizzeria),9.439133,45.742267,D150|D185,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,25624,31.56231516183086,True,L00406,Brivio,EX_010
L00407,Olgiate Molgora (stazione f.s.),9.40441,45.72917,D184|D185,097058,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,17782,3.827386089812374,True,L00407,Olgiate Molgora,EX_039
L00487,Brivio - beverate (quattro strade),9.426933,45.734767,D150|D185,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,23255,3.165676088399606,True,L00487,Brivio,EX_012
L00504,Monte Marenzo - bisone via industriale,9.445683,45.766183,D140|VCB,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,24930,992.6053832952764,False,L00504,Brivio,EX_040
L00527,Airuno - elettroadda,9.4235,45.741433,D150,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,22388,11.2414851007007,True,L00527,Brivio,EX_014
L00528,Calco- arlate - (provinciale),9.444067,45.723533,D150,097012,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,26831,6.420309206322472,True,L00528,Calco,EX_015
L00638,Olginate - fornasette,9.424833,45.768533,D150,097010,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,22830,56.46005996663041,True,L00638,Brivio,EX_017
L00728,Olgiate Molgora - via statale,9.400483,45.728633,D148,097058,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,16669,21.300414822651053,True,L00728,Olgiate Molgora,EX_018
L00729,Calco - via virgilio (pensilina asf),9.410183,45.72495,D148|D185,097012,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,19416,9.579785189120676,True,L00729,Calco,EX_019
L00746,Merate - sartirana (cimitero),9.4239,45.71986,D170,097012,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,22471,6.565308000560417,True,L00746,Calco,EX_021
L00782,S.Maria Hoe',9.373583,45.744333,D184,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,7735,11.538981972440808,True,L00782,Santa Maria Ho̬,EX_022
L00803,Olgiate Molgora - monticello scarpone,9.39015,45.7313,D184,097058,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,13556,10.639325244059156,True,L00803,Olgiate Molgora,EX_023
L00804,Rovagnate - la pesa,9.374867,45.737217,D184,097092,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,8143,3.698470259053375,True,L00804,La Valletta Brianza,EX_024
L00871,S.Maria Hoe' - alduno,9.382517,45.7347,D184,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,10976,8.586039249267715,True,L00871,Santa Maria Ho̬,EX_041
L00872,Perego - s.s. 342/via s.caterina,9.362667,45.738483,D184,097092,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,4463,20.859860174228903,True,L00872,La Valletta Brianza,EX_027
L00873,Hoe',9.368017,45.7486,D184,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,5719,13.516996109839804,True,L00873,Santa Maria Ho̬,EX_028
L00878,Rovagnate - semaforo,9.370467,45.737133,D184,097092,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,6441,38.80135657375168,True,L00878,La Valletta Brianza,EX_042
L00879,Rovagnate - vinicola ghezzi,9.36465,45.7398,D160|D184,097092,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,5017,3.753171919362981,True,L00879,La Valletta Brianza,EX_030
L00886,Imbersago - arlate (fiorista),9.444633,45.718283,D150|D170,097012,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,26972,6.070094237006671,True,L00886,Calco,EX_031
L00902,S.Maria Hoe' - alpino,9.374367,45.743567,D148|D184,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,7965,4.142445003393736,True,L00902,Santa Maria Ho̬,EX_032
L00904,S.Maria Hoe' - tremonte/ via trento,9.3784,45.7426,D184,097074,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,9427,3.6151224269755136,True,L00904,Santa Maria Ho̬,EX_025
L00956,Calco - via nazionale (peugeot),9.41931,45.7361,D150,097058,GATE_B_CORE_GTFS_RECORD,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,21485,33.57555945702829,True,L00956,Olgiate Molgora,EX_043
300405;L00405,Cisano - sosta,9.451325,45.739925,D185,016074,ANALYSIS_ENVELOPE_GATE_D_GTFS_CLUSTER_CENTROID,EXISTING_OFFICIAL_STOP,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_CLUSTER_CENTROID,27883,222.44999832397926,True,,,EX_009
