pair_id,source_routing_terminal_id,target_routing_terminal_id,reverse_pair_id,scope
DIR_PAIR_7661012A05964674,STOP_PROBE::ASF::CALCO_LARGO_POMEA,STOP_PROBE::SPECIAL::CASA_DI_COMUNITA_OLGIATE,DIR_PAIR_3DF1E4615D961F51,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_F46F6CBA28E28D4C,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::ARLATE_BIVIO_PER_IL_PAESE,DIR_PAIR_52CC8B6F10E61A7C,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_01F833DE53C0A7D8,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,DIR_PAIR_8279662303E0D3CB,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_BD272357ED20BAC2,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::ARLATE_CANTINA_PIROVANO,DIR_PAIR_9BEC7F1458A0D8B9,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_7CCBFFB45ED52124,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::BEVERATE_CARTELLO_PAESE,DIR_PAIR_DAB0B4C8F41CF846,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_6E8B8A2AE0FF2F9D,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::BRIVIO_BAR_CRISTALLO,DIR_PAIR_9BCE2A3FDE3648AF,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_09B796BAD6627806,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::BRIVIO_VIA_COMO_PENSILINA,DIR_PAIR_AE8AD0C2A02BA431,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_7B38317C1933129D,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::CALCO_LARGO_POMEA,DIR_PAIR_3E64A5CD0E7C59FD,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_FA3B0DD28EA89A76,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,DIR_PAIR_FF93F96D7D539E1E,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_66264602A2E453DA,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,DIR_PAIR_85915DD7D86F21FB,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_B0383936A141D38B,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,DIR_PAIR_28DDB1F2FD416EB6,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_4C5E396A503E1E89,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::OLGIATE_MOLGORA_VIA_STATALE,DIR_PAIR_CB5524FF53732FBB,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_67CFF1B80991BB50,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::PEREGO_VIA_STATALE_79,DIR_PAIR_CB694640D05E53CE,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_41DD3500AE8E42CF,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::ROVAGNATE_FRAZIONE_ALDUNO,DIR_PAIR_35D63A2AD731CD29,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_55F5711763FE9F0F,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA,DIR_PAIR_43BB921322C64017,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_518BA5AB9D253A65,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::ROVAGNATE_STRADA_STATALE_AGIP,DIR_PAIR_3C13B9A4B64F7E3A,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_9894F5EFDB23C52A,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::SANTA_MARIA_HOE_VIA_COMO,DIR_PAIR_A53D8C04049E2F5F,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_34DC40B21D2C3884,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::SANTA_MARIA_HOE_VIA_GIOVANNI_XXIII,DIR_PAIR_5FA09F66C6933F9B,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_D07A0BA25B2BEAD8,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,DIR_PAIR_3937495B787697D2,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_8564598A8FAD2A97,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::ASF::VACCAREZZA_CARTELLO_PAESE,DIR_PAIR_619BFFB1F37BAF66,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_6A971167D5D874EB,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::100005,DIR_PAIR_102F8D2FF930074B,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_B00F42E1DAE293EB,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300063,DIR_PAIR_1476ED49F59C60EA,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_0B857BF3BB7D013E,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300086,DIR_PAIR_B1D096CCF7D2BD18,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_6F327253E0620923,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300398,DIR_PAIR_567F0EF939315492,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_81825B3E503BC00C,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300487,DIR_PAIR_F1C15F0A277F1290,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_107C5898DD5769FE,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300527,DIR_PAIR_CEC562A2B1D04185,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_EF235AA8ED3AD65A,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300634,DIR_PAIR_D479522FD3153DB0,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_B8D6255737708176,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300743,DIR_PAIR_83626D0F81B332D5,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_E7F63CB99DBAFF5C,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300782,DIR_PAIR_AF5A720397F2371A,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_0F05A3044BC38592,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300805,DIR_PAIR_CF6E872338B531E3,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_033308F54CA13932,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300873,DIR_PAIR_CE59B036399EC24E,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_0EFFEBC3219FC533,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300879,DIR_PAIR_D926D35FECA1E57E,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_733D58C2A829912A,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::300956,DIR_PAIR_799055F1CB52E1D5,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_ED4FE1605F09C93F,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::FROZEN::L00407,DIR_PAIR_CBA498E45B9009A7,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_C7A4950E05A033A8,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::MANUAL::CALCO_SCAGNELLO,DIR_PAIR_77DD93E4AA8AD4E6,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_13F2145173314CFB,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,STOP_PROBE::SPECIAL::CASA_DI_COMUNITA_OLGIATE,DIR_PAIR_19E7600B5A85BA9B,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_A4D427FFCE835FD4,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::ARLATE_BIVIO_PER_IL_PAESE,DIR_PAIR_A5E706F0D21EAD56,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_31950F29FC34884E,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,DIR_PAIR_8F7293F594E8838B,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_ADC7B95F3EE6AF34,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::ARLATE_CANTINA_PIROVANO,DIR_PAIR_C7FB562A739824D7,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_F8D4874F3767A166,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::BEVERATE_CARTELLO_PAESE,DIR_PAIR_EBF1A6257EBAB442,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_ECEFA6FC6CD72C22,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::BRIVIO_BAR_CRISTALLO,DIR_PAIR_43D3CBBB1564D9EC,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_7E24794E931E9B81,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::BRIVIO_VIA_COMO_PENSILINA,DIR_PAIR_150E7F621C62F892,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_888689B176D4F2BC,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::CALCO_LARGO_POMEA,DIR_PAIR_281CED145D0B8CC5,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_FF93F96D7D539E1E,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,DIR_PAIR_FA3B0DD28EA89A76,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_A1EACDD6B6520F53,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,DIR_PAIR_2888777B4A3470DE,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_8B96E20773206232,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,DIR_PAIR_DB86ADF68009D5B5,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_B89CC037BC28D87C,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::OLGIATE_MOLGORA_VIA_STATALE,DIR_PAIR_9A886B3AE52305A5,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_D049ABBC2B6D8648,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::PEREGO_VIA_STATALE_79,DIR_PAIR_9F0117D4EA4C10A2,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_E5217290E30DDF14,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::ROVAGNATE_FRAZIONE_ALDUNO,DIR_PAIR_BFD4461E01E4A4BF,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_1D103ABED734D7CB,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA,DIR_PAIR_91E6B32C6F3D614C,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_55769F4326CE21FA,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::ROVAGNATE_STRADA_STATALE_AGIP,DIR_PAIR_BCBFA8809DB9DA01,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_EB387DF606D0DAD0,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::SANTA_MARIA_HOE_VIA_COMO,DIR_PAIR_DF4089255FADB441,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_1450DE6B67B19C03,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::SANTA_MARIA_HOE_VIA_GIOVANNI_XXIII,DIR_PAIR_9FFDB6FDE43173C1,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_3EE08C1BD19A8DC8,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,DIR_PAIR_72A01A5846C3552E,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_497F640003DC6F10,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::ASF::VACCAREZZA_CARTELLO_PAESE,DIR_PAIR_3CD8F3325AE6FE32,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_A7108903E034C0EB,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::100005,DIR_PAIR_BA80BD3CE124B0A2,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_59790040729FB0D3,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300063,DIR_PAIR_928BB7047264F73A,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_DD947BD2D000ED02,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300086,DIR_PAIR_1A2967B6FA0676FA,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_C7EBD22E1B433694,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300398,DIR_PAIR_39A257DB88D1EE46,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_843688CC7FD40C2A,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300487,DIR_PAIR_8CCC9AFA8A2093C4,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_CC9A93EB5294F221,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300527,DIR_PAIR_937864193DE37E1B,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_C5B82F62D041959A,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300634,DIR_PAIR_C04104649ED1C80A,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_A2E98D01F548EC11,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300743,DIR_PAIR_706B7297CD0DAD8E,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_E22D16393BE861DA,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300782,DIR_PAIR_9A6705292993FC66,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_29437BA6089DB7C4,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300805,DIR_PAIR_9D1B3E55C25C9498,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_BCB9962B848CA2EB,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300873,DIR_PAIR_7950C94BD7FAE357,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_0E5E5301E211A351,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300879,DIR_PAIR_822F6F0B60FA5DA6,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_47672524CFF6D170,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::300956,DIR_PAIR_75B41FF0BB228EB6,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_1695E582B009E469,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::FROZEN::L00407,DIR_PAIR_541F2A39603BEED9,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_2272A6E0777E4180,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::MANUAL::CALCO_SCAGNELLO,DIR_PAIR_4EC54D7070223DC0,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_E5FE81112366E2CE,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,STOP_PROBE::SPECIAL::CASA_DI_COMUNITA_OLGIATE,DIR_PAIR_E63933A615C80589,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_DFC7D6CB6668FB97,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::ARLATE_BIVIO_PER_IL_PAESE,DIR_PAIR_1EF8BF98DC8E1284,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_3459A9E48A909903,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,DIR_PAIR_0A4C75C35B3EA993,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_95339D85669542CF,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::ARLATE_CANTINA_PIROVANO,DIR_PAIR_FA1CD103C60E5C3F,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_490D24CF0D5E451A,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::BEVERATE_CARTELLO_PAESE,DIR_PAIR_B03920D7960B0F1C,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_B52A2EF60A9020DE,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::BRIVIO_BAR_CRISTALLO,DIR_PAIR_0C92B9C6A7D68FD9,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_77204421C5FCE808,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::BRIVIO_VIA_COMO_PENSILINA,DIR_PAIR_69E24342BD25AA85,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_1883DD2F680080B3,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::CALCO_LARGO_POMEA,DIR_PAIR_5BE20318BFBA3C8C,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_85915DD7D86F21FB,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::CALCO_VIA_GARIBALDI,DIR_PAIR_66264602A2E453DA,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_2888777B4A3470DE,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::IMBERSAGO_LOCALITA_CAZZULINO,DIR_PAIR_A1EACDD6B6520F53,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_42D48C7C3B1496DF,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,DIR_PAIR_7891A8945F74ACD1,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_567D6BA0CACC2C2B,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::OLGIATE_MOLGORA_VIA_STATALE,DIR_PAIR_A05DD1471F1232F2,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_41AFE9D5998191D0,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::PEREGO_VIA_STATALE_79,DIR_PAIR_28789976DB2F4D2F,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_BAC1E95B751A7674,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::ROVAGNATE_FRAZIONE_ALDUNO,DIR_PAIR_4BB6E857AFD2ED24,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_ACB59C777CB3DBC6,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA,DIR_PAIR_9C25567A7545F4C8,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_4F6C729AAD7F4612,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::ROVAGNATE_STRADA_STATALE_AGIP,DIR_PAIR_8B9509CD9742AA3A,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_9B658C65D250DF81,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::SANTA_MARIA_HOE_VIA_COMO,DIR_PAIR_5D8CB1316C0B024B,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_38813F285714D570,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::SANTA_MARIA_HOE_VIA_GIOVANNI_XXIII,DIR_PAIR_8E2C05081DF6EA87,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_089509E3B230D309,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,DIR_PAIR_8D13665CBA8057A2,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_973A32D2E1B65D97,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::ASF::VACCAREZZA_CARTELLO_PAESE,DIR_PAIR_7DCEC2BE9A102E5F,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
DIR_PAIR_C87D4C77C49D9C16,STOP_PROBE::ASF::OLGIATE_MOLGORA_SCARPONE,STOP_PROBE::FROZEN::100005,DIR_PAIR_D835E48AFE5F1DF9,COMPLETE_DIRECTED_PAIR_TEST_UNIVERSE_NOT_NETWORK_SELECTION
