link_ids,vertex_ids,topology_class,shape_flags,vertex_count,edge_count,cycle_rank,max_degree,leaf_count,branch_vertex_count,articulation_vertex_count,articulation_vertex_ids,contract,structure_id
STRUCT_LINK_1EEC06B8B96D0081;STRUCT_LINK_20336613A515319E;STRUCT_LINK_2ADDBC72CF3525E1;STRUCT_LINK_37F897D6040146AC;STRUCT_LINK_4B7ACEC9555EB75E,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO;FROZEN::100005;FROZEN::L00407,TREE_BRANCHING,,6,5,0,4,4,1,2,ASF::OLGIATE_MOLGORA_VIA_STATALE;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_001011244BEFB4D5
STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_4BEA7FBE22B15963;STRUCT_LINK_C29B9805ADD2552D;STRUCT_LINK_CF4A90A77CE9518C,ASF::CALCO_LARGO_POMEA;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300879;MANUAL::CALCO_SCAGNELLO,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_0016A86AC3824122
STRUCT_LINK_07FC6BA992E498FA;STRUCT_LINK_17E4228323203005;STRUCT_LINK_4B7ACEC9555EB75E;STRUCT_LINK_B0ACC80381647D61;STRUCT_LINK_C17C057A018F079B,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::300086;FROZEN::300956,TREE_BRANCHING,,6,5,0,3,4,2,2,ASF::OLGIATE_MOLGORA_VIA_STATALE;FROZEN::300956,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_00172D2A04135356
STRUCT_LINK_37F897D6040146AC;STRUCT_LINK_9A4EEA63F623E386;STRUCT_LINK_AFE9E0A3EB62F6E3;STRUCT_LINK_CF4A90A77CE9518C;STRUCT_LINK_FF50061317AAA22B,ASF::ARLATE_BIVIO_PER_IL_PAESE;ASF::OLGIATE_MOLGORA_SCARPONE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300879;FROZEN::L00407,PATH,,6,5,0,2,2,0,4,ASF::OLGIATE_MOLGORA_SCARPONE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_002A7CBC21C1ECCD
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_A497206A76AF5BED;STRUCT_LINK_AFE9E0A3EB62F6E3;STRUCT_LINK_D0DDE6DF29ACD375,ASF::OLGIATE_MOLGORA_SCARPONE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::300634,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_SCARPONE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_0037AF8839CF94D9
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_17E4228323203005;STRUCT_LINK_4BEA7FBE22B15963;STRUCT_LINK_8ECC520DCAF0B8D0;STRUCT_LINK_C271608F948CB59C,ASF::CALCO_LARGO_POMEA;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::300956,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::CALCO_LARGO_POMEA;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_00618DCFA5C32618
STRUCT_LINK_17E4228323203005;STRUCT_LINK_20336613A515319E;STRUCT_LINK_289942FF8B17779C;STRUCT_LINK_37F897D6040146AC;STRUCT_LINK_4B7ACEC9555EB75E,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005;FROZEN::300634;FROZEN::L00407,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;FROZEN::100005;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_0065620FDE91C240
STRUCT_LINK_001757A9710D8A1D;STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_37F897D6040146AC;STRUCT_LINK_4BEA7FBE22B15963;STRUCT_LINK_CF4A90A77CE9518C,ASF::CALCO_LARGO_POMEA;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300398;FROZEN::300879;FROZEN::L00407,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_006EE99E4B51956B
STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_289942FF8B17779C;STRUCT_LINK_37F897D6040146AC;STRUCT_LINK_4B7ACEC9555EB75E;STRUCT_LINK_A497206A76AF5BED,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005;FROZEN::300634;FROZEN::L00407,PATH,,6,5,0,2,2,0,4,ASF::OLGIATE_MOLGORA_VIA_STATALE;FROZEN::100005;FROZEN::300634;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_007E9BDC9C56E7BF
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_6C540560124F796F;STRUCT_LINK_E0CCD2892846A82C,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_00A31D03B4C38DE4
STRUCT_LINK_1210454CEAB31DB9;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_4B7ACEC9555EB75E;STRUCT_LINK_95EDDF7EFC7E61B2;STRUCT_LINK_FF50061317AAA22B,ASF::ARLATE_BIVIO_PER_IL_PAESE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;ASF::SANTA_MARIA_HOE_VIA_COMO;ASF::VACCAREZZA_CARTELLO_PAESE;FROZEN::100005,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_00B11237D297AEE7
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_8ECC520DCAF0B8D0;STRUCT_LINK_AFE9E0A3EB62F6E3,ASF::CALCO_LARGO_POMEA;ASF::OLGIATE_MOLGORA_SCARPONE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005,TREE_BRANCHING,,6,5,0,3,4,2,2,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_00C864CABC501AF2
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_6C540560124F796F;STRUCT_LINK_6CB9457240BEA6A1,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::300634,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_00CB7384BD7973D0
STRUCT_LINK_17E4228323203005;STRUCT_LINK_4BEA7FBE22B15963;STRUCT_LINK_8ECC520DCAF0B8D0;STRUCT_LINK_C3EE3D35B47C9CB8;STRUCT_LINK_CF4A90A77CE9518C,ASF::CALCO_LARGO_POMEA;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300879;FROZEN::L00407,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::CALCO_LARGO_POMEA;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_00ECA505DF4ECA8A
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_2ADDBC72CF3525E1;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_37F897D6040146AC,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::L00407,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_00F27A99B9BF1AAD
STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_AFE9E0A3EB62F6E3;STRUCT_LINK_CF4A90A77CE9518C;STRUCT_LINK_FF50061317AAA22B,ASF::ARLATE_BIVIO_PER_IL_PAESE;ASF::OLGIATE_MOLGORA_SCARPONE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300879,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_012C73BE5DD6CE07
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_087CBE27F43754E7;STRUCT_LINK_17E4228323203005;STRUCT_LINK_20336613A515319E;STRUCT_LINK_C29B9805ADD2552D,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::L00407;MANUAL::CALCO_SCAGNELLO,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;MANUAL::CALCO_SCAGNELLO,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_013FFC1890A523B5
STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_4B7ACEC9555EB75E;STRUCT_LINK_8A71A632D62B87DD;STRUCT_LINK_8ECC520DCAF0B8D0,ASF::CALCO_LARGO_POMEA;ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005,TREE_BRANCHING,,6,5,0,4,4,1,2,ASF::CALCO_LARGO_POMEA;ASF::OLGIATE_MOLGORA_VIA_STATALE,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_015EE759993B6A44
STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_37F897D6040146AC;STRUCT_LINK_4BEA7FBE22B15963;STRUCT_LINK_8A71A632D62B87DD;STRUCT_LINK_CF4A90A77CE9518C,ASF::CALCO_LARGO_POMEA;ASF::CALCO_VIA_GARIBALDI;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300879;FROZEN::L00407,PATH,,6,5,0,2,2,0,4,ASF::CALCO_LARGO_POMEA;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01649512548776AC
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_AAD59E2D42DC0372;STRUCT_LINK_FF50061317AAA22B,ASF::ARLATE_BIVIO_PER_IL_PAESE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::300487,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01667834014D08FE
STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_4B7ACEC9555EB75E;STRUCT_LINK_A497206A76AF5BED;STRUCT_LINK_B981C629DF4C9AB8,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005;FROZEN::300634;MANUAL::CALCO_SCAGNELLO,TREE_BRANCHING,,6,5,0,4,4,1,2,ASF::OLGIATE_MOLGORA_VIA_STATALE;FROZEN::300634,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01795A01560FB582
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_0CA2F2540F0BDFCB;STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_AAD59E2D42DC0372,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::300487;FROZEN::300743,PATH,,6,5,0,2,2,0,4,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300487,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_017F203606B501BA
STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_20336613A515319E;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_4B7ACEC9555EB75E;STRUCT_LINK_8ECC520DCAF0B8D0,ASF::CALCO_LARGO_POMEA;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005;FROZEN::L00407,TREE_BRANCHING,,6,5,0,4,4,1,2,ASF::OLGIATE_MOLGORA_VIA_STATALE;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_018C5752F3565295
STRUCT_LINK_20336613A515319E;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_4B7ACEC9555EB75E;STRUCT_LINK_95EDDF7EFC7E61B2;STRUCT_LINK_FF50061317AAA22B,ASF::ARLATE_BIVIO_PER_IL_PAESE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;ASF::SANTA_MARIA_HOE_VIA_COMO;FROZEN::100005;FROZEN::L00407,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01A5851A24A085F1
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_04F1266689B132B2;STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_289942FF8B17779C;STRUCT_LINK_425740120C3252ED,ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::300634;FROZEN::300956;FROZEN::L00407,PATH,,6,5,0,2,2,0,4,ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300634;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01ACEFEBBA60776B
STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_6A42F6C246A18C58;STRUCT_LINK_87C702F260F948E9;STRUCT_LINK_C29B9805ADD2552D;STRUCT_LINK_CF4A90A77CE9518C,ASF::CALCO_LARGO_POMEA;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300879;FROZEN::L00407;MANUAL::CALCO_SCAGNELLO,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::L00407;MANUAL::CALCO_SCAGNELLO,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01B446D2818E4B32
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_23F651B38DEAE6C1;STRUCT_LINK_37F897D6040146AC;STRUCT_LINK_E0CCD2892846A82C,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::L00407,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01C123978C997B14
STRUCT_LINK_17E4228323203005;STRUCT_LINK_289942FF8B17779C;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_37F897D6040146AC;STRUCT_LINK_4B7ACEC9555EB75E,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005;FROZEN::300634;FROZEN::L00407,TREE_BRANCHING,,6,5,0,3,4,2,2,ASF::OLGIATE_MOLGORA_VIA_STATALE;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01D42781F68C3452
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_0DCFA75E9217449F;STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_AFE9E0A3EB62F6E3,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_SCARPONE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_SCARPONE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01E85E1CA9CBC636
STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_C29B9805ADD2552D;STRUCT_LINK_CF4A90A77CE9518C;STRUCT_LINK_DCC290C2625070B3,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300879;MANUAL::CALCO_SCAGNELLO,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_01F8BC767A90C159
STRUCT_LINK_087CBE27F43754E7;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_4B7ACEC9555EB75E;STRUCT_LINK_6B42039768645A7E;STRUCT_LINK_95EDDF7EFC7E61B2,ASF::CALCO_VIA_GARIBALDI;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;ASF::SANTA_MARIA_HOE_VIA_COMO;FROZEN::100005;MANUAL::CALCO_SCAGNELLO,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_020B40843ECB785F
STRUCT_LINK_289942FF8B17779C;STRUCT_LINK_4B7ACEC9555EB75E;STRUCT_LINK_95EDDF7EFC7E61B2;STRUCT_LINK_A497206A76AF5BED;STRUCT_LINK_AAD59E2D42DC0372,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;ASF::SANTA_MARIA_HOE_VIA_COMO;FROZEN::100005;FROZEN::300487;FROZEN::300634,PATH,,6,5,0,2,2,0,4,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA;FROZEN::100005;FROZEN::300634,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_024669DAB9378697
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_0509E43388D53B2F;STRUCT_LINK_17E4228323203005;STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_31F0016FDD358A6A,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::300743;FROZEN::L00407,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_024BCA23AADC69EF
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_04F1266689B132B2;STRUCT_LINK_1B351ADA2EE44CEB;STRUCT_LINK_425740120C3252ED;STRUCT_LINK_A6A0E3703CC3B1CB,ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::300634;FROZEN::300956;FROZEN::L00407,PATH,,6,5,0,2,2,0,4,ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::300634;FROZEN::300956;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_026616696F0F6F27
STRUCT_LINK_17E4228323203005;STRUCT_LINK_31F0016FDD358A6A;STRUCT_LINK_C17C057A018F079B;STRUCT_LINK_C29B9805ADD2552D;STRUCT_LINK_CF4A90A77CE9518C,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005;FROZEN::300879;FROZEN::300956;MANUAL::CALCO_SCAGNELLO,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::100005,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_026BF8D42C32FCD5
STRUCT_LINK_019B8E1F56B564C4;STRUCT_LINK_17E4228323203005;STRUCT_LINK_20336613A515319E;STRUCT_LINK_37F897D6040146AC;STRUCT_LINK_C3EE3D35B47C9CB8,ASF::CALCO_LARGO_POMEA;ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;ASF::ROVAGNATE_STRADA_STATALE_AGIP;FROZEN::100005;FROZEN::L00407,TREE_BRANCHING,,6,5,0,3,3,1,3,ASF::OLGIATE_MOLGORA_VIA_STATALE;ASF::ROVAGNATE_FRAZIONE_ALDUNO;FROZEN::L00407,ABSTRACT_NETWORK_STRUCTURES_NOT_TERRITORIAL_RECOMMENDATIONS,RT024_STRUCT_02773C0D76A3AB0A
