route_id,trip_id,source_page,source_column,active_on_reference_date,direction_heading,stop_sequence_on_page,stop_label_pdf,cell_state,published_time,service_minutes,time_usable_for_scheduled_gjt,unpublished_time_interpolated,source_url,source_pdf_sha256,epistemic_status
D150,PDF20260903:D150:P01:C01,1,1,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,27,MERATE Scuole (Via De Gasperi),OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,1,LECCO Ospedale Manzoni,OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,2,LECCO Meridiane,PUBLISHED_TIME,07:01,421,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,3,LECCO FS (Via Montello),PUBLISHED_TIME,07:06,426,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,4,PESCATE Cariboni,PUBLISHED_TIME,07:16,436,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,5,PESCATE 3° Ponte,PUBLISHED_TIME,07:17,437,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,6,PESCATE (Torrette),PUBLISHED_TIME,07:19,439,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,7,GARLATE (Scuole),NO_PUBLISHED_TIME_WITHIN_COLUMN_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,8,GARLATE (Municipio),PUBLISHED_TIME,07:23,443,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,9,OLGINATE (Ponte),NO_PUBLISHED_TIME_WITHIN_COLUMN_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,10,CALOLZIO F.S.,NO_PUBLISHED_TIME_WITHIN_COLUMN_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,11,CALOLZIO (Scuole),NO_PUBLISHED_TIME_WITHIN_COLUMN_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,12,OLGINATE (Ponte),NO_PUBLISHED_TIME_WITHIN_COLUMN_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,13,OLGINATE (Chiesa),PUBLISHED_TIME,07:26,446,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,14,OLGINATE (P.Villa),PUBLISHED_TIME,07:28,448,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,15,OLGINATE (Capiate),PUBLISHED_TIME,07:30,450,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,16,VILLA S.CARLO,PUBLISHED_TIME,07:32,452,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,17,VALGREGHENTINO,PUBLISHED_TIME,07:35,455,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,18,AIRUNO F.S,OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,19,AIRUNO (Provinciale),OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,20,BEVERATE,OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,21,BRIVIO,OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,22,ARLATE,OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,23,IMBERSAGO,OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,24,OLGIATE (Via Nazionale),OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,25,CALCO,OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,26,MERATE (P.zza Italia),OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C02,1,2,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,27,MERATE Scuole (Via De Gasperi),OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,1,LECCO Ospedale Manzoni,OUTSIDE_PUBLISHED_TIMED_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,2,LECCO Meridiane,PUBLISHED_TIME,07:40,460,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,3,LECCO FS (Via Montello),PUBLISHED_TIME,07:45,465,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,4,PESCATE Cariboni,PUBLISHED_TIME,07:55,475,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,5,PESCATE 3° Ponte,PUBLISHED_TIME,07:56,476,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,6,PESCATE (Torrette),PUBLISHED_TIME,07:58,478,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,7,GARLATE (Scuole),NO_PUBLISHED_TIME_WITHIN_COLUMN_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,8,GARLATE (Municipio),PUBLISHED_TIME,08:02,482,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,9,OLGINATE (Ponte),PUBLISHED_TIME,08:04,484,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,10,CALOLZIO F.S.,PUBLISHED_TIME,08:08,488,True,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D150,PDF20260903:D150:P01:C03,1,3,True,LECCO→GARLATE→VALGREGHENTINO→MERATE,11,CALOLZIO (Scuole),NO_PUBLISHED_TIME_WITHIN_COLUMN_SPAN,,,False,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d150.pdf,ee2707bdb4a2174008b6819e04b2f2a564e4bef5c2d6f8830e6dc9589f47349b,RECONSTRUCTED_CELL_STATE_NO_TIME_INFERENCE
