anchor_id,evidence_status,enabled,graph_node_id,source_kind,source_members,source_member_count,source_member_kinds,municipalities,representative_snap_distance_m,epoch_id
P2S_0122,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531324.60:5064836.20,PROPOSED_STOP,P2S_0122,1,PROPOSED_STOP,Olgiate Molgora,0.777878,gate-d-2026-09-03-834d5caa0bfd
P2S_0123,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531770.74:5064857.31,PROPOSED_STOP,P2S_0123,1,PROPOSED_STOP,Olgiate Molgora,2.995610,gate-d-2026-09-03-834d5caa0bfd
P2S_0124,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534836.01:5064882.55,PROPOSED_STOP,P2S_0124,1,PROPOSED_STOP,Brivio,4.269917,gate-d-2026-09-03-834d5caa0bfd
P2S_0125,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534073.83:5064935.08,PROPOSED_STOP,P2S_0125,1,PROPOSED_STOP,Brivio,9.087112,gate-d-2026-09-03-834d5caa0bfd
P2S_0126,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531109.98:5064980.83,PROPOSED_STOP,P2S_0126,1,PROPOSED_STOP,Olgiate Molgora,3.968003,gate-d-2026-09-03-834d5caa0bfd
P2S_0127,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527883.14:5064985.66,PROPOSED_STOP,P2S_0127,1,PROPOSED_STOP,La Valletta Brianza,0.900528,gate-d-2026-09-03-834d5caa0bfd
P2S_0128,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:532391.62:5065006.68,PROPOSED_STOP,P2S_0128,1,PROPOSED_STOP,Olgiate Molgora,6.311537,gate-d-2026-09-03-834d5caa0bfd
P2S_0129,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529806.56:5065012.40,PROPOSED_STOP,P2S_0129,1,PROPOSED_STOP,Santa Maria Hoè,0.515308,gate-d-2026-09-03-834d5caa0bfd
P2S_0130,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531551.55:5065046.07,PROPOSED_STOP,P2S_0130,1,PROPOSED_STOP,Olgiate Molgora,3.222097,gate-d-2026-09-03-834d5caa0bfd
P2S_0131,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527383.19:5065051.81,PROPOSED_STOP,P2S_0131,1,PROPOSED_STOP,La Valletta Brianza,3.027405,gate-d-2026-09-03-834d5caa0bfd
P2S_0132,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529415.35:5065060.15,PROPOSED_STOP,P2S_0132,1,PROPOSED_STOP,Santa Maria Hoè,10.201946,gate-d-2026-09-03-834d5caa0bfd
P2S_0133,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534563.32:5065071.63,PROPOSED_STOP,P2S_0133,1,PROPOSED_STOP,Brivio,0.271219,gate-d-2026-09-03-834d5caa0bfd
P2S_0134,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531950.53:5065081.31,PROPOSED_STOP,P2S_0134,1,PROPOSED_STOP,Olgiate Molgora,16.346697,gate-d-2026-09-03-834d5caa0bfd
P2S_0135,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530497.19:5065097.93,PROPOSED_STOP,P2S_0135,1,PROPOSED_STOP,Olgiate Molgora,3.079843,gate-d-2026-09-03-834d5caa0bfd
P2S_0136,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533660.64:5065110.36,PROPOSED_STOP,P2S_0136,1,PROPOSED_STOP,Brivio,2.334325,gate-d-2026-09-03-834d5caa0bfd
P2S_0137,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533407.00:5065131.09,PROPOSED_STOP,P2S_0137,1,PROPOSED_STOP,Brivio,4.370718,gate-d-2026-09-03-834d5caa0bfd
P2S_0138,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528883.28:5065147.22,PROPOSED_STOP,P2S_0138,1,PROPOSED_STOP,La Valletta Brianza,0.238577,gate-d-2026-09-03-834d5caa0bfd
P2S_0139,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527166.94:5065179.92,PROPOSED_STOP,P2S_0139,1,PROPOSED_STOP,La Valletta Brianza,11.985231,gate-d-2026-09-03-834d5caa0bfd
P2S_0140,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530237.88:5065237.31,PROPOSED_STOP,P2S_0140,1,PROPOSED_STOP,Santa Maria Hoè,6.189794,gate-d-2026-09-03-834d5caa0bfd
P2S_0141,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527743.73:5065241.69,PROPOSED_STOP,P2S_0141,1,PROPOSED_STOP,La Valletta Brianza,4.972919,gate-d-2026-09-03-834d5caa0bfd
P2S_0142,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:531123.51:5065280.24,PROPOSED_STOP,P2S_0142,1,PROPOSED_STOP,Olgiate Molgora,5.968740,gate-d-2026-09-03-834d5caa0bfd
P2S_0143,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530826.37:5065301.49,PROPOSED_STOP,P2S_0143,1,PROPOSED_STOP,Olgiate Molgora,1.103717,gate-d-2026-09-03-834d5caa0bfd
P2S_0144,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:526802.35:5065350.97,PROPOSED_STOP,P2S_0144,1,PROPOSED_STOP,La Valletta Brianza,5.025429,gate-d-2026-09-03-834d5caa0bfd
P2S_0145,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529832.40:5065368.17,PROPOSED_STOP,P2S_0145,1,PROPOSED_STOP,Santa Maria Hoè,7.377862,gate-d-2026-09-03-834d5caa0bfd
P2S_0146,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527531.08:5065379.64,PROPOSED_STOP,P2S_0146,1,PROPOSED_STOP,La Valletta Brianza,39.861940,gate-d-2026-09-03-834d5caa0bfd
P2S_0147,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533224.66:5065416.57,PROPOSED_STOP,P2S_0147,1,PROPOSED_STOP,Brivio,2.243301,gate-d-2026-09-03-834d5caa0bfd
P2S_0148,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:526509.65:5065484.28,PROPOSED_STOP,P2S_0148,1,PROPOSED_STOP,La Valletta Brianza,13.271590,gate-d-2026-09-03-834d5caa0bfd
P2S_0149,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533501.50:5065510.16,PROPOSED_STOP,P2S_0149,1,PROPOSED_STOP,Brivio,2.401308,gate-d-2026-09-03-834d5caa0bfd
P2S_0150,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529597.84:5065547.84,PROPOSED_STOP,P2S_0150,1,PROPOSED_STOP,Santa Maria Hoè,11.448737,gate-d-2026-09-03-834d5caa0bfd
P2S_0151,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528342.35:5065536.23,PROPOSED_STOP,P2S_0151,1,PROPOSED_STOP,La Valletta Brianza,6.805359,gate-d-2026-09-03-834d5caa0bfd
P2S_0152,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527236.03:5065548.13,PROPOSED_STOP,P2S_0152,1,PROPOSED_STOP,La Valletta Brianza,2.006714,gate-d-2026-09-03-834d5caa0bfd
P2S_0153,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530199.54:5065585.48,PROPOSED_STOP,P2S_0153,1,PROPOSED_STOP,Santa Maria Hoè,30.472365,gate-d-2026-09-03-834d5caa0bfd
P2S_0154,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534879.85:5065661.70,PROPOSED_STOP,P2S_0154,1,PROPOSED_STOP,Brivio,12.171691,gate-d-2026-09-03-834d5caa0bfd
P2S_0155,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528791.15:5065675.99,PROPOSED_STOP,P2S_0155,1,PROPOSED_STOP,Santa Maria Hoè,2.047178,gate-d-2026-09-03-834d5caa0bfd
P2S_0156,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534491.48:5065710.45,PROPOSED_STOP,P2S_0156,1,PROPOSED_STOP,Brivio,4.047764,gate-d-2026-09-03-834d5caa0bfd
P2S_0157,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528220.39:5065730.94,PROPOSED_STOP,P2S_0157,1,PROPOSED_STOP,La Valletta Brianza,15.205110,gate-d-2026-09-03-834d5caa0bfd
P2S_0158,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533210.67:5065730.53,PROPOSED_STOP,P2S_0158,1,PROPOSED_STOP,Brivio,18.638868,gate-d-2026-09-03-834d5caa0bfd
P2S_0159,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527016.79:5065759.92,PROPOSED_STOP,P2S_0159,1,PROPOSED_STOP,La Valletta Brianza,12.056953,gate-d-2026-09-03-834d5caa0bfd
P2S_0160,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533479.44:5065758.22,PROPOSED_STOP,P2S_0160,1,PROPOSED_STOP,Brivio,3.697106,gate-d-2026-09-03-834d5caa0bfd
P2S_0161,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534090.29:5065852.99,PROPOSED_STOP,P2S_0161,1,PROPOSED_STOP,Brivio,7.253529,gate-d-2026-09-03-834d5caa0bfd
P2S_0162,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530196.95:5065853.47,PROPOSED_STOP,P2S_0162,1,PROPOSED_STOP,Santa Maria Hoè,0.636653,gate-d-2026-09-03-834d5caa0bfd
P2S_0163,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:526769.25:5065901.19,PROPOSED_STOP,P2S_0163,1,PROPOSED_STOP,La Valletta Brianza,1.293312,gate-d-2026-09-03-834d5caa0bfd
P2S_0164,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529287.78:5065913.31,PROPOSED_STOP,P2S_0164,1,PROPOSED_STOP,Santa Maria Hoè,3.095784,gate-d-2026-09-03-834d5caa0bfd
P2S_0165,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:526213.75:5065954.48,PROPOSED_STOP,P2S_0165,1,PROPOSED_STOP,La Valletta Brianza,1.300195,gate-d-2026-09-03-834d5caa0bfd
P2S_0166,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528033.72:5066023.86,PROPOSED_STOP,P2S_0166,1,PROPOSED_STOP,Santa Maria Hoè,8.254994,gate-d-2026-09-03-834d5caa0bfd
P2S_0167,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534438.13:5066019.51,PROPOSED_STOP,P2S_0167,1,PROPOSED_STOP,Brivio,13.680107,gate-d-2026-09-03-834d5caa0bfd
P2S_0168,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:533083.09:5066042.93,PROPOSED_STOP,P2S_0168,1,PROPOSED_STOP,Brivio,2.660124,gate-d-2026-09-03-834d5caa0bfd
P2S_0169,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:526515.56:5066049.33,PROPOSED_STOP,P2S_0169,1,PROPOSED_STOP,La Valletta Brianza,4.835309,gate-d-2026-09-03-834d5caa0bfd
P2S_0170,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534062.83:5066074.23,PROPOSED_STOP,P2S_0170,1,PROPOSED_STOP,Brivio,13.366583,gate-d-2026-09-03-834d5caa0bfd
P2S_0171,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:530060.75:5066145.58,PROPOSED_STOP,P2S_0171,1,PROPOSED_STOP,Santa Maria Hoè,8.665245,gate-d-2026-09-03-834d5caa0bfd
P2S_0172,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:526119.13:5066145.62,PROPOSED_STOP,P2S_0172,1,PROPOSED_STOP,La Valletta Brianza,13.369829,gate-d-2026-09-03-834d5caa0bfd
P2S_0173,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:529050.93:5066151.64,PROPOSED_STOP,P2S_0173,1,PROPOSED_STOP,Santa Maria Hoè,11.386819,gate-d-2026-09-03-834d5caa0bfd
P2S_0174,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527083.34:5066224.38,PROPOSED_STOP,P2S_0174,1,PROPOSED_STOP,La Valletta Brianza,8.577765,gate-d-2026-09-03-834d5caa0bfd
P2S_0175,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534251.86:5066253.36,PROPOSED_STOP,P2S_0175,1,PROPOSED_STOP,Brivio,5.263162,gate-d-2026-09-03-834d5caa0bfd
P2S_0176,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:528131.67:5066394.95,PROPOSED_STOP,P2S_0176,1,PROPOSED_STOP,Santa Maria Hoè,38.310534,gate-d-2026-09-03-834d5caa0bfd
P2S_0177,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534498.38:5066366.91,PROPOSED_STOP,P2S_0177,1,PROPOSED_STOP,Brivio,6.608132,gate-d-2026-09-03-834d5caa0bfd
P2S_0178,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:527623.31:5066379.43,PROPOSED_STOP,P2S_0178,1,PROPOSED_STOP,Santa Maria Hoè,0.432679,gate-d-2026-09-03-834d5caa0bfd
P2S_0179,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534107.31:5066509.93,PROPOSED_STOP,P2S_0179,1,PROPOSED_STOP,Brivio,6.996664,gate-d-2026-09-03-834d5caa0bfd
P2S_0180,PROPOSED_STOP/FIELD_CHECK_PENDING,true,n:534278.94:5066717.12,PROPOSED_STOP,P2S_0180,1,PROPOSED_STOP,Brivio,28.648929,gate-d-2026-09-03-834d5caa0bfd
existing:EX_001,FACT,true,n:532851.78:5064657.22,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_001,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,36.159249,gate-d-2026-09-03-834d5caa0bfd
existing:EX_002,FACT,true,n:534678.16:5065404.73,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_002,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,6.130957,gate-d-2026-09-03-834d5caa0bfd
existing:EX_003,FACT,true,n:532908.34:5065306.79,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_003,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,5.133888,gate-d-2026-09-03-834d5caa0bfd
existing:EX_004,FACT,true,n:533924.18:5064904.08,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_004,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,2.731632,gate-d-2026-09-03-834d5caa0bfd
existing:EX_005,FACT,true,n:532307.89:5063449.27,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_005,1,EXISTING_PHYSICAL_STOP_CLUSTER,Calco,4.753782,gate-d-2026-09-03-834d5caa0bfd
existing:EX_006,FACT,true,n:530138.79:5065052.68,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_006,1,EXISTING_PHYSICAL_STOP_CLUSTER,Santa Maria Hoè,17.349430,gate-d-2026-09-03-834d5caa0bfd
existing:EX_007,FACT,true,n:532282.82:5063572.95,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_007;existing:EX_038,2,EXISTING_PHYSICAL_STOP_CLUSTER,Calco,6.612104,gate-d-2026-09-03-834d5caa0bfd
existing:EX_008,FACT,true,n:533312.71:5064950.82,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_008,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,3.588223,gate-d-2026-09-03-834d5caa0bfd
existing:EX_009,FACT,true,n:535120.41:5065256.67,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_009,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,5.497523,gate-d-2026-09-03-834d5caa0bfd
existing:EX_010,FACT,true,n:534184.20:5065526.96,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_010,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,6.905769,gate-d-2026-09-03-834d5caa0bfd
existing:EX_011,FACT,true,n:531565.22:5064543.04,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_011,1,EXISTING_PHYSICAL_STOP_CLUSTER,Olgiate Molgora,4.338665,gate-d-2026-09-03-834d5caa0bfd
existing:EX_012,FACT,true,n:533213.98:5064665.16,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_012,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,3.166124,gate-d-2026-09-03-834d5caa0bfd
existing:EX_013,FACT,true,n:534456.02:5068815.70,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_013,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,12.158797,gate-d-2026-09-03-834d5caa0bfd
existing:EX_014,FACT,true,n:532929.94:5065402.33,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_014,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,6.978211,gate-d-2026-09-03-834d5caa0bfd
existing:EX_015,FACT,true,n:534549.56:5063427.02,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_015,1,EXISTING_PHYSICAL_STOP_CLUSTER,Calco,4.211454,gate-d-2026-09-03-834d5caa0bfd
existing:EX_016,FACT,true,n:532499.08:5064091.41,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_016,1,EXISTING_PHYSICAL_STOP_CLUSTER,Calco,8.201611,gate-d-2026-09-03-834d5caa0bfd
existing:EX_017,FACT,true,n:533027.18:5068353.33,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_017,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,65.097967,gate-d-2026-09-03-834d5caa0bfd
existing:EX_018,FACT,true,n:531145.24:5063989.14,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_018,1,EXISTING_PHYSICAL_STOP_CLUSTER,Olgiate Molgora,17.695634,gate-d-2026-09-03-834d5caa0bfd
existing:EX_019,FACT,true,n:531927.07:5063574.22,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_019,1,EXISTING_PHYSICAL_STOP_CLUSTER,Calco,9.583089,gate-d-2026-09-03-834d5caa0bfd
existing:EX_020,FACT,true,n:534316.06:5063448.92,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_020,1,EXISTING_PHYSICAL_STOP_CLUSTER,Calco,3.071361,gate-d-2026-09-03-834d5caa0bfd
existing:EX_021,FACT,true,n:532984.63:5063005.09,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_021,1,EXISTING_PHYSICAL_STOP_CLUSTER,Calco,5.061190,gate-d-2026-09-03-834d5caa0bfd
existing:EX_022,FACT,true,n:529070.45:5065704.08,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_022,1,EXISTING_PHYSICAL_STOP_CLUSTER,Santa Maria Hoè,8.113051,gate-d-2026-09-03-834d5caa0bfd
existing:EX_023,FACT,true,n:530369.50:5064267.88,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_023,1,EXISTING_PHYSICAL_STOP_CLUSTER,Olgiate Molgora,5.233262,gate-d-2026-09-03-834d5caa0bfd
existing:EX_024,FACT,true,n:529163.04:5064915.90,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_024,1,EXISTING_PHYSICAL_STOP_CLUSTER,La Valletta Brianza,3.703048,gate-d-2026-09-03-834d5caa0bfd
existing:EX_025,FACT,true,n:529433.28:5065516.42,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_025,1,EXISTING_PHYSICAL_STOP_CLUSTER,Santa Maria Hoè,3.611756,gate-d-2026-09-03-834d5caa0bfd
existing:EX_026,FACT,true,n:529728.92:5064673.60,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_026,1,EXISTING_PHYSICAL_STOP_CLUSTER,Santa Maria Hoè,7.048733,gate-d-2026-09-03-834d5caa0bfd
existing:EX_027,FACT,true,n:528193.74:5065060.08,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_027,1,EXISTING_PHYSICAL_STOP_CLUSTER,La Valletta Brianza,20.854202,gate-d-2026-09-03-834d5caa0bfd
existing:EX_028,FACT,true,n:528608.79:5066182.66,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_028,1,EXISTING_PHYSICAL_STOP_CLUSTER,Santa Maria Hoè,9.446354,gate-d-2026-09-03-834d5caa0bfd
existing:EX_029,FACT,true,n:528732.80:5064951.92,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_029,1,EXISTING_PHYSICAL_STOP_CLUSTER,La Valletta Brianza,40.214880,gate-d-2026-09-03-834d5caa0bfd
existing:EX_030,FACT,true,n:528374.99:5065189.62,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_030,1,EXISTING_PHYSICAL_STOP_CLUSTER,La Valletta Brianza,2.880115,gate-d-2026-09-03-834d5caa0bfd
existing:EX_031,FACT,true,n:534603.14:5062862.41,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_031,1,EXISTING_PHYSICAL_STOP_CLUSTER,Calco,4.338067,gate-d-2026-09-03-834d5caa0bfd
existing:EX_032,FACT,true,n:529138.47:5065631.58,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_032,1,EXISTING_PHYSICAL_STOP_CLUSTER,Santa Maria Hoè,2.896224,gate-d-2026-09-03-834d5caa0bfd
existing:EX_033,FACT,true,n:529637.88:5065358.95,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_033,1,EXISTING_PHYSICAL_STOP_CLUSTER,Santa Maria Hoè,3.693282,gate-d-2026-09-03-834d5caa0bfd
existing:EX_034,FACT,true,n:534486.96:5068902.57,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_034,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,6.544468,gate-d-2026-09-03-834d5caa0bfd
existing:EX_035,FACT,true,n:532651.30:5064867.56,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_035,1,EXISTING_PHYSICAL_STOP_CLUSTER,Olgiate Molgora,1.596688,gate-d-2026-09-03-834d5caa0bfd
existing:EX_036,FACT,true,n:534674.07:5065528.61,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_036,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,8.965310,gate-d-2026-09-03-834d5caa0bfd
existing:EX_037,FACT,true,n:530166.34:5065037.27,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_037,1,EXISTING_PHYSICAL_STOP_CLUSTER,Santa Maria Hoè,12.295759,gate-d-2026-09-03-834d5caa0bfd
existing:EX_039,FACT,true,n:531469.30:5064033.74,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_039,1,EXISTING_PHYSICAL_STOP_CLUSTER,Olgiate Molgora,3.825434,gate-d-2026-09-03-834d5caa0bfd
existing:EX_040,FACT,true,n:534661.16:5068133.30,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_040,1,EXISTING_PHYSICAL_STOP_CLUSTER,Brivio,33.145092,gate-d-2026-09-03-834d5caa0bfd
existing:EX_041,FACT,true,n:529766.29:5064648.93,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_041,1,EXISTING_PHYSICAL_STOP_CLUSTER,Santa Maria Hoè,8.586912,gate-d-2026-09-03-834d5caa0bfd
existing:EX_042,FACT,true,n:528782.93:5064911.12,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_042,1,EXISTING_PHYSICAL_STOP_CLUSTER,La Valletta Brianza,38.804681,gate-d-2026-09-03-834d5caa0bfd
existing:EX_043,FACT,true,n:532637.53:5064842.40,EXISTING_PHYSICAL_STOP_CLUSTER,existing:EX_043,1,EXISTING_PHYSICAL_STOP_CLUSTER,Olgiate Molgora,33.574018,gate-d-2026-09-03-834d5caa0bfd
rail:S01514,FACT,true,n:531394.95:5064038.66,HUB_RAIL,rail:S01514,1,HUB_RAIL,Olgiate Molgora,13.740745,gate-d-2026-09-03-834d5caa0bfd
