service_date,trip_id,trip_short_name,direction,arrival_time,departure_time,arrival_min,departure_min,origin_stop_id,origin_stop_name,terminal_stop_id,terminal_stop_name,station_stop_sequence,trip_stop_count,bus_to_rail_anchor_semantics,rail_to_bus_anchor_semantics,epistemic_status
2026-09-03,124855-2026-08-20-2026-09-14,S8 - 24855,MILANO,14:55:00,14:56:00,895.0,896.0,S01520,Lecco,S01645,Milano Porta Garibaldi,5,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124850-2026-08-20-2026-09-14,S8 - 24850,LECCO,15:02:00,15:03:00,902.0,903.0,S01645,Milano Porta Garibaldi,S01520,Lecco,9,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124857-2026-08-20-2026-09-14,S8 - 24857,MILANO,15:25:00,15:26:00,925.0,926.0,S01520,Lecco,S01645,Milano Porta Garibaldi,5,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124852-2026-08-20-2026-09-14,S8 - 24852,LECCO,15:32:00,15:33:00,932.0,933.0,S01645,Milano Porta Garibaldi,S01520,Lecco,9,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124859-2026-08-20-2026-09-14,S8 - 24859,MILANO,15:55:00,15:56:00,955.0,956.0,S01520,Lecco,S01645,Milano Porta Garibaldi,5,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124854-2026-08-20-2026-09-14,S8 - 24854,LECCO,16:02:00,16:03:00,962.0,963.0,S01645,Milano Porta Garibaldi,S01520,Lecco,9,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124861-2026-08-20-2026-09-14,S8 - 24861,MILANO,16:25:00,16:26:00,985.0,986.0,S01520,Lecco,S01645,Milano Porta Garibaldi,5,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124856-2026-08-20-2026-09-14,S8 - 24856,LECCO,16:32:00,16:33:00,992.0,993.0,S01645,Milano Porta Garibaldi,S01520,Lecco,9,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124863-2026-08-20-2026-09-14,S8 - 24863,MILANO,16:55:00,16:56:00,1015.0,1016.0,S01520,Lecco,S01645,Milano Porta Garibaldi,5,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124858-2026-08-20-2026-09-14,S8 - 24858,LECCO,17:02:00,17:03:00,1022.0,1023.0,S01645,Milano Porta Garibaldi,S01520,Lecco,9,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124865-2026-08-20-2026-09-14,S8 - 24865,MILANO,17:25:00,17:26:00,1045.0,1046.0,S01520,Lecco,S01645,Milano Porta Garibaldi,5,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124860-2026-08-20-2026-09-14,S8 - 24860,LECCO,17:32:00,17:33:00,1052.0,1053.0,S01645,Milano Porta Garibaldi,S01520,Lecco,9,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
2026-09-03,124867-2026-08-20-2026-09-14,S8 - 24867,MILANO,17:55:00,17:56:00,1075.0,1076.0,S01520,Lecco,S01645,Milano Porta Garibaldi,5,13,BUS_ARRIVAL_SCORED_CONTINUOUSLY_AGAINST_RAIL_DEPARTURE,BUS_DEPARTURE_SCORED_CONTINUOUSLY_AGAINST_RAIL_ARRIVAL,DERIVED_FROM_LIVE_OFFICIAL_GTFS
