route_id,source_page,direction_heading,direction_origin,direction_terminal,stop_sequence_on_page,stop_label_pdf,service_context,source_url,source_pdf_sha256,epistemic_status
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,10,MERATE CASSINA,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,11,SARTIRANA (Lago),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,12,PAGNANO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,13,MERATE P.ZZA ITALIA,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,14,MERATE V.LE VERDI,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,15,CERNUSCO F.S. (terminal),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,16,CERNUSCO F.S. (Via Volta),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,17,MERATE V.LE VERDI,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,18,MERATE GARAGE S. CARLO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,19,MERATE Via De Gasperi,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,20,NOVATE Via De Gasperi (Scuole),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,21,NOVATE Via dei Lodovichi (Scuole),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,22,MERATE NOVATE (Ospedale),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,23,MERATE (OSSERVATORIO),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,24,MERATE BRUGAROLO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,25,ROBBIATE (Via A.Moro),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,26,PADERNO F.S.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,27,VERDERIO SUP.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,28,VERDERIO INF.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,29,FRANCOLINO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,30,BERNAREGGIO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,31,RONCO BRIANTINO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,32,CARNATE F.S.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,1,ARLATE,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,2,IMBERSAGO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,3,MERATE SABBIONE,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,4,MERATE (OSSERVATORIO),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,5,MERATE CASSINA,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,6,SARTIRANA (Lago),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,7,PAGNANO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,8,MERATE P.ZZA ITALIA,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,9,MERATE V.LE VERDI,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,10,CERNUSCO F.S. (terminal),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,11,CERNUSCO F.S. (Via Volta),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,12,MERATE V.LE VERDI,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,13,MERATE GARAGE S. CARLO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,14,MERATE Via De Gasperi,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,15,NOVATE Via De Gasperi (Scuole),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,16,NOVATE Via dei Lodovichi (Scuole),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,17,MERATE NOVATE (Ospedale),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,18,MERATE (OSSERVATORIO),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,19,MERATE BRUGAROLO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,20,ROBBIATE (Via A.Moro),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,21,PADERNO F.S.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,22,VERDERIO SUP.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,23,VERDERIO INF.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,24,FRANCOLINO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,25,BERNAREGGIO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,26,RONCO BRIANTINO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,27,CARNATE F.S.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,1,CARNATE F.S.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,2,RONCO BRIANTINO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,3,BERNAREGGIO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,4,FRANCOLINO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,5,VERDERIO INFERIORE,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,6,VERDERIO SUPERIORE,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,7,PADERNO F.S.,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,8,ROBBIATE (Via A.Moro),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,9,MERATE (OSSERVATORIO),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,10,MERATE BRUGAROLO,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,11,MERATE NOVATE (Ospedale),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,12,NOVATE Via dei Lodovichi (Scuole),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,13,NOVATE Via De Gasperi (Scuole),PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
D170,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,14,MERATE VIA DE GASPERI,PUBLISHED_CURRENT_TIMETABLE,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE
