procom_res,origin_name,procom_lav,destination_name,workers,rank,category,share_of_origin_pct,cumulative_share_pct,rail_addressability,rail_evidence,feeder_objective_eligible,rail_semantics
097010,Brivio,012068,Ferno,1,135,OTHER_EXTERNAL,0.060168,96.811071,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,013101,Figino Serenza,1,136,OTHER_EXTERNAL,0.060168,96.871239,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,012070,Gallarate,1,137,OTHER_EXTERNAL,0.060168,96.931408,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015106,Gessate,1,138,OTHER_EXTERNAL,0.060168,96.991576,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016117,Grassobbio,1,139,OTHER_EXTERNAL,0.060168,97.051745,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015110,Grezzago,1,140,OTHER_EXTERNAL,0.060168,97.111913,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015113,Inveruno,1,141,OTHER_EXTERNAL,0.060168,97.172082,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016123,Lallio,1,142,OTHER_EXTERNAL,0.060168,97.232250,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,108026,Lesmo,1,143,OTHER_EXTERNAL,0.060168,97.292419,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,013129,Lipomo,1,144,OTHER_EXTERNAL,0.060168,97.352587,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015122,Liscate,1,145,OTHER_EXTERNAL,0.060168,97.412756,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,108028,Lissone,1,146,OTHER_EXTERNAL,0.060168,97.472924,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,097046,Mandello del Lario,1,147,OTHER_EXTERNAL,0.060168,97.533093,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016132,Mapello,1,148,OTHER_EXTERNAL,0.060168,97.593261,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,013143,Mariano Comense,1,149,OTHER_EXTERNAL,0.060168,97.653430,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015136,Masate,1,150,OTHER_EXTERNAL,0.060168,97.713598,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,013147,Merone,1,151,OTHER_EXTERNAL,0.060168,97.773767,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,097054,Monticello Brianza,1,152,OTHER_EXTERNAL,0.060168,97.833935,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,108034,Muggiò,1,153,OTHER_EXTERNAL,0.060168,97.894103,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016144,Nembro,1,154,OTHER_EXTERNAL,0.060168,97.954272,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015154,Nerviano,1,155,OTHER_EXTERNAL,0.060168,98.014440,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,108035,Nova Milanese,1,156,OTHER_EXTERNAL,0.060168,98.074609,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015166,Paderno Dugnano,1,157,OTHER_EXTERNAL,0.060168,98.134777,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016156,Palazzago,1,158,OTHER_EXTERNAL,0.060168,98.194946,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,017137,Pavone del Mella,1,159,OTHER_EXTERNAL,0.060168,98.255114,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015170,Pero,1,160,OTHER_EXTERNAL,0.060168,98.315283,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015171,Peschiera Borromeo,1,161,OTHER_EXTERNAL,0.060168,98.375451,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015175,Pioltello,1,162,OTHER_EXTERNAL,0.060168,98.435620,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016167,Pognano,1,163,OTHER_EXTERNAL,0.060168,98.495788,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,013188,Ponte Lambro,1,164,OTHER_EXTERNAL,0.060168,98.555957,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015179,Pregnana Milanese,1,165,OTHER_EXTERNAL,0.060168,98.616125,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016176,Presezzo,1,166,OTHER_EXTERNAL,0.060168,98.676294,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,108037,Renate,1,167,OTHER_EXTERNAL,0.060168,98.736462,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,033038,Rivergaro,1,168,OTHER_EXTERNAL,0.060168,98.796631,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,013202,Rovello Porro,1,169,OTHER_EXTERNAL,0.060168,98.856799,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015192,San Donato Milanese,1,170,OTHER_EXTERNAL,0.060168,98.916968,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015195,San Giuliano Milanese,1,171,OTHER_EXTERNAL,0.060168,98.977136,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015201,San Vittore Olona,1,172,OTHER_EXTERNAL,0.060168,99.037304,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016198,Seriate,1,173,OTHER_EXTERNAL,0.060168,99.097473,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,018150,Siziano,1,174,OTHER_EXTERNAL,0.060168,99.157641,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,012123,Somma Lombardo,1,175,OTHER_EXTERNAL,0.060168,99.217810,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016202,Sorisole,1,176,OTHER_EXTERNAL,0.060168,99.277978,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016203,Sotto il Monte Giovanni XXIII,1,177,OTHER_EXTERNAL,0.060168,99.338147,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016206,Spirano,1,178,OTHER_EXTERNAL,0.060168,99.398315,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016214,Torre Boldone,1,179,OTHER_EXTERNAL,0.060168,99.458484,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,108043,Triuggio,1,180,OTHER_EXTERNAL,0.060168,99.518652,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015224,Truccazzano,1,181,OTHER_EXTERNAL,0.060168,99.578821,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,108047,Veduggio con Colzano,1,182,OTHER_EXTERNAL,0.060168,99.638989,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015237,Vignate,1,183,OTHER_EXTERNAL,0.060168,99.699158,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016239,Villa d'Almè,1,184,OTHER_EXTERNAL,0.060168,99.759326,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016240,Villa di Serio,1,185,OTHER_EXTERNAL,0.060168,99.819495,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,015242,Vimodrone,1,186,OTHER_EXTERNAL,0.060168,99.879663,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,018182,Voghera,1,187,OTHER_EXTERNAL,0.060168,99.939832,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097010,Brivio,016246,Zogno,1,188,OTHER_EXTERNAL,0.060168,100.000000,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097012,Calco,279,1,SELF,12.839393,12.839393,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097048,Merate,205,2,OTHER_EXTERNAL,9.433962,22.273355,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015146,Milano,170,3,S8_DIRECT,7.823286,30.096641,DIRECT_S8_GTFS_VERIFIED,S01326|S01645|S01700,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097042,Lecco,124,4,S8_DIRECT,5.706397,35.803037,DIRECT_S8_GTFS_VERIFIED,S01520|S01522,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097058,Olgiate Molgora,120,5,OTHER_CORE,5.522319,41.325357,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097010,Brivio,89,6,OTHER_CORE,4.095720,45.421077,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097061,Osnago,60,7,S8_DIRECT,2.761160,48.182237,DIRECT_S8_GTFS_VERIFIED,S01512,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097020,Cernusco Lombardone,53,8,S8_DIRECT,2.439024,50.621261,DIRECT_S8_GTFS_VERIFIED,S01513,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108033,Monza,48,9,S8_DIRECT,2.208928,52.830189,DIRECT_S8_GTFS_VERIFIED,S01322,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097044,Lomagna,46,10,OTHER_EXTERNAL,2.116889,54.947078,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108050,Vimercate,39,11,OTHER_EXTERNAL,1.794754,56.741832,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016074,Cisano Bergamasco,38,12,OTHER_EXTERNAL,1.748734,58.490566,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097071,Robbiate,37,13,OTHER_EXTERNAL,1.702715,60.193281,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097092,La Valletta Brianza,36,14,OTHER_CORE,1.656696,61.849977,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097013,Calolziocorte,31,15,S8_DIRECT,1.426599,63.276576,DIRECT_S8_GTFS_VERIFIED,S01524,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097091,Verderio,30,16,OTHER_EXTERNAL,1.380580,64.657156,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097074,Santa Maria Hoè,24,17,OTHER_CORE,1.104464,65.761620,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108053,Cornate d'Adda,22,18,OTHER_EXTERNAL,1.012425,66.774045,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097059,Olginate,22,19,OTHER_EXTERNAL,1.012425,67.786470,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108001,Agrate Brianza,20,20,OTHER_EXTERNAL,0.920387,68.706857,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097057,Oggiono,20,21,OTHER_EXTERNAL,0.920387,69.627243,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108044,Usmate Velate,19,22,OTHER_EXTERNAL,0.874367,70.501611,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097049,Missaglia,17,23,OTHER_EXTERNAL,0.782329,71.283939,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097038,Garlate,15,24,OTHER_EXTERNAL,0.690290,71.974229,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108038,Ronco Briantino,15,25,OTHER_EXTERNAL,0.690290,72.664519,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097054,Monticello Brianza,14,26,OTHER_EXTERNAL,0.644271,73.308790,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016024,Bergamo,13,27,OTHER_EXTERNAL,0.598251,73.907041,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097039,Imbersago,13,28,OTHER_EXTERNAL,0.598251,74.505292,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097002,Airuno,12,29,S8_DIRECT,0.552232,75.057524,DIRECT_S8_GTFS_VERIFIED,S01515,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097019,Castello di Brianza,12,30,OTHER_EXTERNAL,0.552232,75.609756,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097006,Barzanò,11,31,OTHER_EXTERNAL,0.506213,76.115969,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097016,Casatenovo,11,32,OTHER_EXTERNAL,0.506213,76.622181,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097031,Dolzago,11,33,OTHER_EXTERNAL,0.506213,77.128394,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097083,Valmadrera,11,34,OTHER_EXTERNAL,0.506213,77.634607,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108008,Besana in Brianza,10,35,OTHER_EXTERNAL,0.460193,78.094800,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097011,Bulciago,10,36,OTHER_EXTERNAL,0.460193,78.554993,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108028,Lissone,10,37,OTHER_EXTERNAL,0.460193,79.015186,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097005,Barzago,9,38,OTHER_EXTERNAL,0.414174,79.429360,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108006,Bellusco,9,39,OTHER_EXTERNAL,0.414174,79.843534,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108007,Bernareggio,9,40,OTHER_EXTERNAL,0.414174,80.257708,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016046,Calusco d'Adda,9,41,OTHER_EXTERNAL,0.414174,80.671882,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097062,Paderno d'Adda,9,42,OTHER_EXTERNAL,0.414174,81.086056,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097075,Sirone,9,43,OTHER_EXTERNAL,0.414174,81.500230,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108004,Arcore,8,44,S8_DIRECT,0.368155,81.868385,DIRECT_S8_GTFS_VERIFIED,S01510,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015011,Assago,8,45,OTHER_EXTERNAL,0.368155,82.236539,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108021,Concorezzo,8,46,OTHER_EXTERNAL,0.368155,82.604694,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097036,Galbiate,8,47,OTHER_EXTERNAL,0.368155,82.972849,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097009,Bosisio Parini,7,48,OTHER_EXTERNAL,0.322135,83.294984,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108012,Brugherio,7,49,OTHER_EXTERNAL,0.322135,83.617119,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108013,Burago di Molgora,7,50,OTHER_EXTERNAL,0.322135,83.939254,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015070,Cernusco sul Naviglio,7,51,OTHER_EXTERNAL,0.322135,84.261390,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097022,Civate,7,52,OTHER_EXTERNAL,0.322135,84.583525,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013075,Como,7,53,OTHER_EXTERNAL,0.322135,84.905660,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097026,Costa Masnaga,7,54,OTHER_EXTERNAL,0.322135,85.227796,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097053,Montevecchia,7,55,OTHER_EXTERNAL,0.322135,85.549931,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097068,Pescate,7,56,OTHER_EXTERNAL,0.322135,85.872066,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015209,Sesto San Giovanni,7,57,S8_DIRECT,0.322135,86.194202,DIRECT_S8_GTFS_VERIFIED,S01325,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097076,Sirtori,7,58,OTHER_EXTERNAL,0.322135,86.516337,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097082,Valgreghentino,7,59,OTHER_EXTERNAL,0.322135,86.838472,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108047,Veduggio con Colzano,7,60,OTHER_EXTERNAL,0.322135,87.160607,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016034,Bottanuco,6,61,OTHER_EXTERNAL,0.276116,87.436723,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108015,Carate Brianza,6,62,OTHER_EXTERNAL,0.276116,87.712839,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015051,Carugate,6,63,OTHER_EXTERNAL,0.276116,87.988955,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097037,Garbagnate Monastero,6,64,OTHER_EXTERNAL,0.276116,88.265071,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108036,Ornago,6,65,OTHER_EXTERNAL,0.276116,88.541187,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015205,Segrate,6,66,OTHER_EXTERNAL,0.276116,88.817303,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015221,Trezzo sull'Adda,6,67,OTHER_EXTERNAL,0.276116,89.093419,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016038,Brembate di Sopra,5,68,OTHER_EXTERNAL,0.230097,89.323516,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108016,Carnate,5,69,S8_DIRECT,0.230097,89.553613,DIRECT_S8_GTFS_VERIFIED,S01511,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097017,Cassago Brianza,5,70,OTHER_EXTERNAL,0.230097,89.783709,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097024,Colle Brianza,5,71,OTHER_EXTERNAL,0.230097,90.013806,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097028,Cremella,5,72,OTHER_EXTERNAL,0.230097,90.243902,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015189,Rozzano,5,73,OTHER_EXTERNAL,0.230097,90.473999,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108039,Seregno,5,74,OTHER_EXTERNAL,0.230097,90.704096,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016213,Terno d'Isola,5,75,OTHER_EXTERNAL,0.230097,90.934192,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016006,Almenno San Bartolomeo,4,76,OTHER_EXTERNAL,0.184077,91.118270,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097003,Annone di Brianza,4,77,OTHER_EXTERNAL,0.184077,91.302347,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016057,Carvico,4,78,OTHER_EXTERNAL,0.184077,91.486424,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108023,Desio,4,79,OTHER_EXTERNAL,0.184077,91.670502,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097051,Molteno,4,80,OTHER_EXTERNAL,0.184077,91.854579,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097052,Monte Marenzo,4,81,OTHER_EXTERNAL,0.184077,92.038656,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016209,Suisio,4,82,OTHER_EXTERNAL,0.184077,92.222734,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108043,Triuggio,4,83,OTHER_EXTERNAL,0.184077,92.406811,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
