procom_res,origin_name,procom_lav,destination_name,workers,rank,category,share_of_origin_pct,cumulative_share_pct,rail_addressability,rail_evidence,feeder_objective_eligible,rail_semantics
097012,Calco,013041,Cantù,3,84,OTHER_EXTERNAL,0.138058,92.544869,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016052,Caprino Bergamasco,3,85,OTHER_EXTERNAL,0.138058,92.682927,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015060,Cassina de' Pecchi,3,86,OTHER_EXTERNAL,0.138058,92.820985,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015077,Cinisello Balsamo,3,87,OTHER_EXTERNAL,0.138058,92.959043,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015081,Cologno Monzese,3,88,OTHER_EXTERNAL,0.138058,93.097101,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013095,Erba,3,89,OTHER_EXTERNAL,0.138058,93.235159,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015106,Gessate,3,90,OTHER_EXTERNAL,0.138058,93.373217,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108024,Giussano,3,91,OTHER_EXTERNAL,0.138058,93.511275,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097056,Nibionno,3,92,OTHER_EXTERNAL,0.138058,93.649333,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015172,Pessano con Bornago,3,93,OTHER_EXTERNAL,0.138058,93.787391,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016171,Pontida,3,94,OTHER_EXTERNAL,0.138058,93.925449,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015182,Rho,3,95,OTHER_EXTERNAL,0.138058,94.063507,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015195,San Giuliano Milanese,3,96,OTHER_EXTERNAL,0.138058,94.201565,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016207,Stezzano,3,97,OTHER_EXTERNAL,0.138058,94.339623,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108002,Aicurzio,2,98,OTHER_EXTERNAL,0.092039,94.431661,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108003,Albiate,2,99,OTHER_EXTERNAL,0.092039,94.523700,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108009,Biassono,2,100,OTHER_EXTERNAL,0.092039,94.615739,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015032,Bresso,2,101,OTHER_EXTERNAL,0.092039,94.707777,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108051,Busnago,2,102,OTHER_EXTERNAL,0.092039,94.799816,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108014,Camparada,2,103,OTHER_EXTERNAL,0.092039,94.891855,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108052,Caponago,2,104,OTHER_EXTERNAL,0.092039,94.983893,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097021,Cesana Brianza,2,105,OTHER_EXTERNAL,0.092039,95.075932,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016076,Cividate al Piano,2,106,OTHER_EXTERNAL,0.092039,95.167971,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016126,Levate,2,107,OTHER_EXTERNAL,0.092039,95.260009,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015122,Liscate,2,108,OTHER_EXTERNAL,0.092039,95.352048,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016250,Medolago,2,109,OTHER_EXTERNAL,0.092039,95.444087,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015157,Novate Milanese,2,110,OTHER_EXTERNAL,0.092039,95.536125,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013170,Orsenigo,2,111,OTHER_EXTERNAL,0.092039,95.628164,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015166,Paderno Dugnano,2,112,OTHER_EXTERNAL,0.092039,95.720202,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015171,Peschiera Borromeo,2,113,OTHER_EXTERNAL,0.092039,95.812241,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015192,San Donato Milanese,2,114,OTHER_EXTERNAL,0.092039,95.904280,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108042,Sulbiate,2,115,OTHER_EXTERNAL,0.092039,95.996318,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016238,Villa d'Adda,2,116,OTHER_EXTERNAL,0.092039,96.088357,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108049,Villasanta,2,117,OTHER_EXTERNAL,0.092039,96.180396,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,017002,Adro,1,118,OTHER_EXTERNAL,0.046019,96.226415,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016003,Albano Sant'Alessandro,1,119,OTHER_EXTERNAL,0.046019,96.272434,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013003,Albavilla,1,120,OTHER_EXTERNAL,0.046019,96.318454,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016005,Almè,1,121,OTHER_EXTERNAL,0.046019,96.364473,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016009,Ambivere,1,122,OTHER_EXTERNAL,0.046019,96.410492,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,024008,Arzignano,1,123,OTHER_EXTERNAL,0.046019,96.456512,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016016,Azzano San Paolo,1,124,OTHER_EXTERNAL,0.046019,96.502531,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015014,Basiano,1,125,OTHER_EXTERNAL,0.046019,96.548550,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,017015,Berlingo,1,126,OTHER_EXTERNAL,0.046019,96.594570,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015027,Bollate,1,127,OTHER_EXTERNAL,0.046019,96.640589,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,017029,Brescia,1,128,OTHER_EXTERNAL,0.046019,96.686608,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108011,Briosco,1,129,OTHER_EXTERNAL,0.046019,96.732628,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015041,Busto Garolfo,1,130,OTHER_EXTERNAL,0.046019,96.778647,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015044,Cambiago,1,131,OTHER_EXTERNAL,0.046019,96.824666,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013043,Capiago Intimiano,1,132,OTHER_EXTERNAL,0.046019,96.870686,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013053,Casnate con Bernate,1,133,OTHER_EXTERNAL,0.046019,96.916705,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015059,Cassano d'Adda,1,134,OTHER_EXTERNAL,0.046019,96.962724,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,019025,Castelleone,1,135,OTHER_EXTERNAL,0.046019,97.008744,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016062,Castelli Calepio,1,136,OTHER_EXTERNAL,0.046019,97.054763,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016068,Cenate Sopra,1,137,OTHER_EXTERNAL,0.046019,97.100782,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016072,Chignolo d'Isola,1,138,OTHER_EXTERNAL,0.046019,97.146802,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016073,Chiuduno,1,139,OTHER_EXTERNAL,0.046019,97.192821,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013068,Cirimido,1,140,OTHER_EXTERNAL,0.046019,97.238840,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108020,Cogliate,1,141,OTHER_EXTERNAL,0.046019,97.284860,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097023,Colico,1,142,OTHER_EXTERNAL,0.046019,97.330879,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015086,Cormano,1,143,OTHER_EXTERNAL,0.046019,97.376898,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015087,Cornaredo,1,144,OTHER_EXTERNAL,0.046019,97.422918,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016084,Costa di Mezzate,1,145,OTHER_EXTERNAL,0.046019,97.468937,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016089,Curno,1,146,OTHER_EXTERNAL,0.046019,97.514956,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016091,Dalmine,1,147,OTHER_EXTERNAL,0.046019,97.560976,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,014026,Delebio,1,148,OTHER_EXTERNAL,0.046019,97.606995,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013097,Eupilio,1,149,OTHER_EXTERNAL,0.046019,97.653014,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016096,Fara Gera d'Adda,1,150,OTHER_EXTERNAL,0.046019,97.699034,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016098,Filago,1,151,OTHER_EXTERNAL,0.046019,97.745053,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015105,Garbagnate Milanese,1,152,OTHER_EXTERNAL,0.046019,97.791072,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,010025,Genova,1,153,OTHER_EXTERNAL,0.046019,97.837092,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015108,Gorgonzola,1,154,OTHER_EXTERNAL,0.046019,97.883111,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016114,Gorlago,1,155,OTHER_EXTERNAL,0.046019,97.929130,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016117,Grassobbio,1,156,OTHER_EXTERNAL,0.046019,97.975150,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,012083,Induno Olona,1,157,OTHER_EXTERNAL,0.046019,98.021169,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013118,Inverigo,1,158,OTHER_EXTERNAL,0.046019,98.067188,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015118,Legnano,1,159,OTHER_EXTERNAL,0.046019,98.113208,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108026,Lesmo,1,160,OTHER_EXTERNAL,0.046019,98.159227,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108027,Limbiate,1,161,OTHER_EXTERNAL,0.046019,98.205246,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,098031,Lodi,1,162,OTHER_EXTERNAL,0.046019,98.251266,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013136,Lurago d'Erba,1,163,OTHER_EXTERNAL,0.046019,98.297285,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097046,Mandello del Lario,1,164,OTHER_EXTERNAL,0.046019,98.343304,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016132,Mapello,1,165,OTHER_EXTERNAL,0.046019,98.389324,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013143,Mariano Comense,1,166,OTHER_EXTERNAL,0.046019,98.435343,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015136,Masate,1,167,OTHER_EXTERNAL,0.046019,98.481362,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015139,Mediglia,1,168,OTHER_EXTERNAL,0.046019,98.527382,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108031,Mezzago,1,169,OTHER_EXTERNAL,0.046019,98.573401,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108032,Misinto,1,170,OTHER_EXTERNAL,0.046019,98.619420,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,017117,Nave,1,171,OTHER_EXTERNAL,0.046019,98.665439,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,012109,Origgio,1,172,OTHER_EXTERNAL,0.046019,98.711459,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016150,Orio al Serio,1,173,OTHER_EXTERNAL,0.046019,98.757478,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015168,Parabiago,1,174,OTHER_EXTERNAL,0.046019,98.803497,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,017137,Pavone del Mella,1,175,OTHER_EXTERNAL,0.046019,98.849517,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016170,Ponte San Pietro,1,176,OTHER_EXTERNAL,0.046019,98.895536,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016169,Ponteranica,1,177,OTHER_EXTERNAL,0.046019,98.941555,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016172,Pontirolo Nuovo,1,178,OTHER_EXTERNAL,0.046019,98.987575,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015179,Pregnana Milanese,1,179,OTHER_EXTERNAL,0.046019,99.033594,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,024083,Quinto Vicentino,1,180,OTHER_EXTERNAL,0.046019,99.079613,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015185,Rodano,1,181,OTHER_EXTERNAL,0.046019,99.125633,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,018140,Santa Giuletta,1,182,OTHER_EXTERNAL,0.046019,99.171652,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016194,Scanzorosciate,1,183,OTHER_EXTERNAL,0.046019,99.217671,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013212,Senna Comasco,1,184,OTHER_EXTERNAL,0.046019,99.263691,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016198,Seriate,1,185,OTHER_EXTERNAL,0.046019,99.309710,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,014061,Sondrio,1,186,OTHER_EXTERNAL,0.046019,99.355729,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,098055,Sordio,1,187,OTHER_EXTERNAL,0.046019,99.401749,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016203,Sotto il Monte Giovanni XXIII,1,188,OTHER_EXTERNAL,0.046019,99.447768,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,097078,Suello,1,189,OTHER_EXTERNAL,0.046019,99.493787,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,017184,Temù,1,190,OTHER_EXTERNAL,0.046019,99.539807,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015219,Trezzano Rosa,1,191,OTHER_EXTERNAL,0.046019,99.585826,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015220,Trezzano sul Naviglio,1,192,OTHER_EXTERNAL,0.046019,99.631845,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016224,Valbrembo,1,193,OTHER_EXTERNAL,0.046019,99.677865,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,108048,Verano Brianza,1,194,OTHER_EXTERNAL,0.046019,99.723884,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,002158,Vercelli,1,195,OTHER_EXTERNAL,0.046019,99.769903,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016232,Verdellino,1,196,OTHER_EXTERNAL,0.046019,99.815923,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,015242,Vimodrone,1,197,OTHER_EXTERNAL,0.046019,99.861942,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016245,Zanica,1,198,OTHER_EXTERNAL,0.046019,99.907961,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,013246,Zelbio,1,199,OTHER_EXTERNAL,0.046019,99.953981,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097012,Calco,016246,Zogno,1,200,OTHER_EXTERNAL,0.046019,100.000000,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097058,Olgiate Molgora,326,1,SELF,14.254482,14.254482,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097048,Merate,217,2,OTHER_EXTERNAL,9.488413,23.742895,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,015146,Milano,185,3,S8_DIRECT,8.089200,31.832094,DIRECT_S8_GTFS_VERIFIED,S01326|S01645|S01700,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097042,Lecco,138,4,S8_DIRECT,6.034106,37.866200,DIRECT_S8_GTFS_VERIFIED,S01520|S01522,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097012,Calco,101,5,OTHER_CORE,4.416266,42.282466,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097010,Brivio,75,6,OTHER_CORE,3.279405,45.561871,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097092,La Valletta Brianza,75,7,OTHER_CORE,3.279405,48.841277,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097061,Osnago,62,8,S8_DIRECT,2.710975,51.552252,DIRECT_S8_GTFS_VERIFIED,S01512,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097020,Cernusco Lombardone,59,9,S8_DIRECT,2.579799,54.132051,DIRECT_S8_GTFS_VERIFIED,S01513,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097074,Santa Maria Hoè,41,10,OTHER_CORE,1.792742,55.924792,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108050,Vimercate,37,11,OTHER_EXTERNAL,1.617840,57.542632,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,108033,Monza,35,12,S8_DIRECT,1.530389,59.073021,DIRECT_S8_GTFS_VERIFIED,S01322,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097044,Lomagna,31,13,OTHER_EXTERNAL,1.355488,60.428509,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097059,Olginate,31,14,OTHER_EXTERNAL,1.355488,61.783997,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097071,Robbiate,30,15,OTHER_EXTERNAL,1.311762,63.095759,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097013,Calolziocorte,27,16,S8_DIRECT,1.180586,64.276345,DIRECT_S8_GTFS_VERIFIED,S01524,True,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097049,Missaglia,25,17,OTHER_EXTERNAL,1.093135,65.369480,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097091,Verderio,22,18,OTHER_EXTERNAL,0.961959,66.331439,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
097058,Olgiate Molgora,097005,Barzago,21,19,OTHER_EXTERNAL,0.918233,67.249672,NOT_RAIL_ASSIGNED,,False,INFRASTRUCTURE_ADDRESSABILITY_NOT_MODAL_SHARE
