trip_id,route_id,source_page,source_column,direction_heading,direction_origin,direction_terminal,day_code,note_code,active_on_reference_date,reference_date,valid_from,valid_to,first_published_time,last_published_time,scheduled_runtime_min,published_timed_stops,runtime_semantics,source_url,source_pdf_sha256,gate_c_commit,epistemic_status,trip_first_published_stop_label,trip_last_published_stop_label,operator_trip_id,trip_identity_semantics,page_direction_semantics
PDF20260903:D170:P01:C14,D170,1,14,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,,True,2026-09-03,2026-06-09,2026-09-13,10:51,11:02,11,7,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CERNUSCO F.S. (terminal),MERATE NOVATE (Ospedale),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C15,D170,1,15,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,12345,A,True,2026-09-03,2026-06-09,2026-09-13,11:02,11:30,28,7,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,MERATE NOVATE (Ospedale),CARNATE F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C16,D170,1,16,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,,True,2026-09-03,2026-06-09,2026-09-13,11:35,11:56,21,9,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CERNUSCO F.S. (terminal),PADERNO F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C17,D170,1,17,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,12345,A,True,2026-09-03,2026-06-09,2026-09-13,12:00,12:19,19,5,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,PADERNO F.S.,CARNATE F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C18,D170,1,18,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,,True,2026-09-03,2026-06-09,2026-09-13,12:40,13:01,21,9,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CERNUSCO F.S. (terminal),PADERNO F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C19,D170,1,19,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,,True,2026-09-03,2026-06-09,2026-09-13,13:25,13:35,10,2,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,MERATE Via De Gasperi,MERATE BRUGAROLO,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C20,D170,1,20,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,,True,2026-09-03,2026-06-09,2026-09-13,12:59,13:20,21,9,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,ARLATE,NOVATE Via De Gasperi (Scuole),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C21,D170,1,21,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,D,True,2026-09-03,2026-06-09,2026-09-13,13:25,13:58,33,9,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,NOVATE Via De Gasperi (Scuole),CARNATE F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C22,D170,1,22,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,,True,2026-09-03,2026-06-09,2026-09-13,13:50,14:00,10,3,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,ARLATE,NOVATE Via dei Lodovichi (Scuole),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C23,D170,1,23,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,,True,2026-09-03,2026-06-09,2026-09-13,14:00,14:41,41,14,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CERNUSCO F.S. (terminal),CARNATE F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P01:C24,D170,1,24,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,D,True,2026-09-03,2026-06-09,2026-09-13,15:15,15:43,28,9,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,ARLATE,CERNUSCO F.S. (Via Volta),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P02:C01,D170,2,1,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,D,True,2026-09-03,2026-06-09,2026-09-13,15:19,15:30,11,4,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,ARLATE,PADERNO F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P02:C02,D170,2,2,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,123456,,True,2026-09-03,2026-06-09,2026-09-13,15:45,15:56,11,5,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CERNUSCO F.S. (terminal),MERATE Via De Gasperi,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P02:C03,D170,2,3,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,12345,,True,2026-09-03,2026-06-09,2026-09-13,16:35,16:56,21,9,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CERNUSCO F.S. (terminal),PADERNO F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P02:C04,D170,2,4,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,12345,,True,2026-09-03,2026-06-09,2026-09-13,17:20,18:00,40,13,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CERNUSCO F.S. (terminal),CARNATE F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P02:C05,D170,2,5,MONTEVECCHIA→ARLATE→MERATE→CARNATE→VIMERCATE,MONTEVECCHIA,VIMERCATE,12345,,True,2026-09-03,2026-06-09,2026-09-13,18:30,18:50,20,5,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,PADERNO F.S.,CARNATE F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C01,D170,3,1,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,06:38,06:57,19,7,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,MERATE BRUGAROLO,CERNUSCO F.S. (terminal),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C02,D170,3,2,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,A,True,2026-09-03,2026-06-09,2026-09-13,07:33,07:44,11,5,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,NOVATE Via dei Lodovichi (Scuole),CERNUSCO F.S. (terminal),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C03,D170,3,3,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,B,False,2026-09-03,2026-06-09,2026-09-13,07:27,07:44,17,7,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,MERATE (OSSERVATORIO),CERNUSCO F.S. (terminal),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C04,D170,3,4,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,07:05,07:33,28,8,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CARNATE F.S.,NOVATE Via De Gasperi (Scuole),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C05,D170,3,5,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,B,False,2026-09-03,2026-06-09,2026-09-13,08:10,08:24,14,8,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,PADERNO F.S.,CERNUSCO F.S. (terminal),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C06,D170,3,6,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,A,True,2026-09-03,2026-06-09,2026-09-13,08:22,08:53,31,13,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,PADERNO F.S.,MONTEVECCHIA Parcheggio Alta Collina,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C07,D170,3,7,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,08:35,09:14,39,12,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CARNATE F.S.,CERNUSCO F.S. (terminal),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C08,D170,3,8,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,09:40,09:59,19,7,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,MERATE BRUGAROLO,CERNUSCO F.S. (terminal),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C09,D170,3,9,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,10:00,10:14,14,4,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,PADERNO F.S.,ARLATE,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C10,D170,3,10,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,10:30,10:49,19,8,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,PADERNO F.S.,CERNUSCO F.S. (terminal),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C11,D170,3,11,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,12345,A,True,2026-09-03,2026-06-09,2026-09-13,11:35,11:55,20,5,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CARNATE F.S.,PADERNO F.S.,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C12,D170,3,12,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,12:00,12:19,19,8,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,PADERNO F.S.,CERNUSCO F.S. (terminal),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C13,D170,3,13,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,12345,A,True,2026-09-03,2026-06-09,2026-09-13,12:30,12:58,28,8,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,CARNATE F.S.,NOVATE Via De Gasperi (Scuole),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C14,D170,3,14,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,12:35,12:59,24,11,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,NOVATE Via dei Lodovichi (Scuole),ARLATE,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C15,D170,3,15,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,13:17,13:25,8,4,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,PADERNO F.S.,NOVATE Via De Gasperi (Scuole),,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
PDF20260903:D170:P03:C16,D170,3,16,VIMERCATE→CARNATE→MERATE→ARLATE→MONTEVECCHIA,VIMERCATE,MONTEVECCHIA,123456,,True,2026-09-03,2026-06-09,2026-09-13,13:25,13:50,25,11,SCHEDULED_PUBLISHED_TIME_NOT_OBSERVED_RUNTIME,https://www.leccotrasporti.it/percorsi/estivo/linea-d170.pdf,87ab0fe1f2c68a38f8e54fd911f0ef38c9b29a22b3d875e34e4209a1a922f63b,dcc3e75ae3b4f4ea5170f48e85345b83620c5536,RECONSTRUCTED_FROM_OFFICIAL_PRIMARY_TIMETABLE,NOVATE Via De Gasperi (Scuole),ARLATE,,RECONSTRUCTED_TIMETABLE_COLUMN_ID_NOT_OPERATOR_TRIP_ID,PUBLISHED_PAGE_ORIENTATION_NOT_NECESSARILY_TRIP_ENDPOINTS
