procom_res,origin_name,procom_lav,destination_name,workers,rank,category,share_of_origin_pct,cumulative_share_pct
097012,Calco,016009,Ambivere,1,122,OTHER_EXTERNAL,0.046019,96.410492
097012,Calco,024008,Arzignano,1,123,OTHER_EXTERNAL,0.046019,96.456512
097012,Calco,016016,Azzano San Paolo,1,124,OTHER_EXTERNAL,0.046019,96.502531
097012,Calco,015014,Basiano,1,125,OTHER_EXTERNAL,0.046019,96.548550
097012,Calco,017015,Berlingo,1,126,OTHER_EXTERNAL,0.046019,96.594570
097012,Calco,015027,Bollate,1,127,OTHER_EXTERNAL,0.046019,96.640589
097012,Calco,017029,Brescia,1,128,OTHER_EXTERNAL,0.046019,96.686608
097012,Calco,108011,Briosco,1,129,OTHER_EXTERNAL,0.046019,96.732628
097012,Calco,015041,Busto Garolfo,1,130,OTHER_EXTERNAL,0.046019,96.778647
097012,Calco,015044,Cambiago,1,131,OTHER_EXTERNAL,0.046019,96.824666
097012,Calco,013043,Capiago Intimiano,1,132,OTHER_EXTERNAL,0.046019,96.870686
097012,Calco,013053,Casnate con Bernate,1,133,OTHER_EXTERNAL,0.046019,96.916705
097012,Calco,015059,Cassano d'Adda,1,134,OTHER_EXTERNAL,0.046019,96.962724
097012,Calco,019025,Castelleone,1,135,OTHER_EXTERNAL,0.046019,97.008744
097012,Calco,016062,Castelli Calepio,1,136,OTHER_EXTERNAL,0.046019,97.054763
097012,Calco,016068,Cenate Sopra,1,137,OTHER_EXTERNAL,0.046019,97.100782
097012,Calco,016072,Chignolo d'Isola,1,138,OTHER_EXTERNAL,0.046019,97.146802
097012,Calco,016073,Chiuduno,1,139,OTHER_EXTERNAL,0.046019,97.192821
097012,Calco,013068,Cirimido,1,140,OTHER_EXTERNAL,0.046019,97.238840
097012,Calco,108020,Cogliate,1,141,OTHER_EXTERNAL,0.046019,97.284860
097012,Calco,097023,Colico,1,142,OTHER_EXTERNAL,0.046019,97.330879
097012,Calco,015086,Cormano,1,143,OTHER_EXTERNAL,0.046019,97.376898
097012,Calco,015087,Cornaredo,1,144,OTHER_EXTERNAL,0.046019,97.422918
097012,Calco,016084,Costa di Mezzate,1,145,OTHER_EXTERNAL,0.046019,97.468937
097012,Calco,016089,Curno,1,146,OTHER_EXTERNAL,0.046019,97.514956
097012,Calco,016091,Dalmine,1,147,OTHER_EXTERNAL,0.046019,97.560976
097012,Calco,014026,Delebio,1,148,OTHER_EXTERNAL,0.046019,97.606995
097012,Calco,013097,Eupilio,1,149,OTHER_EXTERNAL,0.046019,97.653014
097012,Calco,016096,Fara Gera d'Adda,1,150,OTHER_EXTERNAL,0.046019,97.699034
097012,Calco,016098,Filago,1,151,OTHER_EXTERNAL,0.046019,97.745053
097012,Calco,015105,Garbagnate Milanese,1,152,OTHER_EXTERNAL,0.046019,97.791072
097012,Calco,010025,Genova,1,153,OTHER_EXTERNAL,0.046019,97.837092
097012,Calco,015108,Gorgonzola,1,154,OTHER_EXTERNAL,0.046019,97.883111
097012,Calco,016114,Gorlago,1,155,OTHER_EXTERNAL,0.046019,97.929130
097012,Calco,016117,Grassobbio,1,156,OTHER_EXTERNAL,0.046019,97.975150
097012,Calco,012083,Induno Olona,1,157,OTHER_EXTERNAL,0.046019,98.021169
097012,Calco,013118,Inverigo,1,158,OTHER_EXTERNAL,0.046019,98.067188
097012,Calco,015118,Legnano,1,159,OTHER_EXTERNAL,0.046019,98.113208
097012,Calco,108026,Lesmo,1,160,OTHER_EXTERNAL,0.046019,98.159227
097012,Calco,108027,Limbiate,1,161,OTHER_EXTERNAL,0.046019,98.205246
097012,Calco,098031,Lodi,1,162,OTHER_EXTERNAL,0.046019,98.251266
097012,Calco,013136,Lurago d'Erba,1,163,OTHER_EXTERNAL,0.046019,98.297285
097012,Calco,097046,Mandello del Lario,1,164,OTHER_EXTERNAL,0.046019,98.343304
097012,Calco,016132,Mapello,1,165,OTHER_EXTERNAL,0.046019,98.389324
097012,Calco,013143,Mariano Comense,1,166,OTHER_EXTERNAL,0.046019,98.435343
097012,Calco,015136,Masate,1,167,OTHER_EXTERNAL,0.046019,98.481362
097012,Calco,015139,Mediglia,1,168,OTHER_EXTERNAL,0.046019,98.527382
097012,Calco,108031,Mezzago,1,169,OTHER_EXTERNAL,0.046019,98.573401
097012,Calco,108032,Misinto,1,170,OTHER_EXTERNAL,0.046019,98.619420
097012,Calco,017117,Nave,1,171,OTHER_EXTERNAL,0.046019,98.665439
097012,Calco,012109,Origgio,1,172,OTHER_EXTERNAL,0.046019,98.711459
097012,Calco,016150,Orio al Serio,1,173,OTHER_EXTERNAL,0.046019,98.757478
097012,Calco,015168,Parabiago,1,174,OTHER_EXTERNAL,0.046019,98.803497
097012,Calco,017137,Pavone del Mella,1,175,OTHER_EXTERNAL,0.046019,98.849517
097012,Calco,016170,Ponte San Pietro,1,176,OTHER_EXTERNAL,0.046019,98.895536
097012,Calco,016169,Ponteranica,1,177,OTHER_EXTERNAL,0.046019,98.941555
097012,Calco,016172,Pontirolo Nuovo,1,178,OTHER_EXTERNAL,0.046019,98.987575
097012,Calco,015179,Pregnana Milanese,1,179,OTHER_EXTERNAL,0.046019,99.033594
097012,Calco,024083,Quinto Vicentino,1,180,OTHER_EXTERNAL,0.046019,99.079613
097012,Calco,015185,Rodano,1,181,OTHER_EXTERNAL,0.046019,99.125633
097012,Calco,018140,Santa Giuletta,1,182,OTHER_EXTERNAL,0.046019,99.171652
097012,Calco,016194,Scanzorosciate,1,183,OTHER_EXTERNAL,0.046019,99.217671
097012,Calco,013212,Senna Comasco,1,184,OTHER_EXTERNAL,0.046019,99.263691
097012,Calco,016198,Seriate,1,185,OTHER_EXTERNAL,0.046019,99.309710
097012,Calco,014061,Sondrio,1,186,OTHER_EXTERNAL,0.046019,99.355729
097012,Calco,098055,Sordio,1,187,OTHER_EXTERNAL,0.046019,99.401749
097012,Calco,016203,Sotto il Monte Giovanni XXIII,1,188,OTHER_EXTERNAL,0.046019,99.447768
097012,Calco,097078,Suello,1,189,OTHER_EXTERNAL,0.046019,99.493787
097012,Calco,017184,TemÃ¹,1,190,OTHER_EXTERNAL,0.046019,99.539807
097012,Calco,015219,Trezzano Rosa,1,191,OTHER_EXTERNAL,0.046019,99.585826
097012,Calco,015220,Trezzano sul Naviglio,1,192,OTHER_EXTERNAL,0.046019,99.631845
097012,Calco,016224,Valbrembo,1,193,OTHER_EXTERNAL,0.046019,99.677865
097012,Calco,108048,Verano Brianza,1,194,OTHER_EXTERNAL,0.046019,99.723884
097012,Calco,002158,Vercelli,1,195,OTHER_EXTERNAL,0.046019,99.769903
097012,Calco,016232,Verdellino,1,196,OTHER_EXTERNAL,0.046019,99.815923
097012,Calco,015242,Vimodrone,1,197,OTHER_EXTERNAL,0.046019,99.861942
097012,Calco,016245,Zanica,1,198,OTHER_EXTERNAL,0.046019,99.907961
097012,Calco,013246,Zelbio,1,199,OTHER_EXTERNAL,0.046019,99.953981
097012,Calco,016246,Zogno,1,200,OTHER_EXTERNAL,0.046019,100.000000
097058,Olgiate Molgora,097058,Olgiate Molgora,326,1,SELF,14.254482,14.254482
097058,Olgiate Molgora,097048,Merate,217,2,OTHER_EXTERNAL,9.488413,23.742895
097058,Olgiate Molgora,015146,Milano,185,3,S8_DIRECT,8.089200,31.832094
097058,Olgiate Molgora,097042,Lecco,138,4,S8_DIRECT,6.034106,37.866200
097058,Olgiate Molgora,097012,Calco,101,5,OTHER_CORE,4.416266,42.282466
097058,Olgiate Molgora,097010,Brivio,75,6,OTHER_CORE,3.279405,45.561871
097058,Olgiate Molgora,097092,La Valletta Brianza,75,7,OTHER_CORE,3.279405,48.841277
097058,Olgiate Molgora,097061,Osnago,62,8,S8_DIRECT,2.710975,51.552252
097058,Olgiate Molgora,097020,Cernusco Lombardone,59,9,S8_DIRECT,2.579799,54.132051
097058,Olgiate Molgora,097074,Santa Maria Hoè,41,10,OTHER_CORE,1.792742,55.924792
097058,Olgiate Molgora,108050,Vimercate,37,11,OTHER_EXTERNAL,1.617840,57.542632
097058,Olgiate Molgora,108033,Monza,35,12,S8_DIRECT,1.530389,59.073021
097058,Olgiate Molgora,097044,Lomagna,31,13,OTHER_EXTERNAL,1.355488,60.428509
097058,Olgiate Molgora,097059,Olginate,31,14,OTHER_EXTERNAL,1.355488,61.783997
097058,Olgiate Molgora,097071,Robbiate,30,15,OTHER_EXTERNAL,1.311762,63.095759
097058,Olgiate Molgora,097013,Calolziocorte,27,16,S8_DIRECT,1.180586,64.276345
097058,Olgiate Molgora,097049,Missaglia,25,17,OTHER_EXTERNAL,1.093135,65.369480
097058,Olgiate Molgora,097091,Verderio,22,18,OTHER_EXTERNAL,0.961959,66.331439
097058,Olgiate Molgora,097005,Barzago,21,19,OTHER_EXTERNAL,0.918233,67.249672
097058,Olgiate Molgora,108001,Agrate Brianza,20,20,OTHER_EXTERNAL,0.874508,68.124180
097058,Olgiate Molgora,108012,Brugherio,19,21,OTHER_EXTERNAL,0.830783,68.954963
097058,Olgiate Molgora,016074,Cisano Bergamasco,18,22,OTHER_EXTERNAL,0.787057,69.742020
097058,Olgiate Molgora,097057,Oggiono,18,23,OTHER_EXTERNAL,0.787057,70.529077
097058,Olgiate Molgora,108004,Arcore,17,24,S8_DIRECT,0.743332,71.272409
097058,Olgiate Molgora,016046,Calusco d'Adda,16,25,OTHER_EXTERNAL,0.699606,71.972016
097058,Olgiate Molgora,108053,Cornate d'Adda,15,26,OTHER_EXTERNAL,0.655881,72.627897
097058,Olgiate Molgora,097083,Valmadrera,14,27,OTHER_EXTERNAL,0.612156,73.240052
097058,Olgiate Molgora,097006,BarzanÃ²,13,28,OTHER_EXTERNAL,0.568430,73.808483
097058,Olgiate Molgora,108028,Lissone,13,29,OTHER_EXTERNAL,0.568430,74.376913
097058,Olgiate Molgora,097076,Sirtori,13,30,OTHER_EXTERNAL,0.568430,74.945343
097058,Olgiate Molgora,097002,Airuno,12,31,S8_DIRECT,0.524705,75.470048
097058,Olgiate Molgora,108038,Ronco Briantino,12,32,OTHER_EXTERNAL,0.524705,75.994753
097058,Olgiate Molgora,015209,Sesto San Giovanni,12,33,S8_DIRECT,0.524705,76.519458
097058,Olgiate Molgora,016024,Bergamo,11,34,OTHER_EXTERNAL,0.480979,77.000437
097058,Olgiate Molgora,097017,Cassago Brianza,11,35,OTHER_EXTERNAL,0.480979,77.481417
097058,Olgiate Molgora,108021,Concorezzo,11,36,OTHER_EXTERNAL,0.480979,77.962396
097058,Olgiate Molgora,097026,Costa Masnaga,11,37,OTHER_EXTERNAL,0.480979,78.443376
097058,Olgiate Molgora,097038,Garlate,11,38,OTHER_EXTERNAL,0.480979,78.924355
097058,Olgiate Molgora,108044,Usmate Velate,11,39,OTHER_EXTERNAL,0.480979,79.405334
097058,Olgiate Molgora,097011,Bulciago,10,40,OTHER_EXTERNAL,0.437254,79.842589
097058,Olgiate Molgora,097019,Castello di Brianza,10,41,OTHER_EXTERNAL,0.437254,80.279843
097058,Olgiate Molgora,097036,Galbiate,10,42,OTHER_EXTERNAL,0.437254,80.717097
097058,Olgiate Molgora,097037,Garbagnate Monastero,10,43,OTHER_EXTERNAL,0.437254,81.154351
097058,Olgiate Molgora,108039,Seregno,10,44,OTHER_EXTERNAL,0.437254,81.591605
097058,Olgiate Molgora,097075,Sirone,10,45,OTHER_EXTERNAL,0.437254,82.028859
097058,Olgiate Molgora,097009,Bosisio Parini,9,46,OTHER_EXTERNAL,0.393529,82.422387
097058,Olgiate Molgora,013075,Como,9,47,OTHER_EXTERNAL,0.393529,82.815916
097058,Olgiate Molgora,108007,Bernareggio,8,48,OTHER_EXTERNAL,0.349803,83.165719
097058,Olgiate Molgora,108016,Carnate,7,49,S8_DIRECT,0.306078,83.471797
097058,Olgiate Molgora,097016,Casatenovo,7,50,OTHER_EXTERNAL,0.306078,83.777875
097058,Olgiate Molgora,015077,Cinisello Balsamo,7,51,OTHER_EXTERNAL,0.306078,84.083953
097058,Olgiate Molgora,097031,Dolzago,7,52,OTHER_EXTERNAL,0.306078,84.390031
097058,Olgiate Molgora,097051,Molteno,7,53,OTHER_EXTERNAL,0.306078,84.696108
097058,Olgiate Molgora,097053,Montevecchia,7,54,OTHER_EXTERNAL,0.306078,85.002186
097058,Olgiate Molgora,108042,Sulbiate,7,55,OTHER_EXTERNAL,0.306078,85.308264
097058,Olgiate Molgora,108008,Besana in Brianza,6,56,OTHER_EXTERNAL,0.262352,85.570617
097058,Olgiate Molgora,015051,Carugate,6,57,OTHER_EXTERNAL,0.262352,85.832969
097058,Olgiate Molgora,016057,Carvico,6,58,OTHER_EXTERNAL,0.262352,86.095321
097058,Olgiate Molgora,013095,Erba,6,59,OTHER_EXTERNAL,0.262352,86.357674
097058,Olgiate Molgora,108031,Mezzago,6,60,OTHER_EXTERNAL,0.262352,86.620026
097058,Olgiate Molgora,097052,Monte Marenzo,6,61,OTHER_EXTERNAL,0.262352,86.882379
097058,Olgiate Molgora,097054,Monticello Brianza,6,62,OTHER_EXTERNAL,0.262352,87.144731
097058,Olgiate Molgora,024008,Arzignano,5,63,OTHER_EXTERNAL,0.218627,87.363358
097058,Olgiate Molgora,108009,Biassono,5,64,OTHER_EXTERNAL,0.218627,87.581985
097058,Olgiate Molgora,016034,Bottanuco,5,65,OTHER_EXTERNAL,0.218627,87.800612
097058,Olgiate Molgora,108015,Carate Brianza,5,66,OTHER_EXTERNAL,0.218627,88.019239
097058,Olgiate Molgora,108017,Cavenago di Brianza,5,67,OTHER_EXTERNAL,0.218627,88.237866
097058,Olgiate Molgora,015081,Cologno Monzese,5,68,OTHER_EXTERNAL,0.218627,88.456493
097058,Olgiate Molgora,016089,Curno,5,69,OTHER_EXTERNAL,0.218627,88.675120
097058,Olgiate Molgora,108024,Giussano,5,70,OTHER_EXTERNAL,0.218627,88.893747
097058,Olgiate Molgora,015116,Lainate,5,71,OTHER_EXTERNAL,0.218627,89.112374
097058,Olgiate Molgora,097045,Malgrate,5,72,OTHER_EXTERNAL,0.218627,89.331001
097058,Olgiate Molgora,097056,Nibionno,5,73,OTHER_EXTERNAL,0.218627,89.549628
097058,Olgiate Molgora,108036,Ornago,5,74,OTHER_EXTERNAL,0.218627,89.768255
097058,Olgiate Molgora,097062,Paderno d'Adda,5,75,OTHER_EXTERNAL,0.218627,89.986882
097058,Olgiate Molgora,015224,Truccazzano,5,76,OTHER_EXTERNAL,0.218627,90.205509
097058,Olgiate Molgora,097082,Valgreghentino,5,77,OTHER_EXTERNAL,0.218627,90.424136
097058,Olgiate Molgora,015070,Cernusco sul Naviglio,4,78,OTHER_EXTERNAL,0.174902,90.599038
097058,Olgiate Molgora,097024,Colle Brianza,4,79,OTHER_EXTERNAL,0.174902,90.773940
097058,Olgiate Molgora,097033,Ello,4,80,OTHER_EXTERNAL,0.174902,90.948841
097058,Olgiate Molgora,013136,Lurago d'Erba,4,81,OTHER_EXTERNAL,0.174902,91.123743
097058,Olgiate Molgora,013170,Orsenigo,4,82,OTHER_EXTERNAL,0.174902,91.298645
097058,Olgiate Molgora,015172,Pessano con Bornago,4,83,OTHER_EXTERNAL,0.174902,91.473546
097058,Olgiate Molgora,016203,Sotto il Monte Giovanni XXIII,4,84,OTHER_EXTERNAL,0.174902,91.648448
097058,Olgiate Molgora,097090,ViganÃ²,4,85,OTHER_EXTERNAL,0.174902,91.823349
097058,Olgiate Molgora,108049,Villasanta,4,86,OTHER_EXTERNAL,0.174902,91.998251
097058,Olgiate Molgora,108013,Burago di Molgora,3,87,OTHER_EXTERNAL,0.131176,92.129427
097058,Olgiate Molgora,108051,Busnago,3,88,OTHER_EXTERNAL,0.131176,92.260603
097058,Olgiate Molgora,016043,Calcinate,3,89,OTHER_EXTERNAL,0.131176,92.391780
097058,Olgiate Molgora,097028,Cremella,3,90,OTHER_EXTERNAL,0.131176,92.522956
097058,Olgiate Molgora,108023,Desio,3,91,OTHER_EXTERNAL,0.131176,92.654132
097058,Olgiate Molgora,013101,Figino Serenza,3,92,OTHER_EXTERNAL,0.131176,92.785308
097058,Olgiate Molgora,108029,Macherio,3,93,OTHER_EXTERNAL,0.131176,92.916484
097058,Olgiate Molgora,013143,Mariano Comense,3,94,OTHER_EXTERNAL,0.131176,93.047661
097058,Olgiate Molgora,015171,Peschiera Borromeo,3,95,OTHER_EXTERNAL,0.131176,93.178837
097058,Olgiate Molgora,016171,Pontida,3,96,OTHER_EXTERNAL,0.131176,93.310013
097058,Olgiate Molgora,015205,Segrate,3,97,OTHER_EXTERNAL,0.131176,93.441189
097058,Olgiate Molgora,015221,Trezzo sull'Adda,3,98,OTHER_EXTERNAL,0.131176,93.572366
097058,Olgiate Molgora,016238,Villa d'Adda,3,99,OTHER_EXTERNAL,0.131176,93.703542
097058,Olgiate Molgora,016008,Alzano Lombardo,2,100,OTHER_EXTERNAL,0.087451,93.790993
097058,Olgiate Molgora,013007,Alzate Brianza,2,101,OTHER_EXTERNAL,0.087451,93.878443
097058,Olgiate Molgora,016009,Ambivere,2,102,OTHER_EXTERNAL,0.087451,93.965894
097058,Olgiate Molgora,013009,Anzano del Parco,2,103,OTHER_EXTERNAL,0.087451,94.053345
097058,Olgiate Molgora,015011,Assago,2,104,OTHER_EXTERNAL,0.087451,94.140796
097058,Olgiate Molgora,016016,Azzano San Paolo,2,105,OTHER_EXTERNAL,0.087451,94.228247
097058,Olgiate Molgora,108006,Bellusco,2,106,OTHER_EXTERNAL,0.087451,94.315697
097058,Olgiate Molgora,016030,Bonate Sopra,2,107,OTHER_EXTERNAL,0.087451,94.403148
097058,Olgiate Molgora,017029,Brescia,2,108,OTHER_EXTERNAL,0.087451,94.490599
097058,Olgiate Molgora,013041,CantÃ¹,2,109,OTHER_EXTERNAL,0.087451,94.578050
097058,Olgiate Molgora,016062,Castelli Calepio,2,110,OTHER_EXTERNAL,0.087451,94.665501
097058,Olgiate Molgora,108019,Cesano Maderno,2,111,OTHER_EXTERNAL,0.087451,94.752951
097058,Olgiate Molgora,016072,Chignolo d'Isola,2,112,OTHER_EXTERNAL,0.087451,94.840402
097058,Olgiate Molgora,016091,Dalmine,2,113,OTHER_EXTERNAL,0.087451,94.927853
097058,Olgiate Molgora,015106,Gessate,2,114,OTHER_EXTERNAL,0.087451,95.015304
097058,Olgiate Molgora,016117,Grassobbio,2,115,OTHER_EXTERNAL,0.087451,95.102755
097058,Olgiate Molgora,015118,Legnano,2,116,OTHER_EXTERNAL,0.087451,95.190206
097058,Olgiate Molgora,016132,Mapello,2,117,OTHER_EXTERNAL,0.087451,95.277656
097058,Olgiate Molgora,016250,Medolago,2,118,OTHER_EXTERNAL,0.087451,95.365107
097058,Olgiate Molgora,015157,Novate Milanese,2,119,OTHER_EXTERNAL,0.087451,95.452558
097058,Olgiate Molgora,016150,Orio al Serio,2,120,OTHER_EXTERNAL,0.087451,95.540009
097058,Olgiate Molgora,015166,Paderno Dugnano,2,121,OTHER_EXTERNAL,0.087451,95.627460
097058,Olgiate Molgora,015170,Pero,2,122,OTHER_EXTERNAL,0.087451,95.714910
097058,Olgiate Molgora,015179,Pregnana Milanese,2,123,OTHER_EXTERNAL,0.087451,95.802361
097058,Olgiate Molgora,108037,Renate,2,124,OTHER_EXTERNAL,0.087451,95.889812
097058,Olgiate Molgora,015189,Rozzano,2,125,OTHER_EXTERNAL,0.087451,95.977263
097058,Olgiate Molgora,015192,San Donato Milanese,2,126,OTHER_EXTERNAL,0.087451,96.064714
097058,Olgiate Molgora,015195,San Giuliano Milanese,2,127,OTHER_EXTERNAL,0.087451,96.152164
097058,Olgiate Molgora,108041,Sovico,2,128,OTHER_EXTERNAL,0.087451,96.239615
097058,Olgiate Molgora,016209,Suisio,2,129,OTHER_EXTERNAL,0.087451,96.327066
097058,Olgiate Molgora,108046,Vedano al Lambro,2,130,OTHER_EXTERNAL,0.087451,96.414517
097058,Olgiate Molgora,108047,Veduggio con Colzano,2,131,OTHER_EXTERNAL,0.087451,96.501968
097058,Olgiate Molgora,018177,Vigevano,2,132,OTHER_EXTERNAL,0.087451,96.589418
097058,Olgiate Molgora,108002,Aicurzio,1,133,OTHER_EXTERNAL,0.043725,96.633144
097058,Olgiate Molgora,013004,Albese con Cassano,1,134,OTHER_EXTERNAL,0.043725,96.676869
097058,Olgiate Molgora,016006,Almenno San Bartolomeo,1,135,OTHER_EXTERNAL,0.043725,96.720595
097058,Olgiate Molgora,097003,Annone di Brianza,1,136,OTHER_EXTERNAL,0.043725,96.764320
097058,Olgiate Molgora,015009,Arese,1,137,OTHER_EXTERNAL,0.043725,96.808045
097058,Olgiate Molgora,013012,Arosio,1,138,OTHER_EXTERNAL,0.043725,96.851771
097058,Olgiate Molgora,012008,Barasso,1,139,OTHER_EXTERNAL,0.043725,96.895496
097058,Olgiate Molgora,015014,Basiano,1,140,OTHER_EXTERNAL,0.043725,96.939222
097058,Olgiate Molgora,015024,Binasco,1,141,OTHER_EXTERNAL,0.043725,96.982947
097058,Olgiate Molgora,012016,Bodio Lomnago,1,142,OTHER_EXTERNAL,0.043725,97.026672
097058,Olgiate Molgora,016029,Boltiere,1,143,OTHER_EXTERNAL,0.043725,97.070398
097058,Olgiate Molgora,108011,Briosco,1,144,OTHER_EXTERNAL,0.043725,97.114123
097058,Olgiate Molgora,012026,Busto Arsizio,1,145,OTHER_EXTERNAL,0.043725,97.157849
097058,Olgiate Molgora,108014,Camparada,1,146,OTHER_EXTERNAL,0.043725,97.201574
097058,Olgiate Molgora,108052,Caponago,1,147,OTHER_EXTERNAL,0.043725,97.245300
097058,Olgiate Molgora,016051,Capriate San Gervasio,1,148,OTHER_EXTERNAL,0.043725,97.289025
097058,Olgiate Molgora,016052,Caprino Bergamasco,1,149,OTHER_EXTERNAL,0.043725,97.332750
097058,Olgiate Molgora,015050,Carpiano,1,150,OTHER_EXTERNAL,0.043725,97.376476
097058,Olgiate Molgora,012040,Cassano Magnago,1,151,OTHER_EXTERNAL,0.043725,97.420201
097058,Olgiate Molgora,015060,Cassina de' Pecchi,1,152,OTHER_EXTERNAL,0.043725,97.463927
097058,Olgiate Molgora,017042,Castel Mella,1,153,OTHER_EXTERNAL,0.043725,97.507652
097058,Olgiate Molgora,012046,Castiglione Olona,1,154,OTHER_EXTERNAL,0.043725,97.551377
097058,Olgiate Molgora,097022,Civate,1,155,OTHER_EXTERNAL,0.043725,97.595103
097058,Olgiate Molgora,017055,Cividate Camuno,1,156,OTHER_EXTERNAL,0.043725,97.638828
097058,Olgiate Molgora,013251,Colverde,1,157,OTHER_EXTERNAL,0.043725,97.682554
097058,Olgiate Molgora,015086,Cormano,1,158,OTHER_EXTERNAL,0.043725,97.726279
097058,Olgiate Molgora,015093,Corsico,1,159,OTHER_EXTERNAL,0.043725,97.770004
097058,Olgiate Molgora,017070,Esine,1,160,OTHER_EXTERNAL,0.043725,97.813730
097058,Olgiate Molgora,015105,Garbagnate Milanese,1,161,OTHER_EXTERNAL,0.043725,97.857455
097058,Olgiate Molgora,013107,Gera Lario,1,162,OTHER_EXTERNAL,0.043725,97.901181
097058,Olgiate Molgora,016115,Gorle,1,163,OTHER_EXTERNAL,0.043725,97.944906
097058,Olgiate Molgora,013110,Grandate,1,164,OTHER_EXTERNAL,0.043725,97.988631
097058,Olgiate Molgora,018076,Gropello Cairoli,1,165,OTHER_EXTERNAL,0.043725,98.032357
097058,Olgiate Molgora,013228,ISTAT code 013228 (not mapped in 2026 boundaries),1,166,OTHER_EXTERNAL,0.043725,98.076082
097058,Olgiate Molgora,097039,Imbersago,1,167,OTHER_EXTERNAL,0.043725,98.119808
097058,Olgiate Molgora,013118,Inverigo,1,168,OTHER_EXTERNAL,0.043725,98.163533
097058,Olgiate Molgora,015114,Inzago,1,169,OTHER_EXTERNAL,0.043725,98.207258
097058,Olgiate Molgora,013121,Lambrugo,1,170,OTHER_EXTERNAL,0.043725,98.250984
097058,Olgiate Molgora,108054,Lentate sul Seveso,1,171,OTHER_EXTERNAL,0.043725,98.294709
097058,Olgiate Molgora,108026,Lesmo,1,172,OTHER_EXTERNAL,0.043725,98.338435
097058,Olgiate Molgora,098031,Lodi,1,173,OTHER_EXTERNAL,0.043725,98.382160
097058,Olgiate Molgora,097046,Mandello del Lario,1,174,OTHER_EXTERNAL,0.043725,98.425885
097058,Olgiate Molgora,108030,Meda,1,175,OTHER_EXTERNAL,0.043725,98.469611
097058,Olgiate Molgora,015142,Melzo,1,176,OTHER_EXTERNAL,0.043725,98.513336
097058,Olgiate Molgora,098040,Montanaso Lombardo,1,177,OTHER_EXTERNAL,0.043725,98.557062
097058,Olgiate Molgora,108034,MuggiÃ²,1,178,OTHER_EXTERNAL,0.043725,98.600787
097058,Olgiate Molgora,015154,Nerviano,1,179,OTHER_EXTERNAL,0.043725,98.644512
097058,Olgiate Molgora,108035,Nova Milanese,1,180,OTHER_EXTERNAL,0.043725,98.688238
097058,Olgiate Molgora,016145,Olmo al Brembo,1,181,OTHER_EXTERNAL,0.043725,98.731963
097058,Olgiate Molgora,017133,Palazzolo sull'Oglio,1,182,OTHER_EXTERNAL,0.043725,98.775689
097058,Olgiate Molgora,017137,Pavone del Mella,1,183,OTHER_EXTERNAL,0.043725,98.819414
097058,Olgiate Molgora,097068,Pescate,1,184,OTHER_EXTERNAL,0.043725,98.863139
097058,Olgiate Molgora,015175,Pioltello,1,185,OTHER_EXTERNAL,0.043725,98.906865
097058,Olgiate Molgora,013188,Ponte Lambro,1,186,OTHER_EXTERNAL,0.043725,98.950590
097058,Olgiate Molgora,015177,Pozzo d'Adda,1,187,OTHER_EXTERNAL,0.043725,98.994316
097058,Olgiate Molgora,015178,Pozzuolo Martesana,1,188,OTHER_EXTERNAL,0.043725,99.038041
097058,Olgiate Molgora,015182,Rho,1,189,OTHER_EXTERNAL,0.043725,99.081767
097058,Olgiate Molgora,016183,Romano di Lombardia,1,190,OTHER_EXTERNAL,0.043725,99.125492
097058,Olgiate Molgora,029041,Rovigo,1,191,OTHER_EXTERNAL,0.043725,99.169217
097058,Olgiate Molgora,012118,Samarate,1,192,OTHER_EXTERNAL,0.043725,99.212943
097058,Olgiate Molgora,016252,Sant'Omobono Terme,1,193,OTHER_EXTERNAL,0.043725,99.256668
097058,Olgiate Molgora,012119,Saronno,1,194,OTHER_EXTERNAL,0.043725,99.300394
097058,Olgiate Molgora,016194,Scanzorosciate,1,195,OTHER_EXTERNAL,0.043725,99.344119
097058,Olgiate Molgora,015210,Settala,1,196,OTHER_EXTERNAL,0.043725,99.387844
097058,Olgiate Molgora,108040,Seveso,1,197,OTHER_EXTERNAL,0.043725,99.431570
097058,Olgiate Molgora,013255,Solbiate con Cagno,1,198,OTHER_EXTERNAL,0.043725,99.475295
097058,Olgiate Molgora,016251,Solza,1,199,OTHER_EXTERNAL,0.043725,99.519021
097058,Olgiate Molgora,014061,Sondrio,1,200,OTHER_EXTERNAL,0.043725,99.562746
097058,Olgiate Molgora,016212,Telgate,1,201,OTHER_EXTERNAL,0.043725,99.606471
097058,Olgiate Molgora,017186,Torbole Casaglia,1,202,OTHER_EXTERNAL,0.043725,99.650197
097058,Olgiate Molgora,016218,Trescore Balneario,1,203,OTHER_EXTERNAL,0.043725,99.693922
097058,Olgiate Molgora,015219,Trezzano Rosa,1,204,OTHER_EXTERNAL,0.043725,99.737648
097058,Olgiate Molgora,015220,Trezzano sul Naviglio,1,205,OTHER_EXTERNAL,0.043725,99.781373
097058,Olgiate Molgora,108045,Varedo,1,206,OTHER_EXTERNAL,0.043725,99.825098
097058,Olgiate Molgora,012133,Varese,1,207,OTHER_EXTERNAL,0.043725,99.868824
097058,Olgiate Molgora,108048,Verano Brianza,1,208,OTHER_EXTERNAL,0.043725,99.912549
097058,Olgiate Molgora,103072,Verbania,1,209,OTHER_EXTERNAL,0.043725,99.956275
