source_anchor_id,source_kind,source_record_id,source_name,municipality,lon,lat,graph_node_id,snap_distance_m,snap_status,evidence_status,physical_status,candidate_status,highway,road_uncertainty_flags,route_ready,epoch_id,routing_anchor_id,collapse_reason
P2S_0013,PROPOSED_STOP,P2S_0013,P2S_0013,La Valletta Brianza,9.373871256,45.716447689,n:529099.45:5062605.42,6.597419137,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0013,UNIQUE_GRAPH_NODE
P2S_0014,PROPOSED_STOP,P2S_0014,P2S_0014,Olgiate Molgora,9.398057519,45.716596579,n:530977.41:5062635.71,2.591501214,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0014,UNIQUE_GRAPH_NODE
P2S_0015,PROPOSED_STOP,P2S_0015,P2S_0015,Olgiate Molgora,9.394987053,45.716706338,n:530732.54:5062644.97,8.584526168,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0015,UNIQUE_GRAPH_NODE
P2S_0016,PROPOSED_STOP,P2S_0016,P2S_0016,Calco,9.407859699,45.717348752,n:531742.09:5062724.62,0.158979965,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0016,UNIQUE_GRAPH_NODE
P2S_0017,PROPOSED_STOP,P2S_0017,P2S_0017,Olgiate Molgora,9.389448624,45.717537994,n:530311.42:5062739.22,2.529167353,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0017,UNIQUE_GRAPH_NODE
P2S_0018,PROPOSED_STOP,P2S_0018,P2S_0018,Olgiate Molgora,9.393260237,45.718319983,n:530610.94:5062818.38,10.259703889,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0018,UNIQUE_GRAPH_NODE
P2S_0019,PROPOSED_STOP,P2S_0019,P2S_0019,La Valletta Brianza,9.374400277,45.718479943,n:529137.62:5062842.36,4.755391797,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0019,UNIQUE_GRAPH_NODE
P2S_0020,PROPOSED_STOP,P2S_0020,P2S_0020,La Valletta Brianza,9.385147081,45.718745431,n:529975.45:5062872.69,2.479443642,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0020,UNIQUE_GRAPH_NODE
P2S_0021,PROPOSED_STOP,P2S_0021,P2S_0021,Calco,9.409847423,45.718816736,n:531903.78:5062927.97,40.223064933,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,primary,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0021,UNIQUE_GRAPH_NODE
P2S_0022,PROPOSED_STOP,P2S_0022,P2S_0022,Olgiate Molgora,9.404194445,45.718951230,n:531454.77:5062904.19,3.108956204,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,conditional_access=destination|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0022,UNIQUE_GRAPH_NODE
P2S_0023,PROPOSED_STOP,P2S_0023,P2S_0023,Olgiate Molgora,9.397001507,45.718980701,n:530898.59:5062899.94,3.151789262,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0023,UNIQUE_GRAPH_NODE
P2S_0024,PROPOSED_STOP,P2S_0024,P2S_0024,Calco,9.413150609,45.719211883,n:532151.37:5062935.94,2.512296722,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0024,UNIQUE_GRAPH_NODE
P2S_0025,PROPOSED_STOP,P2S_0025,P2S_0025,Olgiate Molgora,9.401297845,45.719573869,n:531227.14:5062969.85,2.930107232,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0025,UNIQUE_GRAPH_NODE
P2S_0026,PROPOSED_STOP,P2S_0026,P2S_0026,Calco,9.421342734,45.719622970,n:532789.68:5062983.78,1.044358420,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0026,UNIQUE_GRAPH_NODE
P2S_0027,PROPOSED_STOP,P2S_0027,P2S_0027,Calco,9.451619639,45.719541395,n:535138.40:5062985.84,7.837679808,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0027,UNIQUE_GRAPH_NODE
P2S_0028,PROPOSED_STOP,P2S_0028,P2S_0028,Olgiate Molgora,9.394442672,45.720455804,n:530696.98:5063064.65,0.933286622,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0028,UNIQUE_GRAPH_NODE
P2S_0029,PROPOSED_STOP,P2S_0029,P2S_0029,La Valletta Brianza,9.380349842,45.720655602,n:529603.02:5063077.77,5.335212862,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0029,UNIQUE_GRAPH_NODE
P2S_0030,PROPOSED_STOP,P2S_0030,P2S_0030,La Valletta Brianza,9.375153482,45.721034927,n:529194.69:5063121.78,0.062376360,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0030,UNIQUE_GRAPH_NODE
P2S_0031,PROPOSED_STOP,P2S_0031,P2S_0031,Calco,9.407745464,45.720999562,n:531730.21:5063129.96,0.814378145,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0031,UNIQUE_GRAPH_NODE
P2S_0032,PROPOSED_STOP,P2S_0032,P2S_0032,Calco,9.434799024,45.721034146,n:533835.00:5063149.77,4.792970679,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0032,UNIQUE_GRAPH_NODE
P2S_0033,PROPOSED_STOP,P2S_0033,P2S_0033,Olgiate Molgora,9.400085039,45.721413913,n:531119.90:5063162.44,18.257180164,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0033,UNIQUE_GRAPH_NODE
P2S_0034,PROPOSED_STOP,P2S_0034,P2S_0034,Calco,9.402940085,45.721895991,n:531350.14:5063164.02,64.224430798,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0034,UNIQUE_GRAPH_NODE
P2S_0035,PROPOSED_STOP,P2S_0035,P2S_0035,Calco,9.427474217,45.721831892,n:533265.75:5063230.97,0.261660390,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0035,UNIQUE_GRAPH_NODE
P2S_0036,PROPOSED_STOP,P2S_0036,P2S_0036,Calco,9.415487408,45.722053410,n:532331.47:5063249.77,1.524281283,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0036,UNIQUE_GRAPH_NODE
P2S_0037,PROPOSED_STOP,P2S_0037,P2S_0037,La Valletta Brianza,9.377492458,45.722571293,n:529360.27:5063300.10,17.001259068,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0037,UNIQUE_GRAPH_NODE
P2S_0038,PROPOSED_STOP,P2S_0038,P2S_0038,Olgiate Molgora,9.394785075,45.722591963,n:530717.93:5063296.67,6.499986200,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0038,UNIQUE_GRAPH_NODE
P2S_0039,PROPOSED_STOP,P2S_0039,P2S_0039,Calco,9.421428242,45.723055821,n:532799.29:5063360.61,5.921603027,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0039,UNIQUE_GRAPH_NODE
P2S_0040,PROPOSED_STOP,P2S_0040,P2S_0040,Olgiate Molgora,9.388638638,45.723330803,n:530247.16:5063383.16,4.540140252,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0040,UNIQUE_GRAPH_NODE
P2S_0041,PROPOSED_STOP,P2S_0041,P2S_0041,Calco,9.431166155,45.723269567,n:533549.76:5063392.75,2.588422429,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0041,UNIQUE_GRAPH_NODE
P2S_0042,PROPOSED_STOP,P2S_0042,P2S_0042,Calco,9.417522908,45.723448480,n:532515.89:5063400.24,26.139117997,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0042,UNIQUE_GRAPH_NODE
P2S_0043,PROPOSED_STOP,P2S_0043,P2S_0043,La Valletta Brianza,9.364602618,45.723762321,n:528370.01:5063423.36,3.228521804,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0043,UNIQUE_GRAPH_NODE
P2S_0044,PROPOSED_STOP,P2S_0044,P2S_0044,Olgiate Molgora,9.398544357,45.723779253,n:531015.18:5063440.53,5.383863609,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0044,UNIQUE_GRAPH_NODE
P2S_0045,PROPOSED_STOP,P2S_0045,P2S_0045,Calco,9.427081050,45.724031700,n:533230.21:5063478.67,5.231111542,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0045,UNIQUE_GRAPH_NODE
P2S_0046,PROPOSED_STOP,P2S_0046,P2S_0046,Olgiate Molgora,9.402492167,45.724244910,n:531318.16:5063490.12,2.601055207,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0046,UNIQUE_GRAPH_NODE
P2S_0047,PROPOSED_STOP,P2S_0047,P2S_0047,La Valletta Brianza,9.382763728,45.724420723,n:529784.16:5063500.87,0.921909328,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0047,UNIQUE_GRAPH_NODE
P2S_0048,PROPOSED_STOP,P2S_0048,P2S_0048,Calco,9.434388906,45.724458748,n:533802.59:5063525.44,0.290393223,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0048,UNIQUE_GRAPH_NODE
P2S_0049,PROPOSED_STOP,P2S_0049,P2S_0049,La Valletta Brianza,9.386078034,45.724806354,n:530035.30:5063551.69,10.158929715,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0049,UNIQUE_GRAPH_NODE
P2S_0050,PROPOSED_STOP,P2S_0050,P2S_0050,La Valletta Brianza,9.375401300,45.725325257,n:529213.73:5063607.88,9.599279118,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0050,UNIQUE_GRAPH_NODE
P2S_0051,PROPOSED_STOP,P2S_0051,P2S_0051,Olgiate Molgora,9.392558912,45.725301939,n:530547.27:5063600.94,1.451984676,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,tertiary,missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0051,UNIQUE_GRAPH_NODE
P2S_0052,PROPOSED_STOP,P2S_0052,P2S_0052,Calco,9.431750739,45.725235140,n:533601.70:5063620.67,11.310417002,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0052,UNIQUE_GRAPH_NODE
P2S_0053,PROPOSED_STOP,P2S_0053,P2S_0053,La Valletta Brianza,9.363085118,45.725617342,n:528251.53:5063629.42,3.318143797,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0053,UNIQUE_GRAPH_NODE
P2S_0054,PROPOSED_STOP,P2S_0054,P2S_0054,Calco,9.439480245,45.725404767,n:534203.06:5063624.46,9.737348184,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0054,UNIQUE_GRAPH_NODE
P2S_0055,PROPOSED_STOP,P2S_0055,P2S_0055,Calco,9.443319519,45.725394158,n:534512.66:5063639.49,17.188748511,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0055,UNIQUE_GRAPH_NODE
P2S_0056,PROPOSED_STOP,P2S_0056,P2S_0056,Olgiate Molgora,9.396621971,45.726256997,n:530862.52:5063709.67,0.322276968,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0056,UNIQUE_GRAPH_NODE
P2S_0057,PROPOSED_STOP,P2S_0057,P2S_0057,La Valletta Brianza,9.383246500,45.726393300,n:529816.28:5063710.78,10.686970902,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0057,UNIQUE_GRAPH_NODE
P2S_0058,PROPOSED_STOP,P2S_0058,P2S_0058,Calco,9.427293792,45.726571339,n:533255.66:5063754.14,7.386240396,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0058,UNIQUE_GRAPH_NODE
P2S_0059,PROPOSED_STOP,P2S_0059,P2S_0059,Calco,9.419884776,45.726670599,n:532665.68:5063771.89,9.475232086,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0059,UNIQUE_GRAPH_NODE
P2S_0060,PROPOSED_STOP,P2S_0060,P2S_0060,La Valletta Brianza,9.378959421,45.727176699,n:529485.67:5063812.74,7.484933542,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0060,UNIQUE_GRAPH_NODE
P2S_0061,PROPOSED_STOP,P2S_0061,P2S_0061,Calco,9.441331871,45.727155413,n:534341.38:5063837.53,9.525586051,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0061,UNIQUE_GRAPH_NODE
P2S_0062,PROPOSED_STOP,P2S_0062,P2S_0062,Calco,9.436821343,45.727314486,n:533967.82:5063859.74,27.213641888,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0062,UNIQUE_GRAPH_NODE
P2S_0063,PROPOSED_STOP,P2S_0063,P2S_0063,La Valletta Brianza,9.372557226,45.727710814,n:528985.23:5063872.75,10.965496481,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0063,UNIQUE_GRAPH_NODE
P2S_0064,PROPOSED_STOP,P2S_0064,P2S_0064,Olgiate Molgora,9.399356920,45.727766545,n:531073.30:5063874.33,4.566861321,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0064,UNIQUE_GRAPH_NODE
P2S_0065,PROPOSED_STOP,P2S_0065,P2S_0065,La Valletta Brianza,9.387008784,45.727856585,n:530113.29:5063882.84,1.227216182,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0065,UNIQUE_GRAPH_NODE
P2S_0066,PROPOSED_STOP,P2S_0066,P2S_0066,La Valletta Brianza,9.359235620,45.728323392,n:527952.40:5063922.33,3.496601329,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0066,UNIQUE_GRAPH_NODE
P2S_0067,PROPOSED_STOP,P2S_0067,P2S_0067,Brivio,9.433322908,45.728410419,n:533698.16:5063970.12,19.768515205,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0067,UNIQUE_GRAPH_NODE
P2S_0068,PROPOSED_STOP,P2S_0068,P2S_0068,Calco,9.444340219,45.728416615,n:534574.45:5063964.23,5.207209599,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,unclassified,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0068,UNIQUE_GRAPH_NODE
P2S_0069,PROPOSED_STOP,P2S_0069,P2S_0069,La Valletta Brianza,9.381801201,45.728676651,n:529712.25:5063957.24,16.540541094,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,service,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0069,UNIQUE_GRAPH_NODE
P2S_0070,PROPOSED_STOP,P2S_0070,P2S_0070,Calco,9.421910682,45.728539484,n:532834.30:5063977.48,6.622005155,ROUTE_READY_LE_75M,PROPOSED_STOP/FIELD_CHECK_PENDING,FIELD_CHECK_PENDING,HYPOTHESIS_NOT_RECOMMENDATION,residential,missing_lanes|missing_maxheight|missing_maxweight|missing_maxwidth|missing_width,true,gate-d-2026-09-03-834d5caa0bfd,P2S_0070,UNIQUE_GRAPH_NODE
