condition_id,route_id,condition_type,valid_from,valid_to,reference_date_active,routing_effect,stop_effect,ordinary_network_baseline_replaced,source_url,source_pdf_sha256,epistemic_status
D185_BRIVIO_BRIDGE_PONTE_CANTU_2026,D185,TEMPORARY_DEVIATION_AND_STOP_SUSPENSION,2026-05-04,UNKNOWN_FROM_TIMETABLE_SOURCE,True,SERVICES_USE_PONTE_CANTU,CISANO_SOSTA_SUSPENDED,False,https://www.leccotrasporti.it/percorsi/estivo/linea-d185.pdf,31f2da4a8f6539bbb08da8b7ec08b8d4a475f38482f880d3d1206ef9fbd90c66,FACT_TEMPORARY_SERVICE_CONDITION_FROM_PRIMARY_TIMETABLE
