plan_id,scenario_id,topology_family,uniform_headway_min,span_id,span_minutes,calendar_id,annual_service_days,exact_annual_bus_km,public_route_count,public_population_coverage_share_5min,public_population_coverage_share_8min,public_population_coverage_share_10min,public_worst_municipality_coverage_share_5min,public_worst_municipality_coverage_share_8min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_worker_od_mass_upper_bound,stress_case_count,stress_min_connection_match_share,stress_median_connection_match_share,stress_p10_connection_match_share,stress_max_unmatched_connection_event_count,stress_median_unmatched_connection_event_count,stress_max_incomplete_route_count,stress_complete_all_routes_case_count,stress_complete_all_routes_case_share,stress_median_route_unweighted_mean_gap_min,stress_p90_route_unweighted_mean_gap_min,stress_worst_route_weighted_mean_gap_min,stress_max_fleet_recovery15,stress_fleet_recovery15_escalation_case_count,stress_max_vehicle_cycle_hours_per_service_day,baseline_exact_fleet_recovery15,public_explicit_existing_stop_count,public_explicit_proposed_stop_count,public_explicit_field_check_pending_count,current_worst_municipality_access_lower_bound_10min,hard_current_worst_municipality_lower_bound_nonregression_pass,known_current_municipal_lower_bound_regression_count_10min,known_current_municipal_lower_bound_regression_codes_10min_json,full_current_service_baseline_complete,weighted_composite_score_used,full_gjt_calculated,missed_connection_probability_inferred,passenger_route_weights_inferred,primary_selected,runner_up_selected,robust_frontier_classes,robust_frontier_member
P2PLAN_425e20c4485ed3fd,P2_5fe77a0644ecc691,interlined_figure8,60,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,109894.006345,2,0.079793958306,0.19973600812,0.30220495651,0.0,0.0,0.0,787.0,81,0.9681818181818181,0.9862385321100917,0.9770642201834863,7,3,2,0,0.0,22.034901322231992,26.343332954707527,33.26857652486894,2,0,12.808767443921667,2,2,2,2,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_427e172c1632b69c,P2_f310802c44431269,single_compact_loop,20,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,103521.783666,1,0.086041434286,0.210009750506,0.252942038261,0.0,0.0,0.0,490.0,81,0.9873417721518988,0.9936708860759493,0.9873417721518988,2,1,1,27,0.3333333333333333,15.667485118322517,16.83687290332252,17.385369041647014,2,0,13.381225016,2,2,0,0,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_42eda1a6f9a06acb,P2_b3af627396fc68a3,two_independent_loops,60,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,105184.220209,2,0.132103607617,0.278381016346,0.372843147226,0.0,0.001603809065,0.011997838656,676.0,81,0.9908256880733946,0.9954128440366973,0.9908256880733946,2,1,2,27,0.3333333333333333,24.107565557697743,30.1134189130934,32.31057137301894,2,0,16.541238157461667,2,3,3,3,0.0,true,2,"[""097010"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_44296877a0e488df,P2_83df62ba410ac17c,two_radial_out_and_back_feeders,15,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,109620.818672,2,0.05483752116,0.153529561677,0.208416350158,0.0,0.0,0.000465712767,0.0,81,0.9796380090497737,0.9908675799086758,0.9840909090909091,9,4,2,0,0.0,13.110797568407476,15.741007342329127,16.59357524452555,4,27,20.06239496293,3,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_4543223edb046c62,P2_ebeca863bc35c89f,single_compact_loop,30,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,109240.178511,1,0.081179345927,0.20256526837,0.296334373215,0.034222283209,0.131290820698,0.1719969483,567.0,81,0.9920634920634921,1.0,0.9920634920634921,1,0,1,45,0.5555555555555556,17.775420857781615,21.664900135146123,25.72016049646387,2,0,15.465319866933333,2,3,0,0,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_459dac1ab082696a,P2_bab8ad99e3603982,hybrid_interlined,30,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,104519.066535,2,0.054041232219,0.126931299645,0.183037387245,5.0341214e-05,5.0341214e-05,0.010743097632,356.0,81,0.984375,0.9921875,0.984375,4,2,2,0,0.0,10.767747670281615,20.212487308963865,20.77641062861387,2,0,10.041979480533334,2,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_46f3d8d3f3f99ff3,P2_06755a34f49f025f,single_compact_loop,20,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,100653.635182,1,0.050395480412,0.124184246283,0.182836849837,0.0,5.0341214e-05,0.009189912991,221.0,81,0.9873417721518988,0.9936708860759493,0.9873417721518988,2,1,1,27,0.3333333333333333,14.055366059595102,17.272505221992276,18.371699719147013,2,0,11.45240058,2,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_479e0625cce2750a,P2_0c05fad94b4031ec,single_compact_loop,60,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,103685.562463,1,0.100623384042,0.240002993083,0.315249788018,0.033694851388,0.062574266565,0.074188964284,641.0,81,0.9787234042553191,0.9893617021276596,0.9787234042553191,2,1,1,0,0.0,21.598769506211976,30.52118404371254,31.52118404371254,1,0,10.10372948856,1,3,1,1,0.0,true,2,"[""097010"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_49027f5fccbe2799,P2_d3a8f22f24eccaaa,single_compact_loop,15,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,105472.039522,1,0.063693868975,0.140955820367,0.17857677038,0.0,0.0,0.0,643.0,81,0.9947368421052631,1.0,0.9947368421052631,1,0,1,45,0.5555555555555556,13.419587858257806,16.052951431290712,16.825620064790712,2,0,11.1993119664,2,1,1,1,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_49898974e64b1835,P2_4dc90710cb9ea40a,hybrid_interlined,30,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,76945.382337,2,0.05483752116,0.153529561677,0.208416350158,0.0,0.0,0.000465712767,0.0,81,0.9863945578231292,0.9863945578231292,0.9863945578231292,4,4,2,0,0.0,11.349998761031614,20.794738399713868,21.86113664426387,2,0,10.031197481465,2,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_49d0e3407fbed768,P2_3105baa6d4550828,single_compact_loop,30,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,102900.021294,1,0.088034123665,0.190938038621,0.250227822014,0.023017925773,0.050908041569,0.063137253657,90.0,81,0.9841269841269841,0.9920634920634921,0.9841269841269841,2,1,1,0,0.0,15.296294865113868,21.769823436146122,22.798612368496123,2,0,13.528876527093333,2,3,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_4a3de8aecdb653f0,P2_630176384d80fc43,blank_slate,60,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,110479.869615,1,0.162592736817,0.303194432711,0.373691989625,0.0,0.0,0.0,753.0,81,0.9787234042553191,0.9893617021276596,0.9787234042553191,2,1,1,0,0.0,20.298111908810647,29.104407249662536,30.83245252106254,1,0,11.20453225888,1,3,1,1,0.0,true,1,"[""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_4b8ce8c9cb3f6455,P2_0886d98058836122,single_compact_loop,30,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,98662.214086,1,0.083322813913,0.186797881837,0.277220640658,0.0,0.0,0.0,753.0,81,0.9841269841269841,0.9920634920634921,0.9841269841269841,2,1,1,0,0.0,17.273574158331616,22.16305343569612,22.22103174059612,2,0,14.206806055413333,2,2,2,2,0.0,true,2,"[""097010"",""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_4caf4d10e73d7908,P2_6560a07ee7940940,single_compact_loop,60,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,104235.081421,1,0.089500296527,0.202591291596,0.257446122229,0.033694851388,0.055548320348,0.063137253657,1234.0,81,0.981651376146789,1.0,0.981651376146789,2,0,1,47,0.5802469135802469,25.180980453467864,31.292701556813867,32.49674636746387,1,0,9.654845514195,1,3,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_4f72d5ccc4efc40b,P2_7e52b43e37276f9f,blank_slate,30,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,111302.015985,1,0.068897859842,0.172124806725,0.259135154709,0.0,0.017816214136,0.115619645938,134.0,81,0.984375,0.9921875,0.984375,2,1,1,0,0.0,14.913714306013867,19.566365759781615,22.55323612959612,2,0,11.657277848586666,2,2,0,0,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_501aa34894eee2f1,P2_bfbb9d6c4188ab18,blank_slate,60,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,106776.65221,1,0.08075166393,0.194842164745,0.280354541021,0.0,0.019833047594,0.093473095134,1367.0,81,0.981651376146789,0.9908256880733946,0.981651376146789,2,1,1,21,0.25925925925925924,22.594422415163866,26.55583957881894,27.55583957881894,2,36,15.797088970573334,1,1,3,3,0.0,true,2,"[""097010"",""097058""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_5142ea9b2c55d8c0,P2_a400aa6f478c2783,blank_slate,30,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,107756.689897,1,0.081879864764,0.207126248876,0.270110778917,0.0,0.0,0.0,733.0,81,0.9841269841269841,0.9921875,0.984375,2,1,1,0,0.0,15.221324420063869,21.206981824546123,22.93652294164612,2,0,13.09328244064,2,2,1,1,0.0,true,2,"[""097010"",""097058""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_53c0e43f67ca2f3b,P2_56801c69e0786613,single_compact_loop,30,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,111155.284323,1,0.068081706399,0.188631834721,0.232953465913,0.0,0.0,0.0,643.0,81,0.9727891156462585,0.9930555555555556,0.9862068965517241,4,1,1,0,0.0,18.700064355781617,20.589303403731616,21.589303403731616,2,0,14.530676417188333,2,1,3,3,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_541baffd7f76dd02,P2_6b09ae16da7337f6,single_compact_loop,60,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,94239.45656,1,0.082969978805,0.210071945938,0.308605331697,0.036037351747,0.131290820698,0.22184050544,567.0,81,0.972972972972973,0.9908256880733946,0.9908256880733946,3,1,1,24,0.2962962962962963,23.961259983281614,28.64074332270119,31.95920425601894,1,0,9.883036015066667,1,3,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_54789cebec451191,P2_10e15fcbe232b848,hybrid_interlined,20,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,107266.136028,2,0.066999800132,0.184082395339,0.263065498573,0.0,0.0,0.000465712767,134.0,81,0.9873417721518988,0.9936708860759493,0.9875,4,2,2,27,0.3333333333333333,14.842532959095749,15.724542113063974,16.580338277559033,4,0,16.838139048,4,1,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_54dd487389755c28,P2_db3234f0699115a2,blank_slate,60,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,105650.627277,1,0.074554775408,0.197433956518,0.264277129304,0.0,0.0,0.0,956.0,81,0.9811320754716981,0.9813084112149533,0.9811320754716981,2,2,1,0,0.0,27.613955944982692,31.29038493860044,34.9686868116959,2,9,13.60028702682,1,1,3,3,0.0,true,2,"[""097010"",""097058""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_55c2a93c39403055,P2_efb7898b0d4b89dc,blank_slate,20,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,108584.565049,1,0.04676944458,0.121359780663,0.186539274648,0.0,0.0,0.0,643.0,81,0.972972972972973,0.9945054945054945,0.9836065573770492,5,1,1,0,0.0,14.394711068159033,15.016310337794332,16.483556736155748,2,0,12.779181918253334,2,0,2,2,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_56111dfce332aa17,P2_0ce6c0bee21b6682,single_compact_loop,30,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,110012.148389,1,0.07116275898,0.201605561666,0.300731020634,0.0,0.0,0.000465712767,375.0,81,0.9841269841269841,0.9921875,0.984375,2,1,1,0,0.0,15.212054826863868,21.195652321746124,22.92622339364612,2,0,13.105367243626667,2,2,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_57c55c2ee8e62768,P2_faa72fd539dead97,single_compact_loop,30,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,110783.306739,1,0.045114203683,0.128824319301,0.175435846911,0.0,0.0,0.0,956.0,81,0.9920634920634921,0.9920634920634921,0.9920634920634921,1,1,1,27,0.3333333333333333,17.587811629981616,21.47729090734612,25.032035356963867,2,0,16.272720030613332,2,0,3,3,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_589f0c1392b855f2,P2_ba0ab300ff403ecc,single_compact_loop,30,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,106909.183846,1,0.113656338676,0.259601799711,0.342233567091,0.0,0.0,0.0,375.0,81,0.9920634920634921,1.0,0.9920634920634921,1,0,1,45,0.5555555555555556,17.906418014781615,22.79589729214612,25.976482804463867,2,0,16.064759114133334,2,2,2,2,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_591803c3e6239e41,P2_f6e18c4dbeab2fa4,blank_slate,15,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,111249.466399,1,0.08342236724,0.221667548714,0.272667216154,0.0,0.0,0.0,221.0,81,0.9894736842105263,0.9947368421052631,0.9894736842105263,2,1,1,27,0.3333333333333333,14.207713408548932,15.101364128595899,16.235343589207805,3,0,21.968186531306667,3,1,2,2,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_598b9f8331405b3d,P2_25a64830e5a70b2d,two_radial_out_and_back_feeders,20,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,110516.163953,2,0.06956360805,0.158096537257,0.204207321376,0.0,0.000465712767,0.013951238382,90.0,81,0.9836065573770492,0.9917582417582418,0.9836065573770492,6,3,2,0,0.0,14.284267916107595,15.229049023757387,16.25924182164433,3,0,18.374102038198334,3,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_5acbb2a3cc4a171f,P2_e44431d84b3c6317,blank_slate,30,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,111112.636616,1,0.10210992885,0.238365783426,0.318762138245,0.0,0.0,0.0,375.0,81,0.9727891156462585,0.9930555555555556,0.9862068965517241,4,1,1,0,0.0,18.708503140931615,20.379771476781613,21.301039812631615,2,0,14.348540423031666,2,2,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_5beac0d5af2a56cd,P2_409affbfe1de6e1b,single_compact_loop,30,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,108006.144471,1,0.080372653546,0.185898617437,0.248125028858,0.0,0.006505370732,0.009189912991,490.0,81,0.9727891156462585,0.9930555555555556,0.9862068965517241,4,1,1,0,0.0,17.044332672731617,19.548707414781614,20.553082156831614,2,0,15.476017333811667,2,3,0,0,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_5e40b78d68a95118,P2_0ce6c0bee21b6682,single_compact_loop,30,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,108731.185018,1,0.07116275898,0.201605561666,0.300731020634,0.0,0.0,0.000465712767,375.0,81,0.9862068965517241,0.9930555555555556,0.9862068965517241,2,1,1,0,0.0,19.036744116281618,20.767315188181612,20.767315188181612,2,0,15.153080875443333,2,2,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_5e9e1a3c2dbd3141,P2_d3a8f22f24eccaaa,single_compact_loop,20,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,92288.034581,1,0.063693868975,0.140955820367,0.17857677038,0.0,0.0,0.0,643.0,81,0.972972972972973,0.9945054945054945,0.9836065573770492,5,1,1,0,0.0,14.420583626279246,15.763692530759032,18.079869565255745,2,0,9.7993979706,2,1,1,1,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_5ecb261e1b20f958,P2_eba4d27bd73722ca,interlined_figure8,60,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,108695.083927,2,0.082106558863,0.235612570418,0.352253676309,0.033700294459,0.135516149024,0.274051753101,1055.0,81,0.9789473684210527,0.9894736842105263,0.9789473684210527,4,2,2,0,0.0,22.7432659140281,26.15290219663754,31.94295470501254,2,0,16.302404199973335,2,3,2,2,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_5f6476769480e933,P2_61cba0bd6db4e301,single_compact_loop,60,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,107443.194363,1,0.09310000636,0.208126666017,0.282511401311,0.0,0.0,0.007765537274,753.0,81,0.9787234042553191,0.9893617021276596,0.9787234042553191,2,1,1,0,0.0,19.758112456211975,29.14011855816254,30.864592698712542,1,0,11.18358162456,1,3,1,1,0.0,true,2,"[""097010"",""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_606b9eca4fcbfa48,P2_b2b84af723f36722,blank_slate,20,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,109859.74984,1,0.07279992348,0.178639244681,0.216419586923,0.0,0.0,0.0,356.0,81,0.9836065573770492,0.989010989010989,0.9836065573770492,3,2,1,0,0.0,14.455684944507077,15.024676897394988,16.654687819672404,2,0,12.284418416325,2,2,0,0,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_6073e4c9e0688a51,P2_74f1e7255aba252d,single_compact_loop,60,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,110340.191639,1,0.098074249414,0.227378581176,0.332050379807,0.023772670879,0.083853769642,0.165641587049,1055.0,81,0.981651376146789,0.9908256880733946,0.9908256880733946,2,1,1,27,0.3333333333333333,19.555781176581615,27.953116693018938,29.790524877318937,1,0,14.06727701729,1,3,1,1,0.0,true,2,"[""097010"",""097058""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_6413395a517ecc8e,P2_22bb42ed0ff7cc88,blank_slate,20,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,103521.783666,1,0.086041434286,0.210009750506,0.252942038261,0.0,0.0,0.0,490.0,81,0.9873417721518988,0.9936708860759493,0.9873417721518988,2,1,1,27,0.3333333333333333,15.667485118322517,16.83687290332252,17.385369041647014,2,0,13.381225016,2,2,0,0,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_641c5fea8bc26144,P2_8c2d9ff2242f8bd8,blank_slate,30,CORE_0600_2200,960,IDEALISED_6_DAY_52_WEEK,312,110783.306739,1,0.045114203683,0.128824319301,0.175435846911,0.0,0.0,0.0,956.0,81,0.9920634920634921,0.9920634920634921,0.9920634920634921,1,1,1,27,0.3333333333333333,17.587811629981616,21.47729090734612,25.032035356963867,2,0,16.272720030613332,2,0,3,3,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_64703aea90013c7c,P2_afaa79f7edc13d54,two_radial_out_and_back_feeders,30,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,105664.205124,2,0.091818396615,0.22286541195,0.280493417998,0.0,0.0,0.0,447.0,81,0.9829931972789115,0.9863945578231292,0.9863945578231292,5,4,2,0,0.0,10.910545276806616,20.223961631213868,21.811783280813867,2,0,11.579905113328333,2,2,0,0,0.0,true,3,"[""097010"",""097058"",""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_648d254d50dafa91,P2_4dc90710cb9ea40a,hybrid_interlined,20,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,99547.554253,2,0.05483752116,0.153529561677,0.208416350158,0.0,0.0,0.000465712767,0.0,81,0.9782608695652174,0.9945054945054945,0.9836065573770492,8,2,2,0,0.0,14.849876426720325,15.837213309567034,16.60536197288028,4,27,15.18235294492,3,1,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_64b83af6b46b2c8a,P2_2bde95f90709470a,blank_slate,60,S8_EXTENDED_0530_2400,1110,IDEALISED_DAILY_YEAR,365,108032.174332,1,0.132517015798,0.275294612334,0.337172414787,0.0,0.0,0.0,641.0,81,0.963302752293578,0.963302752293578,0.963302752293578,4,4,1,0,0.0,21.5328696071459,30.403528347463865,31.941894960113867,1,0,11.05321964349,1,3,0,0,0.0,true,3,"[""097010"",""097058"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
P2PLAN_6507814185e2a0ed,P2_e41dcca08b5401ae,two_radial_out_and_back_feeders,20,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,107266.136028,2,0.066999800132,0.184082395339,0.263065498573,0.0,0.0,0.000465712767,134.0,81,0.9873417721518988,0.9936708860759493,0.9875,4,2,2,27,0.3333333333333333,14.842532959095749,15.724542113063974,16.580338277559033,4,0,16.838139048,4,1,1,1,0.0,true,1,"[""097010""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_6508ce433ac6d513,P2_39a9959520dd71f5,single_compact_loop,20,S8_EXTENDED_0530_2400,1110,IDEALISED_5_DAY_52_WEEK,260,100428.474932,1,0.055990090942,0.158428724316,0.212977207792,0.0,5.0341214e-05,5.0341214e-05,221.0,81,0.9726775956284153,0.9944444444444445,0.9834254143646409,5,1,1,0,0.0,15.83858162368645,17.20679674223645,17.82501186078645,2,0,15.217338224091666,2,2,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_655102ad1ba09ed2,P2_bc2ca552c84b42c9,blank_slate,15,S8_EXTENDED_0530_2400,1110,IDEALISED_6_DAY_52_WEEK,312,104243.940431,1,0.063693868975,0.140955820367,0.17857677038,0.0,0.0,0.0,643.0,81,0.9817351598173516,0.9908256880733946,0.9817351598173516,4,2,1,0,0.0,13.426830678042208,16.018492125462778,16.79116075896278,2,0,12.94920446115,2,1,1,1,0.0,true,4,"[""097010"",""097058"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_6558b24032c04856,P2_3105baa6d4550828,single_compact_loop,20,CORE_0600_2200,960,IDEALISED_5_DAY_52_WEEK,260,109947.967958,1,0.088034123665,0.190938038621,0.250227822014,0.023017925773,0.050908041569,0.063137253657,90.0,81,0.9873417721518988,0.9936708860759493,0.9873417721518988,2,1,1,27,0.3333333333333333,14.5010057455951,15.696094165121595,16.696094165121597,3,9,20.29331479064,2,3,1,1,0.0,true,3,"[""097010"",""097074"",""097092""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,true
P2PLAN_6577419da931e528,P2_9b0e07f1e04fa248,single_compact_loop,60,CORE_0600_2200,960,IDEALISED_DAILY_YEAR,365,110479.869615,1,0.162592736817,0.303194432711,0.373691989625,0.0,0.0,0.0,753.0,81,0.9787234042553191,0.9893617021276596,0.9787234042553191,2,1,1,0,0.0,20.298111908810647,29.104407249662536,30.83245252106254,1,0,11.20453225888,1,3,1,1,0.0,true,1,"[""097074""]",false,false,false,false,false,false,false,ROBUST_PASSENGER_UNRESTRICTED,true
