service_identity_id,representative_plan_id,plan_alias_count,scenario_alias_count,topology_family_alias_count,topology_families_json,plan_ids_json,scenario_ids_json,route_phases_json,uniform_headway_min,span_id,calendar_id,robust_frontier_classes,span_minutes,annual_service_days,exact_annual_bus_km,public_route_count,public_population_coverage_share_5min,public_population_coverage_share_8min,public_population_coverage_share_10min,public_worst_municipality_coverage_share_5min,public_worst_municipality_coverage_share_8min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_worker_od_mass_upper_bound,stress_min_connection_match_share,stress_median_connection_match_share,stress_max_unmatched_connection_event_count,stress_max_incomplete_route_count,stress_worst_route_weighted_mean_gap_min,stress_max_fleet_recovery15,public_explicit_existing_stop_count,public_explicit_proposed_stop_count,public_explicit_field_check_pending_count,operational_identity_metrics_invariant,family_label_used_to_select_representative,primary_selected,runner_up_selected
P2SERVICE_be87b04ba8ba8256,P2PLAN_81721bac967880be,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_81721bac967880be"",""P2PLAN_dafe17b3c4cb6e3c""]","[""P2_61cba0bd6db4e301"",""P2_6938658f0b6fc009""]","[[""R2_4730892de76b4133c50e"",37]]",60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,1110,312,109062.201402,1,0.09310000636,0.208126666017,0.282511401311,0.0,0.0,0.007765537274,753.0,0.981651376146789,0.9908256880733946,2,1,30.80693127106894,1,3,1,1,true,false,false,false
P2SERVICE_bf45878bf2732ab9,P2PLAN_427e172c1632b69c,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_427e172c1632b69c"",""P2PLAN_6413395a517ecc8e""]","[""P2_22bb42ed0ff7cc88"",""P2_f310802c44431269""]","[[""R2_39da8f97f04069524b98"",7]]",20,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,960,312,103521.783666,1,0.086041434286,0.210009750506,0.252942038261,0.0,0.0,0.0,490.0,0.9873417721518988,0.9936708860759493,2,1,17.385369041647014,2,2,0,0,true,false,false,false
P2SERVICE_bf6fe0f4ce147e68,P2PLAN_cbeb08d7e869a787,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_cbeb08d7e869a787"",""P2PLAN_eb81b3bc7f4a9801""]","[""P2_22bb42ed0ff7cc88"",""P2_f310802c44431269""]","[[""R2_39da8f97f04069524b98"",7]]",30,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,365,93353.478125,1,0.086041434286,0.210009750506,0.252942038261,0.0,0.0,0.0,490.0,0.9795918367346939,0.9863945578231292,3,1,18.01270440896387,2,2,0,0,true,false,false,false
P2SERVICE_c2985762eddf9144,P2PLAN_a92692f05958cba8,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_a92692f05958cba8"",""P2PLAN_ffcbcfb03a53fb31""]","[""P2_e9c8db434d1985dc"",""P2_edf8841736cce165""]","[[""R2_9f54d35950504cf94579"",37]]",60,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED,1110,365,108954.452169,1,0.095795133313,0.252397441406,0.364011177271,0.034857470318,0.131290820698,0.175453129957,567.0,0.9908256880733946,0.9908256880733946,1,1,32.23915631821894,1,3,1,1,true,false,false,false
P2SERVICE_c8068e2e99458f3a,P2PLAN_5f6476769480e933,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_5f6476769480e933"",""P2PLAN_c67ba3970b448972""]","[""P2_61cba0bd6db4e301"",""P2_6938658f0b6fc009""]","[[""R2_4730892de76b4133c50e"",37]]",60,CORE_0600_2200,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED,960,365,107443.194363,1,0.09310000636,0.208126666017,0.282511401311,0.0,0.0,0.007765537274,753.0,0.9787234042553191,0.9893617021276596,2,1,30.864592698712542,1,3,1,1,true,false,false,false
P2SERVICE_c88356679e4ec210,P2PLAN_06b6b389dad0888e,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_06b6b389dad0888e"",""P2PLAN_73436257cf1ac923""]","[""P2_a7143f626fa3e4c8"",""P2_e81f744c00a077cf""]","[[""R2_89ad250d7fb28bc4d750"",10]]",15,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,960,312,98667.344176,1,0.095430465648,0.217128947577,0.253311237537,0.0,0.0,0.0,221.0,0.9947368421052631,0.9947368421052631,1,1,16.539172764399584,2,2,1,1,true,false,false,false
P2SERVICE_ca8dd1208524dfa0,P2PLAN_3034250503b87235,2,2,2,"[""hybrid_interlined"",""two_radial_out_and_back_feeders""]","[""P2PLAN_3034250503b87235"",""P2PLAN_be21b234337d79af""]","[""P2_25a64830e5a70b2d"",""P2_2ad990d0f4719858""]","[[""R2_691d5061a0170b543a1b"",7],[""R2_b622c0c9482a8b5ac700"",7]]",30,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,365,103550.849961,2,0.06956360805,0.158096537257,0.204207321376,0.0,0.000465712767,0.013951238382,90.0,0.9863945578231292,0.9863945578231292,4,2,20.77641062861387,2,1,1,1,true,false,false,false
P2SERVICE_cb4135f102ee5cc4,P2PLAN_ec23b2eefe9b0db6,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_ec23b2eefe9b0db6"",""P2PLAN_f397bd923b319077""]","[""P2_aafcdb7105f63b4b"",""P2_bc532d83c07371af""]","[[""R2_1324fd88bde3a7e1f53f"",27]]",60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,1110,312,107695.417061,1,0.04799568673,0.151404771835,0.228379359125,0.0,0.019833047594,0.093473095134,753.0,0.963302752293578,0.9813084112149533,4,1,34.7148275640959,1,0,3,3,true,false,false,false
P2SERVICE_cd71419912ff168f,P2PLAN_0c809439e81a7930,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_0c809439e81a7930"",""P2PLAN_b16d6492bff0c02b""]","[""P2_1240a7f3c4d31299"",""P2_5dfbeaed19719910""]","[[""R2_1a0a15b4ca7335fd6b61"",14]]",30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,260,108677.258009,1,0.073785804381,0.151342286734,0.183770644809,0.0,0.0,0.0,956.0,0.9862068965517241,0.9930555555555556,2,1,17.889159696781615,2,0,4,4,true,false,false,false
P2SERVICE_cdf1eda34920b797,P2PLAN_7785bcb5c163b7bd,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_7785bcb5c163b7bd"",""P2PLAN_ae9753f0d1653cba""]","[""P2_0dad7306b7f24317"",""P2_b2b84af723f36722""]","[[""R2_39bacbd50eec4c1b1e98"",10]]",15,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,960,260,106530.666511,1,0.07279992348,0.178639244681,0.216419586923,0.0,0.0,0.0,356.0,0.9947368421052631,0.9947368421052631,1,1,16.379667232749583,2,2,0,0,true,false,false,false
P2SERVICE_ce4b2bcfb36a43e8,P2PLAN_4543223edb046c62,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_4543223edb046c62"",""P2PLAN_fb305288990f33a7""]","[""P2_2ca749a2a368b48f"",""P2_ebeca863bc35c89f""]","[[""R2_957e61a8530a0bbbd91a"",27]]",30,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,960,260,109240.178511,1,0.081179345927,0.20256526837,0.296334373215,0.034222283209,0.131290820698,0.1719969483,567.0,0.9920634920634921,1.0,1,1,25.72016049646387,2,3,0,0,true,false,false,false
P2SERVICE_cf50ab5e46392e1d,P2PLAN_44296877a0e488df,2,2,2,"[""hybrid_interlined"",""two_radial_out_and_back_feeders""]","[""P2PLAN_44296877a0e488df"",""P2PLAN_a64c5d70e6601ae5""]","[""P2_4dc90710cb9ea40a"",""P2_83df62ba410ac17c""]","[[""R2_40023c3a09f861e4df2b"",1],[""R2_89faf7404f5ba6502188"",7]]",15,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,260,109620.818672,2,0.05483752116,0.153529561677,0.208416350158,0.0,0.0,0.000465712767,0.0,0.9796380090497737,0.9908675799086758,9,2,16.59357524452555,4,1,1,1,true,false,false,false
P2SERVICE_d00d768d9e6c9e98,P2PLAN_5ecb261e1b20f958,2,2,2,"[""interlined_figure8"",""two_independent_loops""]","[""P2PLAN_5ecb261e1b20f958"",""P2PLAN_9aae952a754f3a40""]","[""P2_b9a75a1ac2e9efe8"",""P2_eba4d27bd73722ca""]","[[""R2_aa6c2d56707742b372cd"",37],[""R2_c1c2b414d86488a77074"",37]]",60,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,960,260,108695.083927,2,0.082106558863,0.235612570418,0.352253676309,0.033700294459,0.135516149024,0.274051753101,1055.0,0.9789473684210527,0.9894736842105263,4,2,31.94295470501254,2,3,2,2,true,false,false,false
P2SERVICE_d04ea957845c72b6,P2PLAN_dbdcdcd2f9832d73,2,2,2,"[""interlined_figure8"",""two_independent_loops""]","[""P2PLAN_dbdcdcd2f9832d73"",""P2PLAN_ec6ec29aee11ea3e""]","[""P2_8b0421a33dcb77b2"",""P2_a613ccb57b8d55d8""]","[[""R2_235ca1ecac202beb00df"",37],[""R2_ee13da0e6a2cac68a14e"",37]]",60,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,960,260,109095.113254,2,0.150450585904,0.328482875665,0.457178809315,0.0,0.0,0.0,733.0,0.9789473684210527,0.9894736842105263,4,2,28.32919703321254,3,3,3,3,true,false,false,false
P2SERVICE_d29ec1861f522f08,P2PLAN_11ae71ec7bc9ff42,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_11ae71ec7bc9ff42"",""P2PLAN_55c2a93c39403055""]","[""P2_e4b92caba131562a"",""P2_efb7898b0d4b89dc""]","[[""R2_ee975e5012ad1533d159"",10]]",20,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,312,108584.565049,1,0.04676944458,0.121359780663,0.186539274648,0.0,0.0,0.0,643.0,0.972972972972973,0.9945054945054945,5,1,16.483556736155748,2,0,2,2,true,false,false,false
P2SERVICE_d3ba896091bf5160,P2PLAN_0acd243442e38824,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_0acd243442e38824"",""P2PLAN_f24fb31f35e2704e""]","[""P2_06755a34f49f025f"",""P2_8031197355654327""]","[[""R2_720949d9745b883ea795"",9]]",20,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,260,96110.241928,1,0.050395480412,0.124184246283,0.182836849837,0.0,5.0341214e-05,0.009189912991,221.0,0.9726775956284153,0.9944444444444445,5,1,18.35078854023645,2,1,1,1,true,false,false,false
P2SERVICE_d41b8f330c3af6a0,P2PLAN_459dac1ab082696a,2,2,2,"[""hybrid_interlined"",""two_radial_out_and_back_feeders""]","[""P2PLAN_459dac1ab082696a"",""P2PLAN_6e5d175a1a5d0ae1""]","[""P2_b6fae8db5eec6d5a"",""P2_bab8ad99e3603982""]","[[""R2_14b61a2a29e2081585d6"",7],[""R2_691d5061a0170b543a1b"",7]]",30,CORE_0600_2200,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,960,365,104519.066535,2,0.054041232219,0.126931299645,0.183037387245,5.0341214e-05,5.0341214e-05,0.010743097632,356.0,0.984375,0.9921875,4,2,20.77641062861387,2,1,1,1,true,false,false,false
P2SERVICE_d432f889862a7a0f,P2PLAN_2cebed4b1ff22cc0,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_2cebed4b1ff22cc0"",""P2PLAN_b8f54002f2f10bea""]","[""P2_bc1e37be7e7a349b"",""P2_f90598a41d4d09f8""]","[[""R2_9765d34882cc4165f829"",13]]",30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,260,105742.391477,1,0.069467514842,0.167197901645,0.242930055834,0.033694851388,0.055548320348,0.063137253657,641.0,0.9727891156462585,0.9930555555555556,4,1,21.55732899978161,2,2,1,1,true,false,false,false
P2SERVICE_d5ccaae758592e3d,P2PLAN_0fac469ed3be116b,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_0fac469ed3be116b"",""P2PLAN_8c1f793de6093335""]","[""P2_39309e97f4fa3d4d"",""P2_a44745e961005b24""]","[[""R2_6fc8006689b7ff6ba32d"",4]]",20,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,260,101432.28524,1,0.09851741113,0.234141220948,0.278320318096,0.0,0.0,0.0,221.0,0.9726775956284153,0.9890710382513661,5,1,18.255171545786453,2,2,2,2,true,false,false,false
P2SERVICE_d5d316796049ef8e,P2PLAN_7cd4acf306d4e4a8,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_7cd4acf306d4e4a8"",""P2PLAN_ea314c12cb76edac""]","[""P2_9858dc3c94ecb6ac"",""P2_f77c2ba98980326c""]","[[""R2_e641044e83a327ab5732"",7]]",30,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,365,110978.462453,1,0.075446277788,0.159931714535,0.202977859691,0.0,0.0,0.0,844.0,0.9795918367346939,0.9863945578231292,3,1,18.06098927171387,2,2,1,1,true,false,false,false
P2SERVICE_d8d9bd55ff9db74b,P2PLAN_06d66bd978ce80ab,2,2,2,"[""interlined_figure8"",""two_independent_loops""]","[""P2PLAN_06d66bd978ce80ab"",""P2PLAN_805bbe2f7371b91a""]","[""P2_362883829605b013"",""P2_dfbf7cf8ad9ccf55""]","[[""R2_b2032eeb31cba06561f0"",37],[""R2_f291a9242634fc5b47fd"",37]]",60,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,960,260,101488.358496,2,0.138423940656,0.304097839735,0.403660370424,0.077996558177,0.129866830471,0.203333660728,1055.0,0.9789473684210527,0.9894736842105263,4,2,31.55441874646254,2,3,3,3,true,false,false,false
P2SERVICE_d942a2cf50fa3af0,P2PLAN_1e9d78ce41789909,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_1e9d78ce41789909"",""P2PLAN_bccded43f06d9c48""]","[""P2_3e9262447422e26a"",""P2_ebdaaf1baa144ee0""]","[[""R2_f4436cf0e19fc17dd484"",37]]",60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,1110,312,107708.700281,1,0.051603185214,0.131734781877,0.203897683849,5.0341214e-05,5.0341214e-05,0.010743097632,1308.0,0.9908256880733946,0.9908256880733946,1,1,31.22836141321894,1,0,4,4,true,false,false,false
P2SERVICE_d9c34111996861df,P2PLAN_09983027127b0cfe,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_09983027127b0cfe"",""P2PLAN_12b2dd8f558cf8d3""]","[""P2_48c394c239c6771c"",""P2_52efec20a7f89f42""]","[[""R2_f6e23d36c7ebe6e85edf"",37]]",60,CORE_0600_2200,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,960,312,107938.698057,1,0.133995379885,0.281984688831,0.346469132191,0.007278943943,0.032939579786,0.045773761307,1055.0,0.9787234042553191,0.9893617021276596,2,1,28.368211341562542,2,3,1,1,true,false,false,false
P2SERVICE_da0e2ff09bf128ff,P2PLAN_0cc4c28176b7f776,2,2,2,"[""interlined_figure8"",""two_independent_loops""]","[""P2PLAN_0cc4c28176b7f776"",""P2PLAN_b6040c3dac01d5d4""]","[""P2_2a5313f45e8e6c17"",""P2_ea6ba0958e4b1886""]","[[""R2_235ca1ecac202beb00df"",37],[""R2_3459f102f372161ea282"",37]]",60,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,960,260,107633.846216,2,0.139374641737,0.313286059133,0.420779748749,0.0,0.0,0.000465712767,733.0,0.9789473684210527,0.9894736842105263,4,2,28.32919703321254,3,3,3,3,true,false,false,false
P2SERVICE_dcdcf92e518b6a65,P2PLAN_16ff1dff2703be51,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_16ff1dff2703be51"",""P2PLAN_3ec68e137b263ecf""]","[""P2_10a63201e522d629"",""P2_d829af60b7c029c9""]","[[""R2_3a530ead46411707bc5f"",7]]",30,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,960,260,96749.00897,1,0.096024205604,0.21717760723,0.303293861766,0.0,0.000465712767,0.013951238382,375.0,0.9841269841269841,0.9920634920634921,2,1,24.63050629116387,2,1,3,3,true,false,false,false
P2SERVICE_de6abaa7f2d0221b,P2PLAN_1b30b0b4f8de5f28,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_1b30b0b4f8de5f28"",""P2PLAN_860981269e5fdb1f""]","[""P2_7dc1c06373d423af"",""P2_94dca063a9d3daaa""]","[[""R2_1d550efd246ecfb3b1c8"",7]]",30,CORE_0600_2200,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,960,260,109208.598787,1,0.048534906161,0.127271091126,0.198203098958,0.0,0.0,0.0,1017.0,0.9841269841269841,0.9920634920634921,2,1,24.929123164213866,2,0,3,3,true,false,false,false
P2SERVICE_de6f232673a60645,P2PLAN_679e0df1dd1310ac,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_679e0df1dd1310ac"",""P2PLAN_d3794305c0f1942a""]","[""P2_32209b4bbc62cfb6"",""P2_f0a0176cad91088e""]","[[""R2_837c3ae88923898ea40c"",37]]",60,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED,1110,365,92525.037956,1,0.095674794311,0.223651318187,0.314206133096,0.0,5.0341214e-05,5.0341214e-05,733.0,0.972972972972973,0.9908256880733946,3,1,31.93200964801894,1,3,1,1,true,false,false,false
P2SERVICE_e0449b649cc8139f,P2PLAN_b9e9845d1c48cf7f,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_b9e9845d1c48cf7f"",""P2PLAN_e0cbda2d7ab8f9ef""]","[""P2_1781b136fd946d43"",""P2_6560a07ee7940940""]","[[""R2_5464385760a996896b1f"",56]]",60,CORE_0600_2200,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED,960,365,87776.91067,1,0.089500296527,0.202591291596,0.257446122229,0.033694851388,0.055548320348,0.063137253657,1234.0,0.9893617021276596,0.9893617021276596,1,1,32.407145393894226,1,3,1,1,true,false,false,false
P2SERVICE_e2810df363883e1d,P2PLAN_aecca2e93353b1b0,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_aecca2e93353b1b0"",""P2PLAN_bc32307389c8b1ae""]","[""P2_3105baa6d4550828"",""P2_dd354addff4542c4""]","[[""R2_0e3b21bd0041fec416ba"",11]]",30,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,312,101701.870362,1,0.088034123665,0.190938038621,0.250227822014,0.023017925773,0.050908041569,0.063137253657,90.0,0.9727891156462585,0.9930555555555556,4,1,20.851555226431614,2,3,1,1,true,false,false,false
P2SERVICE_e3e420ce616f2db6,P2PLAN_06a9dc6b92f2426e,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_06a9dc6b92f2426e"",""P2PLAN_344176c2f6cf0bd2""]","[""P2_53fd2d4d99e137fc"",""P2_fa603ab2af99a6aa""]","[[""R2_fc3196ae85a4ca6d0ece"",7]]",20,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,312,97127.097588,1,0.065917856243,0.155349483895,0.204006783968,0.0,0.000465712767,0.009189912991,0.0,0.9726775956284153,0.9944444444444445,5,1,17.38039006458645,2,1,1,1,true,false,false,false
P2SERVICE_e53b93a34970bbe2,P2PLAN_896a66417fb49dfb,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_896a66417fb49dfb"",""P2PLAN_ba2e9d12d190ff43""]","[""P2_363e0de9666c8b71"",""P2_7e52b43e37276f9f""]","[[""R2_5cc011a332ba476fd06f"",12]]",30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,260,107244.129985,1,0.068897859842,0.172124806725,0.259135154709,0.0,0.017816214136,0.115619645938,134.0,0.9727891156462585,0.9930555555555556,4,1,21.46897466733162,2,2,0,0,true,false,false,false
P2SERVICE_e673d3dde1176873,P2PLAN_2a376a69af5c661d,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_2a376a69af5c661d"",""P2PLAN_bb40e3ffb59a143f""]","[""P2_86684125781f6740"",""P2_f1c62743b99e7b34""]","[[""R2_c9e7c074b0384c070a37"",7]]",30,CORE_0600_2200,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,960,365,97425.925432,1,0.074403148538,0.200352479844,0.256438196797,0.0,0.0,0.0,490.0,0.984375,0.9921875,2,1,20.033465141581615,2,2,1,1,true,false,false,false
P2SERVICE_e7a6d5d59f26456b,P2PLAN_30e1b0c90c44329c,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_30e1b0c90c44329c"",""P2PLAN_3416530ef29c230c""]","[""P2_0c05fad94b4031ec"",""P2_4bf5dfb6b345f7ce""]","[[""R2_2b130131b2b9db31f6d7"",39]]",60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,1110,312,105247.94765,1,0.100623384042,0.240002993083,0.315249788018,0.033694851388,0.062574266565,0.074188964284,641.0,0.9908256880733946,1.0,1,1,32.463522616068936,1,3,1,1,true,false,false,false
P2SERVICE_eb6fc3e7f2e590d3,P2PLAN_13c01153640b96d4,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_13c01153640b96d4"",""P2PLAN_54dd487389755c28""]","[""P2_2accba37a46653fb"",""P2_db3234f0699115a2""]","[[""R2_e084e317c96ecdb31020"",27]]",60,S8_EXTENDED_0530_2400,IDEALISED_6_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED,1110,312,105650.627277,1,0.074554775408,0.197433956518,0.264277129304,0.0,0.0,0.0,956.0,0.9811320754716981,0.9813084112149533,2,1,34.9686868116959,2,1,3,3,true,false,false,false
P2SERVICE_eb8531f42b46e5bd,P2PLAN_cfad0a929373bc35,2,2,2,"[""hybrid_interlined"",""two_radial_out_and_back_feeders""]","[""P2PLAN_cfad0a929373bc35"",""P2PLAN_fd84ab6b04e15bf8""]","[""P2_65e5e7079f4bd40d"",""P2_b4e03ee9772a6eae""]","[[""R2_9f12445b4b9e77e7a878"",0],[""R2_dbc7ef02fd6d81ac70ef"",2]]",15,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,365,104691.825788,2,0.07449182533,0.181798054319,0.21381531406,0.0,0.0,0.0,221.0,0.9819004524886877,0.990909090909091,8,2,16.597620523831615,4,1,1,1,true,false,false,false
P2SERVICE_ec90e36ebdc9fa72,P2PLAN_d815999344574c13,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_d815999344574c13"",""P2PLAN_e2bfa42cb88eb061""]","[""P2_42a9b50ab64792f3"",""P2_af2038081c00b46f""]","[[""R2_bfe93861ccce0d9b8444"",37]]",60,S8_EXTENDED_0530_2400,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED,1110,365,106331.889822,1,0.098632404407,0.239514617318,0.303641059272,0.031914729768,0.060146651461,0.063137253657,641.0,0.9908256880733946,0.9908256880733946,1,1,31.86691350201894,1,3,1,1,true,false,false,false
P2SERVICE_efc9fbb60ae8fc7e,P2PLAN_135ad4d9354dc104,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_135ad4d9354dc104"",""P2PLAN_17b3d0e54c04cfea""]","[""P2_32209b4bbc62cfb6"",""P2_f0a0176cad91088e""]","[[""R2_837c3ae88923898ea40c"",55]]",60,CORE_0600_2200,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED,960,365,77915.821437,1,0.095674794311,0.223651318187,0.314206133096,0.0,5.0341214e-05,5.0341214e-05,733.0,0.9893617021276596,0.9893617021276596,1,1,32.05240461239423,1,3,1,1,true,false,false,false
P2SERVICE_f1b53090b50a9162,P2PLAN_1572612c170e1459,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_1572612c170e1459"",""P2PLAN_de252511901fc34d""]","[""P2_0704130aeb315af7"",""P2_cc8f147d7d76e109""]","[[""R2_349928954c66680a97a1"",11]]",30,S8_EXTENDED_0530_2400,IDEALISED_5_DAY_52_WEEK,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,1110,260,107656.029458,1,0.099081590954,0.234569034241,0.314122380896,0.0,0.0,0.0,733.0,0.9727891156462585,0.9930555555555556,4,1,20.668071748081616,2,2,1,1,true,false,false,false
P2SERVICE_f256d72b637668a4,P2PLAN_dbaf872fc7cbef97,2,2,2,"[""blank_slate"",""single_compact_loop""]","[""P2PLAN_dbaf872fc7cbef97"",""P2PLAN_eb6652e5fa916caf""]","[""P2_49faf41dbb619aa0"",""P2_6d191d545b91e100""]","[[""R2_5be11ea0fd5246053759"",7]]",30,CORE_0600_2200,IDEALISED_DAILY_YEAR,ROBUST_PASSENGER_UNRESTRICTED;ROBUST_PASSENGER_FREQUENT_30,960,365,97147.438094,1,0.052721762669,0.137326479142,0.188415932881,0.0,0.006505370732,0.009189912991,139.0,0.984375,0.9921875,2,1,20.411992342881614,2,2,0,0,true,false,false,false
