occurrence_id,direction,path_node_index,stop_place_id,name,site_status,incoming_edge,outgoing_edge,offset_road_minutes,next_fs_node_index,road_minutes_to_next_fs,previous_fs_node_index,road_minutes_from_previous_fs,boarding_authorised,passenger_continuity_certified
west_reverse_east_forward:914:FROZEN::300086,west_reverse_east_forward,914,FROZEN::300086,Brivio - beverate (cariplo),INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:573427526:6:R,osm:573427526:5:R,32.755178,1412,18.986189,756,6.734674,False,False
west_reverse_east_forward:945:FROZEN::300398,west_reverse_east_forward,945,FROZEN::300398,Brivio - beverate (paese),INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:223276924:3:R,osm:223276924:2:R,34.07048,1412,17.670887,756,8.049976,False,False
west_reverse_east_forward:965:FROZEN::300487,west_reverse_east_forward,965,FROZEN::300487,Brivio - beverate (quattro strade),INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:246831878:0:R,osm:246831884:0:F,34.953942,1412,16.787425,756,8.933438,False,False
west_reverse_east_forward:1001:ASF::VACCAREZZA_CARTELLO_PAESE,west_reverse_east_forward,1001,ASF::VACCAREZZA_CARTELLO_PAESE,Brivio - Vaccarezza,INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:1299498892:10:R,osm:1299498892:9:R,36.259018,1412,15.482349,756,10.238514,False,False
west_reverse_east_forward:1017:ASF::BRIVIO_BAR_CRISTALLO,west_reverse_east_forward,1017,ASF::BRIVIO_BAR_CRISTALLO,Brivio - Via Como (pizzeria / Bar Cristallo),INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:432726938:10:R,osm:223575347:35:R,37.728195,1412,14.013172,756,11.707691,False,False
west_reverse_east_forward:1081:FROZEN::300063,west_reverse_east_forward,1081,FROZEN::300063,Brivio - Via Bergamo (Scuola Materna),INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:606283358:3:R,osm:606283358:2:R,39.224298,1412,12.517069,756,13.203795,False,False
west_reverse_east_forward:1210:ASF::ARLATE_CANTINA_PIROVANO,west_reverse_east_forward,1210,ASF::ARLATE_CANTINA_PIROVANO,Arlate - Cantina Pirovano,INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:432726032:23:R,osm:432726032:22:R,43.431604,1412,8.309763,756,17.411101,False,False
west_reverse_east_forward:1235:ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,west_reverse_east_forward,1235,ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,Arlate - B.vio Brivio - Madonnina,INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:432726031:0:R,osm:42440419:0:R,46.504535,1412,5.236831,756,20.484032,False,False
west_reverse_east_forward:1271:FROZEN::300634,west_reverse_east_forward,1271,FROZEN::300634,Calco - via Nazionale,INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:1465161334:3:R,osm:1465161334:3:F,47.624812,1412,4.116554,756,21.604309,False,False
west_reverse_east_forward:1344:ASF::CALCO_VIA_GARIBALDI,west_reverse_east_forward,1344,ASF::CALCO_VIA_GARIBALDI,Calco - Via Virgilio,INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:432566878:12:F,osm:432566878:13:F,49.649873,1412,2.091494,756,23.629369,False,False
west_reverse_east_forward:1412:FROZEN::L00407,west_reverse_east_forward,1412,FROZEN::L00407,Olgiate-Calco-Brivio FS,INVENTORY_ATTACHMENT_NOT_BOARDING_CERTIFIED,osm:1505112369:4:F,,51.741367,,,1412,0.0,False,False
