stop_foundation_id,source_stop_id,physical_cluster_id,stop_class,human_label,municipality,lat,lon,road_name_or_context,evidence_status,road_eligibility_status,field_check_status,current_d184_d185_physical_stop,current_routes,human_identity_ready,finalist_stop_ready,readiness_reason,nearest_official_stop_walk_network_m,population_reachable_10min,population_additional_10min,settlement_context,destination_context,source_lineage
proposed:P2V2S_0062,P2V2S_0062,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0062,Calco,45.728539484038606,9.421910682434689,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,794.2003761672892,789.8023228359298,177.84006049081836,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0063,P2V2S_0063,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0063,Calco,45.7288223160519,9.441249540333647,tertiary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,665.7430318164425,709.7294860656696,66.22053607459199,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0070,P2V2S_0070,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0070,Calco,45.7303647637178,9.415430064831492,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,940.4460683872717,418.32146299786115,298.2949426914792,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0075,P2V2S_0075,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0075,Calco,45.73132150263037,9.419580470317916,primary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,283.50410225375254,960.6958303309516,356.38700544539466,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0085,P2V2S_0085,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0085,Calco,45.73272305511719,9.414536608167207,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,653.9335688186437,357.56888514333457,0.0,,,stop_universe_v2/proposed_stop_candidates.csv
existing:EX_024,300804,EX_024,EXISTING_OFFICIAL,Rovagnate - la pesa,La Valletta Brianza,45.73725,9.374517,Rovagnate - la pesa,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_027,300872,EX_027,EXISTING_OFFICIAL,Perego - s.s. 342/via s.caterina,La Valletta Brianza,45.738567,9.362733,Perego - s.s. 342/via s.caterina,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_029,300878,EX_029,EXISTING_OFFICIAL,Rovagnate - semaforo,La Valletta Brianza,45.737167,9.369383,Rovagnate - semaforo,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_030,300879,EX_030,EXISTING_OFFICIAL,Rovagnate - vinicola ghezzi,La Valletta Brianza,45.7397,9.364717,Rovagnate - vinicola ghezzi,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
existing:EX_042,L00878,EX_042,EXISTING_OFFICIAL,Rovagnate - semaforo,La Valletta Brianza,45.737133,9.370467,Rovagnate - semaforo,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
proposed:P2V2S_0008,P2V2S_0008,,PROPOSED_HYPOTHESIS,Bagaggera / Fornace Superiore,La Valletta Brianza,45.71065854861862,9.384297356180456,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2969.9896604357496,33.67329078726025,33.67329078726025,Bagaggera|Fornace Superiore,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0010,P2V2S_0010,,PROPOSED_HYPOTHESIS,Bagaggera / Fornace Superiore,La Valletta Brianza,45.71289721263508,9.380457339611798,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,3262.926218125307,23.493696389777465,23.493696389777465,Bagaggera|Fornace Superiore,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0013,P2V2S_0013,,PROPOSED_HYPOTHESIS,Bagaggera / Fornace Superiore,La Valletta Brianza,45.71476140510982,9.377382744016707,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,3118.913534966271,48.27023187127168,48.27023187127168,Bagaggera|Fornace Superiore,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0016,P2V2S_0016,,PROPOSED_HYPOTHESIS,Fornace Superiore / Ospedaletto,La Valletta Brianza,45.71644768933779,9.373871255997404,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2777.3646247014167,42.14276860831619,42.14276860831619,Fornace Superiore|Ospedaletto,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0023,P2V2S_0023,,PROPOSED_HYPOTHESIS,Ospedaletto,La Valletta Brianza,45.71847994298195,9.374400277276536,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2456.9657191870574,44.71632702687327,44.71632702687327,Ospedaletto,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0024,P2V2S_0024,,PROPOSED_HYPOTHESIS,Spiazzo,La Valletta Brianza,45.71874543072979,9.385147081336967,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2543.2054160142357,92.39391667525445,92.39391667525445,Spiazzo,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0028,P2V2S_0028,,PROPOSED_HYPOTHESIS,Spiazzo,La Valletta Brianza,45.72065560248174,9.380349841806389,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2437.6339043160074,114.42371306975566,114.42371306975566,Spiazzo,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0029,P2V2S_0029,,PROPOSED_HYPOTHESIS,Brugolone / Galbusera Bianca,La Valletta Brianza,45.72068607185733,9.374882142197231,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2204.0815380678664,126.42751410550005,126.42751410550005,Brugolone|Galbusera Bianca,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0040,P2V2S_0040,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0040,La Valletta Brianza,45.723762320670225,9.364602617679505,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,2490.7427957495006,14.470038521836594,14.470038521836594,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0041,P2V2S_0041,,PROPOSED_HYPOTHESIS,Brugolone / Galbusera Bianca / Monte,La Valletta Brianza,45.723992371412926,9.375241571079929,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1822.3150303885907,364.54943242490896,364.54943242490896,Brugolone|Galbusera Bianca|Monte,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0043,P2V2S_0043,,PROPOSED_HYPOTHESIS,Monte,La Valletta Brianza,45.7244207231066,9.382763727919986,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1833.0914987283243,402.1768420298385,402.1768420298385,Monte,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0049,P2V2S_0049,,PROPOSED_HYPOTHESIS,Pianello,La Valletta Brianza,45.72561734160787,9.363085118019214,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2190.742795749669,32.53306363940744,32.53306363940744,Pianello,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0050,P2V2S_0050,,PROPOSED_HYPOTHESIS,Brugolone / Cereda / Monte,La Valletta Brianza,45.72620560751198,9.373782470974815,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1724.2169675039092,360.5476015943342,360.5476015943342,Brugolone|Cereda|Monte,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0051,P2V2S_0051,,PROPOSED_HYPOTHESIS,Monte,La Valletta Brianza,45.72639330002165,9.38324649989747,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1461.6990891539256,506.6031832751954,506.6031832751954,Monte,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0052,P2V2S_0052,,PROPOSED_HYPOTHESIS,Brugolone / Monte,La Valletta Brianza,45.72646005001638,9.377256000093428,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1566.4295577835712,455.24666399089585,455.24666399089585,Brugolone|Monte,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0057,P2V2S_0057,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0057,La Valletta Brianza,45.727856584776234,9.387008784311336,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,2464.8574367067595,24.632744442892555,24.632744442892555,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0059,P2V2S_0059,,PROPOSED_HYPOTHESIS,Pianello,La Valletta Brianza,45.728323391821434,9.359235619616193,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1793.1835277362268,96.26272370985808,96.26272370985808,Pianello,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0061,P2V2S_0061,,PROPOSED_HYPOTHESIS,Monte / Sara,La Valletta Brianza,45.72867665087143,9.381801200620966,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,994.9503359194604,749.0912864352958,705.2622777859045,Monte|Sara,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0064,P2V2S_0064,,PROPOSED_HYPOTHESIS,Sara,La Valletta Brianza,45.72921060001815,9.38467925001104,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,824.5472533046445,617.2797941647527,567.4049548342665,Sara,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0065,P2V2S_0065,,PROPOSED_HYPOTHESIS,Bernaga inferiore / Pianello,La Valletta Brianza,45.72939660490464,9.355621680534416,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,2152.5813437389393,78.00419651531422,78.00419651531422,Bernaga inferiore|Pianello,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0066,P2V2S_0066,,PROPOSED_HYPOTHESIS,Sara,La Valletta Brianza,45.72969752205537,9.378471990939886,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1098.2416814644034,574.5696173584183,458.057391078992,Sara,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0068,P2V2S_0068,,PROPOSED_HYPOTHESIS,Brugolone / Cereda,La Valletta Brianza,45.729910550001826,9.372553200010687,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1416.331688180895,119.27826572518646,119.27826572518646,Brugolone|Cereda,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0069,P2V2S_0069,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0069,La Valletta Brianza,45.73023807928143,9.350076653516496,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,2393.8676790545073,36.90103979690397,36.90103979690397,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0071,P2V2S_0071,,PROPOSED_HYPOTHESIS,Cereda,La Valletta Brianza,45.73056162576342,9.368648956273327,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1303.4594992984328,29.675444290958165,29.675444290958165,Cereda,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0072,P2V2S_0072,,PROPOSED_HYPOTHESIS,Sara,La Valletta Brianza,45.730640573084244,9.382219618671598,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1071.524613474917,481.01792054333055,438.3911499286484,Sara,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0074,P2V2S_0074,,PROPOSED_HYPOTHESIS,Crescenzaga / Sara,La Valletta Brianza,45.731365288477136,9.374792204074899,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,999.7688572223338,758.8961718468282,394.58067210310236,Crescenzaga|Sara,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0076,P2V2S_0076,,PROPOSED_HYPOTHESIS,Bernaga inferiore / Campo / Pianello,La Valletta Brianza,45.7316134390737,9.36247462377166,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1422.8291741281957,113.68670992233362,113.68670992233362,Bernaga inferiore|Campo|Pianello,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0078,P2V2S_0078,,PROPOSED_HYPOTHESIS,Bernaga inferiore / Pianello,La Valletta Brianza,45.73183428127722,9.354975062847991,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1745.4390529525967,165.36669043925318,165.36669043925318,Bernaga inferiore|Pianello,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0080,P2V2S_0080,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0080,La Valletta Brianza,45.73239194411677,9.347830114458706,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,2083.503911473039,77.76977654530413,77.76977654530413,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0081,P2V2S_0081,,PROPOSED_HYPOTHESIS,Campo / Cereda / Pianello,La Valletta Brianza,45.73254262664605,9.365976349378494,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1134.9962483848224,120.71695721739852,111.66857406937632,Campo|Cereda|Pianello,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0084,P2V2S_0084,,PROPOSED_HYPOTHESIS,Cereda / Crescenzaga,La Valletta Brianza,45.73280342353401,9.370837763441676,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,598.6066952632153,916.2053796290472,240.8999085669726,Cereda|Crescenzaga,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0086,P2V2S_0086,,PROPOSED_HYPOTHESIS,Bernaga inferiore,La Valletta Brianza,45.73300981706299,9.357634103509557,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1582.1184230917565,175.65238956870496,175.65238956870496,Bernaga inferiore,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0089,P2V2S_0089,,PROPOSED_HYPOTHESIS,Bernaga inferiore,La Valletta Brianza,45.734210392424224,9.35294110962455,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1514.849654014407,136.60907910979682,136.60907910979682,Bernaga inferiore,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0090,P2V2S_0090,,PROPOSED_HYPOTHESIS,Campo / Pianello / OSM amenity:townhall 143996275,La Valletta Brianza,45.73423717546014,9.362286220906048,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,932.2663874635838,212.15889980848925,105.3399560205302,Campo|Pianello,OSM amenity:townhall 143996275,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0094,P2V2S_0094,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0094,La Valletta Brianza,45.73503172324547,9.367052662718919,service,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,659.9285528366983,1276.3232127242122,14.194026429909119,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0095,P2V2S_0095,,PROPOSED_HYPOTHESIS,Bernaga inferiore / OSM amenity:townhall 143996275,La Valletta Brianza,45.735158875430024,9.356129029436506,tertiary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1179.3838421453224,198.14450757780526,187.42866094257565,Bernaga inferiore,OSM amenity:townhall 143996275,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0101,P2V2S_0101,,PROPOSED_HYPOTHESIS,Perego / OSM amenity:townhall 143996275,La Valletta Brianza,45.73612559963817,9.363834661947132,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,495.53307822649447,1383.780891231957,49.8929956466367,Perego,OSM amenity:townhall 143996275,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0102,P2V2S_0102,,PROPOSED_HYPOTHESIS,Campo / Perego / OSM amenity:townhall 143996275,La Valletta Brianza,45.736682139674976,9.360748590705352,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,608.5458563731712,844.6458244346054,145.19503162978526,Campo|Perego,OSM amenity:townhall 143996275,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0106,P2V2S_0106,,PROPOSED_HYPOTHESIS,Perego / Roncada / OSM amenity:townhall 143996275,La Valletta Brianza,45.73744146834489,9.355760862539897,tertiary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,646.7149017616655,606.6742365982165,175.82290656926335,Perego|Roncada,OSM amenity:townhall 143996275,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0109,P2V2S_0109,,PROPOSED_HYPOTHESIS,Perego / Roncada / OSM amenity:townhall 143996275,La Valletta Brianza,45.738469216147536,9.352021101261574,tertiary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,966.8459365894746,371.47972451858004,157.74551440041577,Perego|Roncada,OSM amenity:townhall 143996275,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0118,P2V2S_0118,,PROPOSED_HYPOTHESIS,Roncada,La Valletta Brianza,45.73957787137525,9.349336927409833,tertiary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,1228.0600859986,225.84233880215768,126.68884653966256,Roncada,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0120,P2V2S_0120,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0120,La Valletta Brianza,45.73985994218695,9.357773565738864,primary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,456.20348664765015,769.5593085359732,0.6958393671500319,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0122,P2V2S_0122,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0122,La Valletta Brianza,45.740833036003046,9.355039912568197,primary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,682.5962837180501,315.6239127097456,21.28976478525802,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0126,P2V2S_0126,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0126,La Valletta Brianza,45.741976230229085,9.34430008083943,residential,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,1710.9197781202392,25.179097520130227,25.179097520130227,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0127,P2V2S_0127,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0127,La Valletta Brianza,45.74241187572904,9.351913658037162,primary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,993.4525107787636,61.77812854830823,31.299088789500562,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0130,P2V2S_0130,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0130,La Valletta Brianza,45.74386681198279,9.348775826718594,primary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,1264.1708432140142,42.934754351088316,31.299088789500562,,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0131,P2V2S_0131,,PROPOSED_HYPOTHESIS,Prestabbio,La Valletta Brianza,45.743860745189224,9.364535195532468,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,618.1529813244965,787.6086679967514,4.918114207589685,Prestabbio,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0132,P2V2S_0132,,PROPOSED_HYPOTHESIS,Prestabbio,La Valletta Brianza,45.74449366918644,9.367401291235995,unclassified,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,true,false,FIELD_CHECK_REQUIRED,586.789339145434,666.7050220064748,4.918114207589685,Prestabbio,,stop_universe_v2/proposed_stop_candidates.csv
proposed:P2V2S_0135,P2V2S_0135,,PROPOSED_HYPOTHESIS,Candidate P2V2S_0135,La Valletta Brianza,45.74537919831236,9.345699647905052,primary,PROPOSED_STOP/FIELD_CHECK_PENDING,DERIVED_GATE_D_BUS_ELIGIBLE,PENDING,false,,false,false,HUMAN_IDENTITY_REQUIRED|FIELD_CHECK_REQUIRED,1579.8235909215132,17.043927648578812,17.043927648578812,,,stop_universe_v2/proposed_stop_candidates.csv
existing:EX_011,300407,EX_011,EXISTING_OFFICIAL,Olgiate Molgora - stazione f.s.,Olgiate Molgora,45.73371,9.40576,Olgiate Molgora - stazione f.s.,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,OFFICIAL_STOP_LOCATION,NOT_REQUIRED_FOR_EXISTING_IDENTITY,true,D184;D185,true,true,CURRENT_D184_D185_OFFICIAL_PHYSICAL_STOP_REUSE_READY,0,,,,,stop_universe_v2/existing_official_stops.csv
