scenario_id,topology_family,uniform_headway_min,span_id,span_start_min,span_end_min,reference_budget_feasible_no_extension_policy_count,current_lower_bound_non_regression_pass,minimum_worst_municipality_threshold_margin_vs_current_lower_bound,s8_complete_supported_route_count,s8_incomplete_supported_route_count,territorial_other_core_worker_mass_upper_bound,territorial_other_external_worker_mass_upper_bound,territorial_total_worker_mass_upper_bound_reporting_only,public_population_coverage_share_5min,public_population_coverage_share_8min,public_population_coverage_share_10min,public_worst_municipality_coverage_share_5min,public_worst_municipality_coverage_share_8min,public_worst_municipality_coverage_share_10min,public_operational_unknown_distance_share_lower_bound,public_explicit_field_check_pending_count,public_distance_km,public_runtime_min,public_route_count,equivalent_metric_scenario_count,frontier_timing_key,was_on_prior_robustness_frontier
P2_d1c38a01effa44c9,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200,true
P2_d21f9e7c7681d88d,hybrid_interlined,20,CORE_0600_2200,360,1320,6,True,0.0,2,0,447,0,447,0.070359727197,0.129465884966,0.175252969604,0.0,0.0,0.0,0.0,2,7.436973193,14.288831576,2,2,H20_CORE_0600_2200,false
P2_d26c41f30f5c0a4a,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200,true
P2_d33cefe9bcb378ba,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200,true
P2_d34f070a65c0fd88,blank_slate,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,0,217,217,0.064652954609,0.177772338199,0.22131852619,0.0,0.0,0.0,0.0,3,6.556681691,16.889798856,1,2,H20_CORE_0600_2200,false
P2_d3a8f22f24eccaaa,single_compact_loop,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,422,643,0.063693868975,0.140955820367,0.17857677038,0.0,0.0,0.0,0.0,1,4.515070185,7.726686335,1,2,H20_CORE_0600_2200,false
P2_d3d2a2b88b3c3353,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_d3db6ad26b5d3455,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,217,217,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H20_CORE_0600_2200,false
P2_d3f1c177fe6ab1da,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200,true
P2_d4bdc72969086a78,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200,true
P2_d4ef726b9aeb5d8c,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200,true
P2_d4f8702644537c14,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200,true
P2_d4fcd60342636388,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200,true
P2_d51ea3b62c399efc,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200,true
P2_d52ca5af3392abe9,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200,true
P2_d54835ec8d758b8d,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200,true
P2_d5d1f0b0bddd64c6,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200,true
P2_d5e643d07bc08bf6,blank_slate,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.053717137723,0.157969892058,0.205046174247,0.0,0.0,0.0,0.0,2,3.849749723,10.150160908,1,2,H20_CORE_0600_2200,true
P2_d63fe1687d183dc8,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200,true
P2_d7245946975db44a,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,221,0,221,0.079006239923,0.178847031716,0.246539880274,0.0,0.0,0.0,0.0,0,8.289655495,14.5261912,2,2,H20_CORE_0600_2200,true
P2_d745445949d8cd1f,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200,true
P2_d7760ea126f32a9e,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,6,True,0.0,2,0,221,422,643,0.061481646866,0.166894976061,0.206348707293,0.0,0.0,0.0,0.0,1,7.031716757,15.318297745,2,2,H20_CORE_0600_2200,false
P2_d7d0362ddf596eb0,blank_slate,20,CORE_0600_2200,360,1320,3,True,0.0,1,0,90,0,90,0.105248975141,0.203559637744,0.244629978285,0.0,0.0,0.0,0.0,3,8.300618229,19.10388129,1,2,H20_CORE_0600_2200,true
P2_d7e268dc5c3f9af7,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200,true
P2_d8237e7516e0fed2,hybrid_interlined,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,134,0,134,0.071310374551,0.17968762688,0.253384948488,0.0,0.0,0.0,0.0,1,8.181943444,16.186610125,2,2,H20_CORE_0600_2200,true
P2_d82899d5ea096a60,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200,true
P2_d888fad19ef4cbd1,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200,true
P2_d8d7ceddad0f3135,hybrid_interlined,20,CORE_0600_2200,360,1320,6,True,0.0,2,0,356,0,356,0.065572018801,0.176741037093,0.227327403686,0.0,0.0,0.0,0.0,0,7.284728115,13.358223217,2,2,H20_CORE_0600_2200,true
P2_d8dce4f9ed44fba4,blank_slate,20,CORE_0600_2200,360,1320,3,True,0.0,1,0,375,0,375,0.089644584924,0.205491097133,0.273710136617,0.0,0.0,0.0,0.0,0,8.058230847,13.661199753,1,2,H20_CORE_0600_2200,true
P2_d8f02ce2a4054ae4,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200,true
P2_d9d72a0880d1406a,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_d9e6da2c9e5f6b51,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,221,0,221,0.076687637483,0.205048668111,0.231226087749,0.0,0.0,0.0,0.0,1,4.588005211,9.502087328,2,2,H20_CORE_0600_2200,true
P2_da39386af55f46d2,blank_slate,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,221,422,643,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,1,6.875535695,14.898116216,1,2,H20_CORE_0600_2200,false
P2_dab969c76bc078b7,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,447,0,447,0.087274095011,0.190964872808,0.24820817253,0.0,0.0,0.0,0.0,0,8.815083953,15.362468205,2,2,H20_CORE_0600_2200,true
P2_db64c09f51caac4c,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200,true
P2_db6f3325cd8f9872,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200,true
P2_dc57f74a29259570,blank_slate,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,490,0,490,0.065792941786,0.154874093467,0.211922605731,0.0,0.0,0.0,0.0,1,6.798178807,12.261503716,1,2,H20_CORE_0600_2200,false
P2_dcaa67adae91dfd1,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200,true
P2_dcc965a9b6f3bdb7,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200,true
P2_dce2f6c4b33463c8,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200,true
P2_dd354addff4542c4,blank_slate,20,CORE_0600_2200,360,1320,3,True,0.023017925773,1,0,90,0,90,0.088034123665,0.190938038621,0.250227822014,0.023017925773,0.050908041569,0.063137253657,0.0,1,8.80993333,19.424221353,1,2,H20_CORE_0600_2200,true
P2_dd51b357b739bce4,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200,true
P2_ddc23a34136f37d2,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H20_CORE_0600_2200,true
P2_dea470eb538aa8d8,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200,true
P2_deb9e75a4b6da32d,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200,true
P2_def54ccfe0479fa4,multiple_short_radials,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H20_CORE_0600_2200,false
P2_df7978eb8e17c3a0,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,217,217,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H20_CORE_0600_2200,false
P2_dfa7e9dbe38cc3f7,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,134,0,134,0.082524360432,0.205809636355,0.261572699002,0.0,0.0,0.0,0.0,1,8.520635878,15.550070574,2,2,H20_CORE_0600_2200,true
P2_e1cd391ee6cb3928,single_compact_loop,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,90,0,90,0.096812912546,0.185433175224,0.233660516366,0.0,0.0,0.0,0.0,2,7.085256059,15.963835451,1,2,H20_CORE_0600_2200,true
P2_e209bb3de1e82330,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200,true
P2_e22c9c10d74d3ca6,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_e23034cc4cfaac5e,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,217,217,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H20_CORE_0600_2200,false
P2_e235624112239d29,single_compact_loop,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.058806393849,0.148985973394,0.211109457394,0.0,0.0,0.0,0.0,0,5.486727797,11.711322287,1,2,H20_CORE_0600_2200,true
P2_e24cac8d06251977,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H20_CORE_0600_2200,false
P2_e256f05a255bb8a9,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200,true
P2_e261c85a5268d9e8,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,0,0,0,0.057387590643,0.127473498172,0.164153989957,0.0,0.0,0.0,0.0,0,2.73714877,6.901179625,2,2,H20_CORE_0600_2200,true
P2_e33327b88eb36ad3,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,217,217,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H20_CORE_0600_2200,false
P2_e3db85df75079d0d,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H20_CORE_0600_2200,false
P2_e41dcca08b5401ae,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,134,0,134,0.066999800132,0.184082395339,0.263065498573,0.0,0.0,0.000465712767,0.0,1,8.595042951,17.3160671,2,2,H20_CORE_0600_2200,true
P2_e46a0cd9dde22807,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200,true
P2_e4b04d4c0f6ecece,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200,true
P2_e4b92caba131562a,single_compact_loop,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,422,643,0.04676944458,0.121359780663,0.186539274648,0.0,0.0,0.0,0.0,2,6.21477593,10.629073297,1,2,H20_CORE_0600_2200,false
P2_e4bd8be8949b3176,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H20_CORE_0600_2200,false
P2_e5ca12505986b7c4,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_e66cf45d5e816d61,single_compact_loop,20,CORE_0600_2200,360,1320,3,True,0.0,1,0,221,0,221,0.081009852531,0.214104728558,0.278417422375,0.0,0.0,0.0,0.0,1,8.306925202,16.640286208,1,2,H20_CORE_0600_2200,true
P2_e6c1cf9f18df6e07,trunk_plus_branches,20,CORE_0600_2200,360,1320,6,True,0.0,2,0,101,0,101,0.096687584486,0.229890087803,0.248096758749,0.0,0.0,0.0,0.0,2,4.362271251,10.035836021,2,2,H20_CORE_0600_2200,true
P2_e6c4be336afc2ff3,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,134,0,134,0.092627720962,0.194893816818,0.253152163436,0.0,0.0,0.0,0.0,1,7.907710156,14.584730124,2,2,H20_CORE_0600_2200,false
P2_e6cb77ae0f36a764,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_e7dc5adad3c65305,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H20_CORE_0600_2200,true
P2_e7e983c7dd2d161b,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200,true
P2_e81f744c00a077cf,blank_slate,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.095430465648,0.217128947577,0.253311237537,0.0,0.0,0.0,0.0,1,4.941273246,10.529247876,1,2,H20_CORE_0600_2200,true
P2_e8aac44bf0fc179c,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_e8f15a559ae68867,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_e930efd40ecf828b,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_e9832103221ebb28,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200,true
P2_e9d03846d7d0f928,scheduled_extensions,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200,true
P2_eab3b197069f7918,hybrid_interlined,20,CORE_0600_2200,360,1320,6,True,0.0,2,0,356,0,356,0.070965656614,0.154943151142,0.196652197246,0.0,0.0,0.0,0.0,0,6.40028061,11.123595904,2,2,H20_CORE_0600_2200,false
P2_eb03e7032e9ce9e5,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200,true
P2_eb155ed82fc4fc06,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_eb46f860b1bacb63,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200,true
P2_ebb51b7f89848e46,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200,true
P2_ebd5ffadbcab446b,single_compact_loop,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,490,0,490,0.065792941786,0.154874093467,0.211922605731,0.0,0.0,0.0,0.0,1,6.798178807,12.261503716,1,2,H20_CORE_0600_2200,false
P2_ec43fa06073e0792,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200,true
P2_ec52f9f98680a2e2,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200,true
P2_ecd7af871c8bdfd4,hybrid_interlined,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,447,0,447,0.071018503546,0.13233970123,0.17227470788,0.0,0.0,0.0,0.0,2,7.630671021,15.254386665,2,2,H20_CORE_0600_2200,false
P2_ece3878be9b512c0,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047393654298,0.13329934518,0.158103200323,0.0,0.0,0.0,0.0,1,1.798824735,4.556729121,1,54,H20_CORE_0600_2200,true
P2_ecf59955f7375156,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,0,221,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H20_CORE_0600_2200,true
P2_ed4260173b675a72,hybrid_interlined,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,490,0,490,0.062577310344,0.12272128952,0.164072284902,0.0,0.0,0.0,0.0,2,7.768331553,15.081780791,2,2,H20_CORE_0600_2200,false
P2_edbb8210cb2000a2,hybrid_interlined,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,447,0,447,0.087274095011,0.190964872808,0.24820817253,0.0,0.0,0.0,0.0,0,8.815083953,15.362468205,2,2,H20_CORE_0600_2200,true
P2_ee40aea38f7545a2,multiple_short_radials,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,134,0,134,0.062524413429,0.151116089019,0.207370530572,0.0,0.0,0.0,0.0,0,6.363990446,10.307573164,1,53,H20_CORE_0600_2200,true
P2_ee6a0518fd33ad54,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H20_CORE_0600_2200,true
P2_ee804d5b6162ec0b,blank_slate,20,CORE_0600_2200,360,1320,6,True,0.0,1,0,447,0,447,0.068786297532,0.150218529988,0.197428516783,0.0,0.0,0.0,0.0,1,6.824429979,11.902302545,1,2,H20_CORE_0600_2200,false
P2_ee9edb0ea60173bd,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200,true
P2_eed9c0ec8c871d6f,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,221,0,221,0.064754840651,0.115607327028,0.155000554596,0.0,0.0,0.0,0.0,2,3.127658298,7.45821232,2,2,H20_CORE_0600_2200,true
P2_ef36a09be8026dba,multiple_short_radials,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200,true
P2_ef989c6f8ce31077,two_radial_out_and_back_feeders,20,CORE_0600_2200,360,1320,6,True,0.0,2,0,134,0,134,0.077619457319,0.167478198219,0.222571939226,0.0,0.0,0.0,0.0,0,7.392044971,12.611242445,2,2,H20_CORE_0600_2200,true
P2_efb7898b0d4b89dc,blank_slate,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,221,422,643,0.04676944458,0.121359780663,0.186539274648,0.0,0.0,0.0,0.0,2,6.21477593,10.629073297,1,2,H20_CORE_0600_2200,false
P2_efc741595fd121f7,hybrid_interlined,20,CORE_0600_2200,360,1320,3,True,0.0,2,0,221,422,643,0.063103750318,0.155314470675,0.192912542315,0.0,0.0,0.0,0.0,1,7.75019001,13.368013152,2,2,H20_CORE_0600_2200,false
P2_f000285d2b776c30,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,217,217,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H20_CORE_0600_2200,false
P2_f071b6afb81cf93c,hybrid_interlined,20,CORE_0600_2200,360,1320,6,True,0.0,2,0,221,422,643,0.06526729864,0.128479095518,0.168298036294,0.0,0.0,0.0,0.0,2,6.584275351,12.298208294,2,2,H20_CORE_0600_2200,false
P2_f0e80559d703dbd6,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H20_CORE_0600_2200,true
P2_f0fdebd05ff6a3fe,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.042292546753,0.111111388972,0.148952581303,0.0,0.0,0.0,0.0,0,1.709094245,4.597510344,1,53,H20_CORE_0600_2200,true
P2_f1459060fdd1d858,single_compact_loop,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,217,217,0.052187610683,0.144897651906,0.176266524563,0.0,0.0,0.0,0.0,2,4.355707308,10.654414676,1,2,H20_CORE_0600_2200,false
P2_f1554b683fcb4393,scheduled_extensions,20,CORE_0600_2200,360,1320,9,True,0.0,1,0,0,0,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H20_CORE_0600_2200,true
P2_f157cf80d2141435,hybrid_interlined,20,CORE_0600_2200,360,1320,9,True,0.0,2,0,221,0,221,0.065536731226,0.160637803851,0.219194081859,0.0,0.0,0.0,0.0,1,4.489255737,10.455703255,2,2,H20_CORE_0600_2200,true
