finalist_alias,plan_context_id,selected_timetable_id,stage_d_input_id,scenario_id,topology_family,service_span_min,public_route_ordinal,public_route_slot,route_id,phase_min,first_clockface_departure_min,first_clockface_departure_clock,anchor_count,anchors_json,anchor_labels_json,sequence_semantics,public_runtime_min,cycle_runtime_min,technical_closure_min,public_service_starts_at_hub,public_service_returns_to_hub,vehicle_closure_added,rail_to_bus_supported,bus_to_rail_supported,exact_public_trip_count,first_public_departure_min,first_public_departure_clock,last_public_departure_min,last_public_departure_clock,observed_departure_phase_values_json,observed_intervals_json,perfect_clockface_route
TT-FIG-16,reference|PU2_f89795e69c1c0b1e,D4RT001V3_a83abc3b41a4ee68,D4I2_10abafdda73f942f,P2_c34348780d529323,interlined_figure8,960,1,route_1,R2_23d58cd05658247380d7,39,399,06:39,5,"[""rail:S01514"",""existing:EX_033"",""P2V2S_0089"",""existing:EX_027"",""rail:S01514""]","[""Olgiate-Calco-Brivio FS"",""existing:EX_033"",""P2V2S_0089"",""existing:EX_027"",""Olgiate-Calco-Brivio FS""]",ORDERED_CERTIFIED_ANCHORS_ONLY_NO_ROUTED_GEOMETRY,24.099655211,24.099655211,0.000000000,true,true,false,true,true,16,399.000000,06:39,1299.000000,21:39,[39],[60],true
TT-FIG-16,reference|PU2_f89795e69c1c0b1e,D4RT001V3_a83abc3b41a4ee68,D4I2_10abafdda73f942f,P2_c34348780d529323,interlined_figure8,960,2,route_2,R2_65db885119e69d50c7d4,39,399,06:39,6,"[""rail:S01514"",""existing:EX_018"",""existing:EX_008"",""P2V2S_0039"",""P2V2S_0027"",""rail:S01514""]","[""Olgiate-Calco-Brivio FS"",""existing:EX_018"",""existing:EX_008"",""P2V2S_0039"",""P2V2S_0027"",""Olgiate-Calco-Brivio FS""]",ORDERED_CERTIFIED_ANCHORS_ONLY_NO_ROUTED_GEOMETRY,24.018973260,24.018973260,0.000000000,true,true,false,true,true,16,399.000000,06:39,1299.000000,21:39,[39],[60],true
TT-FIG-18.5,reference|PU2_d5db4a5f48c4461c,D4RT001V3_c7318c775dcc1931,D4I2_8b5ad6e76f4416ca,P2_017387704e90dfa7,interlined_figure8,1110,1,route_1,R2_b2032eeb31cba06561f0,7,337,05:37,4,"[""rail:S01514"",""existing:EX_018"",""existing:EX_008"",""rail:S01514""]","[""Olgiate-Calco-Brivio FS"",""existing:EX_018"",""existing:EX_008"",""Olgiate-Calco-Brivio FS""]",ORDERED_CERTIFIED_ANCHORS_ONLY_NO_ROUTED_GEOMETRY,13.999008327,13.999008327,0.000000000,true,true,false,true,true,18,367.000000,06:07,1387.000000,23:07,[7],[60],true
TT-FIG-18.5,reference|PU2_d5db4a5f48c4461c,D4RT001V3_c7318c775dcc1931,D4I2_8b5ad6e76f4416ca,P2_017387704e90dfa7,interlined_figure8,1110,2,route_2,R2_2ffb6743b10bb3f0a97d,3,333,05:33,5,"[""rail:S01514"",""existing:EX_042"",""P2V2S_0103"",""existing:EX_032"",""rail:S01514""]","[""Olgiate-Calco-Brivio FS"",""existing:EX_042"",""P2V2S_0103"",""existing:EX_032"",""Olgiate-Calco-Brivio FS""]",ORDERED_CERTIFIED_ANCHORS_ONLY_NO_ROUTED_GEOMETRY,22.401247380,22.401247380,0.000000000,true,true,false,true,true,18,363.000000,06:03,1383.000000,23:03,[3],[60],true
TT-TWO-16,reference|PU2_d25e8a3bcacdf255,D4RT001V3_a81a3718416f5cb2,D4I2_9812d5133d81f989,P2_5a8753d7bdcc6a3f,two_independent_loops,960,1,route_1,R2_23d58cd05658247380d7,39,399,06:39,5,"[""rail:S01514"",""existing:EX_033"",""P2V2S_0089"",""existing:EX_027"",""rail:S01514""]","[""Olgiate-Calco-Brivio FS"",""existing:EX_033"",""P2V2S_0089"",""existing:EX_027"",""Olgiate-Calco-Brivio FS""]",ORDERED_CERTIFIED_ANCHORS_ONLY_NO_ROUTED_GEOMETRY,24.099655211,24.099655211,0.000000000,true,true,false,true,true,16,399.000000,06:39,1299.000000,21:39,[39],[60],true
TT-TWO-16,reference|PU2_d25e8a3bcacdf255,D4RT001V3_a81a3718416f5cb2,D4I2_9812d5133d81f989,P2_5a8753d7bdcc6a3f,two_independent_loops,960,2,route_2,R2_65db885119e69d50c7d4,39,399,06:39,6,"[""rail:S01514"",""existing:EX_018"",""existing:EX_008"",""P2V2S_0039"",""P2V2S_0027"",""rail:S01514""]","[""Olgiate-Calco-Brivio FS"",""existing:EX_018"",""existing:EX_008"",""P2V2S_0039"",""P2V2S_0027"",""Olgiate-Calco-Brivio FS""]",ORDERED_CERTIFIED_ANCHORS_ONLY_NO_ROUTED_GEOMETRY,24.018973260,24.018973260,0.000000000,true,true,false,true,true,16,399.000000,06:39,1299.000000,21:39,[39],[60],true
TT-TWO-18.5,reference|PU2_75f7b6bbd1563d0a,D4RT001V3_a87577dd79b3cb3e,D4I2_efb523eb056c774f,P2_3952117a13ec7506,two_independent_loops,1110,1,route_1,R2_b2032eeb31cba06561f0,7,337,05:37,4,"[""rail:S01514"",""existing:EX_018"",""existing:EX_008"",""rail:S01514""]","[""Olgiate-Calco-Brivio FS"",""existing:EX_018"",""existing:EX_008"",""Olgiate-Calco-Brivio FS""]",ORDERED_CERTIFIED_ANCHORS_ONLY_NO_ROUTED_GEOMETRY,13.999008327,13.999008327,0.000000000,true,true,false,true,true,18,367.000000,06:07,1387.000000,23:07,[7],[60],true
TT-TWO-18.5,reference|PU2_75f7b6bbd1563d0a,D4RT001V3_a87577dd79b3cb3e,D4I2_efb523eb056c774f,P2_3952117a13ec7506,two_independent_loops,1110,2,route_2,R2_2ffb6743b10bb3f0a97d,3,333,05:33,5,"[""rail:S01514"",""existing:EX_042"",""P2V2S_0103"",""existing:EX_032"",""rail:S01514""]","[""Olgiate-Calco-Brivio FS"",""existing:EX_042"",""P2V2S_0103"",""existing:EX_032"",""Olgiate-Calco-Brivio FS""]",ORDERED_CERTIFIED_ANCHORS_ONLY_NO_ROUTED_GEOMETRY,22.401247380,22.401247380,0.000000000,true,true,false,true,true,18,363.000000,06:03,1383.000000,23:03,[3],[60],true
