pair_id,source_routing_terminal_id,target_routing_terminal_id,source_stop_place_id,target_stop_place_id,source_graph_node_id,target_graph_node_id,status,failure_reason,corridor_count,certified_shortest_present,certified_shortest_physical_loopless,certified_reference_turn_legal,certified_edge_sequence_matches_rt017,certified_runtime_delta_vs_rt017_min,certified_distance_delta_vs_rt017_m,generation_paths_examined,generation_rounds_attempted,ksp_fallback_used,generator_contract,completeness_claim,graph_epoch_id,gate_d_route_found
DIR_PAIR_C800983B58E51B1C,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300086,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300086,n:534184.20:5065526.96,n:532908.34:5065306.79,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,3,2,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_497047B9E2A94A7A,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300398,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300398,n:534184.20:5065526.96,n:533292.19:5064957.79,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,4,3,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_B708EB1C3C6C7F10,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300487,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300487,n:534184.20:5065526.96,n:533212.76:5064666.32,PASS_ROUTED_CORRIDOR_POOL,,2,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_EADBF38B6CF11984,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300527,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300527,n:534184.20:5065526.96,n:532936.37:5065399.23,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,4,3,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_6A0DF3BA495060BA,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300634,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300634,n:534184.20:5065526.96,n:532499.08:5064091.41,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,10,9,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_995ECEC10E9DADA1,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300743,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300743,n:534184.20:5065526.96,n:534316.06:5063448.92,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,3,2,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_65C92ED5849F9544,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300782,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300782,n:534184.20:5065526.96,n:529070.45:5065704.08,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,6,5,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_4F529D55969041D9,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300805,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300805,n:534184.20:5065526.96,n:529432.61:5065522.14,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,6,5,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_013882CA5AF6FC8D,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300873,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300873,n:534184.20:5065526.96,n:528613.81:5066189.00,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,6,5,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_63262910BF655410,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300879,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300879,n:534184.20:5065526.96,n:528369.47:5065199.46,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,6,5,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_D88A8456C4FF1789,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300956,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300956,n:534184.20:5065526.96,n:532637.53:5064842.40,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,7,6,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_ADEFCE640DFBC59C,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::L00407,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::L00407,n:534184.20:5065526.96,n:531469.30:5064033.74,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,6,5,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_312324AC6D223DB9,ASF::BRIVIO_BAR_CRISTALLO,MANUAL::CALCO_SCAGNELLO,ASF::BRIVIO_BAR_CRISTALLO,MANUAL::CALCO_SCAGNELLO,n:534184.20:5065526.96,n:531765.58:5062675.56,PASS_ROUTED_CORRIDOR_POOL,,2,True,False,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_956974B59762EFBF,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ARLATE_BIVIO_PER_IL_PAESE,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ARLATE_BIVIO_PER_IL_PAESE,n:534685.94:5065520.58,n:534549.56:5063427.02,PASS_ROUTED_CORRIDOR_POOL,,1,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_30C552949CFBBF38,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,n:534685.94:5065520.58,n:532842.42:5064426.53,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,4,3,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_3F250EAB8574ACF5,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ARLATE_CANTINA_PIROVANO,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ARLATE_CANTINA_PIROVANO,n:534685.94:5065520.58,n:533967.82:5063859.74,PASS_ROUTED_CORRIDOR_POOL,,1,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_86E5C6E0333980B6,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::BEVERATE_CARTELLO_PAESE,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::BEVERATE_CARTELLO_PAESE,n:534685.94:5065520.58,n:533188.78:5064580.99,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,4,3,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_8E758DAAE647D8A1,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::BRIVIO_BAR_CRISTALLO,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::BRIVIO_BAR_CRISTALLO,n:534685.94:5065520.58,n:534184.20:5065526.96,PASS_ROUTED_CORRIDOR_POOL,,2,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_093C11EB40FE3C16,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::CALCO_LARGO_POMEA,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::CALCO_LARGO_POMEA,n:534685.94:5065520.58,n:532307.89:5063449.27,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,6,5,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_BB0CE14925CF7060,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::CALCO_VIA_GARIBALDI,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::CALCO_VIA_GARIBALDI,n:534685.94:5065520.58,n:531909.01:5063573.49,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,6,5,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_33AB55A41A026532,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::IMBERSAGO_LOCALITA_CAZZULINO,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::IMBERSAGO_LOCALITA_CAZZULINO,n:534685.94:5065520.58,n:534603.14:5062862.41,PASS_ROUTED_CORRIDOR_POOL,,2,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_E92E871723E8B67A,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::OLGIATE_MOLGORA_SCARPONE,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::OLGIATE_MOLGORA_SCARPONE,n:534685.94:5065520.58,n:530344.40:5064262.68,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_2758C889331799B9,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,n:534685.94:5065520.58,n:530415.35:5064323.47,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_CAD7E1336B2EF117,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::OLGIATE_MOLGORA_VIA_STATALE,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::OLGIATE_MOLGORA_VIA_STATALE,n:534685.94:5065520.58,n:531145.24:5063989.14,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,7,6,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_04CB1B4C098ECE68,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::PEREGO_VIA_STATALE_79,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::PEREGO_VIA_STATALE_79,n:534685.94:5065520.58,n:528194.22:5065073.20,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_6B5CC0A664A3EAFB,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ROVAGNATE_FRAZIONE_ALDUNO,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ROVAGNATE_FRAZIONE_ALDUNO,n:534685.94:5065520.58,n:529748.77:5064659.61,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_F997A6F00EA019B1,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA,n:534685.94:5065520.58,n:528782.93:5064911.12,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_527EA1BCEE04AE4B,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ROVAGNATE_STRADA_STATALE_AGIP,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::ROVAGNATE_STRADA_STATALE_AGIP,n:534685.94:5065520.58,n:529135.04:5064918.23,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_DF133FAB814C1398,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::SANTA_MARIA_HOE_VIA_COMO,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::SANTA_MARIA_HOE_VIA_COMO,n:534685.94:5065520.58,n:529138.47:5065631.58,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_83646847BDFA593A,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::SANTA_MARIA_HOE_VIA_GIOVANNI_XXIII,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::SANTA_MARIA_HOE_VIA_GIOVANNI_XXIII,n:534685.94:5065520.58,n:529606.17:5065364.68,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_ADEBB9313AE9EEAB,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,n:534685.94:5065520.58,n:530166.34:5065037.27,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_58D40379441FD5FB,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::VACCAREZZA_CARTELLO_PAESE,ASF::BRIVIO_VIA_COMO_PENSILINA,ASF::VACCAREZZA_CARTELLO_PAESE,n:534685.94:5065520.58,n:533924.18:5064904.08,PASS_ROUTED_CORRIDOR_POOL,,2,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_1D8B5D59AEF34123,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::100005,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::100005,n:534685.94:5065520.58,n:532851.78:5064657.22,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,4,3,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_7FD5B70321C14F8C,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300063,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300063,n:534685.94:5065520.58,n:534678.16:5065404.73,PASS_ROUTED_CORRIDOR_POOL,,1,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_0B0D14E7C6F47720,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300086,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300086,n:534685.94:5065520.58,n:532908.34:5065306.79,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,3,2,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_C51969FD3D276D4A,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300398,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300398,n:534685.94:5065520.58,n:533292.19:5064957.79,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,4,3,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_859CBB4C719584E7,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300487,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300487,n:534685.94:5065520.58,n:533212.76:5064666.32,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,4,3,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_F192A9A393A8C1FE,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300527,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300527,n:534685.94:5065520.58,n:532936.37:5065399.23,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,4,3,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_F65F981FD20A3144,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300634,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300634,n:534685.94:5065520.58,n:532499.08:5064091.41,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,10,9,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_51E959BACC5778CA,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300743,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300743,n:534685.94:5065520.58,n:534316.06:5063448.92,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_425991842B62079B,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300782,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300782,n:534685.94:5065520.58,n:529070.45:5065704.08,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_9B73D67AC38B710C,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300805,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300805,n:534685.94:5065520.58,n:529432.61:5065522.14,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_0BDDEAEBF3A48B48,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300873,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300873,n:534685.94:5065520.58,n:528613.81:5066189.00,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_5F51D49C5F535883,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300879,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300879,n:534685.94:5065520.58,n:528369.47:5065199.46,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_3D7E4D7E4DC93D95,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300956,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::300956,n:534685.94:5065520.58,n:532637.53:5064842.40,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,4,3,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_FA19E754705E77B0,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::L00407,ASF::BRIVIO_VIA_COMO_PENSILINA,FROZEN::L00407,n:534685.94:5065520.58,n:531469.30:5064033.74,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,8,7,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_FC9D28A998EA694B,ASF::BRIVIO_VIA_COMO_PENSILINA,MANUAL::CALCO_SCAGNELLO,ASF::BRIVIO_VIA_COMO_PENSILINA,MANUAL::CALCO_SCAGNELLO,n:534685.94:5065520.58,n:531765.58:5062675.56,PASS_ROUTED_CORRIDOR_POOL,,3,True,False,True,True,0.0,0.0,6,5,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_A67ACEB2BFF2A7D8,ASF::CALCO_LARGO_POMEA,ASF::ARLATE_BIVIO_PER_IL_PAESE,ASF::CALCO_LARGO_POMEA,ASF::ARLATE_BIVIO_PER_IL_PAESE,n:532307.89:5063449.27,n:534549.56:5063427.02,PASS_ROUTED_CORRIDOR_POOL,,3,True,True,True,True,0.0,0.0,5,4,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_259A122F1D1F80C2,ASF::CALCO_LARGO_POMEA,ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,ASF::CALCO_LARGO_POMEA,ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,n:532307.89:5063449.27,n:532842.42:5064426.53,PASS_ROUTED_CORRIDOR_POOL,,2,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
DIR_PAIR_152E1C9D8C5D83EF,ASF::CALCO_LARGO_POMEA,ASF::ARLATE_CANTINA_PIROVANO,ASF::CALCO_LARGO_POMEA,ASF::ARLATE_CANTINA_PIROVANO,n:532307.89:5063449.27,n:533967.82:5063859.74,PASS_ROUTED_CORRIDOR_POOL,,2,True,True,True,True,0.0,0.0,11,10,False,ALTERNATIVE_POOL_NOT_NETWORK_RECOMMENDATION,NO_K_SHORTEST_COMPLETENESS_CLAIM,RT017::2026-09-05T13:45:50Z::466f562f95805cb1,True
