stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,tts_stop_name
80372,BAL006_80372,"Ballabio, Provinciale/fr. Roma",,45.9008,9.427,,,0,,,,,
80349,BAL002_80349,"Ballabio, Cinturino/D'Antona",,45.90284292924061,9.426769154596334,,,0,,,,,
80376,BAL003_80376,"Ballabio, Cinturino/Saffi",,45.901427064772825,9.42321760978697,,,0,,,,,
85092,BAL102_85092,"Ballabio, Confalonieri, Istituti",,45.8983,9.4235,,,0,,,,,
80371,BAL004_80371,"Ballabio, S.Lorenzo, Mazzini/Stoppani",,45.893597,9.422528,,,0,,,,,
85089,BAL103_85089,"Ballabio, Confalonieri, fr. Istituti",,45.8986,9.4235,,,0,,,,,
85083,BAL104_85083,"Ballabio, Confalonieri/Grigna",,45.9031,9.4198,,,0,,,,,
85084,BAL105_85084,"Ballabio, Resinelli/fr. Corniola",,45.900244,9.415593,,,0,,,,,
86785,BAL113_86785,"Ballabio, Resinelli 23",,45.901231,9.413645,,,0,,,,,
86784,BAL106_86784,"Ballabio, Resinelli/Chiesuola",,45.896738,9.407488,,,0,,,,,
85093,BAL107_85093,"Ballabio, Resinelli/Zucco",,45.9002,9.4022,,,0,,,,,
85085,BAL108_85085,"Ballabio, Resinelli, Chiappa/fr. Mauri",,45.9054,9.3941,,,0,,,,,
85094,BAL109_85094,"Ballabio, Resinelli/fr. Aldè",,45.9001,9.4021,,,0,,,,,
86782,BAL110_86782,"Ballabio, Resinelli/fr. Chiesuola",,45.896787,9.407495,,,0,,,,,
86783,BAL114_86783,"Ballabio, Resinelli/fr. Valgrande",,45.901203,9.413719,,,0,,,,,
85086,BAL111_85086,"Ballabio, Resinelli/Corniola",,45.9,9.4153,,,0,,,,,
85087,BAL112_85087,"Ballabio, Confalonieri/fr. Grigna",,45.902962,9.419857,,,0,,,,,
80474,BAL005_80474,"Ballabio, Provinciale 7",,45.8887,9.4208,,,0,,,,,
86835,LEC037_86835,"Lecco, Valsassina fr. 40",,45.886287,9.41617,,,0,,,,,
80473,LEC033_80473,"Lecco, Della Valsassina/fr. Pacinotti",,45.884647,9.411552,,,0,,,,,
85082,LEC285_85082,"Lecco, Laorca, Valsassina/fr. Ortigara",,45.883,9.4094,,,0,,,,,
80331,LEC015_80331,"Lecco, Monte Ortigara/Berni",,45.879365,9.407175,,,0,,,,,
85004,LEC129_85004,"Lecco, Monte Ortigara 73",,45.878023,9.405127,,,0,,,,,
80332,LEC130_80332,"Lecco, Monte S.Gabriele/fr. Bonaiti",,45.8742,9.4022,,,0,,,,,
80497,LEC016_80497,"Lecco, Monte S.Gabriele/Mazzucconi",,45.873608,9.402499,,,0,,,,,
