PRO_COM_T,COMUNE,located_population_model,coverage_5m_share,covered_population_5m,coverage_8m_share,covered_population_8m,coverage_10m_share,covered_population_10m,coverage_12m_share,covered_population_12m
097010,Brivio,4290.940031681376,0.620678994586857,2663.296344696493,0.900864204650122,3865.554278842013,0.951953085043640,4084.773600896340,0.978266258792278,4197.681851494958
097012,Calco,5460.000000000006,0.267561121120095,1460.883721315719,0.496327242120031,2709.946741975373,0.524594894759812,2864.288125388576,0.608558272679955,3322.728168832561
097092,La Valletta Brianza,4634.945736434112,0.438261684846087,2031.319127619803,0.564824503948261,2617.930926408506,0.639647436800180,2964.731160018002,0.692724624964911,3210.741047004034
097058,Olgiate Molgora,6325.954169318913,0.207753490908726,1314.239062004613,0.438135723357085,2771.626505898309,0.598904278066521,3788.641014857845,0.683977211878783,4326.808495203713
097074,Santa Maria Hoè,2109.000000000000,0.806623399322066,1701.168749170236,0.915244392388249,1930.250423546817,0.940003803963088,1982.468022558152,0.944812885364817,1992.610375234399
