gate_d_status,gate_d_commit,gate_d_artifact_id,gate_d_artifact_sha256,candidate_id,family,direction,route_km,pure_running_min,gate_e_pairing_status,candidate_status
PASS,7c220f7586d0f6e5cccd14a2d518be52eb1c4a55,9891607118,6fbc06d74d5ba970bc980e4cde6234245e0753c22386f703ea313c6a4de9206a,EAST_CAPRINO_CELANA_EXTENSION,EAST_CAPRINO_CELANA_EXTENSION,SENSITIVITY,25.719300769192483,47.75936006932705,UNPAIRED_NOT_ELIGIBLE_FOR_FULL_BIDIRECTIONAL_SERVICE_MATH,HYPOTHESIS_NOT_RECOMMENDATION
PASS,7c220f7586d0f6e5cccd14a2d518be52eb1c4a55,9891607118,6fbc06d74d5ba970bc980e4cde6234245e0753c22386f703ea313c6a4de9206a,WEST_D184_CORRIDOR_OUT_AND_BACK,NON_LOOP_EXISTING_CORRIDOR,OUT_AND_BACK,20.513742994129622,37.25140495174899,UNPAIRED_NOT_ELIGIBLE_FOR_FULL_BIDIRECTIONAL_SERVICE_MATH,HYPOTHESIS_NOT_RECOMMENDATION
PASS,7c220f7586d0f6e5cccd14a2d518be52eb1c4a55,9891607118,6fbc06d74d5ba970bc980e4cde6234245e0753c22386f703ea313c6a4de9206a,EAST_D185_CORRIDOR_OUT_AND_BACK,NON_LOOP_EXISTING_CORRIDOR,OUT_AND_BACK,12.463869417252045,24.434895438268303,UNPAIRED_NOT_ELIGIBLE_FOR_FULL_BIDIRECTIONAL_SERVICE_MATH,HYPOTHESIS_NOT_RECOMMENDATION
PASS,7c220f7586d0f6e5cccd14a2d518be52eb1c4a55,9891607118,6fbc06d74d5ba970bc980e4cde6234245e0753c22386f703ea313c6a4de9206a,WEST_RAVELLINO_EXTENSION,WEST_RAVELLINO_EXTENSION,SENSITIVITY,19.05190503656022,37.40018617088969,UNPAIRED_NOT_ELIGIBLE_FOR_FULL_BIDIRECTIONAL_SERVICE_MATH,HYPOTHESIS_NOT_RECOMMENDATION
PASS,7c220f7586d0f6e5cccd14a2d518be52eb1c4a55,9891607118,6fbc06d74d5ba970bc980e4cde6234245e0753c22386f703ea313c6a4de9206a,WEST_SAN_ZENO_SENSITIVITY,WEST_SAN_ZENO_SENSITIVITY,SENSITIVITY,11.243768458263625,23.08132266983422,UNPAIRED_NOT_ELIGIBLE_FOR_FULL_BIDIRECTIONAL_SERVICE_MATH,HYPOTHESIS_NOT_RECOMMENDATION
