alpha_stop_id,physical_cluster_id,human_label,municipality,lat,lon,graph_node_id,snap_distance_m,snap_status,stop_class,evidence_status,physical_status,candidate_status,field_check_status,current_routes,current_d184_d185,existing_official,human_identity_ready,route_ready,in_study_area,alpha_design_eligible,alpha_eligibility_reason,infrastructure_reuse_scope,source_lineage,epoch_id
proposed:P2V2S_0023,,Ospedaletto,La Valletta Brianza,45.71847994298195,9.374400277276536,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0024,,Spiazzo,La Valletta Brianza,45.71874543072979,9.385147081336967,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0028,,Spiazzo,La Valletta Brianza,45.72065560248174,9.380349841806389,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0029,,Brugolone / Galbusera Bianca,La Valletta Brianza,45.72068607185733,9.374882142197231,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0040,,Candidate P2V2S_0040,La Valletta Brianza,45.72376232067023,9.364602617679504,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0041,,Brugolone / Galbusera Bianca / Monte,La Valletta Brianza,45.723992371412926,9.375241571079927,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0043,,Monte,La Valletta Brianza,45.7244207231066,9.382763727919986,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0049,,Pianello,La Valletta Brianza,45.72561734160787,9.363085118019214,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0050,,Brugolone / Cereda / Monte,La Valletta Brianza,45.72620560751198,9.373782470974817,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0051,,Monte,La Valletta Brianza,45.72639330002165,9.38324649989747,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0052,,Brugolone / Monte,La Valletta Brianza,45.72646005001638,9.377256000093428,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0057,,Candidate P2V2S_0057,La Valletta Brianza,45.72785658477624,9.387008784311336,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0059,,Pianello,La Valletta Brianza,45.72832339182144,9.359235619616191,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0061,,Monte / Sara,La Valletta Brianza,45.72867665087143,9.381801200620966,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0064,,Sara,La Valletta Brianza,45.72921060001815,9.38467925001104,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0065,,Bernaga inferiore / Pianello,La Valletta Brianza,45.72939660490464,9.355621680534416,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0066,,Sara,La Valletta Brianza,45.72969752205537,9.378471990939886,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0068,,Brugolone / Cereda,La Valletta Brianza,45.72991055000183,9.372553200010689,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0069,,Candidate P2V2S_0069,La Valletta Brianza,45.73023807928143,9.350076653516496,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0071,,Cereda,La Valletta Brianza,45.73056162576342,9.368648956273327,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0072,,Sara,La Valletta Brianza,45.73064057308424,9.382219618671598,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0074,,Crescenzaga / Sara,La Valletta Brianza,45.731365288477136,9.3747922040749,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0076,,Bernaga inferiore / Campo / Pianello,La Valletta Brianza,45.7316134390737,9.36247462377166,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0078,,Bernaga inferiore / Pianello,La Valletta Brianza,45.73183428127722,9.354975062847991,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0080,,Candidate P2V2S_0080,La Valletta Brianza,45.73239194411677,9.347830114458706,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0081,,Campo / Cereda / Pianello,La Valletta Brianza,45.73254262664605,9.365976349378494,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0084,,Cereda / Crescenzaga,La Valletta Brianza,45.73280342353401,9.370837763441676,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0086,,Bernaga inferiore,La Valletta Brianza,45.73300981706299,9.357634103509556,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0089,,Bernaga inferiore,La Valletta Brianza,45.734210392424224,9.35294110962455,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0090,,Campo / Pianello / OSM amenity:townhall 143996275,La Valletta Brianza,45.73423717546014,9.362286220906048,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0094,,Candidate P2V2S_0094,La Valletta Brianza,45.73503172324547,9.36705266271892,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0095,,Bernaga inferiore / OSM amenity:townhall 143996275,La Valletta Brianza,45.73515887543002,9.356129029436506,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0101,,Perego / OSM amenity:townhall 143996275,La Valletta Brianza,45.73612559963817,9.363834661947132,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0102,,Campo / Perego / OSM amenity:townhall 143996275,La Valletta Brianza,45.736682139674976,9.360748590705352,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0106,,Perego / Roncada / OSM amenity:townhall 143996275,La Valletta Brianza,45.73744146834489,9.355760862539896,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0109,,Perego / Roncada / OSM amenity:townhall 143996275,La Valletta Brianza,45.738469216147536,9.352021101261574,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0118,,Roncada,La Valletta Brianza,45.73957787137525,9.349336927409832,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0120,,Candidate P2V2S_0120,La Valletta Brianza,45.73985994218695,9.357773565738864,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0122,,Candidate P2V2S_0122,La Valletta Brianza,45.740833036003046,9.355039912568197,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0126,,Candidate P2V2S_0126,La Valletta Brianza,45.741976230229085,9.34430008083943,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0127,,Candidate P2V2S_0127,La Valletta Brianza,45.74241187572904,9.351913658037162,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0130,,Candidate P2V2S_0130,La Valletta Brianza,45.74386681198279,9.348775826718594,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0131,,Prestabbio,La Valletta Brianza,45.74386074518922,9.364535195532468,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0132,,Prestabbio,La Valletta Brianza,45.74449366918644,9.367401291235996,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0135,,Candidate P2V2S_0135,La Valletta Brianza,45.74537919831236,9.345699647905052,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0001,,Candidate P2V2S_0001,Olgiate Molgora,45.70478336831712,9.394058569528264,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0002,,Pianezzo,Olgiate Molgora,45.70727874798953,9.394746492491867,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0003,,Candidate P2V2S_0003,Olgiate Molgora,45.70815855009282,9.389006250278037,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0005,,Bagaggera / Molino Cattaneo / Pianezzo,Olgiate Molgora,45.709804061878536,9.392429517625638,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0007,,Molino Cattaneo / Pianezzo / Roncaglia,Olgiate Molgora,45.7104084498135,9.396418991209998,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0011,,Molino Cattaneo / Pianezzo,Olgiate Molgora,45.71303107486187,9.396193185258705,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0012,,Molino Cattaneo,Olgiate Molgora,45.71334382844503,9.392608766283676,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0017,,Beolco / Molino Cattaneo,Olgiate Molgora,45.71659657938885,9.39805751891609,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0018,,Beolco / Molino Cattaneo,Olgiate Molgora,45.71670633798977,9.394987052755283,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0019,,Beolco / Spiazzo,Olgiate Molgora,45.71753799358468,9.389448623767024,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0022,,Beolco,Olgiate Molgora,45.71831998278955,9.393260236605828,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0025,,Beolco,Olgiate Molgora,45.71934579243043,9.396802593664018,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0027,,OSM leisure:sports_centre 1837075017,Olgiate Molgora,45.719573868777296,9.401297845150202,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0031,,Beolco,Olgiate Molgora,45.72130999924538,9.397265069842808,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0033,,OSM leisure:sports_centre 1837075017,Olgiate Molgora,45.72240500920171,9.401375659739491,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0035,,Candidate P2V2S_0035,Olgiate Molgora,45.723129505516106,9.396086468980606,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
