alpha_stop_id,physical_cluster_id,human_label,municipality,lat,lon,graph_node_id,snap_distance_m,snap_status,stop_class,evidence_status,physical_status,candidate_status,field_check_status,current_routes,current_d184_d185,existing_official,human_identity_ready,route_ready,in_study_area,alpha_design_eligible,alpha_eligibility_reason,infrastructure_reuse_scope,source_lineage,epoch_id
existing:EX_039,EX_039,Olgiate Molgora (stazione f.s.),Olgiate Molgora,45.72917,9.40441,n:531469.30:5064033.74,3.825434085,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,D184;D185,True,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,CURRENT_D184_D185_OFFICIAL_STOP,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_043,EX_043,Calco - via nazionale (peugeot),Olgiate Molgora,45.7361,9.41931,n:532637.53:5064842.40,33.574017632,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,,False,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,REFERENCE_PERIOD_OFFICIAL_STOP_REUSE_CANDIDATE,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_006,EX_006,S.Maria Hoe' - paese,Santa Maria Hoè,45.73847,9.38723,n:530138.79:5065052.68,17.349430444,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,,False,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,REFERENCE_PERIOD_OFFICIAL_STOP_REUSE_CANDIDATE,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_022,EX_022,S.Maria Hoe',Santa Maria Hoè,45.744283,9.373817,n:529070.45:5065704.08,8.113051451,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,D184,True,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,CURRENT_D184_D185_OFFICIAL_STOP,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_025,EX_025,S.Maria Hoe' - tremonte,Santa Maria Hoè,45.7428,9.37837,n:529433.28:5065516.42,3.611756409,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,D184,True,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,CURRENT_D184_D185_OFFICIAL_STOP,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_026,EX_026,S.Maria Hoe' - alduno,Santa Maria Hoè,45.735,9.3822,n:529728.92:5064673.60,7.048733372,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,D184,True,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,CURRENT_D184_D185_OFFICIAL_STOP,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_028,EX_028,Hoe',Santa Maria Hoè,45.748667,9.367717,n:528608.79:5066182.66,9.446353676,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,D184,True,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,CURRENT_D184_D185_OFFICIAL_STOP,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_032,EX_032,S.Maria Hoe' - alpino,Santa Maria Hoè,45.743617,9.374617,n:529138.47:5065631.58,2.896223775,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,D184,True,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,CURRENT_D184_D185_OFFICIAL_STOP,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_033,EX_033,S.Maria Hoe' - tremonte/via leopardi,Santa Maria Hoè,45.74118,9.38096,n:529637.88:5065358.95,3.693282293,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,D184,True,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,CURRENT_D184_D185_OFFICIAL_STOP,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_037,EX_037,S.Maria Hoe' - paese,Santa Maria Hoè,45.738233,9.387917,n:530166.34:5065037.27,12.295759408,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,,False,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,REFERENCE_PERIOD_OFFICIAL_STOP_REUSE_CANDIDATE,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
existing:EX_041,EX_041,S.Maria Hoe' - alduno,Santa Maria Hoè,45.7347,9.382517,n:529766.29:5064648.93,8.586912389,ROUTE_READY_LE_75M,EXISTING_OFFICIAL,FACT_OFFICIAL_GTFS_REFERENCE_PERIOD_NOT_CURRENT_SERVICE,EXISTING_OFFICIAL_STOP_CLUSTER,NOT_PROPOSED,NOT_REQUIRED_FOR_EXISTING_IDENTITY,D184,True,True,True,True,True,True,ELIGIBLE_EXISTING_OFFICIAL_INFRASTRUCTURE,CURRENT_D184_D185_OFFICIAL_STOP,stop_universe_v2/existing_official_stops.csv,gate-d-2026-09-03-834d5caa0bfd
proposed:P2V2S_0067,,Candidate P2V2S_0067,Brivio,45.72955098842902,9.429854899027529,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0077,,Candidate P2V2S_0077,Brivio,45.731361824728616,9.441953290737596,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0079,,Candidate P2V2S_0079,Brivio,45.73186574772043,9.425129992453112,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0087,,Candidate P2V2S_0087,Brivio,45.73331650904722,9.435343483589149,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0088,,Candidate P2V2S_0088,Brivio,45.73330327250751,9.44492693444124,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0096,,Candidate P2V2S_0096,Brivio,45.73506411463403,9.437565263115342,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0097,,Candidate P2V2S_0097,Brivio,45.735450880736366,9.444340113901829,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0100,,Candidate P2V2S_0100,Brivio,45.73583305001236,9.44115405012939,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0104,,Candidate P2V2S_0104,Brivio,45.7366552058213,9.44779777107369,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0112,,Candidate P2V2S_0112,Brivio,45.73833579466161,9.444276188901,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0114,,Candidate P2V2S_0114,Brivio,45.738629839162925,9.447186179024976,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0115,,Candidate P2V2S_0115,Brivio,45.73873053145083,9.432708646283752,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0117,,Candidate P2V2S_0117,Brivio,45.73889015000014,9.429420850000636,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0128,,Candidate P2V2S_0128,Brivio,45.742348846896334,9.430686317603216,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0129,,Candidate P2V2S_0129,Brivio,45.74357768509202,9.424727436677582,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0134,,Candidate P2V2S_0134,Brivio,45.74459850109908,9.430368744558898,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0139,,Candidate P2V2S_0139,Brivio,45.74599400054807,9.438674750155146,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0140,,Oratorio di Airuno,Brivio,45.7461060138879,9.426049037816671,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0141,,Candidate P2V2S_0141,Brivio,45.74703335001229,9.442043250010649,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0147,,Candidate P2V2S_0147,Brivio,45.74993939340752,9.443535413129004,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0150,,Candidate P2V2S_0150,Brivio,45.75224849379328,9.439940072252329,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0015,,Cicognola / Scagnello / Esselunga,Calco,45.7160209796197,9.407873366328335,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0020,,Scagnello / Esselunga,Calco,45.71758591378165,9.405631667546686,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0032,,Limito,Calco,45.72205340982413,9.4154874075952,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0034,,Candidate P2V2S_0034,Calco,45.72289838306784,9.426241242080168,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0038,,Limito,Calco,45.72344847960794,9.417522908234265,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0044,,Candidate P2V2S_0044,Calco,45.72438436770216,9.429145401654928,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0045,,Grugana,Calco,45.72445874839477,9.43438890605695,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0046,,Candidate P2V2S_0046,Calco,45.72467945000848,9.42484905006014,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0048,,Candidate P2V2S_0048,Calco,45.72523514009614,9.431750739186652,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0053,,Candidate P2V2S_0053,Calco,45.72667059882819,9.419884776206654,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0054,,Candidate P2V2S_0054,Calco,45.72685745000206,9.4097013499764,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0055,,Candidate P2V2S_0055,Calco,45.72688712865679,9.43926409772982,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0058,,Candidate P2V2S_0058,Calco,45.727963009328015,9.435140743699606,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0060,,Candidate P2V2S_0060,Calco,45.728416614604,9.444340218666824,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0062,,Candidate P2V2S_0062,Calco,45.728539484038606,9.421910682434689,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0063,,Candidate P2V2S_0063,Calco,45.7288223160519,9.441249540333647,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0070,,Candidate P2V2S_0070,Calco,45.7303647637178,9.415430064831492,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0075,,Candidate P2V2S_0075,Calco,45.73132150263037,9.419580470317916,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0085,,Candidate P2V2S_0085,Calco,45.73272305511719,9.414536608167207,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,False,False,True,False,NOT_EXISTING_OFFICIAL;HUMAN_IDENTITY_NOT_READY;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0008,,Bagaggera / Fornace Superiore,La Valletta Brianza,45.71065854861862,9.384297356180456,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0010,,Bagaggera / Fornace Superiore,La Valletta Brianza,45.71289721263508,9.380457339611798,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0013,,Bagaggera / Fornace Superiore,La Valletta Brianza,45.71476140510982,9.377382744016709,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
proposed:P2V2S_0016,,Fornace Superiore / Ospedaletto,La Valletta Brianza,45.71644768933779,9.373871255997404,,,,PROPOSED_HYPOTHESIS,PROPOSED_STOP/FIELD_CHECK_PENDING,,,PENDING,,False,False,True,False,True,False,NOT_EXISTING_OFFICIAL;NO_FROZEN_ROUTING_MEMBERSHIP,PROPOSED_OR_OTHER_NOT_CANONICAL_FIRST_RUN,stop_universe_v2/proposed_stop_candidates.csv,
