route_id,runtime_archetype_id,roles,public_runtime_min,cycle_runtime_min,rail_to_bus_passenger_supported,bus_to_rail_passenger_supported,roundtrip_passenger_supported,passenger_support_class,support_evidence_status,passenger_demand_assigned_to_route,passenger_utility_calculated
R2_00007599c8bbc7a4feef,RT2_2d327598dd49a5cfc3fa,PUBLIC,42.313725198,42.313725198,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0001c4ef12e6deb20828,RT2_dcafe13bb888d59b8a59,EXTENSION,46.107687934,46.107687934,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00020aee739564e8cafd,RT2_3a973df2828e196f9435,EXTENSION,44.843928552,44.843928552,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00022aa0de2278b54916,RT2_cfd4c5f853cca446ebe8,EXTENSION,33.078608779,33.078608779,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0003e3dbcdb664d94401,RT2_0dca10b2438c348f7249,PUBLIC,39.055993183,39.055993183,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00053f0fda08324ae8ec,RT2_3802f404db79583048e1,PUBLIC,20.024975849,27.040040990,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00054be6e905fda52cf6,RT2_ac2f0b86623ae0745d3b,PUBLIC,31.527017901,48.843225439,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_000894c3d25516d665ed,RT2_547bb007b6cd7b02f450,EXTENSION,36.968690521,36.968690521,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0008a2ba5e3a6f66d4e0,RT2_0a8b50edf78cff942928,PUBLIC,12.239716541,14.561626952,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_000d07206c30485bb27b,RT2_317cae5f30b931161cfa,EXTENSION,27.097184405,27.097184405,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_000e0561e5225860c730,RT2_053f94b122f08e95f2fc,PUBLIC,65.325023355,65.325023355,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_001319e86028d8a3fd91,RT2_c164fc7c1dd4bf4876fd,PUBLIC,35.920415474,35.920415474,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00144af3fd0ce1e7872b,RT2_fc22f91c4c64bb8ae24f,PUBLIC,34.204543212,34.204543212,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_001b6d6f4d8b572aa34e,RT2_6bf18f30be31a1cd3f30,EXTENSION,16.663485939,16.663485939,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_001f5794996804aa71ee,RT2_842ee8a7db961fb622cc,PUBLIC,21.715358324,24.305075588,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0020cf53bcef3eed3e3a,RT2_20541860285992f45587,PUBLIC,29.730633739,29.730633739,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_002231494c459277b22f,RT2_dc263603cb769105e87e,PUBLIC,41.237360175,46.570961682,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00225ee5d4372ddb613e,RT2_d42f600e11602221174f,PUBLIC,23.614653412,23.614653412,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00244e90ff8d4fb636fd,RT2_aafeccb70343c6e474a9,PUBLIC,14.426477577,21.795207794,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0024df264de4c562fe18,RT2_11fdd4f091e7949f0ec6,PUBLIC,16.617314586,18.662160931,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_002579d8d038e97a50e1,RT2_54f3a7474d50a2e4c15c,EXTENSION,40.829319221,40.829319221,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00257df1ee3e7c081fc1,RT2_66bef268317d0bf77f31,PUBLIC,25.371306083,25.371306083,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0025eca992d7e87901eb,RT2_46f6ffd905eb750bd7d3,PUBLIC,42.917707682,42.917707682,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_002737371e57164a4f62,RT2_fc262823a3e51c07d350,PUBLIC,23.648729518,23.648729518,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0027424a7213490ec7b4,RT2_8f0646a1f036d35c9622,EXTENSION,28.233186309,28.233186309,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00276898a5aef4207c6d,RT2_80fb2898c38b84b54135,PUBLIC,25.986649773,36.041424069,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00276d86c52df5b75eaf,RT2_5a6f5972b2a8259a6331,PUBLIC,11.176894665,20.185217399,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00293ab35dd4a6ee9ba9,RT2_ef9f4d710d5a70852c38,EXTENSION,26.201789781,26.201789781,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_002983813e5ada70eabb,RT2_bf64de1c4567f8e1fbc1,PUBLIC,12.812075227,20.455572773,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_002ab57fc6057148d530,RT2_6a75c6d19a27d801734f,EXTENSION,28.198223537,28.198223537,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_002d740a31c7d0a3ff17,RT2_ea601e9d29e2b7e71fa9,PUBLIC,18.898926145,18.898926145,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00316892095ff0ed224d,RT2_fb02922d6a201b6359ed,PUBLIC,14.855552498,19.859712015,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_003220dbbbe737bf9dfa,RT2_1425857c5897e4fc293c,EXTENSION,63.350411129,63.350411129,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_003320462e48f8069c4d,RT2_ef2417a59f6af8152e92,PUBLIC,45.434501340,45.434501340,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00375ea6590a876334f8,RT2_1adfbb66fe73805b3e89,EXTENSION,52.525038988,52.525038988,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0037e1b4ca4739e38624,RT2_c69d70ce9d5fb7d0a24e,EXTENSION,31.629947660,31.629947660,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0039be75df73f7156910,RT2_30452111424e80823a97,PUBLIC,25.908035067,25.908035067,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_003cad770bc919d7482e,RT2_e61baef02c4983ab78c6,PUBLIC,20.585111809,20.585111809,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_003da8552cbaeef2728e,RT2_36b6cbcfe59544d32241,PUBLIC,17.895376321,29.731526481,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_003ed2f5d7b408b14141,RT2_7cde59951deb5bdce582,PUBLIC,13.395326224,20.863822242,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_003f5513d73ef59fc45d,RT2_3a7e3f798627f92b3c09,PUBLIC,43.521520643,43.521520643,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_003fb677922b3a103696,RT2_9c787bb7b797a8b1548d,PUBLIC,36.748163686,36.748163686,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0043137748197d3d2687,RT2_c92278cd8de19ef78879,PUBLIC,24.571140151,29.638790878,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00440bff512da8bad0fb,RT2_9c380a29251235346297,PUBLIC,34.321002464,34.321002464,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_004474a8daf43cfb96aa,RT2_85d7c97ca437ce3197da,PUBLIC,47.070491919,47.070491919,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_004700d142eab1d5b4f1,RT2_e4167dd8e5f4ab64f69c,PUBLIC,18.314035230,35.556515236,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00484dfb1c8adabeb1fb,RT2_d8e6e40b8dbf71e48d82,PUBLIC,15.563946502,15.563946502,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0049c6aa4b25fffc94af,RT2_89b0f48418161e18b194,PUBLIC,8.885180384,15.003304266,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_004b124cd24066e86b1b,RT2_ac2d76cb33c98797186a,PUBLIC,8.144256810,11.724365739,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_004c95dc7354ecfafa30,RT2_45aee3c8b95517bde2c4,EXTENSION,29.492735962,29.492735962,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_004e2e5a6306a2bbfd2d,RT2_bf15a238b927e61a631e,PUBLIC,14.818579066,22.776323232,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_004ee1489b0032629bf7,RT2_042315d325074d49229b,PUBLIC,41.874141727,41.874141727,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_004f939a6f55fbff8431,RT2_af7ee5613b043139324a,EXTENSION,36.345017803,36.345017803,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_005014307b57db787988,RT2_55c4e3752e9cb626dfda,PUBLIC,37.978155279,37.978155279,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00509349c88f37eb0c30,RT2_abd4d57e0123e61a5565,PUBLIC,18.332847487,24.909314730,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0050b9ecaf2cd8560521,RT2_60b965059db0860b2e23,PUBLIC,49.695980032,49.695980032,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00533d7fddb5bcf46cdf,RT2_edb9e0901a43e5f5a828,PUBLIC,40.055171131,40.055171131,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00560e9e571c9609f14a,RT2_3631decd824d8d9caf3f,EXTENSION,21.113363107,21.113363107,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00584fbfc8c35724f20f,RT2_27c45bcd329dc778914f,PUBLIC,20.667120974,27.859424300,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00599b915d8ff1daf88f,RT2_a5967510b10879889077,PUBLIC,16.549246147,18.571445384,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_005bd79563734ef6d54b,RT2_75dca30f80137172d85a,PUBLIC,28.736504966,28.736504966,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_005d7776f1ac4c28e253,RT2_90fa67c1d765464b9438,PUBLIC,29.813534369,29.813534369,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_005ef905e7c6b9f066f0,RT2_6d10a051789bcf9aa42d,PUBLIC,21.771885828,21.771885828,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_005f1bcab19185d0eed0,RT2_a62c28339695d0b514f2,PUBLIC,37.370681098,55.839870247,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00644f407372ee6755f1,RT2_0d69adeb1941f19e1f9e,PUBLIC,25.393292903,25.393292903,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0067042ecd211ec6d08f,RT2_ee696474416e410868fb,PUBLIC,45.837351779,45.837351779,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00679f7c74c78e962a8b,RT2_b6752600f13bb80d6307,PUBLIC,32.225756665,32.225756665,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0069036c086370f48af4,RT2_05012201269381778d63,PUBLIC,17.123202960,17.123202960,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_006a3c367fa94632d138,RT2_e044ee68f187e8fa6cb4,PUBLIC,32.344075718,32.344075718,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_006a49738a09b81089dc,RT2_eb9d6941b75929d698fd,PUBLIC,53.033205503,53.033205503,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_006ed36aeb0bd78d51e1,RT2_78524f9b8f8f9fce70a2,PUBLIC,30.917810407,30.917810407,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_006f1f56f3c42e2e2bc7,RT2_43cb4c224971680f43de,PUBLIC,40.840662360,40.840662360,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0071bc9b2594ed98c374,RT2_c970b3f77833e1b83cb4,EXTENSION,39.087664345,39.087664345,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_007263109941ab7ec1fa,RT2_a5597ce163017aecd610,PUBLIC,43.506514964,43.506514964,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0074e5102531737579c5,RT2_f080d39bcbf60c9fea0f,PUBLIC,13.047258959,18.243541600,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00769ad6266c5561581e,RT2_41a5867d75c6512e9d20,PUBLIC,18.969181471,20.573409358,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_007a5d4c73cf38edacb0,RT2_24fcd94bef70cf8defa2,EXTENSION,37.072697477,37.072697477,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_007ab71116f966aea03a,RT2_06624f834811f0044f3a,PUBLIC,36.627752135,36.627752135,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_007ae2cb27bfe621b270,RT2_caf7060ab2b79a13d7a0,PUBLIC,7.142328862,11.577287727,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_007bb564594decb04b7b,RT2_6f39542d326affe06542,EXTENSION,34.712887634,34.712887634,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_007ca4205ce295099bfb,RT2_2e487df153152811ccc2,EXTENSION,21.371514969,21.371514969,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_007e071e1e0e75ee3cb3,RT2_380eb1b786877a2cc948,PUBLIC,15.395422847,18.641853081,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_007f7d307d53d76ef9eb,RT2_e5da0ec739194369a05c,PUBLIC,34.601741834,34.601741834,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_008035f5694fa7cebde9,RT2_8f5896dd0c05096b472a,PUBLIC,24.280688677,24.280688677,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0085d11f69af6b349e16,RT2_f37b5df98efb71d1386a,PUBLIC,8.958990711,11.636958179,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_008818751859d09e1b8f,RT2_f3096483d1bd52e74542,PUBLIC,36.729745700,36.729745700,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0088fc71fdc67b5b1a0e,RT2_1c4d430a72ddcb35f6b4,PUBLIC,65.370662955,65.370662955,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0089690079bf9aa71188,RT2_001b5736229be53fe84e,EXTENSION,36.941111714,36.941111714,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_008bfe047f362a1103c6,RT2_d260beec34a783fca38a,PUBLIC,21.596585960,21.596585960,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_008dff287ec1b0f47b15,RT2_a357f8459b79f815cbe5,PUBLIC,18.497606483,22.148209611,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_00900809fab46ea4d502,RT2_8d2deb9bed9125a151f8,PUBLIC,13.936165406,19.893167696,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_0090a2d77413bd9e1708,RT2_c9ca432b6c091357ee28,EXTENSION,42.848570643,42.848570643,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
