route_id,runtime_archetype_id,roles,public_runtime_min,cycle_runtime_min,rail_to_bus_passenger_supported,bus_to_rail_passenger_supported,roundtrip_passenger_supported,passenger_support_class,support_evidence_status,passenger_demand_assigned_to_route,passenger_utility_calculated
R2_30b0ddcb7cc89a4d8465,RT2_a6f520f1109d2b847c66,PUBLIC,9.607204378,12.196921642,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30b42b8f727eac2b0e9b,RT2_12e06a2aea385f1af5e2,PUBLIC,19.478031829,28.250625682,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30b6809db5cd933e21a5,RT2_ed86ea3af6cf7a31549c,PUBLIC,19.487926120,19.487926120,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30b867054ac6c3cd3c2b,RT2_8b343a9b83104a3fb574,PUBLIC,11.566569167,11.566569167,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30b98e9bc4c72e42550c,RT2_0c35415dd42f86189255,EXTENSION,46.982773755,46.982773755,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30bc8a31d71988b1d6b1,RT2_df50146967ad826d62e2,PUBLIC,27.181263096,27.181263096,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30bfbfefc66de3b2aa90,RT2_dc547576d0d0b9b9e4df,PUBLIC,11.815614333,14.647291196,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30c1566edc84abef44ea,RT2_764d9cbf859ae572e7aa,PUBLIC,29.474080899,29.474080899,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30c1c6427ddaf05dc816,RT2_853a832db8454be5ec78,PUBLIC,12.989603920,12.989603920,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30c3922c120a5ce04e0c,RT2_1e5900526e82c71c4cf9,EXTENSION,43.494041547,43.494041547,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30c44928a6a487ffe5cd,RT2_fa462d5993402633c40a,PUBLIC,6.978784643,7.897101068,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30c5581681ef415b4e79,RT2_7f19c88c9bf06a6f32b1,EXTENSION,29.737746594,29.737746594,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30c5c29b169381bcecf2,RT2_47069ab5ece1abfe4ead,PUBLIC,48.901671099,48.901671099,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30c63a3f3dc8b4d59196,RT2_5b7bc5c4cade4e7f1519,PUBLIC,16.160964103,24.669037715,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30c8891a3fa10c3b2cc0,RT2_ba65891536f745dd18bd,EXTENSION,14.320487157,14.320487157,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30c8b372bfdf1ab36ecd,RT2_594b6d14ecc18deacce2,EXTENSION,28.988430856,28.988430856,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30cebb4087644312b193,RT2_f58f9a08dcb1d1fb3060,EXTENSION,41.810970742,41.810970742,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d1eb2fb0922c970871,RT2_abb2d568687e52ee2af1,EXTENSION,39.334808329,39.334808329,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d4560509e956643ecf,RT2_f9fc9eb9b314494730a1,PUBLIC,38.192769128,38.192769128,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d4aa4de210d65cdc57,RT2_8d6f1c68572ef9692972,PUBLIC,14.707642671,17.314878836,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d5370afc5728b09a90,RT2_4d3c3f7cb494a1c2b847,PUBLIC,29.722451878,29.722451878,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d54b6ab7357cd71528,RT2_ac070025f8f548f4f5df,EXTENSION,45.277032405,45.277032405,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d695a40b31b6f84dcb,RT2_00632cb819f3ea7965a5,PUBLIC,18.343779879,18.343779879,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d7a0e645aa5108b0ad,RT2_e74787d48d249dc91354,PUBLIC,35.396036835,35.396036835,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d8828bf84444fcece1,RT2_1ebd74d45b9966e2b68f,EXTENSION,36.380658148,36.380658148,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d90c2e90800ac1953a,RT2_be22e2e686750b4b2be7,PUBLIC,31.993431421,31.993431421,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30d9a2bd84be7f75ba3e,RT2_46771af29863b3ffd19c,EXTENSION,27.321954526,27.321954526,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30dafc9b42b1b12bb68e,RT2_9c7c4f666f9c9309ce35,PUBLIC,22.324253101,22.324253101,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30dbb0b40ff7513197bd,RT2_5118d773fc886a8917c2,PUBLIC,29.947942276,29.947942276,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30dd1bb8a193578cb210,RT2_a695d68a6160fa4e39cd,PUBLIC,16.262057779,21.621684320,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30dd680ecc85cad38469,RT2_82ba5abf7cf5ca0c298a,EXTENSION,37.770593033,37.770593033,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30de99fadb4776f7bf90,RT2_8f7171f0a7eb53cc63a4,PUBLIC,46.769519169,46.769519169,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30e21fd5ae4294938726,RT2_0eee1cee60950dfca466,PUBLIC,61.414789664,61.414789664,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30e23ef7ad94af96a1a4,RT2_72249d4026133ba33e0e,PUBLIC,17.362149597,17.362149597,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30e2dee9d6fabe474701,RT2_c305330b0824be7c97cc,EXTENSION,43.687092736,43.687092736,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30e2df87b00757f4a40b,RT2_23a7601b5cd8d88ff34e,PUBLIC,32.467430090,40.463976047,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30e2f7adfe6ac7104b36,RT2_81805988b0abdd9745e2,PUBLIC,40.053344276,40.053344276,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30e5c299b0a052b4e038,RT2_a6ca0fb38b813b46deca,PUBLIC,5.680420291,10.497864894,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30e6d9220d5651f21404,RT2_cd6b3b2482fec5528e79,EXTENSION,26.416113473,26.416113473,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30ea2c977e3582c3eaa2,RT2_8433731ea8540ea5815d,EXTENSION,33.958130306,33.958130306,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30ebb20d2bd73c4c45de,RT2_b6407f8c27bf40a6c391,PUBLIC,39.433850506,56.676330512,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30ec0db2de48c0444498,RT2_1eb541980b399be77b7a,PUBLIC,47.253730535,47.253730535,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30ec716041477706bb3e,RT2_4a844678436ddaa094ae,PUBLIC,17.969466499,25.722524261,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30ecca443b970d54d94f,RT2_0c92a1fc7c2265a79402,PUBLIC,46.403411548,46.403411548,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30ef39112c923be596e6,RT2_4afa3ca1cacc7ad9163a,PUBLIC,40.754679320,40.754679320,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30eff4cbb6db17185d8d,RT2_6e447217159ce26847c1,PUBLIC,37.925588585,37.925588585,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f19e84f060ce709834,RT2_04039ec774f3d274f20d,PUBLIC,38.973584661,38.973584661,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f1fb703f15eeaafd5b,RT2_a69790c83f4f8fd42682,PUBLIC,40.368428003,40.368428003,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f2a356277ae55b9680,RT2_f1daba7f12588f550b5d,PUBLIC,21.178499877,30.584712246,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f3947b3944531778b0,RT2_6a07a955bbffdeca5142,PUBLIC,21.783609417,28.203215121,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f3cc763b2d534f8d08,RT2_fb1cd2c527d6cab68876,PUBLIC,17.476169158,17.476169158,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f54cb7434f0b9d49e3,RT2_69231c9c1a972d6037e5,EXTENSION,16.338802248,16.338802248,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f61b8a75af5bfca831,RT2_96a65783b4591c8ee10b,PUBLIC,7.779618674,12.824302123,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f63d994316f8540cce,RT2_06624f834811f0044f3a,PUBLIC,26.492545195,36.627752135,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f65207186bea01582f,RT2_9686d634c61a03a6e7b1,PUBLIC,12.290674892,15.941278020,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f7dcf4ba91cd3592a5,RT2_119eb5805561773a99be,PUBLIC,57.654312940,57.654312940,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f7ebc58f2e613f1abb,RT2_430971d8233dd30dd0d5,PUBLIC,44.933164723,44.933164723,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f82d975610542e3d55,RT2_0b23317a1927c284440b,PUBLIC,19.908142831,19.908142831,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f8bf4e0c417562270f,RT2_745c18acb41a49d32bdb,PUBLIC,25.046259233,29.104221274,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f920295a2bcdd5b485,RT2_bc4ac68f88ad18ac2fdd,PUBLIC,35.126113835,35.126113835,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f9351a286299d92b4f,RT2_a83ab3e9daf818a80b8e,PUBLIC,7.621581638,7.621581638,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f9838293de81a75d84,RT2_90d1c14d47d5ba6399be,PUBLIC,37.505183337,37.505183337,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30f9f222e06f2fb4bc78,RT2_55ec56ffc4e34a444b42,PUBLIC,13.636249607,20.714779104,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30fdee81d478373fe457,RT2_9ad64cf4797cd50c930c,PUBLIC,20.078657739,20.078657739,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30fe0d95cb7d41bb81ba,RT2_8df7710eee47da215ca2,PUBLIC,30.276260813,30.276260813,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_30feab235abedaa5b32b,RT2_65716c5826c95cfb614c,PUBLIC,25.184904640,25.184904640,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_3103fff334007d40efe2,RT2_ebc69c2ef5260b3fdae6,PUBLIC,45.050456927,45.050456927,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_31047c776f79d1314c80,RT2_59c82999c5e4865b3abf,PUBLIC,23.382704790,23.382704790,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_3106c9c556ced2400961,RT2_4fffd8834b8ab8491b1d,EXTENSION,20.880914082,20.880914082,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_31075af805d7f7db0b48,RT2_7a03332a04bbf0b9cd86,PUBLIC,17.117178315,20.727060193,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_310850fd71ba6a2eb210,RT2_92a10409c4986794bacb,PUBLIC,13.270688342,13.270688342,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_310b2220f72fbf94bea0,RT2_c75c1ead054c9ba0560f,PUBLIC,63.520450582,63.520450582,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_310e2e60f57735d40482,RT2_120d7fb187309514ba3f,PUBLIC,17.343595929,25.421785722,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_310eba6d67a802c558c3,RT2_6df6eb590525afeb0a96,PUBLIC,33.566695218,33.566695218,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_3110e15067aefd8bc3f5,RT2_100a448a2f04004ec71a,EXTENSION,58.187683020,58.187683020,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_3111adc7c408f719af77,RT2_8d3b28811b92dcdcd2a6,EXTENSION,37.852294486,37.852294486,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_3112c8fdb52e827348e3,RT2_267acb512b6870cc5380,EXTENSION,22.355649126,22.355649126,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_31131d1046a0da75cb8e,RT2_d38c8c14265a0ace60f1,EXTENSION,28.989295513,28.989295513,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_31156f6dcfb8554aafab,RT2_a9721ffb527e9b5b6137,PUBLIC,48.387654037,48.387654037,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_3117fca12f24ad5f7bcc,RT2_13aa3a41e431943e6498,PUBLIC,25.881283385,25.881283385,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_311817ea1f52a2e0c210,RT2_27aad3864e86bfc7117c,PUBLIC,23.018722097,29.281022326,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_3118a2d628893027b8d4,RT2_d17c4887ecb3747f1287,PUBLIC,37.009732492,37.009732492,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_3119a9a8f533e4006f8e,RT2_1eaf847bc0b7480cf54c,PUBLIC,14.240559680,20.144154427,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_311ab7d4fcf4e20c17fc,RT2_b570e746017b5766ec45,PUBLIC,56.464274859,56.464274859,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_311d53a2a24a830a96b7,RT2_48d83590a7c07c65f40c,PUBLIC,42.421527760,42.421527760,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_311dec2050144ccaa5bd,RT2_9a36197c32887c71f501,PUBLIC,28.329282607,28.329282607,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_311e448fe8c38fefb034,RT2_bce4a31a7cb8e4917638,PUBLIC,18.358331216,22.008934344,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_31204e0e8af01ab5921c,RT2_487dc272c445fdcf5045,PUBLIC,49.776330548,49.776330548,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_312238f537b60c6fc2e8,RT2_7a4ab261bd67a50457cc,PUBLIC,30.245235679,30.245235679,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_31227d0164e9ceaabcee,RT2_97a9bca81eaa5a564785,PUBLIC,15.429415006,17.130630014,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_31243ebf4f8a8879c88d,RT2_ec5bba96834fbe68c58e,PUBLIC,30.402642192,30.402642192,true,true,true,ROUNDTRIP_HUB_PASSENGER_SUPPORTED,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
R2_3124ca916bf315b34cfc,RT2_a277cbf1645b691cdd42,PUBLIC,6.485406211,8.992543175,true,false,false,RAIL_TO_BUS_ONLY_PUBLIC_ROUTE_OPEN_AWAY_FROM_HUB,DERIVED_FROM_S8_PHASE_OPPORTUNITY_V2_PUBLIC_SERVICE_GEOMETRY,false,false
