scenario_id,topology_family,uniform_headway_min,span_id,span_start_min,span_end_min,current_lower_bound_non_regression_pass,minimum_worst_municipality_threshold_margin_vs_current_lower_bound,s8_complete_supported_route_count,s8_incomplete_supported_route_count,territorial_other_core_worker_mass_upper_bound,territorial_other_external_worker_mass_upper_bound,territorial_total_worker_mass_upper_bound_reporting_only,public_equal_pattern_set_cycle_distance_km_lower_bound,public_equal_pattern_set_cycle_runtime_min_lower_bound,public_max_single_route_cycle_runtime_min_lower_bound,public_closure_added_route_count,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,public_population_coverage_share_5min,public_population_coverage_share_8min,public_population_coverage_share_10min,public_worst_municipality_coverage_share_5min,public_worst_municipality_coverage_share_8min,public_worst_municipality_coverage_share_10min,public_operational_unknown_distance_share_lower_bound,public_explicit_field_check_pending_count,public_distance_km,public_runtime_min,public_route_count,equivalent_metric_scenario_count,frontier_timing_key,on_reference_budget_multiblock_frontier
P2_02c3f48bfceb783b,two_independent_loops,15,CORE_0600_2200,360,1320,True,0.066479875394,2,0,1055,0,1055,23.316642937,43.762978284,24.099655211,0,2,4,0.114472293963,0.258002069648,0.343277550906,0.066479875394,0.170853502565,0.220739738276,0.0,2,23.316642937,43.762978284,2,2,H15_CORE_0600_2200,false
P2_02d8fa008d4c85ca,two_radial_out_and_back_feeders,15,CORE_0600_2200,360,1320,True,0.030595485015,2,0,245,0,245,10.693758741,18.132346069,10.886159746,0,0,2,0.049620270834,0.120824258335,0.170303894395,0.030595485015,0.055548320348,0.063137253657,0.0,0,10.693758741,18.132346069,2,2,H15_CORE_0600_2200,false
P2_02db2eb7b26d9e89,two_independent_loops,15,CORE_0600_2200,360,1320,True,0.0,2,0,733,629,1362,25.080905926,49.899661272,26.299866052,0,4,1,0.089589862957,0.19289045198,0.255115624862,0.0,0.0,0.0,0.0,4,25.080905926,49.899661272,2,2,H15_CORE_0600_2200,false
P2_02fb06ff3674e94b,scheduled_extensions,15,CORE_0600_2200,360,1320,True,0.0,1,0,221,0,221,2.069205165,4.571521958,4.571521958,0,1,0,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H15_CORE_0600_2200,true
P2_0306f6b7da30e4cd,scheduled_extensions,15,CORE_0600_2200,360,1320,True,0.0,1,0,0,0,0,1.54371971,4.27715696,4.27715696,0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H15_CORE_0600_2200,true
P2_031f6147c1e568b2,interlined_figure8,15,CORE_0600_2200,360,1320,True,0.0,2,0,733,54,787,23.250973452,41.390874401,23.59979522,0,4,1,0.094435537425,0.209915864024,0.282554515733,0.0,0.0,0.0,0.0,4,23.250973452,41.390874401,2,2,H15_CORE_0600_2200,false
P2_032d462a535564b1,two_independent_loops,15,CORE_0600_2200,360,1320,True,0.033700294459,2,0,567,0,567,28.129307989,53.53374408,39.534735753,0,1,5,0.107067318003,0.260863484759,0.371259060529,0.033700294459,0.13167864373,0.1719969483,0.0,1,28.129307989,53.53374408,2,2,H15_CORE_0600_2200,false
P2_034be41bdff807b1,interlined_figure8,15,CORE_0600_2200,360,1320,True,0.0,2,0,733,0,733,21.706720222,39.912186435,24.099655211,0,3,3,0.122198191844,0.266039847884,0.341307565872,0.0,0.0,0.0,0.0,3,21.706720222,39.912186435,2,2,H15_CORE_0600_2200,false
P2_03533c300978394b,scheduled_extensions,15,CORE_0600_2200,360,1320,True,0.0,1,0,221,0,221,2.789180476,4.945358207,4.945358207,0,0,1,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H15_CORE_0600_2200,true
P2_0368062d74649e2f,scheduled_extensions,15,CORE_0600_2200,360,1320,True,0.0,1,0,0,0,0,2.56838386,7.004683256,7.004683256,0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H15_CORE_0600_2200,true
P2_039fba3cd06804d8,scheduled_extensions,15,CORE_0600_2200,360,1320,True,0.0,1,0,221,0,221,2.789180476,4.945358207,4.945358207,0,0,1,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,0,2.789180476,4.945358207,1,54,H15_CORE_0600_2200,true
