scenario_id,topology_family,uniform_headway_min,span_id,span_start_min,span_end_min,current_lower_bound_non_regression_pass,minimum_worst_municipality_threshold_margin_vs_current_lower_bound,s8_complete_supported_route_count,s8_incomplete_supported_route_count,territorial_other_core_worker_mass_upper_bound,territorial_other_external_worker_mass_upper_bound,territorial_total_worker_mass_upper_bound_reporting_only,public_equal_pattern_set_cycle_distance_km_lower_bound,public_equal_pattern_set_cycle_runtime_min_lower_bound,public_max_single_route_cycle_runtime_min_lower_bound,public_closure_added_route_count,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,public_population_coverage_share_5min,public_population_coverage_share_8min,public_population_coverage_share_10min,public_worst_municipality_coverage_share_5min,public_worst_municipality_coverage_share_8min,public_worst_municipality_coverage_share_10min,public_operational_unknown_distance_share_lower_bound,public_explicit_field_check_pending_count,public_distance_km,public_runtime_min,public_route_count,equivalent_metric_scenario_count,frontier_timing_key,on_reference_budget_multiblock_frontier
P2_553629f996bb9416,two_independent_loops,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,733,0,733,24.076726093,45.183443879,24.099655211,0,4,2,0.119763877674,0.282363997327,0.387838225005,0.0,0.0,0.0,0.0,4,24.076726093,45.183443879,2,2,H15_S8_EXTENDED_0530_2400,false
P2_553abf4064e67568,trunk_plus_branches,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,2,0,101,436,537,28.451176999,62.318964849,45.506967803,2,3,0,0.034900710631,0.091694540874,0.122370306249,0.0,0.0,0.0,0.548916483369,3,15.617320026,35.091776212,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5552d23d91a1f95d,two_independent_loops,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,733,22,755,37.776791478,74.147037624,40.123695401,0,3,4,0.152102293896,0.331365509771,0.422012517996,0.0,0.0,0.0,0.0,3,37.776791478,74.147037624,2,2,H15_S8_EXTENDED_0530_2400,false
P2_558f12eb63eb01ea,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,221,0,221,2.077214724,3.877409581,3.877409581,0,0,1,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H15_S8_EXTENDED_0530_2400,true
P2_55926f6efaefa448,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,490,0,490,15.615777684,28.989727882,28.989727882,0,0,4,0.10321390962,0.234334571907,0.305227123941,0.0,0.0,0.0,0.0,0,15.615777684,28.989727882,1,2,H15_S8_EXTENDED_0530_2400,false
P2_55c29b7ed467e2c4,single_compact_loop,15,S8_EXTENDED_0530_2400,330,1440,True,5.0341214e-05,0,1,733,0,733,16.580192254,30.976540424,30.976540424,0,3,0,0.04712256404,0.118330406692,0.175994707134,5.0341214e-05,5.0341214e-05,0.010743097632,0.0,3,16.580192254,30.976540424,1,2,H15_S8_EXTENDED_0530_2400,false
P2_5608dcedb17cdb40,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,0,217,217,4.242536281,10.372939538,10.372939538,0,1,0,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H15_S8_EXTENDED_0530_2400,true
P2_56124c8a34e98957,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,0,0,0,2.871397691,6.111346331,6.111346331,0,1,1,0.06721006766,0.151848525586,0.176394264571,0.0,0.0,0.0,0.0,1,2.871397691,6.111346331,1,2,H15_S8_EXTENDED_0530_2400,true
P2_5614cd5d7c19fdeb,trunk_plus_branches,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,2,0,134,0,134,22.916437762,38.376460483,20.238168649,2,1,2,0.072886743095,0.180708625039,0.275663621594,0.0,0.017816214136,0.127883614171,0.0,1,14.213297244,23.461077714,2,2,H15_S8_EXTENDED_0530_2400,false
P2_562036204b098c21,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,490,0,490,10.972079247,20.838426424,20.838426424,0,0,3,0.105738546712,0.230235793536,0.278268713342,0.0,0.0,0.0,0.0,0,10.972079247,20.838426424,1,2,H15_S8_EXTENDED_0530_2400,false
P2_56375a068e8560d2,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,221,0,221,2.069205165,4.571521958,4.571521958,0,1,0,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H15_S8_EXTENDED_0530_2400,true
P2_56801c69e0786613,single_compact_loop,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,221,422,643,8.230676366,17.784780959,17.784780959,0,3,1,0.068081706399,0.188631834721,0.232953465913,0.0,0.0,0.0,0.0,3,8.230676366,17.784780959,1,2,H15_S8_EXTENDED_0530_2400,false
P2_56b4f37af44e7105,two_independent_loops,15,S8_EXTENDED_0530_2400,330,1440,True,0.041352335736,0,2,1055,0,1055,43.756750018,83.992854109,43.869158708,0,4,4,0.164873089614,0.365789297158,0.498972186256,0.041352335736,0.120933990229,0.279301693662,0.0,4,43.756750018,83.992854109,2,2,H15_S8_EXTENDED_0530_2400,false
P2_56e6b1a656e9e735,multiple_short_radials,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,0,0,0,2.56838386,7.004683256,7.004683256,0,1,0,0.051041438573,0.132905952412,0.174535248169,0.0,0.0,0.0,0.0,1,2.56838386,7.004683256,1,54,H15_S8_EXTENDED_0530_2400,true
P2_56f157b02e7730fc,short_turn_overlay,15,S8_EXTENDED_0530_2400,330,1440,True,0.0019467878,2,0,175,11,186,33.361398347,67.077775772,38.527818616,2,3,0,0.044801457799,0.122089965059,0.169329069839,0.0019467878,0.002664903301,0.004713466427,0.0,3,22.756295915,44.741612913,2,2,H15_S8_EXTENDED_0530_2400,false
P2_578bcdd04e561a42,single_compact_loop,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,447,0,447,13.256306292,24.082929766,24.082929766,0,2,1,0.091511286861,0.235943511492,0.315315268327,0.0,0.0,0.0,0.0,2,13.256306292,24.082929766,1,2,H15_S8_EXTENDED_0530_2400,false
P2_57a85d50bdcc6b9b,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,753,0,753,14.694792781,30.416248598,30.416248598,0,2,2,0.075175057834,0.201389279859,0.257913746815,0.0,0.0,0.0,0.0,2,14.694792781,30.416248598,1,2,H15_S8_EXTENDED_0530_2400,false
P2_57b487581fcd6b3a,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,0,0,0,2.156645432,5.24249741,5.24249741,0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H15_S8_EXTENDED_0530_2400,true
P2_57b7c4f7ad5b41ac,interlined_figure8,15,S8_EXTENDED_0530_2400,330,1440,True,0.131004271274,0,2,1055,0,1055,39.197280276,74.318667794,40.123695401,0,3,5,0.178228419892,0.356023344502,0.474249299103,0.131004271274,0.270130402453,0.335704478618,0.0,3,39.197280276,74.318667794,2,2,H15_S8_EXTENDED_0530_2400,false
P2_57dd76bc3f5509de,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,0,0,0,1.54371971,4.27715696,4.27715696,0,1,0,0.0622183843,0.131246275634,0.162320627062,0.0,0.0,0.0,0.0,1,1.54371971,4.27715696,1,53,H15_S8_EXTENDED_0530_2400,true
P2_57fbbaec06f72ec9,hybrid_interlined,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,447,0,447,11.36335356,19.537700961,11.485058624,0,1,1,0.070349670616,0.162953021312,0.234593362528,0.0,0.0,0.007765537274,0.0,1,11.36335356,19.537700961,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5802ddab8fa4786f,interlined_figure8,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,733,0,733,34.147995745,64.223350612,40.123695401,0,2,5,0.167182046218,0.303825578245,0.385667388182,0.0,0.0,0.0,0.0,2,34.147995745,64.223350612,2,2,H15_S8_EXTENDED_0530_2400,false
P2_582ecaecba75cce0,interlined_figure8,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,733,0,733,27.745440268,52.057958543,40.123695401,0,1,5,0.134905649851,0.2863531251,0.384372224692,0.0,0.0,0.0,0.0,1,27.745440268,52.057958543,2,2,H15_S8_EXTENDED_0530_2400,false
P2_584bc7b06557f192,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,True,0.00558467758,0,1,733,0,733,18.498741381,35.705423461,35.705423461,0,2,2,0.055435737546,0.1512263025,0.230183793776,0.00558467758,0.014483704493,0.024687174258,0.204904579881,2,18.498741381,35.705423461,1,2,H15_S8_EXTENDED_0530_2400,false
P2_586638aaebba4421,trunk_plus_branches,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,2,0,75,0,75,12.844491911,29.90538279,15.231402674,2,3,0,0.085876857057,0.182562163862,0.245491468175,0.0,0.000465712767,0.013951238382,0.0,3,7.863616212,19.552279596,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5868883ed1c0c2b4,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,221,0,221,2.069205165,4.571521958,4.571521958,0,1,0,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H15_S8_EXTENDED_0530_2400,true
P2_58787b483d1a4af0,single_compact_loop,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,221,422,643,6.875535695,14.898116216,14.898116216,0,1,1,0.061409059953,0.159217870766,0.189661881624,0.0,0.0,0.0,0.0,1,6.875535695,14.898116216,1,2,H15_S8_EXTENDED_0530_2400,false
P2_5889093915288d41,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,0,0,0,2.156645432,5.24249741,5.24249741,0,1,0,0.05211502377,0.142162095171,0.170741162628,0.0,0.0,0.0,0.0,1,2.156645432,5.24249741,1,53,H15_S8_EXTENDED_0530_2400,true
P2_58a154a2163ba7f3,interlined_figure8,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,447,43,490,29.047147464,57.177678255,35.252910962,0,4,2,0.129472274911,0.282637742918,0.38975929863,0.0,0.0,0.0,0.0,4,29.047147464,57.177678255,2,2,H15_S8_EXTENDED_0530_2400,false
P2_58b1afb3c23a3cc1,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,447,0,447,14.823217217,28.84709673,28.84709673,0,3,1,0.103976630787,0.261386978386,0.334890956647,0.0,0.0,0.0,0.0,3,14.823217217,28.84709673,1,2,H15_S8_EXTENDED_0530_2400,false
P2_58e3e1204b473e69,short_turn_overlay,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,2,0,212,0,212,15.597474666,28.111252159,15.839852056,2,2,1,0.114682816473,0.201653196146,0.254143579586,0.0,0.0,0.0,0.0,2,9.439130605,17.432509099,2,2,H15_S8_EXTENDED_0530_2400,false
P2_58edb98316184d33,trunk_plus_branches,15,S8_EXTENDED_0530_2400,330,1440,True,0.006829666987,2,0,281,0,281,24.170519526,43.287141499,26.149393474,2,1,2,0.072118137159,0.173132950768,0.247736545,0.006829666987,0.073068717111,0.166034157096,0.0,1,15.581182744,28.609046391,2,2,H15_S8_EXTENDED_0530_2400,false
P2_59686bb0a093b3e5,single_compact_loop,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,0,0,0,4.592061372,12.453573672,12.453573672,0,3,0,0.089152221818,0.200727412868,0.242145891257,0.0,0.0,0.0,0.0,3,4.592061372,12.453573672,1,2,H15_S8_EXTENDED_0530_2400,true
P2_596fab0cd8bddce4,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,221,0,221,2.069205165,4.571521958,4.571521958,0,1,0,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H15_S8_EXTENDED_0530_2400,true
P2_598d898c87492fb8,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,733,0,733,17.076226008,30.734313816,30.734313816,0,3,1,0.098696522433,0.236943850797,0.330440801341,0.0,0.0,0.0,0.0,3,17.076226008,30.734313816,1,2,H15_S8_EXTENDED_0530_2400,false
P2_59c08c27a9e1330d,trunk_plus_branches,15,S8_EXTENDED_0530_2400,330,1440,True,0.0019467878,2,0,162,322,484,24.878671073,48.360802897,26.973229748,2,2,1,0.059269806402,0.161876134119,0.225720721615,0.0019467878,0.002664903301,0.004713466427,0.0,2,18.650803436,35.999782097,2,2,H15_S8_EXTENDED_0530_2400,false
P2_59c3ce20721c399b,interlined_figure8,15,S8_EXTENDED_0530_2400,330,1440,True,0.00777700183,0,2,1055,56,1111,30.739721164,56.415177848,31.447454687,0,3,2,0.092135695131,0.221962084411,0.271461242804,0.00777700183,0.021499263498,0.033847605251,0.0,3,30.739721164,56.415177848,2,2,H15_S8_EXTENDED_0530_2400,false
P2_59ee3d3f100124c4,short_turn_overlay,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,2,0,101,0,101,9.661351443,24.105278009,13.082301529,2,2,1,0.08342236724,0.221667548714,0.272667216154,0.0,0.0,0.0,0.0,2,7.164299625,18.622636041,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5a3d6d8c9b2d5e76,interlined_figure8,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,753,659,1412,25.308311629,51.910471529,31.447454687,0,4,1,0.06534386816,0.170325809244,0.207264433292,0.0,0.0,0.0,0.0,4,25.308311629,51.910471529,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5a4662d87b8dffe1,short_turn_overlay,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,2,0,304,0,304,23.212171709,42.876421664,24.319419668,2,2,1,0.06912364307,0.185481797579,0.269944180222,0.0,0.017816214136,0.094616516751,0.0,2,18.757156155,35.300747986,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5a5ae6852dddcd2f,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,0,0,0,1.028054525,2.303669281,2.303669281,0,0,1,0.047210120657,0.103830657035,0.131740402853,0.0,0.0,0.0,0.0,0,1.028054525,2.303669281,1,54,H15_S8_EXTENDED_0530_2400,true
P2_5a81ddaa43f0cbbd,single_compact_loop,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,490,0,490,7.742603635,12.983928303,12.983928303,0,0,2,0.073576239804,0.194948667354,0.243062379316,0.0,0.0,0.0,0.0,0,7.742603635,12.983928303,1,2,H15_S8_EXTENDED_0530_2400,false
P2_5a8753d7bdcc6a3f,two_independent_loops,15,S8_EXTENDED_0530_2400,330,1440,True,0.035148434382,0,2,567,0,567,24.739381549,48.118628471,24.099655211,0,3,4,0.134132860655,0.292789745182,0.373312355625,0.035148434382,0.132170664231,0.172487715439,0.0,3,24.739381549,48.118628471,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5ab1624b1917e0df,short_turn_overlay,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,2,0,176,217,393,23.964258153,49.880461246,30.607967004,2,1,2,0.103929192582,0.232027501481,0.276367267864,0.0,0.0,0.0,0.0,1,17.49276124,37.867732084,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5aba528efa27be56,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,753,0,753,11.794393007,26.155360723,26.155360723,0,4,0,0.067611764703,0.176495989871,0.246713090433,0.0,0.0,0.0,0.0,4,11.794393007,26.155360723,1,2,H15_S8_EXTENDED_0530_2400,false
P2_5ad5352d3984963d,short_turn_overlay,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,2,0,221,0,221,9.351713877,16.11927877,10.562667935,2,0,3,0.093017950939,0.213454564386,0.268609750472,0.0,0.0,0.0,0.0,0,5.961928388,10.199335738,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5adbab1a5f5111fc,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,221,0,221,2.077214724,3.877409581,3.877409581,0,0,1,0.0592132478,0.135967256974,0.172251107935,0.0,0.0,0.0,0.0,0,2.077214724,3.877409581,1,53,H15_S8_EXTENDED_0530_2400,true
P2_5ae548ef6dff8cb7,single_compact_loop,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,641,0,641,18.495635763,37.032599633,37.032599633,0,2,2,0.100926805775,0.208990397183,0.277317284791,0.0,0.0,0.00566028293,0.0,2,18.495635763,37.032599633,1,2,H15_S8_EXTENDED_0530_2400,false
P2_5aee8185f049c439,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,221,0,221,2.069205165,4.571521958,4.571521958,0,1,0,0.060786677466,0.115214611952,0.150075560756,0.0,0.0,0.0,0.0,1,2.069205165,4.571521958,1,53,H15_S8_EXTENDED_0530_2400,true
P2_5afa9ed9665f8dbe,interlined_figure8,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,733,575,1308,29.672846316,57.034179868,30.734313816,0,5,1,0.102233679421,0.243277822247,0.338137818193,0.0,0.0,0.0,0.0,5,29.672846316,57.034179868,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5b340bc34c204f2a,two_independent_loops,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,753,0,753,21.193446908,43.011820028,29.012811701,0,4,2,0.098421816238,0.221640327855,0.290565826507,0.0,0.0,0.0089553354,0.0,4,21.193446908,43.011820028,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5b481488ad846f7f,short_turn_overlay,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,2,0,175,304,479,29.409584609,54.393446558,28.601201405,2,1,2,0.105044546059,0.223541608493,0.293555073199,0.0,0.0,0.0,0.0,1,20.407121245,35.910868885,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5b5cd29089bbc341,interlined_figure8,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,2,733,54,787,34.903932418,68.156949727,40.123695401,0,4,4,0.168726703337,0.34115272113,0.465620213357,0.0,0.0,0.0,0.0,4,34.903932418,68.156949727,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5b708d8cb064e3f8,two_independent_loops,15,S8_EXTENDED_0530_2400,330,1440,True,0.035148434382,0,2,567,0,567,27.327290447,48.936988053,34.937979726,0,2,4,0.133131774324,0.283324508101,0.36953376702,0.035148434382,0.13167864373,0.1719969483,0.0,2,27.327290447,48.936988053,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5b842431c4e10166,interlined_figure8,15,S8_EXTENDED_0530_2400,330,1440,True,0.035148434382,0,2,567,0,567,17.558755695,33.128607039,19.129598712,0,1,3,0.103648743116,0.218273215099,0.283109307799,0.035148434382,0.093632126155,0.139038753118,0.0,1,17.558755695,33.128607039,2,2,H15_S8_EXTENDED_0530_2400,false
P2_5bcd55ff64879316,scheduled_extensions,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,0,217,217,4.242536281,10.372939538,10.372939538,0,1,0,0.03218766368,0.09514565313,0.133225819867,0.0,0.0,0.0,0.0,1,4.242536281,10.372939538,1,53,H15_S8_EXTENDED_0530_2400,true
P2_5bd1d1c1f217fa50,single_compact_loop,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,490,0,490,7.289419472,12.302065519,12.302065519,0,0,2,0.074639530424,0.176233858973,0.232143776524,0.0,0.0,0.0,0.0,0,7.289419472,12.302065519,1,2,H15_S8_EXTENDED_0530_2400,false
P2_5be24ec1cb39b530,blank_slate,15,S8_EXTENDED_0530_2400,330,1440,True,0.0,0,1,310,0,310,12.36465266,21.97918652,21.97918652,0,1,2,0.078807019956,0.192548779611,0.270939809636,0.0,0.017816214136,0.131607387804,0.0,1,12.36465266,21.97918652,1,2,H15_S8_EXTENDED_0530_2400,false
P2_5beed7503894d7c2,single_compact_loop,15,S8_EXTENDED_0530_2400,330,1440,True,0.003900991335,0,1,733,0,733,20.376538014,37.703615593,37.703615593,0,3,1,0.078001824138,0.188530299532,0.25375968289,0.003900991335,0.006826499644,0.012251773281,0.0,3,20.376538014,37.703615593,1,2,H15_S8_EXTENDED_0530_2400,false
