DATAFLOW,FREQ,REF_AREA,INDICATOR,GENDER,AGE_NOCLASS,CITIZENSHIP,EDU_ATTAIN,CUR_ACT_STAT,LOC_DEST,REAS_COMMUTING,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_INDICATOR,NOTE_GENDER,NOTE_AGE_NOCLASS,NOTE_CITIZENSHIP,NOTE_EDU_ATTAIN,NOTE_CUR_ACT_STAT,NOTE_LOC_DEST,NOTE_REAS_COMMUTING,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097074,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,OMPUR,STD,2019,263,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097074,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,OMPUR,WK,2019,779,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097074,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,SMPUR,ALL,2019,254,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097074,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,SMPUR,STD,2019,127,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097074,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,SMPUR,WK,2019,127,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097091,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,ALL,ALL,2019,3483,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097091,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,ALL,STD,2019,1074,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097091,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,ALL,WK,2019,2409,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097091,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,OMPUR,ALL,2019,3001,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097091,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,OMPUR,STD,2019,774,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097091,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,OMPUR,WK,2019,2227,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097091,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,SMPUR,ALL,2019,482,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097091,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,SMPUR,STD,2019,300,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097091,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,SMPUR,WK,2019,182,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097092,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,ALL,ALL,2019,2717,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097092,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,ALL,STD,2019,847,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097092,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,ALL,WK,2019,1870,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097092,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,OMPUR,ALL,2019,2090,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097092,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,OMPUR,STD,2019,490,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097092,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,OMPUR,WK,2019,1600,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097092,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,SMPUR,ALL,2019,627,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097092,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,SMPUR,STD,2019,357,,,,,,,,ALL_N1,99_N1,,,,,,
IT1:DF_DCSS_ISTR_LAV_PEN_2_TV_5(1.0),A,097092,RP_COM_DAY,T,TOTAL,TOTAL,ALL,99,SMPUR,WK,2019,270,,,,,,,,ALL_N1,99_N1,,,,,,
