structural_link_id,terminal_a,terminal_b,eligibility_status,eligible_for_bidirectional_undirected_structure,a_to_b_requested,a_to_b_pair_id,a_to_b_gate_d_route_found,a_to_b_admitted_corridor_count,a_to_b_min_running_minutes_model,a_to_b_min_distance_m,b_to_a_requested,b_to_a_pair_id,b_to_a_gate_d_route_found,b_to_a_admitted_corridor_count,b_to_a_min_running_minutes_model,b_to_a_min_distance_m,scope
STRUCT_LINK_956B17F7525C541B,ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,MANUAL::CALCO_SCAGNELLO,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_82721FB8439CCD1D,True,1,4.182730289,2322.007709,True,DIR_PAIR_933AA47787B13911,True,2,3.665821445,2201.061767,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_95EDDF7EFC7E61B2,ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA,ASF::SANTA_MARIA_HOE_VIA_COMO,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_1587317222B7EF9D,True,2,2.34120925,1072.62255,True,DIR_PAIR_BABAD9625B53DCDB,True,1,2.283818957,1043.990697,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_9614586A4EE7A543,FROZEN::300873,FROZEN::300879,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_560550E8851CBD9C,True,1,4.452217072,2033.43567,True,DIR_PAIR_CEDD19B7B2E19111,True,2,4.452217072,2022.233568,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_984F33B9E60B20FB,ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA,ASF::ROVAGNATE_STRADA_STATALE_AGIP,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_813CD635F9D84F7B,True,1,0.528332612,352.221741,True,DIR_PAIR_21A8CAB0CA33C727,True,1,0.528332612,352.221741,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_9A4EEA63F623E386,ASF::OLGIATE_MOLGORA_SCARPONE,FROZEN::L00407,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_95B0A9F1331E3FB3,True,1,4.313982479,1830.455723,True,DIR_PAIR_54CF6BDA96EE5892,True,1,4.383894427,1854.960663,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_A01C3909A6CE38DA,ASF::IMBERSAGO_LOCALITA_CAZZULINO,FROZEN::300743,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_6C7FDD38FCC68E80,True,2,1.937796353,848.519682,True,DIR_PAIR_8704A5EA4740FE94,True,2,1.937796353,848.519682,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_A3FAEEB6F44AE09E,ASF::ROVAGNATE_STRADA_STATALE_AGIP,ASF::SANTA_MARIA_HOE_VIA_COMO,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_980F2F72848588E5,True,1,1.735282772,886.874568,True,DIR_PAIR_D79E8DCC10585274,True,1,1.687324887,853.353214,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_A497206A76AF5BED,ASF::OLGIATE_MOLGORA_VIA_STATALE,FROZEN::300634,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_9580E8836CC6568F,True,1,4.212450995,2216.007044,True,DIR_PAIR_A41D44E353A318B8,True,1,3.691589298,1818.035003,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_A661BD14F07BF31F,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_74BF6C94025CF7F0,True,3,1.7061832,853.0916,True,DIR_PAIR_9D49C9266AB3025B,True,3,1.7061832,814.38069,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_A6A0E3703CC3B1CB,FROZEN::300634,FROZEN::300956,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_3D063239EFA16A51,True,1,1.787070805,1040.312071,True,DIR_PAIR_64BCB2882AB26A7E,True,1,1.760629668,1022.684646,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_A71CA6059AE80429,ASF::ARLATE_BIVIO_PER_IL_PAESE,FROZEN::300487,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_1DCBD6BE39DA637D,True,1,7.132252588,3386.89261,True,DIR_PAIR_E1CD08C53D41717C,True,1,7.174509578,3416.903714,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_A860C0052A442C20,FROZEN::300086,FROZEN::300398,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_0744148775BAEE39,True,1,1.31530242,548.042675,True,DIR_PAIR_E56B22C5E38ABA3C,True,1,1.31530242,548.042675,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_AAD59E2D42DC0372,FROZEN::100005,FROZEN::300487,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_8D43C15915E3EBF3,True,1,0.651465758,420.503282,True,DIR_PAIR_537DCD396DD7FDE9,True,1,0.588182233,380.154043,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_ABA3A9F5FBC032C5,ASF::ARLATE_B_VIO_BRIVIO_MADONNINA,ASF::CALCO_VIA_GARIBALDI,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_5F0DDC8EA0878AFD,True,1,3.193726009,1662.671522,True,DIR_PAIR_5513993B8DDB7708,True,3,2.741485056,1584.837507,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_AD89DA14547B42E0,ASF::SANTA_MARIA_HOE_VIA_GIOVANNI_XXIII,ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_98581C4E73CC0C0C,True,2,1.30686647,653.433235,True,DIR_PAIR_4B0AAD61737A490E,True,2,1.30686647,653.433235,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_AE413BF6AF1F47B3,ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,FROZEN::300782,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_383954E8B2588688,True,1,3.726848883,1538.171673,True,DIR_PAIR_10747CC4467FFBA6,True,1,3.726848883,1538.171673,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_AE588A32F521B151,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300487,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_B708EB1C3C6C7F10,True,1,3.973627338,1686.040904,True,DIR_PAIR_DE558251F2320FB9,True,1,3.973627338,1686.040904,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_AEC5FBF25BCFDBDF,ASF::BEVERATE_CARTELLO_PAESE,FROZEN::300743,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_50E267C1038036BB,True,1,7.481764271,3511.053286,True,DIR_PAIR_675CADC61692DBC7,True,1,7.524029607,3540.54409,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_AFE9E0A3EB62F6E3,ASF::OLGIATE_MOLGORA_SCARPONE,ASF::ROVAGNATE_FRAZIONE_ALDUNO,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_40CDDA7825934B32,True,1,1.190646646,760.895305,True,DIR_PAIR_0078D8CF54319E88,True,1,1.190646646,760.895305,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_B0ACC80381647D61,ASF::CALCO_VIA_GARIBALDI,FROZEN::300956,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_4024F23F42CBC256,True,2,3.411934491,2084.831862,True,DIR_PAIR_6C77A29ECF5D36FE,True,2,3.327499335,1978.20222,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_B585D00D09352D1B,ASF::OLGIATE_MOLGORA_SCARPONE,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_51FF92246188E176,True,2,0.346957152,161.04552,True,DIR_PAIR_3BF5BAD39896D21E,True,1,0.295551652,145.877156,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_B87C1F9588F20DB1,ASF::ROVAGNATE_SS_ANG_V_LOMBARDIA,FROZEN::300879,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_753A4F96AA56F348,True,2,1.349155084,602.715722,True,DIR_PAIR_C851AA6C254473ED,True,1,1.349155084,720.859555,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_B981C629DF4C9AB8,FROZEN::300634,MANUAL::CALCO_SCAGNELLO,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_9BD69F272BC034D2,True,1,2.771456778,1719.652718,True,DIR_PAIR_27EEAA2AA9F5CBF4,True,1,2.764782906,1714.639758,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_C0F8E3E6AA490E39,ASF::PEREGO_VIA_STATALE_79,FROZEN::300879,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_9D7DD84355C0BB84,True,2,0.588193657,296.716917,True,DIR_PAIR_AC668F74BDD6B2A5,True,2,0.588193657,296.716917,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_C17C057A018F079B,ASF::OLGIATE_MOLGORA_VIA_STATALE,FROZEN::300956,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_F6E83106D3170005,True,1,6.751157594,2689.533869,True,DIR_PAIR_3A0C47CA158E6B7E,True,1,5.236636135,2786.823942,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_C263F3F680FC084E,ASF::ROVAGNATE_STRADA_STATALE_AGIP,FROZEN::300879,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_38221ABF55B4F414,True,1,2.49230676,1142.809906,True,DIR_PAIR_42927E74042C10C1,True,1,2.360313261,1067.207451,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_C271608F948CB59C,ASF::CALCO_LARGO_POMEA,FROZEN::300956,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_1C78766C88AECC1A,True,2,2.918607451,1746.927306,True,DIR_PAIR_6DA0429D48E0C822,True,1,2.885441324,1725.380267,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_C29B9805ADD2552D,FROZEN::100005,MANUAL::CALCO_SCAGNELLO,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_BCA97CD0F77458B1,True,1,4.511159649,2818.212346,True,DIR_PAIR_3B7DDFA37B944B27,True,1,4.465106658,2786.94664,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_C3EE3D35B47C9CB8,ASF::CALCO_LARGO_POMEA,FROZEN::L00407,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_9C25B57C3F16DA79,True,1,3.075378355,1414.851864,True,DIR_PAIR_280AF850C181A48D,True,1,2.82536091,1308.741278,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_C46DF9F9B2128AC3,FROZEN::300398,FROZEN::300487,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_954A7C9EDB1E8A07,True,1,0.88346196,368.10915,True,DIR_PAIR_408F486A49D99352,True,1,0.88346196,368.10915,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_CF31443D664C808D,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,FROZEN::300956,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_65CA7A88B7E243EC,True,1,7.662562539,3185.976112,True,DIR_PAIR_F018B25284EA226B,True,1,7.288154644,3719.578515,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_CF4A90A77CE9518C,ASF::ROVAGNATE_FRAZIONE_ALDUNO,FROZEN::300879,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_156B6FDD6E74562F,True,1,3.363034949,1723.295366,True,DIR_PAIR_9DB6A7B57836300F,True,1,3.325697359,1710.79685,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_D0DDE6DF29ACD375,ASF::OLGIATE_MOLGORA_SCARPONE,ASF::OLGIATE_MOLGORA_VIA_STATALE,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_C1DE29BC072CE1CF,True,2,1.403835309,883.91911,True,DIR_PAIR_AE30FB9EA3895006,True,2,1.400070506,900.511211,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_D3D1BBD11BA19ED4,ASF::S_MARIA_HOE_S_P_58_ANG_VIA_CENISIO,FROZEN::300805,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_E4AFD74B58E0316F,True,1,2.195839174,972.323336,True,DIR_PAIR_EA189C93E1961C4E,True,1,2.195839174,972.323336,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_D5A60C5676800688,ASF::BEVERATE_CARTELLO_PAESE,FROZEN::100005,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_B4731862FE7FA1EB,True,1,0.728791652,452.981432,True,DIR_PAIR_8BA0E9F30A46C5BD,True,1,0.667437968,413.392889,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_D7934AD78B70C7BF,ASF::VACCAREZZA_CARTELLO_PAESE,FROZEN::300398,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_CFA26095DA3180AE,True,2,2.019341561,946.935856,True,DIR_PAIR_255FA8D30124BD15,True,2,2.019341561,946.935856,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_DCC290C2625070B3,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,ASF::ROVAGNATE_FRAZIONE_ALDUNO,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_6520E4877442F8B4,True,2,1.328426492,867.329509,True,DIR_PAIR_2ED6EC7199A0D039,True,1,1.379831991,901.599842,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_E0042F4E53680123,FROZEN::300487,FROZEN::300527,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_D496B233CA514300,True,1,2.401664477,1226.922003,True,DIR_PAIR_C885103873C5DEBE,True,1,2.471967497,1029.986457,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_E0CCD2892846A82C,ASF::CALCO_VIA_GARIBALDI,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_C290806BE0C8E267,True,1,3.418563155,1844.11767,True,DIR_PAIR_1075625E48F6AF5B,True,1,3.475382256,1881.997071,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_E95203DA577547D4,FROZEN::300398,FROZEN::300527,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_EA5D23E3474C93BA,True,2,1.852177808,757.372949,True,DIR_PAIR_9271078FAF94B1CA,True,2,1.852177808,757.372949,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_F396C79E78897436,ASF::OLGIATE_MOLGORA_VIA_DELLA_SALUTE,ASF::OLGIATE_MOLGORA_VIA_STATALE,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_1368ABAF9853D9A2,True,1,1.372852648,896.946946,True,DIR_PAIR_B79990EAB6FDEDA7,True,1,1.323976681,864.362968,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_F3EDB10D0D707EC3,ASF::ARLATE_BIVIO_PER_IL_PAESE,FROZEN::300743,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_417392EBEF010A2B,True,2,0.79846679,354.662902,True,DIR_PAIR_9016AAD958DC7606,True,2,0.79846679,354.662902,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_F75542B164379DB7,ASF::BRIVIO_BAR_CRISTALLO,FROZEN::300063,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_CABA7E4E8BD1BB62,True,2,1.496103637,653.581671,True,DIR_PAIR_5678B514E77146D9,True,2,1.545202466,689.365094,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_FBB44C77D5285A8A,ASF::SANTA_MARIA_HOE_VIA_COMO,FROZEN::300879,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_9B2EAB180219D6C8,True,2,2.813930444,1284.388567,True,DIR_PAIR_12E0D976ACA15B20,True,1,2.871320738,1313.020419,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_FBFA04C7F5EBD72F,FROZEN::300782,FROZEN::300873,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_8566F4E6628188D2,True,2,1.464012066,732.006033,True,DIR_PAIR_51F47669FAE784E3,True,2,1.464012066,732.006033,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
STRUCT_LINK_FF50061317AAA22B,ASF::ARLATE_BIVIO_PER_IL_PAESE,FROZEN::100005,RECIPROCAL_BIDIRECTIONAL_CORRIDOR_AVAILABLE,True,True,DIR_PAIR_DEEDC5710784C199,True,1,7.636501596,3736.865838,True,DIR_PAIR_D7B6880D032D8636,True,1,7.637462344,3737.506337,RECIPROCAL_BIDIRECTIONAL_STRUCTURAL_LINK_INTERFACE_NOT_NETWORK_SELECTION
